DISTRICT,YEAR,DA0CA07R,DA0CA08R,DA0CC07R,DA0CC08R,DA0CS07R,DA0CS08R,DA0CT07R,DA0CT08R,DACRB07R,DACRB08R,DACRM07R,DACRM08R,DACRR07R,DACRR08R,DB0CA07R,DB0CA08R,DB0CC07R,DB0CC08R,DB0CS07R,DB0CS08R,DB0CT07R,DB0CT08R,DBCRB07R,DBCRB08R,DBCRM07R,DBCRM08R,DBCRR07R,DBCRR08R,DECRB07R,DECRB08R,DECRM07R,DECRM08R,DECRR07R,DECRR08R,DF0CA07R,DF0CA08R,DF0CC07R,DF0CC08R,DF0CS07R,DF0CS08R,DF0CT07R,DF0CT08R,DFCRB07R,DFCRB08R,DFCRM07R,DFCRM08R,DFCRR07R,DFCRR08R,DH0CA07R,DH0CA08R,DH0CC07R,DH0CC08R,DH0CS07R,DH0CS08R,DH0CT07R,DH0CT08R,DHCRB07R,DHCRB08R,DHCRM07R,DHCRM08R,DHCRR07R,DHCRR08R,DI0CA07R,DI0CA08R,DI0CC07R,DI0CC08R,DI0CS07R,DI0CS08R,DI0CT07R,DI0CT08R,DICRB07R,DICRB08R,DICRM07R,DICRM08R,DICRR07R,DICRR08R,DLCRB07R,DLCRB08R,DLCRM07R,DLCRM08R,DLCRR07R,DLCRR08R,DM0CA07R,DM0CA08R,DM0CC07R,DM0CC08R,DM0CS07R,DM0CS08R,DM0CT07R,DM0CT08R,DMCRB07R,DMCRB08R,DMCRM07R,DMCRM08R,DMCRR07R,DMCRR08R,DP0CA07R,DP0CA08R,DP0CC07R,DP0CC08R,DP0CS07R,DP0CS08R,DP0CT07R,DP0CT08R,DPCRB07R,DPCRB08R,DPCRM07R,DPCRM08R,DPCRR07R,DPCRR08R,DRCRB07R,DRCRB08R,DRCRM07R,DRCRM08R,DRCRR07R,DRCRR08R,DSCRB07R,DSCRB08R,DSCRM07R,DSCRM08R,DSCRR07R,DSCRR08R,DW0CA07R,DW0CA08R,DW0CC07R,DW0CC08R,DW0CS07R,DW0CS08R,DW0CT07R,DW0CT08R,DWCRB07R,DWCRB08R,DWCRM07R,DWCRM08R,DWCRR07R,DWCRR08R
'130902,2009,20.6,19.8,33.3,21.3,1013,966,71.8,70.1,40,37,64,49,45,51,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,19,35,56,50,24,42,-1,19.6,23.1,22.7,955,983,76.5,68.8,45,38,55,43,52,59,-1,-1,18.2,20,970,964,47.8,53.6,21,25,47,43,26,39,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.3,19.9,44,20,1054,951,67.6,71.4,35,36,71,54,38,46,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,5,12,35,22,14,24,-1,-1,-1,-1,-1,-1,19.8,20.1,34.2,21.9,1009,968,79.2,86.5,48,45,70,54,52,61
'131001,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'132902,2009,19.6,19.1,10,9.1,.,.,83.3,91.7,25,42,67,58,42,50,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.8,19.5,0,16.7,.,.,75,100,25,33,50,67,50,50,-1,.,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.6,-1,0,.,.,-1,83.3,-1,50,-1,50,-1,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.7,19.6,14.3,10,.,.,70,100,20,50,70,70,40,60
'133901,2009,18.5,18.6,21.7,0,954,951,76.7,48.6,23,21,52,62,39,35,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,25,15,63,46,38,33,-1,18.6,12.5,0,910,983,61.5,60,15,25,23,44,46,44,.,-1,-1,0,-1,-1,-1,40,-1,30,-1,70,-1,36,.,.,-1,.,-1,.,-2,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.3,-1,26.7,0,979,-1,88.2,33.3,28,15,72,85,33,23,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,10,14,20,43,30,22,-1,-1,-1,-1,-1,-1,18.5,19.1,23.8,0,955,927,77.8,55,26,16,59,58,44,35
'133902,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'133903,2009,20.1,21.1,32.5,32,1009,1026,63.9,65.6,39,57,54,74,54,72,.,-1,-1,0,-1,-1,18.2,83.3,-3,60,11,60,33,-4,26,40,41,59,33,59,18.8,21.9,21.1,36.1,955,1026,61.3,74.6,33,60,40,71,58,81,18.6,20.8,7.4,17.5,931,965,40.3,51.9,22,51,32,70,43,68,.,.,-1,.,-1,.,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.7,20.1,43.6,26.7,1059,1027,66.7,56.8,44,54,69,76,50,64,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,42,30,55,38,65,-3,-1,20,-1,30,-1,20.3,21.3,37.7,37.6,1035,1048,75.8,72.3,46,59,64,76,59,74
'133904,2009,19.2,22.1,18.2,25.4,920,950,77.6,76.3,30,38,44,56,44,48,.,.,.,-1,.,-1,.,-2,-1,-1,-1,-1,-1,-1,29,16,40,42,40,29,19.7,21.4,20,20,915,937,92.1,77.8,34,39,43,54,60,54,19.4,17,5.3,5,826,827,73.1,71.4,16,21,28,46,44,32,.,.,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.6,22.7,16.1,30.6,925,962,66,75,26,37,46,59,33,43,-1,.,-1,-1,.,-1,-2,-2,-1,-1,-1,-1,-1,-1,17,14,17,29,35,23,-1,-1,-1,-1,-1,-1,18.8,23.2,22,33.3,954,993,70.7,75,36,47,53,62,45,57
'133905,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'134901,2009,22,19.9,27.6,12.9,981,910,74.4,75.6,33,42,56,60,38,55,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,40,17,50,25,50,50,24.3,21.4,33.3,18.8,982,944,94.7,80,47,63,58,68,58,75,.,-1,16.7,0,926,-1,66.7,50,11,-3,44,33,22,-3,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.4,17.2,18.2,6.7,979,875,55,71.4,20,25,55,54,20,38,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,20,-3,40,25,20,13,-1,-1,-1,-1,-1,-3,23.5,20.3,30.4,15.4,998,944,76.7,83.9,40,58,60,71,43,75
'135001,2009,21,-1,44.4,-1,-1,.,100,28.6,40,14,80,57,36,14,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.2,-1,50,-1,.,.,100,-1,50,-1,-4,-1,50,-1,-1,.,-1,.,.,.,-2,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,20,-1,-3,-1,60,20,-3,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,20,-1,40,-3,20,-1,-1,-1,-1,-1,-1,22.6,-1,57.1,-1,-1,.,87.5,33.3,50,17,88,50,44,17
'136901,2009,21.3,20.4,9.1,23.1,905,954,73.3,76.5,19,47,52,63,22,53,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,9,40,36,53,9,47,-1,21.1,0,29.4,886,984,80,68,21,48,36,62,29,52,-1,20.3,0,18.2,874,953,63.6,55,18,41,55,65,18,56,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.8,19,20,11.1,928,-1,66.7,100,15,45,69,64,15,55,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,27,30,40,-3,44,-1,-1,-1,-1,-1,-1,22,20.5,13.3,28.6,927,983,78.9,-2,19,57,50,64,25,53
'137901,2009,18.1,19,10.4,11.6,893,900,65.2,66,32,46,46,53,61,70,16.2,-1,11.1,12.5,-1,852,75,-2,10,29,20,29,70,43,24,32,39,44,54,61,17.4,18.9,8.1,10.4,879,893,69.8,72.6,32,48,44,55,65,74,17.5,18.1,5.9,5.6,855,849,57.4,62.1,31,40,44,47,61,68,.,-1,.,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.3,19,13.6,13.1,909,906,58.4,59.2,32,44,47,52,57,66,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,6,21,11,25,43,58,-3,-1,-3,-1,-3,-3,20.8,21.5,18.2,26.5,959,990,75,64.2,39,64,55,73,59,78
'137902,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'137903,2009,18.6,19.3,12.1,20,893,966,82.5,60.6,13,24,50,58,25,36,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,9,19,36,44,27,38,19.1,17.8,10,0,881,-1,90.9,61.5,14,15,36,46,36,38,16.8,17.6,0,10,847,928,73.1,45.5,4,19,35,43,19,33,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,20,16.7,33.3,914,1000,66.7,60,11,30,67,65,11,35,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,9,37,36,17,27,-1,-1,-1,-1,-1,-1,20.9,21.1,30.8,30,1002,987,92.9,90.9,29,33,79,83,36,42
'137904,2009,19.2,18.7,11.8,13.8,959,921,97.1,78.4,22,34,42,49,39,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,6,42,19,60,25,58,18.1,18.6,6.7,18.8,-1,902,88.2,84.2,11,40,17,55,33,60,18.6,16.8,5.9,0,-1,-1,81,73.1,15,15,35,36,40,33,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.1,18.8,15.8,7.7,1058,-1,-2,72.2,33,28,67,42,44,39,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-3,8,-3,7,18,31,-1,-1,-1,-1,-1,-1,21.2,21.8,21.4,33.3,-1,-1,-2,90,36,80,57,80,43,90
'138902,2009,22.4,21,41.7,14.3,953,-1,75,50,29,50,76,50,29,71,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,17,14,50,14,17,57,22.4,-1,45.5,-1,963,.,100,57.1,42,43,75,43,42,71,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,20,42.9,-3,57,80,57,-3,71,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,17,14,50,14,17,43,-1,-1,-1,-1,-1,-1,23.6,21,50,14.3,1028,-1,72.7,63.6,33,55,75,55,33,73
'138903,2009,19.2,18.5,16.7,4.8,.,.,78.3,80.8,41,31,45,42,55,46,-1,-1,-1,-1,.,.,-1,-1,-1,-3,-1,-3,-1,-3,10,7,20,13,20,33,19.7,19.4,25,9.1,.,.,100,68.8,64,25,64,31,73,44,18.5,-1,0,-1,.,.,77.8,44.4,38,-3,50,25,38,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.2,17.5,0,0,.,.,54.5,100,18,40,27,60,36,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,-3,-3,18,11,27,-1,-1,-1,-1,-1,-1,20.9,19.4,30,8.3,.,.,83.3,92.3,50,62,50,69,67,62
'138904,2009,18.6,20,12.5,0,.,.,-2,54.5,43,60,43,80,57,70,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,56,-1,78,-1,67,19.2,-1,16.7,-1,.,.,100,50,50,57,50,71,67,71,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-2,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.6,-1,12.5,-1,.,.,-2,44.4,43,63,43,75,57,75
'139905,2009,20.1,20.7,23.1,27.3,972,-1,94.5,-2,57,-3,71,20,69,40,-1,-1,-1,-1,.,.,-1,-2,-1,-1,-1,-1,-1,-1,80,-1,80,-1,80,-1,19.6,21.6,20.7,28.6,-1,.,96.7,-2,63,-3,77,20,73,40,-1,-1,.,-1,.,.,.,-2,-1,-1,-1,-1,-1,-1,.,.,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.7,20,26.1,26.3,-1,-1,92,-2,50,-1,64,-1,63,-1,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-3,-1,17,-1,33,-1,-1,-1,-1,-1,-1,-1,20.4,21.3,25,30,972,-1,98,-2,63,-3,76,20,71,40
'139908,2009,21.3,19.1,16.7,9.1,-1,.,42.9,78.6,36,31,43,46,36,54,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,33,40,50,60,33,60,-1,18.3,-1,16.7,-1,.,66.7,75,67,29,67,43,67,43,.,-1,.,-1,.,.,-1,-2,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,0,.,.,25,83.3,13,33,25,50,13,67,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,17,-1,33,-1,50,-1,-1,-1,-1,-1,-1,21.4,20.9,16.7,14.3,-1,.,46.2,70,38,33,46,56,38,56
'139909,2009,19.6,19.8,46.3,28.9,1097,1072,50.9,53.9,43,41,56,59,54,56,16.5,15.9,4.3,3.7,-1,850,40.4,50,13,8,27,33,31,24,23,18,44,38,42,37,19.5,21.2,50,32.5,1116,1083,46.3,48.8,46,39,49,49,58,61,-1,-1,-1,-1,-1,-1,25,14.3,50,17,75,33,50,17,.,-1,.,-1,-1,-1,-1,60,-1,60,-1,60,-1,60,-1,-1,-1,-1,-1,-1,19.7,18.3,43.2,26,1088,1064,55.7,58.8,40,43,63,69,49,51,.,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,12,20,29,28,31,41,-1,-1,-1,-1,-1,-1,22.2,22.1,62.5,37.5,1142,1091,60.2,56.6,59,57,71,73,66,74
'139911,2009,21.5,21.4,28.6,31.9,1032,1001,55.2,50.3,42,46,56,60,57,63,-1,-1,14.3,0,-1,-1,70,31.3,33,7,50,13,33,38,27,30,32,48,52,48,21.6,21,25.9,17.9,1025,948,62.8,53.3,49,48,57,59,67,70,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,80,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,21.5,22.3,32.4,52.6,1050,1076,46.8,46.3,33,43,56,61,45,54,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,9,17,27,32,30,48,-1,11,-1,11,-1,40,21.8,21.7,29.1,33.3,1040,1011,54.5,51.9,43,50,57,66,59,66
'139912,2009,19.5,23,7.7,44.8,-1,-1,44.8,51.8,18,52,57,69,28,60,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,38,63,63,5,46,19.7,23.2,6.3,44.4,-1,-1,51.6,54.5,23,54,53,72,39,61,.,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.8,22.8,10,45.5,-1,-1,37,47.8,12,50,62,65,15,59,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,7,11,33,32,26,32,-1,-1,-1,-1,-1,-1,20.2,23.3,8.3,46.4,-1,-1,44.4,51.9,19,54,58,68,30,63
'140901,2009,12.8,-1,0,-1,.,.,83.3,23.1,-3,9,14,36,-3,9,-1,.,-1,.,.,.,-2,-1,-1,-1,-1,-1,-1,-1,-1,-3,-1,29,-1,-3,-1,-1,-1,-1,.,.,-1,28.6,-3,20,20,20,-3,20,-1,.,-1,.,.,.,-1,0,-1,-3,-1,20,-1,-3,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,16.7,-1,-3,-1,50,-1,-3,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-3,-1,25,-1,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1
'140904,2009,20.4,20,20.5,17.8,978,-1,51.3,60.8,34,50,49,55,57,75,.,-1,-1,-1,.,.,-1,60,-1,20,-1,20,-1,40,24,42,35,42,49,73,20,19.7,15.4,12,937,-1,40.6,65.8,13,47,27,50,50,77,19.7,18.2,9.1,0,-1,-1,30.6,41.2,25,33,42,35,50,70,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.6,20.3,23.1,25,1007,.,59.1,55.6,48,53,64,60,62,74,-1,.,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,12,26,21,25,42,54,-1,-1,-1,-1,-1,-1,20.8,21,28,25.9,998,-1,65.8,79.4,44,67,58,75,68,84
'140905,2009,18.7,19.8,5.9,20,-1,1002,51.5,60,19,46,35,57,23,61,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,5,42,21,47,5,58,17.4,20.1,0,27.8,.,-1,45.5,62.1,-3,50,27,58,-3,73,17,18.3,9.1,7.7,-1,-1,45.8,41.9,14,36,32,46,18,57,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.3,19.3,8.3,8.3,-1,-1,54.5,57.1,30,40,40,55,35,45,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,5,27,14,38,9,50,-1,-1,-1,-1,-1,-1,21.8,21.7,0,38.5,.,-1,66.7,86.7,33,67,44,80,33,67
'140907,2009,22.1,19,36.4,23.5,.,-1,68.8,-2,38,53,56,56,75,58,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,33,-1,43,-1,29,20.6,18.8,22.2,25,.,-1,64.3,100,31,58,46,54,77,69,-1,16.3,-1,0,.,.,16.7,75,-3,33,20,40,60,36,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.6,-1,20,.,.,-1,-2,-1,40,-1,60,-1,33,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-1,-1,-1,-1,-1,-1,-1,-1,22.7,20.5,40,36.4,.,-1,100,-2,55,75,73,75,82,88
'140908,2009,20.9,19.1,20,9.5,.,-1,45.5,80.8,48,52,62,72,76,64,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,36,60,55,80,73,60,-1,19.7,-1,9.1,.,-1,25,78.6,71,50,71,71,-4,64,-1,19,-1,14.3,.,.,33.3,63.6,42,50,58,60,75,60,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.6,18.5,0,10,.,.,50,83.3,36,55,57,73,64,64,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,14,14,29,71,43,-1,-1,-1,-1,-1,-1,19.6,19.2,20,7.1,.,-1,50,93.3,56,53,67,80,78,67
'141901,2009,21,21.5,28.3,25.2,975,979,49.7,53.4,34,35,50,47,48,53,.,.,-1,.,.,.,20,-1,-3,-1,20,-1,20,-1,21,30,28,43,42,57,22.1,22,33.3,27.8,971,969,49.5,64.9,35,44,56,52,50,64,-1,19.2,7.1,27.3,898,958,45.2,37.9,17,32,24,36,43,54,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.3,20.4,23.4,20.5,979,999,50,40.2,33,23,45,41,45,39,.,.,.,-1,-1,-1,.,-2,-1,-1,-1,-1,-1,-1,8,10,18,20,23,34,-3,-1,-3,-1,13,-3,21.3,21.7,33.3,23.2,1004,979,51,55.9,40,35,56,48,50,53
'141902,2009,19.6,17.6,21.4,10,929,993,82.4,66.7,38,38,65,71,44,46,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,22,38,50,63,33,50,19.1,17.8,12.5,0,-1,-1,88.9,100,25,-1,67,-1,38,-1,19.4,-1,16.7,-1,860,.,60,-1,33,-1,60,-1,44,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.2,-1,33.3,20,954,978,75,50,50,22,63,70,50,33,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,-1,50,40,-3,-1,-1,-1,-1,-1,-1,-1,19.7,18.2,14.3,12.5,-1,993,-2,66.7,33,40,67,82,33,40
'142901,2009,17.9,17.1,11.1,5.1,-1,890,57.1,76.5,20,37,40,45,33,66,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,16,19,42,33,26,56,18.4,16.3,12.5,0,-1,-1,47.1,76.9,25,42,44,42,41,81,17,17.2,6.5,5.9,-1,892,56.4,72.3,17,36,38,43,33,69,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.5,17.9,10,10.5,-1,912,69,76,14,30,36,48,25,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,3,7,24,7,18,50,-1,-1,-1,-1,-1,-1,21.4,16.4,40,0,-1,-1,62.5,-2,38,40,50,60,38,40
'143901,2009,20,20.1,17,28,970,1001,63.9,74.6,38,55,54,66,54,75,-1,16.6,-1,0,.,-1,28.6,100,-3,43,14,71,29,43,8,30,25,70,23,45,20.1,20.1,18.2,25,972,1017,68.8,82.4,41,54,52,66,63,77,.,-1,.,-1,-1,-1,-1,20,-1,20,-1,80,-1,40,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.1,20,15,31.8,964,987,57.1,66.7,34,56,57,66,42,73,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,10,8,15,38,29,29,-1,-1,-1,-1,-1,-1,20.4,20.6,18,32.6,974,1011,67.6,76.8,42,60,59,64,57,82
'143902,2009,.,-1,13.3,23.1,977,1064,65.2,65,50,65,70,85,57,80,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,50,-1,71,-1,50,-1,.,.,0,20,904,1042,81.8,55.6,27,56,45,67,42,89,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,33.3,25,1087,1080,50,72.7,73,73,92,-4,73,73,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,13,-1,44,-1,22,-1,-1,-1,-1,-1,-1,-1,.,-1,15.4,25,984,1065,68.4,75,58,75,84,94,60,81
'143903,2009,18,21.4,5.6,26.5,932,966,56.3,75.6,50,50,57,59,54,66,-1,.,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,38,63,50,50,63,17.9,20.7,0,20,955,930,66.7,80,63,44,63,52,63,64,-1,.,-1,-1,.,-1,16.7,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.9,10,35.7,911,1022,50,70,45,58,55,68,50,68,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,10,-1,10,-1,30,-1,-1,-1,-1,-1,-1,19.8,21.4,6.7,29,932,978,65.2,79.5,55,55,59,63,55,66
'143904,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'143905,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
