DISTRICT,YEAR,DA0CA07R,DA0CA08R,DA0CC07R,DA0CC08R,DA0CS07R,DA0CS08R,DA0CT07R,DA0CT08R,DACRB07R,DACRB08R,DACRM07R,DACRM08R,DACRR07R,DACRR08R,DB0CA07R,DB0CA08R,DB0CC07R,DB0CC08R,DB0CS07R,DB0CS08R,DB0CT07R,DB0CT08R,DBCRB07R,DBCRB08R,DBCRM07R,DBCRM08R,DBCRR07R,DBCRR08R,DECRB07R,DECRB08R,DECRM07R,DECRM08R,DECRR07R,DECRR08R,DF0CA07R,DF0CA08R,DF0CC07R,DF0CC08R,DF0CS07R,DF0CS08R,DF0CT07R,DF0CT08R,DFCRB07R,DFCRB08R,DFCRM07R,DFCRM08R,DFCRR07R,DFCRR08R,DH0CA07R,DH0CA08R,DH0CC07R,DH0CC08R,DH0CS07R,DH0CS08R,DH0CT07R,DH0CT08R,DHCRB07R,DHCRB08R,DHCRM07R,DHCRM08R,DHCRR07R,DHCRR08R,DI0CA07R,DI0CA08R,DI0CC07R,DI0CC08R,DI0CS07R,DI0CS08R,DI0CT07R,DI0CT08R,DICRB07R,DICRB08R,DICRM07R,DICRM08R,DICRR07R,DICRR08R,DLCRB07R,DLCRB08R,DLCRM07R,DLCRM08R,DLCRR07R,DLCRR08R,DM0CA07R,DM0CA08R,DM0CC07R,DM0CC08R,DM0CS07R,DM0CS08R,DM0CT07R,DM0CT08R,DMCRB07R,DMCRB08R,DMCRM07R,DMCRM08R,DMCRR07R,DMCRR08R,DP0CA07R,DP0CA08R,DP0CC07R,DP0CC08R,DP0CS07R,DP0CS08R,DP0CT07R,DP0CT08R,DPCRB07R,DPCRB08R,DPCRM07R,DPCRM08R,DPCRR07R,DPCRR08R,DRCRB07R,DRCRB08R,DRCRM07R,DRCRM08R,DRCRR07R,DRCRR08R,DSCRB07R,DSCRB08R,DSCRM07R,DSCRM08R,DSCRR07R,DSCRR08R,DW0CA07R,DW0CA08R,DW0CC07R,DW0CC08R,DW0CS07R,DW0CS08R,DW0CT07R,DW0CT08R,DWCRB07R,DWCRB08R,DWCRM07R,DWCRM08R,DWCRR07R,DWCRR08R
'011902,2009,18.5,17.8,18.8,11.2,915,939,61.1,47.3,29,32,40,48,49,43,-1,13.8,0,0,743,817,75,40,-3,14,6,27,17,26,12,19,18,34,35,32,18.9,17.7,16.4,9.8,911,943,72,51.5,35,35,42,44,54,47,18.6,17,7.4,0,850,891,55.1,30.8,21,22,31,38,40,34,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.9,17.9,24.1,13.2,924,933,45.3,42.7,22,29,36,53,41,38,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,13,18,26,34,29,-1,-1,-1,-1,-1,-1,19.5,19.1,27.8,14.8,995,980,60.7,60.7,39,43,50,57,61,52
'011904,2009,21.8,19.9,37.9,19,1023,973,65.2,70.8,53,30,67,67,68,34,.,.,-1,.,-1,.,-2,-1,-1,-1,-1,-1,-1,-1,44,30,61,67,61,30,21.6,19.5,29.4,13.9,1022,920,79.1,78.3,61,31,71,59,71,39,-1,16.9,40,0,1075,913,50,50,22,18,56,59,56,24,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.4,20.7,50,25.9,1046,1038,52.2,62.8,45,29,64,76,66,29,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,8,-3,21,15,38,-3,-1,-1,-1,-1,-1,-1,21.9,20.6,37.3,22.6,1031,989,64.6,79.1,57,35,69,73,70,38
'011905,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'012901,2009,20.5,20.4,21.1,13.3,-1,-1,77.6,85.7,28,47,68,67,34,56,-1,.,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,20,-1,53,-1,27,-1,20.4,19.6,15,12.5,-1,.,80,100,28,44,72,59,32,56,-1,-1,-1,-1,-1,.,33.3,-1,33,-1,50,-1,33,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.8,21.2,27.8,14.3,-1,-1,75,73.7,28,50,64,74,36,56,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,14,14,-1,-1,-1,-1,-1,-1,20.2,20.5,17.1,14.8,-1,-1,83.3,84.4,28,48,72,67,35,58
'013801,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'013901,2009,17.8,18,8.2,12.6,966,1024,57.9,63.2,23,34,46,51,29,44,-1,-1,-1,-1,-1,.,80,60,17,-1,17,-1,17,-1,15,24,35,42,23,29,18.3,18.4,9.5,12,962,1005,61.8,67.6,25,31,48,42,34,46,16.8,17.5,5.4,9.4,940,974,47.1,61.2,19,27,39,50,27,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,17.6,6.4,13.5,976,1069,53.4,57.8,21,37,44,62,23,41,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,6,20,29,34,11,32,-3,-1,-3,-1,-3,-1,19.1,19.8,10.9,21.6,990,1043,75.4,69.8,28,54,59,59,33,68
'013902,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'013903,2009,19,19,6.7,6.7,948,946,88.2,65.2,47,38,76,63,53,44,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,11,18,67,36,22,33,18.8,18,12.5,16.7,-1,-1,-2,54.5,29,45,71,64,29,55,-1,-1,-1,20,-1,-1,-1,55.6,-1,40,-1,60,-1,60,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.4,-1,0,0,937,941,70,75,60,31,80,62,70,36,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,20,20,80,40,20,18,-1,-1,-1,-1,-1,-1,19.6,19,8.3,0,950,906,85.7,76.9,43,38,71,69,50,36
'013905,2009,18.6,18.7,14.3,9.1,-1,-1,38.2,43.1,23,37,44,63,28,55,.,-1,.,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,7,32,24,65,14,47,19.2,18.2,20,0,.,-1,55.6,38.1,29,32,53,65,41,50,16.8,16.6,0,0,.,-1,21.4,34.6,12,25,30,60,19,50,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.9,18.9,9.1,14.3,-1,-1,29.7,46.7,19,41,41,61,22,59,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,14,10,32,47,19,38,-1,-1,-1,-1,-1,-1,19.2,20.4,20,16.7,-1,-1,62.5,52.2,33,52,63,67,38,61
'014801,2009,.,-1,-1,-1,-1,-1,5.6,7.7,11,21,11,38,29,33,.,-1,-1,-1,-1,-1,10,12.5,-3,17,-3,50,13,25,17,8,17,31,57,25,.,.,-1,-1,-1,-1,7.1,8.3,12,7,12,24,30,27,.,.,-1,-1,.,-1,10,14.3,-1,-1,-1,20,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,0,6.7,-1,44,-1,67,-1,44,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,6,20,6,36,26,30,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,.,0,0,29,25,29,33,38,50
'014802,2009,.,-1,.,-1,.,.,0,7.1,-3,20,8,17,17,20,.,-1,.,-1,.,.,0,20,-3,-1,11,-1,11,-1,-1,-1,-1,20,-1,-1,.,.,.,.,.,.,0,0,-3,-1,14,-1,14,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,0,12.5,-3,-1,-3,20,20,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,-1,-3,20,22,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,-1,-1,-1,-1,-1,-1
'014803,2009,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1
'014804,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'014901,2009,21.2,20.6,27.3,25,1001,955,84.6,57.1,40,52,59,64,52,70,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-3,-1,40,-1,20,-1,21.3,21.1,26.9,20.8,987,919,74.3,66.7,38,61,49,68,57,77,-1,-1,-1,16.7,-1,-1,-1,60,-1,67,-1,67,-1,78,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.8,19.7,27.8,33.3,1026,1028,-2,44.4,43,40,76,60,43,62,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,9,16,22,28,22,50,17,-1,17,-1,17,-1,21,21,28.6,26.7,1008,958,85.7,57.7,41,50,59,65,54,70
'014902,2009,22,-1,20,18.2,791,915,57.7,47.8,8,23,26,32,26,39,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,11,14,22,29,10,-1,-1,25,0,837,822,72.7,54.5,18,18,33,18,55,45,-1,.,0,-1,-1,-1,38.5,11.1,8,-3,23,11,29,11,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.3,40,736,1028,46.7,41.7,-3,27,20,45,6,33,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,5,-3,23,-3,27,9,-1,-1,-1,-1,-1,-1,-1,-1,33.3,22.2,773,964,81.8,90,9,50,33,50,27,80
'014903,2009,20,21.5,31.4,34.8,1030,1015,61.4,54.6,42,45,55,58,60,59,-1,16.2,27.3,33.3,996,923,57.9,45,29,44,35,47,65,45,13,23,33,43,39,37,20.2,22.1,26.3,33.1,1016,1016,64.5,60.7,44,48,52,58,66,68,17.5,18.3,32.3,15.2,1024,934,34.1,34,21,22,36,42,49,41,-1,.,20,-1,-1,-1,83.3,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.7,20.6,37.5,37,1044,1014,57.8,48.2,39,41,57,59,53,50,-1,-1,-1,66.7,-1,-1,60,-2,40,80,80,80,60,-4,11,15,21,34,43,31,-3,6,8,27,10,5,20.2,22.1,32,37.4,1034,1030,69.8,60.1,51,50,64,63,64,64
'014905,2009,20.8,20.6,27.3,23.1,-1,-1,44,37.1,17,34,46,48,28,45,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-3,8,40,25,22,17,19.8,21.2,16.7,30,-1,-1,66.7,50,11,39,56,44,30,47,-1,-1,-1,-1,.,.,40,28.6,20,50,20,43,80,67,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,40,-1,-1,-1,31.3,20,20,29,41,53,27,43,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,14,14,14,14,57,-1,-1,-1,-1,-1,-1,21.5,20.7,37.5,30,-1,-1,42.1,38.5,17,33,50,54,16,44
'014906,2009,19.6,20,17.9,19.9,942,940,70.7,67.7,26,33,43,51,39,47,17.1,18.5,5.8,9,876,875,75.8,75.1,15,23,30,38,33,42,20,24,34,41,33,39,19.9,19.8,14.7,18.9,929,932,74.7,67.9,26,34,40,44,43,53,19.4,21.1,11.3,23.6,923,964,60.3,52.8,18,33,39,51,32,48,-1,-1,0,-1,-1,-1,100,42.9,50,-1,50,-1,67,-1,-3,-3,29,15,-3,5,19.2,20.2,22,21.1,963,949,65.8,67.4,25,33,47,58,34,41,21.4,20.5,30.6,24.1,1005,947,87.8,82.9,38,44,56,63,49,49,13,13,29,29,29,31,7,4,16,9,11,6,22.8,21.9,33.7,32.5,1034,1019,61.9,65,38,45,58,64,47,53
'014907,2009,18.9,17.8,12.1,26.1,971,1043,63.5,60.5,42,45,51,60,59,61,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,50,29,50,43,44,-1,17.3,9.1,40,1003,1105,47.8,57.7,39,46,48,54,58,62,-1,.,20,-1,1023,-1,55.6,33.3,56,50,56,67,56,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.4,-1,13.6,0,953,966,75.9,66.7,44,43,54,71,59,60,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,13,12,11,18,11,47,-1,-1,-1,-1,-1,-1,18.4,17.8,10.7,30,954,1045,66.7,64.5,40,44,51,59,61,64
'014908,2009,21.5,20.5,32.4,26.3,1017,1001,70.8,78.1,41,60,57,68,58,76,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-3,29,33,71,25,25,21.7,20.1,29,17.9,1032,993,83.8,93.3,44,57,51,57,63,83,-1,-1,33.3,14.3,-1,1012,50,63.6,23,60,54,80,46,64,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.9,20.9,35.1,34.5,1007,1009,62.7,67.4,40,62,62,74,55,71,.,-1,-1,-1,-1,-1,-1,60,-1,-1,-1,-1,-1,-1,4,-3,14,14,31,25,-1,-1,-1,-1,-1,-1,21.3,20.1,33.3,25.5,1015,999,73.2,82.5,44,60,57,66,60,79
'014909,2009,21.7,22.4,35.3,36.2,1026,1023,51.9,60.5,35,47,54,61,45,57,17.8,16.9,0,7.8,851,864,38.9,63,18,22,38,39,34,34,16,33,32,41,29,47,21.8,22.2,33.6,31.4,1013,1006,55.2,63,35,48,51,58,46,62,18.7,24.6,27,29.4,1009,992,37.8,40.5,24,40,47,56,28,53,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.3,22.6,38.1,41,1054,1038,47.2,58.3,35,46,58,64,43,54,-1,24,71.4,57.1,1174,1153,-2,63.6,67,70,-4,80,67,90,10,14,31,27,24,32,12,17,22,17,17,22,24.1,24.1,47.9,50,1083,1093,64,69.5,49,62,64,75,58,70
'014910,2009,21.7,20.6,28.9,27.8,1025,987,55.6,57.1,33,41,48,52,46,61,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,10,38,32,50,18,44,22.2,21.5,25,33.3,1002,1013,60.6,58.3,40,43,47,47,57,65,-1,-1,-1,0,-1,887,44.4,41.2,11,19,22,33,10,41,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.2,19.7,32,20,1051,943,52.1,55.6,28,38,49,59,40,56,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,3,18,16,23,28,45,-1,-1,-1,-1,-1,-1,22,20.9,32.5,35.7,1035,1019,57.1,62.2,36,48,53,59,51,67
'015801,2009,.,.,0,-1,824,-1,13.2,14.8,9,8,13,17,26,15,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-3,17,-3,36,-3,.,.,-1,-1,-1,-1,17.6,8.3,20,-1,30,-1,30,-1,.,.,-1,-1,-1,-1,7.1,15,7,11,13,22,31,10,.,.,-1,.,-1,.,-2,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,9.5,20,-3,11,-3,22,23,11,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,6,11,12,11,18,20,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,22.2,-1,14,-1,14,-1,14,-1
'015802,2009,-1,.,0,0,725,855,14.5,20.5,-3,-3,4,19,8,19,-1,.,0,-1,-1,-1,19.2,5,-3,-3,-3,25,-3,25,-3,-3,5,21,6,21,.,.,-1,0,-1,818,11.1,20,-3,-3,6,15,13,25,.,.,-1,0,-1,853,12,37.5,-3,-3,9,14,10,14,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,15.4,22.2,-3,-1,-3,-1,-3,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,4,25,8,17,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,11.1,-1,-3,-1,-3,-1,17,-1
'015803,2009,.,.,.,.,.,.,0,-1,-1,-1,40,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,-1,-1,-1,40,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1
'015805,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'015806,2009,15.2,14.7,2.6,0,753,757,-2,97.9,6,5,19,16,12,28,14.5,15.7,0,0,682,744,85.7,-2,-3,13,15,24,7,38,4,8,17,19,12,33,15.2,14.5,5.3,0,741,743,-2,-2,7,8,29,13,13,36,15.1,13.4,0,0,-1,739,92.3,-2,7,-3,21,5,13,24,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.3,15.4,0,0,771,-1,-2,36.8,6,-3,12,21,11,14,.,.,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-3,24,12,9,30,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1
'015807,2009,-1,-1,5.4,0,838,817,25.7,26.5,4,10,26,24,16,30,.,.,-1,-1,-1,-1,6.7,8.7,-3,-3,-3,20,-3,10,7,5,25,20,11,29,-1,-1,3.6,0,834,814,31.5,27.1,3,14,32,23,11,40,-1,-1,4.3,0,866,794,26.4,36.4,-3,7,28,21,14,31,.,.,.,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,12.5,0,880,822,14.5,25.5,8,5,13,25,31,15,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,6,5,14,21,22,24,-1,-1,-1,-1,-1,-1,.,.,16.7,-1,-1,-1,24,14.8,-1,27,50,36,-1,45
'015808,2009,-1,.,-1,.,.,.,16.7,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,-2,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,.,-1,-1,-1,-1,-1,-1
'015809,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'015811,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'015812,2009,.,.,.,-1,.,-1,0,4.3,-1,-3,-3,13,-1,22,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-3,-1,-1,-1,.,.,.,-1,.,-1,0,7.7,-1,-1,-1,-1,-1,-1,.,.,.,-1,.,-1,0,4.5,-1,-3,-3,14,-1,22,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,-1,-3,-1,20,-1,17,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-1,29,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1
'015813,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'015814,2009,.,.,-1,-1,-1,-1,9.1,6.7,20,-1,20,-1,60,-1,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,.,-1,0,11.1,-1,-1,-1,-1,-1,-1,.,.,.,-1,.,-1,0,6.7,20,-1,20,-1,60,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,0,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1
'015815,2009,.,-1,-1,-1,-1,-1,6.7,20,-3,-1,29,-1,-3,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-1,-3,-1,-3,-1,.,.,.,-1,.,-1,0,22.2,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,0,18.2,-3,-1,17,-1,-3,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,12.5,16.7,-3,-1,20,-1,-3,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-3,-1,20,-1,-3,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1
'015816,2009,.,.,.,-1,.,-1,-1,9.1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,.,-1,-1,14.3,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,0,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1
'015817,2009,-1,-1,-1,-1,.,-1,5,4.8,-3,-3,13,13,15,20,.,-1,.,-1,.,.,.,-2,-1,-1,-1,-1,-1,-1,-3,-1,17,-1,13,-3,-1,.,-1,-1,.,-1,5.9,3.7,-1,-1,-1,-1,-3,40,-1,.,-1,-1,.,-1,5.2,2.6,-3,-3,13,13,15,20,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,3.8,6.7,-1,-1,-1,-1,40,-3,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-3,-1,13,25,20,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1
