DISTRICT,YEAR,DA0GH02N,DA0GH02P,DA0GM02N,DA0GM02P,DA0GR02N,DA0GR02P,DA0LV02R,DAPID03N,DAPID03R,DAUND02C,DB0GR02N,DB0GR02P,DH0GR02N,DH0GR02P,DI0GR02N,DI0GR02P,DP0GR02N,DP0GR02P,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR02N,DS0GR02P,DW0GR02N,DW0GR02P
'047902,2003,25,59.5,17,40.5,42,100,0,0,0,0,0,0,11,26.2,0,0,0,0,14.6,2.1,0,0,0,6,2,0,2.7,50,0,0,0,0,0,0,0,33.3,709,23,3.2,0,0,17,2.3,379,53.5,50,7.1,38,5.4,63,8.9,61,8.6,60,8.5,51,7.2,56,7.9,51,7.2,53,7.5,60,8.5,55,7.8,55,7.8,0,0,28,3.9,41,5.8,15,2.1,221,31.2,0,0,25,3.5,0,0,88,12.4,149,21,488,68.8,5,11.9,31,73.8
'047903,2003,10,58.8,7,41.2,17,100,0,1,0.4,0,0,0,6,35.3,0,0,0,0,0,9.1,7.7,0,0,0,15.4,0,5.9,50,.,0,0,0,0,0,0,0,216,23,10.6,0,0,4,1.9,10,4.6,19,8.8,13,6,9,4.2,12,5.6,21,9.7,16,7.4,18,8.3,15,6.9,30,13.9,16,7.4,10,4.6,13,6,0,0,16,7.4,13,6,11,5.1,89,41.2,0,0,24,11.1,0,0,32,14.8,79,36.6,127,58.8,4,23.5,11,64.7
'047905,2003,0,0,10,100,10,100,0,1,0.6,0,0,0,1,10,0,0,0,0,20,0,.,0,0,0,0,14.3,33.3,0,0,0,.,0,0,0,.,.,129,1,0.8,0,0,2,1.6,72,55.8,6,4.7,6,4.7,8,6.2,7,5.4,8,6.2,6,4.7,8,6.2,19,14.7,6,4.7,19,14.7,13,10.1,16,12.4,0,0,4,3.1,7,5.4,0,0,17,13.2,1,0.8,1,0.8,0,0,32,24.8,78,60.5,111,86,2,20,9,90
'048901,2003,13,54.2,11,45.8,24,100,0,0,0,0,0,0,11,45.8,0,0,0,0,0,5.3,0,0,0,0,0,0,21.4,0,0,0,0,0,0,0,0,.,299,13,4.3,8,2.7,0,0,158,52.8,13,4.3,22,7.4,20,6.7,23,7.7,24,8,22,7.4,22,7.4,23,7.7,30,10,21,7,23,7.7,18,6,1,0.3,23,7.7,18,6,19,6.4,133,44.5,0,0,13,4.3,0,0,40,13.4,84,28.1,158,52.8,3,12.5,13,54.2
'048903,2003,7,43.8,9,56.3,16,100,0,0,0,0,0,0,5,31.3,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,.,.,0,0,0,.,0,0,166,0,0,0,0,1,0.6,107,64.5,7,4.2,15,9,9,5.4,5,3,10,6,19,11.4,17,10.2,5,3,19,11.4,15,9,12,7.2,12,7.2,1,0.6,4,2.4,11,6.6,9,5.4,53,31.9,0,0,0,0,0,0,31,18.7,71,42.8,113,68.1,3,18.8,11,68.8
'049901,2003,99,67.8,47,32.2,146,100,1.3,18,0.5,18,18,12.3,23,15.8,2,1.4,1,0.7,0.5,0.6,0.6,0.6,0.6,1.7,1.1,1.1,2,4.3,0,0,0,0,0,0,2.3,10.7,2927,386,13.2,265,9.1,60,2.1,1570,53.6,229,7.8,215,7.3,207,7.1,211,7.2,219,7.5,200,6.8,212,7.2,221,7.6,264,9,203,6.9,189,6.5,177,6,16,0.5,321,11,240,8.2,124,4.2,873,29.8,23,0.8,396,13.5,16,0.5,425,14.5,463,15.8,1750,59.8,20,13.7,102,69.9
'049902,2003,20,58.8,14,41.2,34,100,0.4,2,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,20,16.7,0,528,6,1.1,0,0,4,0.8,89,16.9,39,7.4,30,5.7,47,8.9,35,6.6,41,7.8,39,7.4,36,6.8,40,7.6,48,9.1,41,7.8,30,5.7,31,5.9,0,0,41,7.8,41,7.8,30,5.7,13,2.5,0,0,6,1.1,3,0.6,72,13.6,177,33.5,512,97,6,17.6,34,100
'049903,2003,21,42,29,58,50,100,0.3,0,0,1,0,0,3,6,0,0,0,0,2.1,0,0,0,0,2.2,8.7,4.5,0,0,0,0,0,0,0,0,11.1,0,665,14,2.1,0,0,10,1.4,156,23.5,53,8,48,7.2,47,7.1,37,5.6,66,9.9,56,8.4,61,9.2,54,8.1,57,8.6,59,8.9,43,6.5,41,6.2,6,0.9,33,5,37,5.6,0,0,66,9.9,3,0.5,23,3.5,1,0.2,105,15.8,271,40.8,595,89.5,10,20,47,94
'049905,2003,34,50,34,50,68,100,0.3,8,0.6,2,0,0,3,4.4,0,0,1,1.5,8.2,3.6,3.2,0,0,0,0,1.6,3.8,11.1,0,0,0,0,0,0,0,0,1098,6,0.5,7,0.6,6,0.5,357,32.5,70,6.4,62,5.6,73,6.6,77,7,77,7,106,9.7,87,7.9,108,9.8,96,8.7,101,9.2,88,8,57,5.2,0,0,115,10.5,65,5.9,31,2.8,47,4.3,18,1.6,6,0.5,2,0.2,149,13.6,335,30.5,1024,93.3,13,19.1,64,94.1
'049906,2003,22,78.6,6,21.4,28,100,0,1,0.2,0,0,0,2,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,.,.,352,8,2.3,0,0,1,0.3,86,24.4,18,5.1,28,8,19,5.4,29,8.2,31,8.8,28,8,20,5.7,36,10.2,26,7.4,29,8.2,23,6.5,28,8,2,0.6,26,7.4,35,9.9,0,0,32,9.1,0,0,15,4.3,0,0,29,8.2,131,37.2,320,90.9,1,3.6,26,92.9
'049907,2003,27,67.5,13,32.5,40,100,0,3,0.6,0,0,0,0,0,0,0,3,7.5,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,472,0,0,1,0.2,1,0.2,26,5.5,31,6.6,26,5.5,27,5.7,36,7.6,36,7.6,35,7.4,40,8.5,41,8.7,43,9.1,53,11.2,26,5.5,41,8.7,0,0,36,7.6,37,7.8,0,0,3,0.6,2,0.4,0,0,5,1.1,43,9.1,215,45.6,461,97.7,2,5,37,92.5
'049908,2003,0,.,0,.,0,.,0,2,2.5,0,0,.,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,.,70,0,0,1,1.4,0,0,41,58.6,6,8.6,6,8.6,4,5.7,3,4.3,8,11.4,13,18.6,7,10,9,12.9,0,0,0,0,0,0,0,0,0,0,0,0,9,12.9,5,7.1,1,1.4,2,2.9,0,0,1,1.4,7,10,0,0,65,92.9,0,.,0,.
'049909,2003,0,.,0,.,0,.,6.3,0,0,1,0,.,0,.,0,.,0,.,20,16.7,0,0,0,0,0,0,100,.,.,.,0,.,0,0,0,.,55,2,3.6,0,0,0,0,34,61.8,4,7.3,6,10.9,5,9.1,8,14.5,9,16.4,4,7.3,10,18.2,6,10.9,0,0,0,0,0,0,0,0,0,0,4,7.3,3,5.5,0,0,10,18.2,0,0,2,3.6,0,0,8,14.5,0,0,45,81.8,0,.,0,.
'050901,2003,14,58.3,10,41.7,24,100,6.5,2,0.5,11,0,0,2,8.3,0,0,0,0,0,0,0,4.2,9.5,0,0,5.9,27.8,0,0,0,.,0,0,0,50,50,311,18,5.8,0,0,6,1.9,168,54,15,4.8,13,4.2,13,4.2,24,7.7,28,9,26,8.4,26,8.4,31,10,14,4.5,25,8,34,10.9,20,6.4,0,0,8,2.6,22,7.1,20,6.4,46,14.8,5,1.6,24,7.7,2,0.6,41,13.2,116,37.3,258,83,2,8.3,22,91.7
'050902,2003,78,49.7,79,50.3,157,100,0,0,0,0,4,2.5,16,10.2,2,1.3,1,0.6,0.7,2.2,0.7,0,0,1.8,1.2,0.5,2.8,9.7,6.9,0,0,0,11.8,0,2.5,8.1,2586,34,1.3,115,4.4,41,1.6,920,35.6,185,7.2,179,6.9,171,6.6,184,7.1,205,7.9,211,8.2,200,7.7,206,8,254,9.8,192,7.4,192,7.4,164,6.3,15,0.6,124,4.8,184,7.1,44,1.7,316,12.2,11,0.4,35,1.4,20,0.8,429,16.6,508,19.6,2124,82.1,15,9.6,134,85.4
'050904,2003,0,0,16,100,16,100,0,4,1.8,0,0,0,2,12.5,0,0,0,0,0,9.1,0,0,0,9.1,0,0,0,0,0,0,0,0,0,0,50,0,190,4,2.1,0,0,0,0,76,40,15,7.9,21,11.1,16,8.4,13,6.8,18,9.5,11,5.8,16,8.4,23,12.1,14,7.4,8,4.2,13,6.8,7,3.7,0,0,11,5.8,15,7.9,0,0,38,20,8,4.2,6,3.2,0,0,37,19.5,66,34.7,144,75.8,4,25,14,87.5
'050909,2003,3,25,9,75,12,100,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0,15.4,8.3,.,0,0,0,0,0,0,0,0,188,0,0,3,1.6,0,0,76,40.4,12,6.4,15,8,22,11.7,10,5.3,18,9.6,16,8.5,13,6.9,18,9.6,12,6.4,16,8.5,12,6.4,14,7.4,0,0,9,4.8,10,5.3,0,0,7,3.7,0,0,4,2.1,1,0.5,28,14.9,46,24.5,177,94.1,9,75,12,100
'050910,2003,260,57.9,189,42.1,449,100,0.1,0,0,5,121,26.9,46,10.2,2,0.4,32,7.1,6.3,2.1,2.5,1.4,3.8,2.9,1.6,2.4,1.1,11.5,5.7,2.9,1.2,3.7,7.8,6,3.8,10.9,7592,66,0.9,1957,25.8,140,1.9,2905,38.3,574,7.6,548,7.2,540,7.1,502,6.6,581,7.7,560,7.4,557,7.3,535,7,767,10.1,527,6.9,443,5.8,417,5.5,18,0.2,440,5.8,581,7.7,442,5.8,988,13,75,1,76,1,236,3.1,981,12.9,1544,20.3,4336,57.1,39,8.7,248,55.2
'051901,2003,6,23.1,20,76.9,26,100,0,0,0,0,5,19.2,6,23.1,0,0,0,0,0,0,5.6,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,281,6,2.1,62,22.1,2,0.6,173,61.6,17,6,22,7.8,14,5,19,6.8,27,9.6,22,7.8,16,5.7,24,8.5,16,5.7,26,9.3,33,11.7,30,10.7,0,0,21,7.5,15,5.3,0,0,75,26.7,0,0,6,2.1,0,0,50,17.8,104,37,144,51.2,5,19.2,15,57.7
'052901,2003,43,58.1,31,41.9,74,100,0,0,0,0,4,5.4,32,43.2,0,0,0,0,12.3,5.6,2.3,7.3,0,0,2,0,0,18.8,0,0,0,7.4,4.8,0,0,13.3,990,92,9.3,17,1.7,15,1.6,419,42.3,74,7.5,64,6.5,77,7.8,55,5.6,66,6.7,83,8.4,70,7.1,64,6.5,77,7.8,81,8.2,83,8.4,71,7.2,1,0.1,34,3.4,57,5.8,67,6.8,580,58.6,4,0.4,119,12,1,0.1,175,17.7,177,17.9,388,39.2,13,17.6,38,51.4
'053001,2003,17,30.9,38,69.1,55,100,0,1,0.1,0,0,0,30,54.5,0,0,0,0,0,10,0,0,0,0,0,0,9.4,0,16.7,0,0,0,0,0,0,0,824,98,11.9,1,0.1,6,0.7,434,52.7,52,6.3,66,8,51,6.2,57,6.9,65,7.9,50,6.1,59,7.2,71,8.6,75,9.1,78,9.5,65,7.9,66,8,0,0,47,5.7,49,5.9,20,2.4,546,66.3,0,0,114,13.8,2,0.2,71,8.6,237,28.8,275,33.4,6,10.9,25,45.5
'054901,2003,16,50,16,50,32,100,0,0,0,0,1,3.1,19,59.4,0,0,0,0,3.1,0,0,0,0,0,0,0,5.3,12.5,0,0,0,0,0,0,0,0,461,42,9.1,24,5.2,20,4.3,320,69.4,26,5.6,40,8.7,30,6.5,32,6.9,24,5.2,32,6.9,31,6.7,33,7.2,37,8,34,7.4,48,10.4,33,7.2,0,0,54,11.7,36,7.8,25,5.4,297,64.4,0,0,42,9.1,0,0,89,19.3,208,45.1,140,30.4,3,9.4,12,37.5
'054902,2003,13,61.9,8,38.1,21,100,0,1,0.2,0,2,9.5,10,47.6,0,0,0,0,10.5,0,7.4,0,20,4.5,0,0,0,25,0,0,0,0,10,0,0,0,378,56,14.8,20,5.3,12,3.3,284,75.1,26,6.9,24,6.3,18,4.8,34,9,34,9,21,5.6,33,8.7,31,8.2,34,9,18,4.8,24,6.3,24,6.3,0,0,38,10.1,30,7.9,27,7.1,252,66.7,0,0,56,14.8,0,0,86,22.8,141,37.3,106,28,6,28.6,9,42.9
'054903,2003,21,45.7,25,54.3,46,100,0,0,0,0,0,0,32,69.6,0,0,0,0,7.7,2.4,0,3.1,0,0,0,0,4.7,11.1,9.1,0,6.3,0,0,0,0,50,641,68,10.6,16,2.5,21,3.2,512,79.9,51,8,51,8,46,7.2,44,6.9,42,6.6,48,7.5,51,8,45,7,52,8.1,44,6.9,30,4.7,48,7.5,0,0,76,11.9,55,8.6,34,5.3,436,68,0,0,69,10.8,0,0,134,20.9,100,15.6,189,29.5,8,17.4,14,30.4
'055901,2003,0,0,51,100,51,100,0,0,0,0,1,2,37,72.5,0,0,0,0,13.7,2.1,3.8,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,681,55,8.1,2,0.3,6,0.9,553,81.2,48,7,50,7.3,48,7,54,7.9,56,8.2,49,7.2,67,9.8,48,7,52,7.6,41,6,48,7,45,6.6,2,0.3,51,7.5,35,5.1,38,5.6,546,80.2,0,0,65,9.5,13,1.9,80,11.7,148,21.7,120,17.6,5,9.8,13,25.5
'056901,2003,27,40.3,40,59.7,67,100,0,0,0,0,2,3,12,17.9,0,0,0,0,5.4,5.9,3,1.3,0,3.4,4.3,0,6.5,27.8,8,4.8,0,0,0,0,0,0,1572,109,6.9,38,2.4,4,0.3,894,56.9,109,6.9,112,7.1,133,8.5,125,8,99,6.3,123,7.8,114,7.3,122,7.8,115,7.3,122,7.8,90,5.7,93,5.9,5,0.3,40,2.5,121,7.7,89,5.7,544,34.6,3,0.2,122,7.8,10,0.6,206,13.1,262,16.7,977,62.2,8,11.9,53,79.1
'056902,2003,6,75,2,25,8,100,0,0,0,0,0,0,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,155,5,3.2,0,0,0,0,83,53.5,18,11.6,9,5.8,14,9,16,10.3,15,9.7,15,9.7,11,7.1,10,6.5,7,4.5,7,4.5,12,7.7,13,8.4,0,0,14,9,8,5.2,0,0,45,29,0,0,17,11,1,0.6,20,12.9,38,24.5,109,70.3,1,12.5,7,87.5
'057802,2003,0,0,2,100,2,100,1.1,1,0.4,2,0,0,1,50,0,0,0,0,.,.,.,.,.,.,3.3,0,.,.,.,.,.,.,.,0,0,.,159,16,10.1,51,32.1,0,0,116,73,0,0,0,0,0,0,0,0,0,0,0,0,37,23.3,35,22,38,23.9,28,17.6,13,8.2,8,5,0,0,0,0,0,0,0,0,91,57.2,0,0,22,13.8,0,0,16,10.1,0,0,17,10.7,0,0,1,50
'057803,2003,21,100,0,0,21,100,5.7,27,2.9,24,1,4.8,1,4.8,0,0,3,14.3,6,3.3,4.2,0,0,0,1.1,0,.,0,0,0,0,0,.,0,0,.,821,1,0.1,68,8.3,0,0,7,0.9,69,8.4,56,6.8,70,8.5,53,6.5,75,9.1,95,11.6,94,11.4,95,11.6,82,10,55,6.7,40,4.9,37,4.5,0,0,137,16.7,0,0,0,0,81,9.9,3,0.4,2,0.2,247,30.1,20,2.4,17,2.1,422,51.4,1,4.8,16,76.2
'057804,2003,0,0,340,100,340,100,0,3,0.1,0,161,47.4,158,46.5,1,0.3,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,900,70,7.8,462,51.3,0,0,701,77.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,31.4,254,28.2,279,31,84,9.3,0,0,0,0,0,0,0,0,402,44.7,3,0.3,79,8.8,1,0.1,98,10.9,276,30.7,32,3.6,22,6.5,20,5.9
'057805,2003,0,.,0,.,0,.,.,0,0,0,0,.,0,.,0,.,0,.,0,0,.,.,.,.,.,.,13,0,0,.,.,.,.,.,.,60,150,50,33.3,18,12,0,0,98,65.3,22,14.7,24,16,10,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22,61,40.7,90,60,2,1.3,64,42.7,1,0.7,12,8,0,0,39,26,0,.,0,.
'057806,2003,0,0,31,100,31,100,1.1,2,0.4,4,24,77.4,7,22.6,0,0,0,0,0,0,8.3,0,0,0,6.7,0,0,.,0,0,0,0,0,0,0,.,187,8,4.3,94,50.3,0,0,146,78.1,25,13.4,22,11.8,21,11.2,22,11.8,16,8.6,17,9.1,24,12.8,13,7,0,0,0,0,0,0,0,0,0,0,0,0,27,14.4,0,0,86,46,0,0,8,4.3,0,0,18,9.6,0,0,7,3.7,2,6.5,0,0
'057807,2003,0,.,0,.,0,.,0.5,5,0.5,1,0,.,0,.,0,.,0,.,1.3,1.1,3.1,4.5,0,0,0,0,4.9,0,0,100,0,0,0,0,50,0,869,43,4.9,544,62.6,0,0,465,53.5,87,10,99,11.4,99,11.4,74,8.5,68,7.8,90,10.4,56,6.4,76,8.7,54,6.2,52,6,27,3.1,0,0,0,0,40,4.6,87,10,0,0,143,16.5,1,0.1,58,6.7,15,1.7,54,6.2,0,0,166,19.1,0,.,0,.
'057808,2003,3,100,0,0,3,100,0,1,0.1,0,2,66.7,1,33.3,0,0,0,0,1.9,7,2.5,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,40,1022,56,5.5,555,54.3,0,0,349,34.1,170,16.6,128,12.5,94,9.2,85,8.3,69,6.8,61,6,46,4.5,46,4.5,46,4.5,21,2.1,16,1.6,5,0.5,0,0,58,5.7,141,13.8,94,9.2,113,11.1,0,0,57,5.6,53,5.2,46,4.5,32,3.1,301,29.5,0,0,0,0
'057810,2003,0,.,0,.,0,.,4.5,4,0.7,2,0,.,0,.,0,.,0,.,2.3,0,0,3.7,0,0,7.1,0,0,.,0,0,0,0,0,33.3,.,.,571,0,0,540,94.6,0,0,388,68,66,11.6,61,10.7,39,6.8,36,6.3,46,8.1,38,6.7,47,8.2,23,4,0,0,0,0,0,0,0,0,0,0,0,0,83,14.5,132,23.1,27,4.7,0,0,0,0,1,0.2,14,2.5,0,0,3,0.5,0,.,0,.
'057811,2003,0,.,0,.,0,.,0,2,0.5,0,0,.,0,.,0,.,0,.,0,2.6,4.8,0,0,0,7.7,.,0,.,0,.,0,0,0,.,.,.,356,0,0,355,99.7,0,0,356,100,33,9.3,22,6.2,33,9.3,18,5.1,22,6.2,19,5.3,21,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,18.5,122,34.3,1,0.3,0,0,0,0,0,0,5,1.4,0,0,0,0,0,.,0,.
'057813,2003,0,.,0,.,0,.,10.5,1,0.1,9,0,.,0,.,0,.,0,.,2.7,3.4,2.9,0,0,0,1.5,.,0,0,0,12.5,0,0,0,0,.,0,661,101,15.3,74,11.2,0,0,285,43.1,75,11.3,72,10.9,92,13.9,71,10.7,74,11.2,50,7.6,73,11,64,9.7,0,0,0,0,0,0,0,0,0,0,0,0,90,13.6,0,0,577,87.3,0,0,102,15.4,2,0.3,33,5,0,0,8,1.2,0,.,0,.
'057814,2003,0,.,0,.,0,.,1.7,21,0.6,50,0,.,0,.,0,.,0,.,.,.,.,.,57.1,20,42.6,38,.,.,.,.,.,.,.,16.7,22.2,.,611,2,0.3,279,45.7,0,0,608,99.5,0,0,0,0,0,0,0,0,4,0.7,11,1.8,61,10,126,20.6,305,49.9,83,13.6,16,2.6,5,0.8,0,0,0,0,0,0,0,0,222,36.3,0,0,2,0.3,6,1,92,15.1,0,0,104,17,0,.,0,.
'057815,2003,5,55.6,4,44.4,9,100,1.2,9,0.7,4,9,100,0,0,0,0,0,0,2.4,0,2.5,0,0,0,2,1.9,0,0,0,0,0,0,0,0,0,.,1018,10,1,926,91,0,0,848,83.3,73,7.2,51,5,45,4.4,57,5.6,37,3.6,44,4.3,59,5.8,73,7.2,74,7.3,56,5.5,38,3.7,22,2.2,0,0,0,0,73,7.2,316,31,79,7.8,0,0,16,1.6,4,0.4,50,4.9,87,8.5,9,0.9,4,44.4,0,0
'057816,2003,0,.,0,.,0,.,.,11,2.1,0,0,.,0,.,0,.,0,.,5.6,6,3.8,5,0,.,.,.,10.2,0,0,0,0,0,.,.,.,0,528,0,0,502,95.1,0,0,401,75.9,85,16.1,83,15.7,69,13.1,43,8.1,22,4.2,19,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,16.1,122,23.1,25,4.7,0,0,0,0,0,0,28,5.3,0,0,1,0.2,0,.,0,.
'057817,2003,0,.,0,.,0,.,37,5,1.3,10,0,.,0,.,0,.,0,.,0,0,0,0,0,0,12.5,.,0,0,0,0,5.9,0,0,0,.,0,388,0,0,373,96.1,0,0,221,57,48,12.4,34,8.8,48,12.4,60,15.5,64,16.5,47,12.1,40,10.3,15,3.9,0,0,0,0,0,0,0,0,0,0,0,0,32,8.2,0,0,9,2.3,0,0,0,0,0,0,151,38.9,0,0,6,1.5,0,.,0,.
'057818,2003,2,20,8,80,10,100,13.3,6,2.1,35,9,90,0,0,0,0,0,0,.,.,.,0,0,8.3,7.1,0,.,.,.,.,.,0,0,0,0,.,139,0,0,123,88.5,0,0,131,94.2,0,0,0,0,0,0,0,0,6,4.3,14,10.1,20,14.4,20,14.4,24,17.3,21,15.1,19,13.7,15,10.8,0,0,0,0,0,0,0,0,16,11.5,0,0,0,0,0,0,26,18.7,67,48.2,0,0,0,0,1,10
'057819,2003,0,0,7,100,7,100,42.1,2,1.3,24,2,28.6,2,28.6,0,0,0,0,0,0,16.7,0,0,0,0,0,0,0,9.1,28.6,16.7,0,0,0,0,0,147,0,0,50,34,0,0,0,0,11,7.5,10,6.8,13,8.8,15,10.2,7,4.8,13,8.8,20,13.6,7,4.8,6,4.1,4,2.7,4,2.7,11,7.5,0,0,0,0,11,7.5,15,10.2,35,23.8,0,0,0,0,7,4.8,109,74.1,3,2,55,37.4,6,85.7,3,42.9
'057820,2003,15,88.2,2,11.8,17,100,2,8,0.9,7,1,5.9,5,29.4,0,0,0,0,0,0,0,0,0,1.4,0,3.1,0,0,0,0,0,0,0,0,0,0,800,121,15.1,121,15.1,0,0,602,75.3,66,8.3,61,7.6,56,7,65,8.1,61,7.6,55,6.9,75,9.4,75,9.4,67,8.4,54,6.8,25,3.1,21,2.6,0,0,0,0,46,5.8,73,9.1,382,47.8,17,2.1,131,16.4,1,0.1,85,10.6,52,6.5,279,34.9,1,5.9,11,64.7
'057821,2003,0,.,0,.,0,.,.,2,0.8,0,0,.,0,.,0,.,0,.,20,7.7,0,16.7,0,.,.,.,8.8,.,50,0,50,.,.,.,.,.,249,33,13.3,15,6,0,0,133,53.4,38,15.3,33,13.3,22,8.8,37,14.9,16,6.4,19,7.6,17,6.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4,36,14.5,31,12.4,219,88,2,0.8,40,16.1,1,0.4,11,4.4,0,0,12,4.8,0,.,0,.
'057823,2003,0,0,3,100,3,100,0,0,0,0,3,100,0,0,0,0,0,0,.,.,.,.,.,57.1,50,60,.,.,.,.,.,.,.,.,.,.,129,28,21.7,78,60.5,0,0,111,86,0,0,0,0,0,0,0,0,0,0,14,10.9,52,40.3,27,20.9,20,15.5,10,7.8,3,2.3,3,2.3,0,0,0,0,0,0,0,0,43,33.3,2,1.6,28,21.7,0,0,13,10.1,0,0,6,4.7,0,0,0,0
'057825,2003,79,35.1,146,64.9,225,100,35,52,1.4,1234,63,28,25,11.1,0,0,6,2.7,10.3,0,0,0,5.6,3.4,7.3,25.5,0,50,0,0,0,0,0,14.3,28.6,0,1924,18,0.9,926,48.1,0,0,661,34.4,59,3.1,23,1.2,29,1.5,36,1.9,26,1.4,25,1.3,31,1.6,133,6.9,430,22.3,358,18.6,339,17.6,223,11.6,0,0,15,0.8,74,3.8,138,7.2,294,15.3,5,0.3,17,0.9,23,1.2,159,8.3,518,26.9,676,35.1,6,2.7,131,58.2
'057827,2003,0,.,0,.,0,.,.,0,0,0,0,.,0,.,0,.,0,.,10.7,9.5,0,4.2,0,.,.,.,0,0,.,0,.,.,.,.,.,0,248,3,1.2,168,67.7,0,0,227,91.5,44,17.7,22,8.9,36,14.5,37,14.9,25,10.1,14,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,12.9,38,15.3,71,28.6,0,0,3,1.2,0,0,11,4.4,0,0,9,3.6,0,.,0,.
'057828,2003,0,0,356,100,356,100,14.4,75,2.7,337,39,11,60,16.9,0,0,8,2.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1181,0,0,202,17.1,0,0,321,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,76,125,10.6,73,6.2,86,7.3,0,0,0,0,0,0,0,0,297,25.1,10,0.8,28,2.4,33,2.8,181,15.3,735,62.2,639,54.1,12,3.4,249,69.9
'057829,2003,0,.,0,.,0,.,8,1,0.6,2,0,.,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,40,27.2,17,11.6,0,0,129,87.8,14,9.5,11,7.5,12,8.2,14,9.5,9,6.1,14,9.5,13,8.8,11,7.5,3,2,0,0,0,0,0,0,0,0,0,0,19,12.9,27,18.4,88,59.9,1,0.7,42,28.6,0,0,17,11.6,0,0,41,27.9,0,.,0,.
'057830,2003,0,.,0,.,0,.,4.9,10,2,3,0,.,0,.,0,.,0,.,0,0,3.3,0,0,5,0,0,0,100,0,.,0,0,0,0,0,0,449,95,21.2,191,42.5,0,0,228,50.8,48,10.7,35,7.8,35,7.8,48,10.7,50,11.1,25,5.6,50,11.1,33,7.3,23,5.1,0,0,0,0,0,0,0,0,0,0,47,10.5,55,12.2,226,50.3,5,1.1,106,23.6,0,0,24,5.3,0,0,27,6,0,.,0,.
'057831,2003,0,.,0,.,0,.,.,2,0.8,0,0,.,0,.,0,.,0,.,0,0,0,12.5,18.2,20,.,.,0,0,0,0,0,0,0,.,.,0,259,0,0,253,97.7,0,0,195,75.3,37,14.3,45,17.4,35,13.5,32,12.4,28,10.8,22,8.5,11,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,18.9,0,0,5,1.9,0,0,0,0,0,0,25,9.7,0,0,1,0.4,0,.,0,.
'057832,2003,0,0,2,100,2,100,0,3,1.2,0,1,50,0,0,0,0,0,0,0,0,6.7,0,0,33.3,15.4,0,7.1,0,.,0,.,.,0,0,33.3,.,131,0,0,85,64.9,0,0,83,63.4,11,8.4,14,10.7,12,9.2,19,14.5,7,5.3,6,4.6,3,2.3,8,6.1,6,4.6,12,9.2,4,3.1,10,7.6,0,0,0,0,19,14.5,0,0,12,9.2,0,0,0,0,10,7.6,15,11.5,24,18.3,24,18.3,0,0,1,50
