DISTRICT,YEAR,DA0GA00N,DA0GR00N,DA0LV00R,DAPID01N,DAPID01R,DAUND00C,DB0GR00N,DH0GR00N,DI0GR00N,DP0GR00N,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR00N,DW0GR00N
'015805,2001,.,.,0,19,2.4,0,.,.,.,.,0,0,1.5,0,1.6,1.7,.,.,0,0,0,0,0,0,12.5,.,.,.,784,97,12.4,12,1.5,642,81.9,111,14.2,119,15.2,84,10.7,90,11.5,87,11.1,98,12.5,93,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,13,0,0,717,91.5,2,0.3,99,12.6,1,0.1,70,8.9,0,0,52,6.6,.,.
'015806,2001,.,.,5.2,45,4.9,11,.,.,.,.,8.3,0,0,0,0,0,2,0,2.5,0,.,50,0,0,0,0,0,0,826,0,0,91,11,554,67.1,73,8.8,86,10.4,70,8.5,74,9,70,8.5,72,8.7,72,8.7,76,9.2,69,8.4,48,5.8,1,0.1,0,0,0,0,0,0,76,9.2,39,4.7,615,74.5,1,0.1,0,0,3,0.4,26,3.1,77,9.3,116,14,.,.
'015807,2001,0,33,0.5,11,1.9,2,7,13,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,231,0,0,43,18.6,60,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,29.4,67,29,67,29,29,12.6,0,0,0,0,0,0,0,0,110,47.6,0,0,0,0,3,1.3,29,12.6,164,71,75,32.5,4,12
'015808,2001,0,7,7.8,62,16.8,21,1,4,0,0,.,.,.,.,.,0,0,16.7,.,.,.,.,.,.,.,16.7,31.3,.,173,0,0,47,27.2,149,86.1,0,0,0,0,0,0,0,0,0,0,3,1.7,19,11,34,19.7,72,41.6,34,19.7,6,3.5,5,2.9,0,0,0,0,0,0,0,0,74,42.8,0,0,0,0,2,1.2,71,41,0,0,50,28.9,7,2
'015809,2001,.,.,0,16,13.3,0,.,.,.,.,9.1,14.3,14.3,10,0,15.4,.,.,9.1,.,.,100,.,0,0,.,.,.,115,0,0,4,3.5,98,85.2,15,13,11,9.6,6,5.2,12,10.4,14,12.2,17,14.8,19,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18.3,0,0,103,89.6,0,0,0,0,0,0,11,9.6,0,0,8,7,.,.
'015810,2001,.,.,0,1,3.2,0,.,.,.,.,.,.,.,.,.,5.6,.,.,.,.,.,.,.,.,0,.,.,.,15,0,0,6,40,12,80,0,0,0,0,0,0,0,0,0,0,4,26.7,11,73.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46.7,0,0,0,0,0,0,3,20,0,0,2,13.3,.,.
'015811,2001,.,.,0,1,1.6,0,.,.,.,.,0,.,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,0,63,32,50.8,1,1.6,57,90.5,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23.8,36,57.1,62,98.4,0,0,34,54,0,0,8,12.7,0,0,0,0,.,.
'015812,2001,.,.,.,1,8.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33.3,1,16.7,1,16.7,1,16.7,1,16.7,0,0,0,0,0,0,0,0,6,100,0,0,0,0,0,0,4,66.7,0,0,0,0,.,.
'015813,2001,.,.,1.4,9,7.4,1,.,.,.,.,.,.,.,.,.,27.3,14.3,6.3,.,.,.,.,.,.,50,22.2,0,.,54,0,0,20,37,40,74.1,0,0,0,0,0,0,0,0,0,0,17,31.5,13,24.1,24,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,40.7,0,0,0,0,0,0,16,29.6,0,0,12,22.2,.,.
'015814,2001,0,7,0.2,25,2.9,1,0,6,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,204,0,0,11,5.4,78,38.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,49.5,46,22.5,36,17.6,21,10.3,0,0,0,0,0,0,0,0,180,88.2,0,0,0,0,1,0.5,6,2.9,2,1,12,5.9,0,1
'015815,2001,0,1,1.7,4,1,3,0,1,0,0,6.3,0,0,0,0,0,5.3,11.8,6.3,0,0,0,.,.,0,0,25,.,245,0,0,30,12.2,205,83.7,22,9,20,8.2,11,4.5,17,6.9,11,4.5,21,8.6,31,12.7,21,8.6,22,9,8,3.3,5,2,2,0.8,0,0,9,3.7,21,8.6,33,13.5,158,64.5,0,0,0,0,1,0.4,31,12.7,43,17.6,56,22.9,0,0
'015816,2001,.,.,.,2,4.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,0,0,1,2.5,31,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,90,0,0,0,0,0,0,4,10,39,97.5,3,7.5,.,.
'015818,2001,0,2,4.4,0,0,7,0,2,0,0,.,.,.,.,.,.,20,16.7,.,.,.,.,.,.,.,.,.,.,142,0,0,2,1.4,0,0,0,0,0,0,0,0,0,0,2,1.4,2,1.4,1,0.7,9,6.3,34,23.9,55,38.7,24,16.9,15,10.6,0,0,0,0,0,0,0,0,139,97.9,1,0.7,0,0,0,0,9,6.3,0,0,0,0,0,0
'015819,2001,.,.,3.3,0,0,2,.,.,.,.,0,0,0,0,0,0,20,0,0,.,0,.,.,0,25,.,0,.,150,0,0,92,61.3,111,74,15,10,18,12,10,6.7,17,11.3,12,8,11,7.3,6,4,8,5.3,5,3.3,2,1.3,0,0,0,0,0,0,9,6,32,21.3,14,9.3,38,25.3,2,1.3,0,0,0,0,8,5.3,21,14,18,12,.,.
'015820,2001,.,.,.,7,31.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,0,0,0,0,9,42.9,5,23.8,3,14.3,1,4.8,1,4.8,1,4.8,2,9.5,0,0,2,9.5,2,9.5,0,0,1,4.8,0,0,0,0,0,0,3,14.3,0,0,14,66.7,1,4.8,0,0,0,0,0,0,0,0,6,28.6,.,.
'015901,2001,0,315,0,5,0.1,0,3,74,0,2,2.5,0,0.3,0,0,1.7,0,0.7,2.3,2.4,0,0,0,0,2.1,1.7,0,6.7,4510,148,3.3,111,2.5,811,18,332,7.4,339,7.5,327,7.3,376,8.3,337,7.5,340,7.5,340,7.5,332,7.4,353,7.8,358,7.9,352,7.8,324,7.2,18,0.4,758,16.8,321,7.1,61,1.4,1243,27.6,3,0.1,158,3.5,35,0.8,584,12.9,426,9.4,3118,69.1,29,236
'015904,2001,0,806,0.9,213,1.3,66,2,741,0,2,7,2.4,2.1,0.2,0.1,1,2.8,2.4,4.6,13.4,3.1,2.2,0.9,8.5,1.4,3.4,6.3,17,14468,2075,14.3,64,0.4,13102,90.6,1149,7.9,1111,7.7,1133,7.8,1052,7.3,1137,7.9,1083,7.5,1114,7.7,1088,7.5,1381,9.5,1055,7.3,822,5.7,669,4.6,13,0.1,816,5.6,1090,7.5,571,3.9,13601,94,10,0.1,2080,14.4,9,0.1,2160,14.9,2785,19.2,784,5.4,197,61
'015905,2001,0,511,0.9,381,2.5,51,10,496,1,1,13,8.1,6.1,1.9,1.8,0.4,5,3.4,2.4,14.8,9.3,6.9,1.6,1,1.4,6.1,4.8,9.9,12983,2588,19.9,214,1.6,12017,92.6,1117,8.6,1068,8.2,1051,8.1,980,7.5,930,7.2,897,6.9,941,7.2,934,7.2,1281,9.9,881,6.8,713,5.5,496,3.8,2,0,1000,7.7,971,7.5,721,5.6,12596,97,8,0.1,2854,22,21,0.2,1840,14.2,1576,12.1,144,1.1,88,3
'015906,2001,0,68,0.2,1,0.1,1,12,8,0,2,2.9,1.7,1.2,0,0,0,0,0,3.4,10,5.3,0,8.3,11.1,0,0,0,0,1144,6,0.5,270,23.6,340,29.7,79,6.9,91,8,83,7.3,99,8.7,87,7.6,89,7.8,99,8.7,76,6.6,75,6.6,81,7.1,81,7.1,69,6,9,0.8,121,10.6,86,7.5,40,3.5,136,11.9,12,1,8,0.7,44,3.8,140,12.2,0,0,682,59.6,1,46
'015907,2001,1,2619,0.3,356,0.5,90,298,2170,1,18,6.1,3.5,2.4,1,0.5,2.4,3.2,2.1,2.3,9.5,4.1,1.6,0.8,2.6,1.4,3.6,5.6,10,57273,7630,13.3,5732,10,53479,93.4,4837,8.4,4667,8.1,4569,8,4348,7.6,4340,7.6,4102,7.2,4174,7.3,4310,7.5,4969,8.7,3700,6.5,3224,5.6,2704,4.7,123,0.2,2834,4.9,4455,7.8,2751,4.8,48975,85.5,44,0.1,10288,18,128,0.2,7793,13.6,4694,8.2,2394,4.2,276,132
'015908,2001,2,514,0.5,91,0.8,21,16,473,0,2,8.4,6.2,4.2,2.3,0.9,0.2,0.9,0.7,2.2,19.2,9.2,2.4,1.3,1.4,0,1.5,0.8,10.5,9984,1309,13.1,168,1.7,8953,89.7,805,8.1,798,8,796,8,770,7.7,756,7.6,714,7.2,720,7.2,713,7.1,779,7.8,721,7.2,559,5.6,547,5.5,28,0.3,842,8.4,749,7.5,529,5.3,9444,94.6,11,0.1,1671,16.7,28,0.3,1300,13,1385,13.9,333,3.3,59,23
'015909,2001,0,110,0.1,32,1,1,0,75,0,0,10.8,13,4.3,1.9,2.4,2.6,10.5,11.1,0,12.5,9.7,0,0,2,2.6,4.7,5.9,0,2848,154,5.4,15,0.5,2242,78.7,255,9,235,8.3,224,7.9,203,7.1,223,7.8,244,8.6,221,7.8,221,7.8,225,7.9,177,6.2,144,5.1,121,4.2,2,0.1,222,7.8,210,7.4,143,5,2271,79.7,3,0.1,203,7.1,6,0.2,422,14.8,440,15.4,553,19.4,27,35
'015910,2001,0,2893,0.1,21,0,23,256,892,3,87,6.3,2.6,2.6,1.1,1,2.5,2.4,2.4,4.4,13.4,3.9,3.3,0.7,3.3,3.6,2,3.2,13.2,50875,1609,3.2,4802,9.4,18049,35.5,4075,8,3812,7.5,3910,7.7,3932,7.7,3951,7.8,3902,7.7,3895,7.7,3892,7.7,4328,8.5,3858,7.6,3632,7.1,3027,5.9,192,0.4,3609,7.1,3723,7.3,746,1.5,19724,38.8,129,0.3,1789,3.5,1260,2.5,8608,16.9,10900,21.4,24960,49.1,479,1655
'015911,2001,0,450,0,37,0.4,2,76,147,2,2,8.7,2.5,2.4,1.3,0.2,0.4,2.8,1.8,1.6,12.5,5.6,3.1,1.2,0,0.8,1,1.6,8.3,7777,286,3.7,905,11.6,3921,50.4,541,7,547,7,584,7.5,532,6.8,573,7.4,570,7.3,597,7.7,616,7.9,758,9.7,694,8.9,511,6.6,444,5.7,21,0.3,640,8.2,533,6.9,256,3.3,3555,45.7,18,0.2,293,3.8,30,0.4,1100,14.1,1764,22.7,3269,42,75,223
'015912,2001,0,408,0.8,118,1.1,39,16,321,0,5,3.2,1.2,1.3,0.5,0,1.8,0.9,1.5,1,6.8,3.5,0.9,1,0,1.4,0.7,2.9,14,9608,1013,10.5,399,4.2,7343,76.4,795,8.3,802,8.3,822,8.6,753,7.8,741,7.7,773,8,746,7.8,805,8.4,932,9.7,660,6.9,558,5.8,446,4.6,18,0.2,597,6.2,757,7.9,0,0,7950,82.7,14,0.1,1121,11.7,44,0.5,1217,12.7,1660,17.3,1201,12.5,42,66
'015913,2001,0,26,0,0,0,0,7,3,0,2,2,1.9,0,0,0,9.8,0,0,0,7.7,0,0,0,0,10,13.3,10,0,977,7,0.7,206,21.1,348,35.6,107,11,94,9.6,88,9,98,10,84,8.6,70,7.2,69,7.1,56,5.7,55,5.6,44,4.5,35,3.6,23,2.4,4,0.4,74,7.6,84,8.6,66,6.8,167,17.1,8,0.8,10,1,48,4.9,138,14.1,60,6.1,548,56.1,5,14
'015914,2001,0,56,0,1,0.1,0,25,5,0,2,1.1,1.4,0,0,1.7,1.5,5.1,1.7,0,0,0,7.7,11.8,9.5,5.6,6.7,0,0,1221,23,1.9,451,36.9,489,40,110,9,124,10.2,113,9.3,84,6.9,115,9.4,101,8.3,91,7.5,76,6.2,88,7.2,71,5.8,59,4.8,64,5.2,6,0.5,147,12,100,8.2,19,1.6,207,17,2,0.2,23,1.9,41,3.4,182,14.9,128,10.5,520,42.6,7,24
'015915,2001,1,3669,0.3,1150,1.6,102,325,1724,8,101,6.4,4.1,1.8,1.1,0.6,2.2,1.8,1.7,2.5,14.5,7.8,2.5,2,0.7,3,2.8,1.7,10.1,63739,2850,4.5,4211,6.6,28017,44,4991,7.8,4938,7.7,4850,7.6,4858,7.6,4884,7.7,4784,7.5,4751,7.5,4923,7.7,5793,9.1,4699,7.4,4227,6.6,3787,5.9,307,0.5,5145,8.1,4700,7.4,1247,2,34614,54.3,118,0.2,3564,5.6,1381,2.2,9802,15.4,9390,14.7,23415,36.7,393,1511
'015916,2001,0,807,0.7,598,3.1,54,205,220,1,25,6.7,3.9,2.3,0.7,0.8,1.5,1.1,1.4,2.1,12.1,6.5,2.5,0,4.7,1.6,2.7,5.6,2.5,16603,407,2.5,4025,24.2,6955,41.9,1370,8.3,1269,7.6,1316,7.9,1386,8.3,1287,7.8,1292,7.8,1375,8.3,1294,7.8,1412,8.5,1145,6.9,1222,7.4,719,4.3,36,0.2,1152,6.9,1162,7,318,1.9,6142,37,49,0.3,537,3.2,444,2.7,2457,14.8,4109,24.7,5943,35.8,95,356
'015917,2001,0,186,1.2,44,0.8,24,0,151,1,1,4.2,0.6,4.8,1,0,10.6,5.7,16.9,1.3,6.1,8.2,17.6,0,1.5,0,5.5,1.6,12.1,4596,284,6.2,72,1.6,3581,77.9,361,7.9,346,7.5,404,8.8,316,6.9,382,8.3,398,8.7,381,8.3,352,7.7,353,7.7,297,6.5,264,5.7,231,5,8,0.2,325,7.1,343,7.5,160,3.5,3719,80.9,9,0.2,329,7.2,38,0.8,664,14.4,1325,28.8,758,16.5,33,33
'016901,2001,0,39,0.3,27,3.6,1,0,6,0,0,4.8,10.7,0,0,8.8,3,2,2.1,0,40,0,0,0,0,27.3,0,0,16.7,649,24,3.7,2,0.3,162,25,52,8,54,8.3,32,4.9,50,7.7,50,7.7,47,7.2,43,6.6,62,9.6,57,8.8,53,8.2,47,7.2,47,7.2,4,0.6,61,9.4,51,7.9,0,0,137,21.1,2,0.3,26,4,3,0.5,95,14.6,1,0.2,505,77.8,4,33
'016902,2001,0,55,1.6,9,0.9,7,2,14,0,0,0,0,0,0,0,0,0,0,6.5,10,0,0,7.7,0,0,0,0,22.2,906,44,4.9,19,2.1,354,39.1,60,6.6,68,7.5,61,6.7,71,7.8,77,8.5,66,7.3,76,8.4,61,6.7,67,7.4,77,8.5,64,7.1,56,6.2,12,1.3,157,17.3,66,7.3,24,2.6,226,24.9,0,0,44,4.9,3,0.3,169,18.7,205,22.6,658,72.6,10,39
'017901,2001,3,23,10.1,0,0,11,0,3,1,0,0,0,0,0,0,0,0,10,40,0,0,.,.,0,0,0,.,0,149,7,4.7,0,0,53,35.6,6,4,7,4.7,13,8.7,7,4.7,12,8.1,20,13.4,12,8.1,16,10.7,10,6.7,16,10.7,9,6,12,8.1,0,0,12,8.1,9,6,0,0,29,19.5,6,4,7,4.7,0,0,10,6.7,63,42.3,114,76.5,1,19
'018901,2001,0,85,2.6,35,2.5,15,5,10,0,0,1.4,1.4,2.3,2.1,0,4.2,4.3,0,6.1,0,0,0,0,0,0,3.8,0,12.5,1185,77,6.5,43,3.6,476,40.2,78,6.6,85,7.2,92,7.8,101,8.5,113,9.5,88,7.4,88,7.4,92,7.8,98,8.3,89,7.5,75,6.3,68,5.7,0,0,97,8.2,85,7.2,33,2.8,233,19.7,0,0,82,6.9,0,0,154,13,285,24.1,909,76.7,3,70
'018902,2001,0,44,0,1,0.2,0,0,10,0,1,3.6,0,2.9,2.9,6.7,0,11.6,0,3.8,0,20,0,0,25,0,0,0,0,554,27,4.9,39,7,269,48.6,38,6.9,38,6.9,42,7.6,44,7.9,44,7.9,35,6.3,50,9,43,7.8,40,7.2,42,7.6,44,7.9,27,4.9,1,0.2,58,10.5,33,6,33,6,137,24.7,2,0.4,36,6.5,2,0.4,73,13.2,54,9.7,374,67.5,9,33
'018903,2001,0,8,2.6,8,4.4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,33.3,145,1,0.7,4,2.8,108,74.5,9,6.2,7,4.8,16,11,14,9.7,7,4.8,8,5.5,7,4.8,13,9,10,6.9,14,9.7,9,6.2,9,6.2,0,0,3,2.1,10,6.9,12,8.3,58,40,0,0,2,1.4,0,0,41,28.3,30,20.7,83,57.2,3,6
'018904,2001,0,43,1.1,1,0.2,3,3,5,0,0,0,0,0,0,0,0,0,3.7,0,12.5,0,0,0,0,0,9.1,0,16.7,523,12,2.3,21,4,166,31.7,34,6.5,38,7.3,37,7.1,25,4.8,38,7.3,41,7.8,45,8.6,52,9.9,35,6.7,45,8.6,37,7.1,20,3.8,3,0.6,39,7.5,36,6.9,37,7.1,65,12.4,0,0,12,2.3,2,0.4,86,16.4,88,16.8,435,83.2,11,35
'018905,2001,1,10,0.9,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,28.6,0,14.3,0,0,0,0,0,0,221,24,10.9,3,1.4,131,59.3,21,9.5,19,8.6,15,6.8,24,10.9,18,8.1,15,6.8,17,7.7,25,11.3,18,8.1,11,5,14,6.3,11,5,0,0,9,4.1,13,5.9,0,0,80,36.2,0,0,24,10.9,0,0,52,23.5,44,19.9,138,62.4,4,8
'018906,2001,0,10,9,2,1.2,7,0,0,0,0,0,0,0,0,0,0,0,0,16.7,.,25,0,0,0,0,0,0,0,147,6,4.1,0,0,65,44.2,7,4.8,7,4.8,14,9.5,8,5.4,13,8.8,12,8.2,12,8.2,12,8.2,14,9.5,17,11.6,9,6.1,8,5.4,0,0,12,8.2,7,4.8,7,4.8,18,12.2,0,0,9,6.1,0,0,20,13.6,48,32.7,129,87.8,2,10
'018907,2001,0,14,2.1,17,4.7,3,0,2,0,0,11.1,0,0,0,5.6,0,15,5.3,7.7,0,0,0,0,0,0,0,0,25,302,0,0,0,0,139,46,16,5.3,14,4.6,26,8.6,22,7.3,32,10.6,28,9.3,26,8.6,26,8.6,25,8.3,28,9.3,10,3.3,17,5.6,1,0.3,33,10.9,15,5,16,5.3,22,7.3,1,0.3,0,0,0,0,48,15.9,51,16.9,279,92.4,1,12
'018908,2001,0,9,7.3,2,1.3,6,0,1,0,0,0,0,0,0,0,0,0,13.3,0,50,0,33.3,0,0,0,0,0,.,121,0,0,0,0,69,57,5,4.1,3,2.5,7,5.8,8,6.6,12,9.9,10,8.3,13,10.7,7,5.8,12,9.9,13,10.7,11,9.1,8,6.6,0,0,4,3.3,4,3.3,8,6.6,14,11.6,0,0,0,0,0,0,25,20.7,36,29.8,107,88.4,4,8
'019802,2001,0,6,9.7,0,0,14,0,0,0,0,.,.,.,.,.,.,50,33.3,.,.,.,.,.,.,.,.,.,.,121,0,0,57,47.1,1,0.8,0,0,0,0,0,0,0,0,0,0,4,3.3,18,14.9,13,10.7,36,29.8,22,18.2,21,17.4,7,5.8,0,0,0,0,0,0,0,0,4,3.3,0,0,0,0,0,0,13,10.7,0,0,60,49.6,0,6
'019901,2001,0,84,0,0,0,0,26,2,0,0,4.3,0,1.6,0,0,0,0,0,0,14.3,5.6,0,0,0,0,0,0,0,986,21,2.1,289,29.3,506,51.3,65,6.6,58,5.9,78,7.9,79,8,72,7.3,76,7.7,74,7.5,60,6.1,85,8.6,82,8.3,70,7.1,72,7.3,1,0.1,95,9.6,55,5.6,59,6,41,4.2,2,0.2,21,2.1,0,0,179,18.2,240,24.3,654,66.3,10,56
'019902,2001,0,83,0.2,25,1.9,1,17,4,0,0,0,0,0,0,0,0,0,1.9,4.2,0,0,9.1,0,0,0,0,0,0,1121,8,0.7,229,20.4,587,52.4,89,7.9,65,5.8,83,7.4,81,7.2,68,6.1,90,8,67,6,76,6.8,85,7.6,97,8.7,88,7.9,81,7.2,1,0.1,48,4.3,65,5.8,85,7.6,36,3.2,2,0.2,8,0.7,2,0.2,210,18.7,293,26.1,852,76,14,62
'019903,2001,14,46,0.4,1,0.2,1,6,1,0,0,10,0,3.7,3.7,0,0,0,0,3.2,28.6,7.1,12.5,0,25,0,0,0,0,463,6,1.3,32,6.9,163,35.2,40,8.6,24,5.2,41,8.9,34,7.3,36,7.8,35,7.6,32,6.9,41,8.9,42,9.1,34,7.3,35,7.6,33,7.1,3,0.6,21,4.5,33,7.1,0,0,9,1.9,1,0.2,6,1.3,0,0,81,17.5,132,28.5,421,90.9,10,39
'019905,2001,0,102,0,0,0,0,30,1,1,0,9,7.4,0,0,0,0,2,0,7.6,11.8,12.5,3.7,0,0,0,0,0,0,1429,0,0,322,22.5,517,36.2,113,7.9,114,8,98,6.9,115,8,99,6.9,122,8.5,96,6.7,125,8.7,112,7.8,134,9.4,107,7.5,93,6.5,7,0.5,39,2.7,81,5.7,13,0.9,18,1.3,9,0.6,0,0,11,0.8,259,18.1,357,25,1069,74.8,15,70
'019906,2001,0,85,0.2,8,0.6,1,2,1,0,0,9.5,0,0,0,0,1.2,0,0,3,12.5,0,20,0,0,0,0,0,30,1125,2,0.2,52,4.6,283,25.2,86,7.6,74,6.6,84,7.5,80,7.1,105,9.3,89,7.9,104,9.2,84,7.5,108,9.6,86,7.6,67,6,66,5.9,6,0.5,87,7.7,86,7.6,0,0,14,1.2,5,0.4,2,0.2,5,0.4,134,11.9,294,26.1,1049,93.2,5,82
'019907,2001,0,303,0.1,8,0.1,2,115,5,0,1,7.9,5.3,8.7,4.3,1.4,1.3,3.3,2,4.5,22.4,3.3,0,1.7,0,0,0,4.5,14.3,5291,69,1.3,2764,52.2,3154,59.6,480,9.1,417,7.9,420,7.9,397,7.5,371,7,372,7,392,7.4,340,6.4,445,8.4,359,6.8,299,5.7,272,5.1,14,0.3,361,6.8,397,7.5,316,6,180,3.4,15,0.3,84,1.6,31,0.6,691,13.1,1130,21.4,2301,43.5,28,182
'019908,2001,0,141,0.3,30,0.9,5,66,2,0,2,3.8,2,1.5,0,0,1.9,4.6,6.1,3.4,0,3.2,2.8,0,0,4.5,1.7,10.9,0,2658,14,0.5,1205,45.3,1564,58.8,181,6.8,184,6.9,198,7.4,181,6.8,195,7.3,208,7.8,205,7.7,213,8,290,10.9,212,8,151,5.7,141,5.3,15,0.6,136,5.1,176,6.6,108,4.1,74,2.8,3,0.1,15,0.6,1,0,484,18.2,639,24,1375,51.7,19,71
'019909,2001,0,30,0.3,2,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,247,43.6,43,7.6,41,7.2,39,6.9,47,8.3,44,7.8,36,6.3,30,5.3,55,9.7,41,7.2,40,7.1,43,7.6,39,6.9,1,0.2,49,8.6,40,7.1,28,4.9,6,1.1,6,1.1,0,0,1,0.2,89,15.7,117,20.6,554,97.7,8,30
'019910,2001,.,.,0,0,0,0,.,.,.,.,8.3,13.3,0,0,0,0,0,0,9.1,0,0,0,0,0,0,.,0,50,114,0,0,0,0,65,57,11,9.6,14,12.3,15,13.2,13,11.4,9,7.9,4,3.5,10,8.8,5,4.4,0,0,0,0,0,0,0,0,0,0,8,7,18,15.8,15,13.2,0,0,0,0,0,0,0,0,17,14.9,0,0,114,100,.,.
'019911,2001,.,.,0,1,0.3,0,.,.,.,.,0,0,0,0,0,0,0,0,3.6,0,14.3,0,0,0,0,0,0,0,351,0,0,2,0.6,55,15.7,34,9.7,31,8.8,45,12.8,42,12,43,12.3,38,10.8,42,12,34,9.7,0,0,0,0,0,0,0,0,1,0.3,46,13.1,41,11.7,0,0,7,2,4,1.1,0,0,2,0.6,27,7.7,0,0,336,95.7,.,.
'019912,2001,0,140,0.2,5,0.2,2,7,4,1,5,2.6,1.7,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,1932,19,1,115,6,229,11.9,124,6.4,123,6.4,143,7.4,137,7.1,150,7.8,142,7.3,168,8.7,174,9,170,8.8,151,7.8,138,7.1,166,8.6,0,0,426,22,127,6.6,19,1,31,1.6,4,0.2,22,1.1,32,1.7,176,9.1,698,36.1,1750,90.6,13,123
'019913,2001,.,.,0,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,.,.,0,67,1,1.5,0,0,22,32.8,14,20.9,9,13.4,7,10.4,5,7.5,4,6,5,7.5,3,4.5,2,3,0,0,0,0,0,0,0,0,0,0,5,7.5,5,7.5,13,19.4,6,9,14,20.9,1,1.5,1,1.5,11,16.4,0,0,46,68.7,.,.
'019914,2001,.,.,0,0,0,0,.,.,.,.,9.1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,33.3,105,0,0,3,2.9,45,42.9,10,9.5,14,13.3,16,15.2,14,13.3,13,12.4,10,9.5,12,11.4,8,7.6,0,0,0,0,0,0,0,0,0,0,6,5.7,8,7.6,0,0,1,1,0,0,0,0,0,0,18,17.1,0,0,101,96.2,.,.
'020901,2001,0,518,0.7,101,0.8,35,19,107,1,16,4.2,2.4,3,1.4,0.9,0.3,0.7,0.5,4,6.1,4.9,3,2.5,1.3,1.4,0,1.9,11.9,11324,954,8.4,348,3.1,5022,44.3,867,7.7,916,8.1,878,7.8,884,7.8,886,7.8,859,7.6,898,7.9,871,7.7,1140,10.1,763,6.7,630,5.6,471,4.2,33,0.3,499,4.4,866,7.6,362,3.2,4055,35.8,32,0.3,1000,8.8,213,1.9,1463,12.9,1307,11.5,6676,59,33,375
'020902,2001,0,337,0.2,10,0.1,6,47,74,0,4,11.9,2.1,0.5,1.5,0.2,1,0.7,0.5,4.9,7.8,3.6,2.2,0,0,0,0,1.6,18.8,6344,287,4.5,981,15.5,2586,40.8,483,7.6,468,7.4,463,7.3,474,7.5,479,7.6,482,7.6,487,7.7,524,8.3,618,9.7,484,7.6,375,5.9,332,5.2,13,0.2,609,9.6,452,7.1,210,3.3,1871,29.5,15,0.2,317,5,47,0.7,854,13.5,1537,24.2,3430,54.1,42,212
'020904,2001,0,58,1,0,0,4,2,10,0,1,3,0,0,0,0,0,5.1,0,7,0,0,0,0,0,0,16.7,0,33.3,741,29,3.9,5,0.7,141,19,48,6.5,41,5.5,53,7.2,55,7.4,63,8.5,52,7,56,7.6,64,8.6,59,8,58,7.8,71,9.6,58,7.8,1,0.1,78,10.5,62,8.4,0,0,117,15.8,4,0.5,31,4.2,1,0.1,71,9.6,142,19.2,614,82.9,6,45
