CAMPUS,YEAR,C200A001212R,C200A001213R,C200AC01212R,C200AC01213R,C200AM01212R,C200AM01213R,C200AR01212R,C200AR01213R,C200AS01212R,C200AS01213R,C200AW01212R,C200AW01213R,C300A001212R,C300A001213R,C300AC01212R,C300AC01213R,C300AM01212R,C300AM01213R,C300AR01212R,C300AR01213R,C300AS01212R,C300AS01213R,C300AW01212R,C300AW01213R,C400A001212R,C400A001213R,C400AC01212R,C400AC01213R,C400AM01212R,C400AM01213R,C400AR01212R,C400AR01213R,C400AS01212R,C400AS01213R,C400AW01212R,C400AW01213R,CA00A001212R,CA00A001213R,CA00AC01212R,CA00AC01213R,CA00AM01212R,CA00AM01213R,CA00AR01212R,CA00AR01213R,CA00AS01212R,CA00AS01213R,CA00AW01212R,CA00AW01213R,CB00A001212R,CB00A001213R,CB00AC01212R,CB00AC01213R,CB00AM01212R,CB00AM01213R,CB00AR01212R,CB00AR01213R,CB00AS01212R,CB00AS01213R,CB00AW01212R,CB00AW01213R,CE00A001212R,CE00A001213R,CE00AC01212R,CE00AC01213R,CE00AM01212R,CE00AM01213R,CE00AR01212R,CE00AR01213R,CE00AS01212R,CE00AS01213R,CE00AW01212R,CE00AW01213R,CF00A001212R,CF00A001213R,CF00AC01212R,CF00AC01213R,CF00AM01212R,CF00AM01213R,CF00AR01212R,CF00AR01213R,CF00AS01212R,CF00AS01213R,CF00AW01212R,CF00AW01213R,CH00A001212R,CH00A001213R,CH00AC01212R,CH00AC01213R,CH00AM01212R,CH00AM01213R,CH00AR01212R,CH00AR01213R,CH00AS01212R,CH00AS01213R,CH00AW01212R,CH00AW01213R,CI00A001212R,CI00A001213R,CI00AC01212R,CI00AC01213R,CI00AM01212R,CI00AM01213R,CI00AR01212R,CI00AR01213R,CI00AS01212R,CI00AS01213R,CI00AW01212R,CI00AW01213R,CL00A001212R,CL00A001213R,CL00AC01212R,CL00AC01213R,CL00AM01212R,CL00AM01213R,CL00AR01212R,CL00AR01213R,CL00AS01212R,CL00AS01213R,CL00AW01212R,CL00AW01213R,CM00A001212R,CM00A001213R,CM00AC01212R,CM00AC01213R,CM00AM01212R,CM00AM01213R,CM00AR01212R,CM00AR01213R,CM00AS01212R,CM00AS01213R,CM00AW01212R,CM00AW01213R,CR00A001212R,CR00A001213R,CR00AC01212R,CR00AC01213R,CR00AM01212R,CR00AM01213R,CR00AR01212R,CR00AR01213R,CR00AS01212R,CR00AS01213R,CR00AW01212R,CR00AW01213R,CS00A001212R,CS00A001213R,CS00AC01212R,CS00AC01213R,CS00AM01212R,CS00AM01213R,CS00AR01212R,CS00AR01213R,CS00AS01212R,CS00AS01213R,CS00AW01212R,CS00AW01213R,CW00A001212R,CW00A001213R,CW00AC01212R,CW00AC01213R,CW00AM01212R,CW00AM01213R,CW00AR01212R,CW00AR01213R,CW00AS01212R,CW00AS01213R,CW00AW01212R,CW00AW01213R
'003902041,13,58,26,-1,-1,60,40,70,30,-1,-1,-1,-1,80,77,.,-1,-1,86,-1,71,.,-1,-1,-1,.,-1,.,.,.,-1,.,-1,.,.,.,.,53,51,59,51,60,56,54,54,38,35,40,46,16,25,13,-1,19,17,19,31,13,-1,-1,44,40,37,54,40,46,41,39,39,30,23,22,31,53,52,55,48,61,58,55,53,26,32,47,52,46,40,56,40,56,48,46,37,31,23,19,39,-1,83,.,-1,-1,-1,-1,-1,.,-1,-1,.,22,19,-1,-1,17,16,28,24,-1,-1,-1,-1,53,51,63,56,58,53,53,55,49,37,32,40,26,24,46,19,28,28,27,29,19,9,10,20,40,45,56,71,39,48,38,40,28,43,44,33,57,57,62,57,63,61,58,61,42,39,48,48
'003902101,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003902102,13,29,43,-1,-1,22,38,33,50,.,.,-1,-1,63,85,-1,.,-1,80,-1,80,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,42,45,35,42,42,45,46,47,.,.,37,44,16,14,8,13,13,15,21,18,.,.,19,0,31,33,26,26,30,35,34,32,.,.,28,34,42,49,28,42,40,46,48,51,.,.,43,56,23,28,18,20,26,35,25,26,.,.,18,25,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,12,9,10,0,20,15,9,6,.,.,0,8,42,42,44,43,43,44,44,43,.,.,31,29,17,15,21,13,19,21,18,12,.,.,6,7,30,38,28,20,36,43,26,40,.,.,23,-1,50,52,44,53,49,50,55,55,.,.,45,51
'003903001,13,21,35,21,56,28,36,22,45,20,24,-1,19,29,43,25,44,31,50,31,36,11,38,-1,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,23,32,21,37,26,32,24,39,12,23,33,32,17,21,11,25,18,20,20,30,12,11,19,18,19,26,13,31,22,26,21,34,15,17,20,23,21,32,20,36,23,32,24,40,6,20,34,36,18,27,13,32,23,28,21,34,12,19,20,24,10,38,-1,20,40,-1,-1,57,0,-1,-1,57,3,10,14,11,5,4,0,15,0,15,-1,4,25,32,21,37,28,31,25,37,18,27,31,27,8,16,5,19,9,13,10,25,4,8,10,15,26,24,2,25,23,15,30,30,37,24,18,22,32,47,30,49,34,45,31,53,12,37,58,55
'003903004,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,-1,0,-1,-1,-1,0,-1,0,.,-1,-1,0,-1,-1,-1,-1,.,-1,.,-1,.,.,-1,0,-1,-1,-1,-1,-1,0,-1,0,.,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,0,-1,0,-1,-1,-1,0,-1,0,.,-1,0,0,-1,0,-1,-1,-1,0,-1,0,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,0,0,-1,-1,-1,-1,-1,-1,-1,0,.,-1
'003903044,13,38,41,43,25,30,39,45,53,36,13,-1,40,81,90,70,91,96,93,81,92,60,73,70,100,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,40,40,47,44,44,43,39,41,34,32,32,30,28,29,32,34,30,28,28,31,22,26,26,21,30,31,35,34,35,34,28,32,25,25,24,24,41,39,42,39,44,42,42,41,32,25,35,35,33,32,40,32,39,38,30,32,26,24,24,24,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,14,15,28,25,13,15,9,11,17,23,19,8,40,41,52,48,44,44,37,41,37,38,30,25,15,17,17,19,18,19,14,17,11,11,13,11,31,39,35,43,31,38,30,41,31,32,28,44,57,56,68,63,61,60,57,60,53,45,45,42
'003903120,13,52,26,-1,-1,33,30,67,20,.,.,-1,-1,50,75,.,-1,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,35,37,40,40,35,42,36,33,.,.,28,32,31,30,42,27,30,37,31,23,.,.,24,33,30,31,33,34,29,37,30,26,.,.,25,29,33,36,29,46,34,41,34,31,.,.,34,32,23,29,13,31,26,37,24,21,.,.,20,29,.,60,.,.,.,-1,.,-1,.,.,.,-1,16,26,9,43,20,25,10,25,.,.,-1,18,37,37,51,35,35,42,38,34,.,.,23,32,23,25,26,32,23,27,23,22,.,.,20,24,46,41,33,50,50,52,42,30,.,.,58,35,50,52,56,78,49,52,51,52,.,.,45,37
'003903121,13,43,50,-1,-1,29,-1,43,71,.,.,-1,-1,83,89,100,-1,81,88,81,88,.,.,-1,86,-1,.,-1,.,-1,.,-1,.,.,.,.,.,41,42,49,46,33,38,47,48,.,.,36,36,23,20,32,21,17,18,26,26,.,.,20,10,27,26,37,29,21,22,31,32,.,.,23,12,37,40,42,38,28,38,45,46,.,.,33,30,30,29,27,35,24,25,36,33,.,.,30,22,100,-1,-1,.,-1,-1,-1,-1,.,.,.,-1,6,6,-1,11,-1,0,11,12,.,.,-1,-1,44,44,53,51,38,38,49,49,.,.,38,41,11,10,6,11,9,10,14,13,.,.,11,2,49,58,47,63,46,53,51,63,.,.,53,56,60,62,70,70,49,55,71,68,.,.,52,59
'003903122,13,25,33,-1,60,25,27,25,36,.,.,-1,-1,17,63,-1,-1,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,25,32,31,39,20,28,30,35,.,.,21,29,19,25,19,29,14,22,23,28,.,.,19,24,22,29,31,34,16,26,27,31,.,.,18,29,24,31,22,35,18,28,30,33,.,.,29,28,23,32,31,33,19,30,29,31,.,.,13,38,.,.,.,.,.,.,.,.,.,.,.,.,5,8,-1,33,0,7,8,0,.,.,-1,-1,26,33,39,43,22,28,31,36,.,.,13,30,16,23,21,25,11,20,20,25,.,.,16,21,38,60,41,45,34,55,48,66,.,.,-1,71,39,44,52,62,31,34,43,52,.,.,32,33
'003903123,13,13,18,-1,-1,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,18,19,14,17,22,22,18,.,.,24,12,11,11,-1,5,4,12,19,12,.,.,18,-1,18,18,16,16,16,21,20,18,.,.,22,11,21,19,12,15,15,21,27,20,.,.,29,17,22,16,18,18,24,23,21,14,.,.,25,5,.,.,.,.,.,.,.,.,.,.,.,.,1,7,-1,-1,2,10,0,5,.,.,0,4,19,16,24,13,19,22,16,16,.,.,18,7,13,11,19,6,12,14,11,10,.,.,13,6,0,29,-1,-1,-1,29,0,33,.,.,-1,-1,24,29,39,21,15,28,27,34,.,.,27,29
'003903124,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003903125,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003903126,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003903127,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003903128,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003903129,13,11,13,-1,-1,14,-1,14,-1,.,.,-1,-1,60,75,.,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,26,26,26,22,23,24,31,32,.,.,22,20,12,23,-1,38,12,22,12,26,.,.,-1,-1,19,19,20,15,17,17,23,25,.,.,14,13,31,29,24,21,27,27,37,38,.,.,31,22,21,20,23,16,19,16,26,26,.,.,16,17,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,12,16,11,14,9,14,13,19,.,.,16,14,22,23,27,23,19,22,27,26,.,.,13,18,14,17,13,17,11,14,18,21,.,.,15,15,13,47,-1,20,19,60,14,50,.,.,-1,-1,42,42,43,37,36,42,48,47,.,.,42,32
'003903130,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003903131,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003903140,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.
'003903201,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003904001,13,26,21,-1,29,-1,0,-1,38,-1,0,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,27,14,29,11,18,26,40,15,28,21,20,9,10,0,8,-1,0,-1,21,-1,8,-1,-1,14,22,9,24,9,13,23,38,12,20,19,14,17,28,11,29,10,18,33,43,10,23,21,24,18,20,14,38,13,16,22,25,38,17,-1,6,.,21,.,-1,.,-1,.,-1,.,-1,.,-1,.,40,.,-1,.,-1,.,-1,.,-1,.,-1,17,27,16,30,12,18,20,36,19,33,21,17,4,13,5,13,1,6,8,24,3,12,7,8,4,12,0,10,4,6,7,17,7,13,-1,13,17,29,14,29,11,20,26,41,14,30,21,21
'003904005,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,-1,.,.,.,.,.,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,-1,.,.,.,.,.,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'003904041,13,42,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,34,32,30,47,43,37,36,13,16,26,20,17,7,-1,-1,50,-1,0,-1,-1,-1,-1,-1,27,27,22,22,37,33,27,31,9,11,18,18,43,39,37,29,53,51,47,43,10,15,42,35,33,28,13,25,50,37,33,27,-1,-1,22,22,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,27,-1,-1,.,-1,-1,-1,-1,-1,.,-1,.,29,28,28,31,42,37,29,30,16,17,9,9,13,15,6,14,21,19,12,18,4,7,13,3,20,33,12,50,28,35,11,30,-1,22,47,31,36,34,34,30,47,44,38,37,14,15,25,20
'003904101,13,50,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,26,.,.,21,22,30,30,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,14,21,.,.,13,20,16,22,.,.,.,.,25,26,.,.,19,17,32,35,.,.,.,.,14,-1,.,.,14,-1,14,-1,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,26,.,.,23,26,28,26,.,.,.,.,6,4,.,.,3,4,9,4,.,.,.,.,21,47,.,.,17,56,25,38,.,.,.,.,27,27,.,.,22,23,32,31,.,.,.,.
'003904102,13,-1,27,.,-1,-1,20,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,36,27,33,34,33,37,41,.,.,34,36,28,14,-1,-1,-1,-1,-1,-1,.,.,-1,-1,24,25,14,25,25,24,29,27,.,.,25,22,34,37,25,25,36,33,35,43,.,.,36,42,27,29,-1,44,26,29,26,24,.,.,50,25,.,-1,.,.,.,-1,.,-1,.,.,.,-1,40,17,-1,.,-1,-1,-1,-1,.,.,-1,-1,34,36,29,40,32,34,39,39,.,.,32,28,9,8,6,4,9,9,9,12,.,.,11,3,8,18,-1,-1,5,5,10,32,.,.,-1,27,35,38,29,32,35,35,38,44,.,.,33,38
'003905001,13,43,38,-1,-1,-1,-1,-1,60,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,17,10,15,13,21,12,22,12,8,21,17,13,14,11,10,3,16,10,28,13,4,38,12,11,14,8,14,14,20,10,18,10,5,17,13,17,20,16,18,17,25,15,26,13,7,33,22,13,14,7,11,18,21,12,15,13,8,14,14,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,2,3,0,0,7,8,0,3,0,0,-1,5,9,14,6,12,9,17,10,18,11,10,11,12,5,9,3,7,7,10,2,16,6,3,6,9,3,16,0,4,0,12,3,22,3,13,-1,24,12,22,12,23,10,23,13,29,9,10,20,23
'003905004,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003905041,13,38,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,.,.,-1,.,-1,.,.,.,-1,-1,.,.,.,-1,.,-1,.,.,.,.,.,26,31,12,27,36,43,28,35,7,12,25,22,16,21,11,21,24,38,20,22,0,5,10,0,22,27,10,22,31,42,24,30,3,10,21,16,27,31,10,22,37,47,29,35,8,11,26,27,23,28,10,21,32,41,25,33,4,10,22,21,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,2,5,-1,-1,6,9,0,4,-1,-1,-1,-1,25,31,14,33,34,40,26,35,6,13,23,19,10,14,6,14,15,22,9,15,2,6,10,7,9,11,-1,-1,13,18,9,9,-1,-1,0,-1,35,40,16,39,48,52,36,46,13,17,36,34
'003905101,13,38,-1,-1,.,33,-1,33,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,23,30,.,32,18,41,28,-1,.,25,.,24,20,-1,.,18,-1,32,27,.,.,24,.,27,20,22,.,24,15,34,25,.,.,18,.,33,23,27,.,29,16,40,29,-1,.,31,.,28,16,27,.,29,15,31,18,.,.,20,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,8,-1,-1,.,9,-1,11,-1,.,.,3,.,35,24,33,.,34,20,42,27,.,.,19,.,9,3,10,.,7,2,13,4,.,.,3,.,31,-1,-1,.,26,-1,33,-1,-1,.,40,.,45,31,36,.,39,22,58,39,-1,.,35,.
'003905102,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003905103,13,.,33,.,-1,.,40,.,40,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,.,17,.,38,.,37,.,-1,.,23,.,19,.,7,.,24,.,22,.,.,.,8,.,26,.,12,.,32,.,28,.,.,.,13,.,35,.,13,.,41,.,38,.,-1,.,35,.,24,.,10,.,30,.,28,.,.,.,13,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,8,.,0,.,13,.,10,.,.,.,0,.,31,.,20,.,36,.,35,.,.,.,14,.,13,.,3,.,17,.,14,.,.,.,6,.,37,.,-1,.,48,.,43,.,-1,.,-1,.,51,.,32,.,55,.,55,.,-1,.,49
'003906001,13,6,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,30,23,14,35,32,33,46,23,17,41,32,.,.,.,.,.,.,.,.,.,.,.,.,30,24,30,13,31,27,30,36,24,16,34,18,36,35,27,13,41,35,40,58,19,12,51,44,22,44,-1,-1,25,67,25,50,-1,-1,-1,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,25,18,15,28,29,26,33,27,24,25,17,9,11,7,0,10,12,8,24,11,2,13,10,11,12,7,0,17,13,9,22,13,8,-1,-1,32,30,24,14,37,31,34,47,25,18,41,31
'003906101,13,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,29,19,13,28,29,31,34,.,.,17,33,.,.,.,.,.,.,.,.,.,.,.,.,23,26,15,20,24,27,27,27,.,.,16,24,23,30,20,15,17,33,30,33,.,.,25,27,10,15,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,100,.,-1,.,-1,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,30,29,19,12,38,26,33,34,.,.,11,40,7,12,10,6,6,20,9,11,.,.,0,0,13,4,-1,-1,8,0,18,-1,.,.,-1,-1,28,28,20,11,28,27,33,35,.,.,17,30
'003907001,13,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,26,14,24,20,25,26,36,21,21,27,22,7,22,-1,-1,-1,11,-1,40,-1,17,-1,-1,14,21,9,15,15,20,18,34,13,14,16,19,26,29,17,25,26,30,37,43,22,17,31,27,12,25,5,12,10,24,14,43,20,21,-1,21,.,20,.,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,.,-1,.,-1,-1,-1,.,-1,-1,-1,17,23,12,22,15,19,17,29,20,25,22,17,4,11,0,8,4,7,4,15,6,11,13,11,13,22,8,13,12,8,15,33,15,23,-1,29,23,26,16,26,22,25,28,34,22,22,28,23
