CAMPUS,CAMPNAME,CFLCHART,CFLYRE,CIADDACK,CNTYNAME,COUNTY,CSUPRATE,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
'020907001,COLUMBIA H S,N,N,NQ,BRAZORIA,'020,NQ,R,COLUMBIA-BRAZORIA ISD,'09 - 12,S,,,'04
'020907105,HENRY O TANNER EL,N,N,,BRAZORIA,'020,NR,N,COLUMBIA-BRAZORIA ISD,'EE - KG,E,,,'04
'020907102,WEST COLUMBIA EL,N,N,NQ,BRAZORIA,'020,NA,A,COLUMBIA-BRAZORIA ISD,'KG - 04,E,,,'04
'020907042,WEST COLUMBIA J H,N,N,NQ,BRAZORIA,'020,NA,R,COLUMBIA-BRAZORIA ISD,'07 - 08,M,,,'04
'020907106,WILD PEACH EL,N,N,R,BRAZORIA,'020,NA,R,COLUMBIA-BRAZORIA ISD,'KG - 04,E,,,'04
'045902101,COLUMBUS EL,N,N,NQ,COLORADO,'045,NA,R,COLUMBUS ISD,'EE - 06,E,,,'03
'045902001,COLUMBUS H S,N,N,NQ,COLORADO,'045,NQ,A,COLUMBUS ISD,'09 - 12,S,,,'03
'045902041,COLUMBUS J H,N,N,R,COLORADO,'045,NA,A,COLUMBUS ISD,'07 - 08,M,,,'03
'046902110,ARLON R SEAY INT,N,N,R,COMAL,'046,NA,A,COMAL ISD,'05 - 06,M,,,'13
'046902107,BILL BROWN EL,N,N,NQ,COMAL,'046,NA,A,COMAL ISD,'PK - 04,E,,,'13
'046902101,BULVERDE EL,N,N,R,COMAL,'046,NA,R,COMAL ISD,'03 - 04,E,,,'13
'046902001,CANYON H S,N,N,NQ,COMAL,'046,NQ,A,COMAL ISD,'09 - 12,S,,,'13
'046902108,CANYON INT,N,N,R,COMAL,'046,NA,R,COMAL ISD,'05 - 06,M,,,'13
'046902042,CANYON MIDDLE,N,N,M,COMAL,'046,NA,R,COMAL ISD,'07 - 08,M,,,'13
'046902102,COMAL EL,N,N,NQ,COMAL,'046,NA,R,COMAL ISD,'EE - 04,E,,,'13
'046902201,COMAL LEADERSHIP INSTITUTE,N,N,,COMAL,'046,PE,1,COMAL ISD,'06 - 12,B,,,'13
'046902104,FRAZIER EL,N,N,NQ,COMAL,'046,NA,A,COMAL ISD,'02 - 04,E,,,'13
'046902103,GOODWIN PRI,N,N,NQ,COMAL,'046,NA,A,COMAL ISD,'EE - 01,E,'046902104,FRAZIER EL,'13
'046902105,MOUNTAIN VALLEY EL,N,N,NQ,COMAL,'046,NA,A,COMAL ISD,'EE - 04,E,,,'13
'046902109,MOUNTAIN VALLEY INT,N,N,R,COMAL,'046,NA,R,COMAL ISD,'05 - 06,M,,,'13
'046902043,NEW LIFE TREATMENT CTR,N,N,,COMAL,'046,NR,N,COMAL ISD,'06 - 11,B,,,'13
'046902106,RAHE PRI,N,N,R,COMAL,'046,NA,R,COMAL ISD,'EE - 02,E,'046902101,BULVERDE EL,'13
'046902002,SMITHSON VALLEY H S,N,N,R,COMAL,'046,NQ,A,COMAL ISD,'09 - 12,S,,,'13
'046902041,SMITHSON VALLEY MIDDLE,N,N,NQ,COMAL,'046,NA,A,COMAL ISD,'08 - 08,M,,,'13
'046902044,SPRING BRANCH MIDDLE,N,N,NQ,COMAL,'046,NA,A,COMAL ISD,'07 - 07,M,,,'13
'047901001,COMANCHE H S,N,N,R,COMANCHE,'047,NQ,E,COMANCHE ISD,'09 - 12,S,,,'14
'047901102,COMANCHE INT,N,N,NQ,COMANCHE,'047,NA,E,COMANCHE ISD,'03 - 05,E,,,'14
'047901101,COMANCHE PRI,N,N,R,COMANCHE,'047,NA,E,COMANCHE ISD,'EE - 02,E,'047901102,COMANCHE INT,'14
'047901041,JEFFERIES J H,N,N,R,COMANCHE,'047,NA,A,COMANCHE ISD,'06 - 08,M,,,'14
'047901002,MESA LAKE SCHOOL,N,N,,COMANCHE,'047,NR,N,COMANCHE ISD,'06 - 11,B,,,'14
'130902101,COMFORT EL,N,N,NQ,KENDALL,'130,NA,A,COMFORT ISD,'EE - 04,E,,,'13
'130902001,COMFORT H S,N,N,NQ,KENDALL,'130,NQ,R,COMFORT ISD,'09 - 12,S,,,'13
'130902041,COMFORT MIDDLE,N,N,NQ,KENDALL,'130,NA,A,COMFORT ISD,'05 - 08,M,,,'13
'116903104,ALBERT C WILLIAMS EL,N,N,NQ,HUNT,'116,NA,A,COMMERCE ISD,'04 - 06,E,,,'10
'116903101,COMMERCE EL,N,N,NQ,HUNT,'116,NA,R,COMMERCE ISD,'EE - 03,E,,ALBERT C WILLIAMS EL,'10
'116903001,COMMERCE H S,N,N,NQ,HUNT,'116,NQ,E,COMMERCE ISD,'09 - 12,S,,,'10
'116903043,COMMERCE MIDDLE,N,N,NQ,HUNT,'116,NA,R,COMMERCE ISD,'07 - 08,M,,,'10
'043918001,COMMUNITY H S,N,N,R,COLLIN,'043,NQ,A,COMMUNITY ISD,'09 - 12,S,,,'10
'043918041,COMMUNITY MIDDLE,N,N,NQ,COLLIN,'043,NA,R,COMMUNITY ISD,'05 - 08,M,,,'10
'043918101,MCCLENDON EL,N,N,NQ,COLLIN,'043,NA,A,COMMUNITY ISD,'PK - 04,E,,,'10
'112908001,COMO-PICKTON SCHOOL,N,N,R,HOPKINS,'112,NQ,A,COMO-PICKTON CISD,'EE - 12,B,,,'08
'233903001,COMSTOCK SCHOOL,N,N,NQ,VAL VERDE,'233,NQ,A,COMSTOCK ISD,'KG - 12,B,,,'15
'161921004,CHALLENGE ACADEMY,N,N,,MCLENNAN,'161,NR,N,CONNALLY ISD,'06 - 12,B,,,'12
'161921101,CONNALLY EL,N,N,NQ,MCLENNAN,'161,NA,R,CONNALLY ISD,'EE - 06,E,,CONNALLY INT,'12
'161921001,CONNALLY H S,N,N,NQ,MCLENNAN,'161,NQ,A,CONNALLY ISD,'09 - 12,S,,,'12
'161921103,CONNALLY INT,N,N,NQ,MCLENNAN,'161,NA,R,CONNALLY ISD,'04 - 05,E,,,'12
'161921041,CONNALLY MIDDLE,N,N,NQ,MCLENNAN,'161,NA,A,CONNALLY ISD,'06 - 08,M,,,'12
'161921102,ELM MOTT CTR,N,N,,MCLENNAN,'161,NR,N,CONNALLY ISD,'PK - KG,E,,,'12
'161921002,LAKEVIEW ACADEMY,N,N,,MCLENNAN,'161,PE,1,CONNALLY ISD,'09 - 12,S,,,'12
'170902112,A D FORD EL,N,N,NQ,MONTGOMERY,'170,NA,E,CONROE ISD,'EE - 07,E,,HOUSER INT,'06
'170902101,ANDERSON EL,N,N,NE,MONTGOMERY,'170,NA,L,CONROE ISD,'EE - 04,E,,,'06
'170902107,ARMSTRONG EL,N,N,NQ,MONTGOMERY,'170,NA,A,CONROE ISD,'EE - 04,E,,,'06
'170902102,AUSTIN EL,N,N,NQ,MONTGOMERY,'170,NA,A,CONROE ISD,'EE - 04,E,,,'06
'170902114,B B RICE EL,N,N,NQ,MONTGOMERY,'170,NA,A,CONROE ISD,'EE - 08,E,,,'06
'170902123,BUCKELEW EL,N,N,NQ,MONTGOMERY,'170,NA,E,CONROE ISD,'KG - 04,E,,,'06
'170902121,BUSH EL,N,N,M,MONTGOMERY,'170,NA,E,CONROE ISD,'EE - 04,E,,,'06
'170902049,C D YORK J H,N,N,NQ,MONTGOMERY,'170,NA,A,CONROE ISD,'06 - 08,M,,,'06
'170902011,CANEY CREEK H S,N,N,NQ,MONTGOMERY,'170,NA,A,CONROE ISD,'09 - 12,S,,,'06
'170902050,COLLINS INT,N,N,RM,MONTGOMERY,'170,NA,E,CONROE ISD,'05 - 06,M,,,'06
'170902001,CONROE H S,N,N,NQ,MONTGOMERY,'170,NQ,A,CONROE ISD,'09 - 12,S,,,'06
'170902048,CREIGHTON INT,N,N,R,MONTGOMERY,'170,NA,A,CONROE ISD,'05 - 06,M,,,'06
'170902118,DAVID EL,N,N,NQ,MONTGOMERY,'170,NA,E,CONROE ISD,'EE - 04,E,,,'06
'170902120,GALATAS EL,N,N,NQ,MONTGOMERY,'170,NA,E,CONROE ISD,'EE - 04,E,,,'06
'170902119,GIESINGER EL,N,N,NQ,MONTGOMERY,'170,NA,A,CONROE ISD,'EE - 04,E,,,'06
'170902116,GLEN LOCH EL,N,N,R,MONTGOMERY,'170,NA,E,CONROE ISD,'EE - 04,E,,,'06
'170902047,HOUSER INT,N,N,NQ,MONTGOMERY,'170,NA,R,CONROE ISD,'04 - 05,E,,,'06
'170902104,HOUSTON EL,N,N,NQ,MONTGOMERY,'170,NA,A,CONROE ISD,'PK - 04,E,,,'06
'170902201,JUVENILE DETENTION CTR,N,N,,MONTGOMERY,'170,NR,N,CONROE ISD,'07 - 12,S,,,'06
'170902108,LAMAR EL,N,N,NQ,MONTGOMERY,'170,NA,A,CONROE ISD,'EE - 04,E,,,'06
'170902052,MCCULLOUGH J H,N,N,NQ,MONTGOMERY,'170,NA,E,CONROE ISD,'08 - 09,M,,,'06
'170902105,MILAM EL,N,N,NQ,MONTGOMERY,'170,NA,R,CONROE ISD,'EE - 04,E,,,'06
'170902067,MITCHELL INT,N,N,NQ,MONTGOMERY,'170,NA,E,CONROE ISD,'04 - 06,E,,,'06
'170902051,MOORHEAD J H,N,N,NQ,MONTGOMERY,'170,NA,A,CONROE ISD,'07 - 08,M,,,'06
'170902046,NEAL KNOX SEVENTH GR CTR,N,N,M,MONTGOMERY,'170,NA,E,CONROE ISD,'07 - 07,M,,,'06
'170902109,OAK RIDGE EL,N,N,NQ,MONTGOMERY,'170,NA,R,CONROE ISD,'EE - 03,E,,HOUSER INT,'06
'170902005,OAK RIDGE H S,N,N,NQ,MONTGOMERY,'170,NQ,A,CONROE ISD,'09 - 12,S,,,'06
'170902041,PEET J H,N,N,NQ,MONTGOMERY,'170,NA,A,CONROE ISD,'07 - 08,M,,,'06
'170902122,POWELL EL,N,N,NQ,MONTGOMERY,'170,NA,E,CONROE ISD,'EE - 04,E,,,'06
'170902010,PROJECT RESTORE,N,N,,MONTGOMERY,'170,NR,N,CONROE ISD,'07 - 11,S,,,'06
'170902044,REAVES INT,N,N,R,MONTGOMERY,'170,NA,A,CONROE ISD,'05 - 06,M,,,'06
'170902007,RESOURCE & DEVEL CTR,N,N,,MONTGOMERY,'170,NR,N,CONROE ISD,'01 - 01,E,,,'06
'170902103,RUNYAN EL,N,N,NQ,MONTGOMERY,'170,NA,A,CONROE ISD,'EE - 04,E,,,'06
'170902117,SALLY RIDE EL,N,N,M,MONTGOMERY,'170,NA,E,CONROE ISD,'EE - 07,E,,,'06
'170902113,SAM HAILEY EL,N,N,NQ,MONTGOMERY,'170,NA,R,CONROE ISD,'EE - 04,E,,,'06
'170902115,SAN JACINTO EL,N,N,NQ,MONTGOMERY,'170,NA,R,CONROE ISD,'EE - 04,E,,,'06
'170902003,THE WOODLANDS H S,N,N,RM,MONTGOMERY,'170,NQ,E,CONROE ISD,'10 - 12,S,,,'06
'170902002,W L HAUKE ALTER ED,N,N,,MONTGOMERY,'170,PE,1,CONROE ISD,'09 - 12,S,,,'06
'170902042,WASHINGTON INT,N,N,NQ,MONTGOMERY,'170,NA,A,CONROE ISD,'05 - 06,M,,,'06
'170902045,WILKERSON INT,N,N,RM,MONTGOMERY,'170,NA,R,CONROE ISD,'05 - 06,M,,,'06
'147901101,COOLIDGE EL,N,N,M,LIMESTONE,'147,NA,R,COOLIDGE ISD,'PK - 06,E,,,'12
'147901001,COOLIDGE H S,N,N,NQ,LIMESTONE,'147,NQ,E,COOLIDGE ISD,'07 - 12,S,,,'12
'060902101,COOPER EL,N,N,NQ,DELTA,'060,NA,A,COOPER ISD,'PK - 05,E,,,'08
'060902001,COOPER H S,N,N,R,DELTA,'060,NQ,R,COOPER ISD,'09 - 12,S,,,'08
'060902041,COOPER J H,N,N,NQ,DELTA,'060,NA,A,COOPER ISD,'06 - 08,M,,,'08
'057922103,AUSTIN EL,N,N,M,DALLAS,'057,NA,E,COPPELL ISD,'EE - 05,E,,,'10
'057922001,COPPELL H S,N,N,R,DALLAS,'057,NQ,R,COPPELL ISD,'09 - 12,S,,,'10
'057922042,COPPELL MIDDLE EAST,N,N,NQ,DALLAS,'057,NA,E,COPPELL ISD,'06 - 08,M,,,'10
'057922044,COPPELL MIDDLE NORTH,N,N,R,DALLAS,'057,NA,E,COPPELL ISD,'06 - 08,M,,,'10
'057922043,COPPELL MIDDLE WEST,N,N,NQ,DALLAS,'057,NA,E,COPPELL ISD,'06 - 08,M,,,'10
'057922109,COTTONWOOD CREEK EL,N,N,NQ,DALLAS,'057,NA,E,COPPELL ISD,'EE - 05,E,,,'10
'057922111,DENTON CREEK EL,N,N,M,DALLAS,'057,NA,E,COPPELL ISD,'EE - 05,E,,,'10
'057922107,LAKESIDE EL,N,N,NQ,DALLAS,'057,NA,E,COPPELL ISD,'EE - 05,E,,,'10
'057922102,LEE EL,N,N,M,DALLAS,'057,NA,E,COPPELL ISD,'EE - 05,E,,,'10
'057922105,MOCKINGBIRD EL,N,N,M,DALLAS,'057,NA,R,COPPELL ISD,'EE - 05,E,,,'10
'057922101,PINKERTON EL,N,N,RM,DALLAS,'057,NA,E,COPPELL ISD,'EE - 05,E,,,'10
'057922108,TOWN CENTER EL,N,N,M,DALLAS,'057,NA,E,COPPELL ISD,'EE - 05,E,,,'10
'057922110,VALLEY RANCH EL,N,N,RM,DALLAS,'057,NA,E,COPPELL ISD,'EE - 05,E,,,'10
'057922106,WILSON EL,N,N,NQ,DALLAS,'057,NA,E,COPPELL ISD,'EE - 05,E,,,'10
'050910104,C R CLEMENTS INT,N,N,NQ,CORYELL,'050,NA,A,COPPERAS COVE ISD,'05 - 06,M,,,'12
'050910001,COPPERAS COVE H S,N,N,NQ,CORYELL,'050,NQ,A,COPPERAS COVE ISD,'09 - 12,S,,,'12
'050910041,COPPERAS COVE J H,N,N,NQ,CORYELL,'050,NA,A,COPPERAS COVE ISD,'07 - 08,M,,,'12
'050910005,CROSS ROADS,N,N,,CORYELL,'050,PE,1,COPPERAS COVE ISD,'07 - 12,S,,,'12
'050910101,FAIRVIEW EL,N,N,NQ,CORYELL,'050,NA,A,COPPERAS COVE ISD,'EE - 04,E,,,'12
'050910102,HALSTEAD EL,N,N,NQ,CORYELL,'050,NA,R,COPPERAS COVE ISD,'KG - 04,E,,,'12
'050910109,HOLLIE PARSONS EL,N,N,R,CORYELL,'050,NA,R,COPPERAS COVE ISD,'EE - 04,E,,,'12
'050910108,J L WILLIAMS EL,N,N,NQ,CORYELL,'050,NA,A,COPPERAS COVE ISD,'PK - 04,E,,,'12
'050910107,LOVETT LEDGER INT,N,N,NQ,CORYELL,'050,NA,A,COPPERAS COVE ISD,'05 - 06,M,,,'12
'050910105,MAE STEVENS EL,N,N,NQ,CORYELL,'050,NA,R,COPPERAS COVE ISD,'EE - 04,E,,,'12
'050910106,MARTIN WALKER EL,N,N,NQ,CORYELL,'050,NA,R,COPPERAS COVE ISD,'EE - 12,B,,,'12
'050910103,MISS JEWELL EL,N,N,NQ,CORYELL,'050,NA,R,COPPERAS COVE ISD,'EE - 04,E,,,'12
'050910042,S C LEE J H,N,N,R,CORYELL,'050,NA,A,COPPERAS COVE ISD,'07 - 08,M,,,'12
'178904053,ACADEMY OF FINE ARTS,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904101,ALLEN EL,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904009,ALTER H S CTR,N,N,,NUECES,'178,PE,1,CORPUS CHRISTI ISD,'09 - 12,S,,,'02
'178904041,BAKER MIDDLE,N,N,M,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904152,BARNES EL,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904147,BROKEN CAMP RESIDENTIAL,N,N,NE,NUECES,'178,NA,L,CORPUS CHRISTI ISD,'07 - 11,S,,,'02
'178904043,BROWNE MIDDLE,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904103,CALK EL,N,N,NQ,NUECES,'178,NA,E,CORPUS CHRISTI ISD,'PK - 06,E,,,'02
'178904001,CARROLL H S,N,N,NQ,NUECES,'178,NQ,A,CORPUS CHRISTI ISD,'09 - 12,S,,,'02
'178904104,CARROLL LANE EL,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904105,CASA LINDA EL,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904003,CENTER FOR COMMUNICATIONS & TECHNO,N,N,NQ,NUECES,'178,NQ,A,CORPUS CHRISTI ISD,'09 - 12,S,,,'02
'178904106,CENTRAL PARK EL,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904107,CHULA VISTA FINE ARTS,N,N,R,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'01 - 05,E,,,'02
'178904146,CLUB ESTATES,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'KG - 05,E,,,'02
'178904137,COLES EL,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904108,CROCKETT EL,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904109,CROSSLEY EL,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904045,CULLEN MIDDLE,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904046,CUNNINGHAM MIDDLE,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904154,DAWSON EL,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'KG - 05,E,,,'02
'178904047,DRISCOLL MIDDLE,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904153,EARLY DEVELOPMENT CTR,N,N,R,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'PK - 03,E,'178904125,MONTCLAIR EL,'02
'178904110,EVANS EL,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904111,FANNIN EL,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904150,GALVAN EL,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904115,GARCIA EL,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'KG - 05,E,,,'02
'178904116,GIBSON EL,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904056,GRANT MIDDLE,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904048,HAAS MIDDLE,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904049,HAMLIN MIDDLE,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904144,HOMEBOUND,N,N,,NUECES,'178,NR,N,CORPUS CHRISTI ISD,'PK - 12,B,,,'02
'178904117,HOUSTON EL,N,N,R,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904151,JONES EL,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904055,KAFFIE MIDDLE,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904002,KING H S,N,N,R,NUECES,'178,NQ,A,CORPUS CHRISTI ISD,'09 - 12,S,,,'02
'178904118,KOSTORYZ EL,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904119,LAMAR EL,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904120,LEXINGTON EL,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904121,LOS ENCINOS EL,N,N,NQ,NUECES,'178,NA,E,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904122,LOZANO EL,N,N,NQ,NUECES,'178,NA,E,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904050,MARTIN MIDDLE,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904143,MARY GRETT CTR,N,N,,NUECES,'178,NR,N,CORPUS CHRISTI ISD,'03 - 12,B,,,'02
'178904123,MEADOWBROOK EL,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904124,MENGER EL,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904125,MONTCLAIR EL,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904004,MOODY H S,N,N,NQ,NUECES,'178,NQ,A,CORPUS CHRISTI ISD,'09 - 12,S,,,'02
'178904148,MOORE EL,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904127,OAK PARK EL,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904129,PRESCOTT EL,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904005,RAY H S,N,N,NQ,NUECES,'178,NQ,A,CORPUS CHRISTI ISD,'09 - 12,S,,,'02
'178904054,S L G C,N,N,,NUECES,'178,PE,2,CORPUS CHRISTI ISD,'04 - 12,B,,,'02
'178904130,SANDERS EL,N,N,RM,NUECES,'178,NA,E,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904132,SCHANEN EL,N,N,R,NUECES,'178,NA,E,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904133,SHAW EL,N,N,R,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904134,SMITH EL,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904052,SOUTH PARK MIDDLE,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'06 - 08,M,,,'02
'178904007,TEENAGE MOTHER,N,N,,NUECES,'178,PE,2,CORPUS CHRISTI ISD,'06 - 12,B,,,'02
'178904136,TRAVIS EL,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904138,WILSON ROBERT T EL,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904139,WINDSOR PARK G/T,N,N,NQ,NUECES,'178,NA,E,CORPUS CHRISTI ISD,'01 - 05,E,,,'02
'178904140,WOODLAWN EL,N,N,R,NUECES,'178,NA,E,CORPUS CHRISTI ISD,'PK - 05,E,,,'02
'178904141,YEAGER EL,N,N,NQ,NUECES,'178,NA,R,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'178904142,ZAVALA EL,N,N,NQ,NUECES,'178,NA,A,CORPUS CHRISTI ISD,'EE - 05,E,,,'02
'187904103,CORRIGAN-CAMDEN EL,N,N,NQ,POLK,'187,NA,A,CORRIGAN-CAMDEN ISD,'03 - 06,E,,,'06
'187904001,CORRIGAN-CAMDEN H S,N,N,NQ,POLK,'187,NQ,R,CORRIGAN-CAMDEN ISD,'09 - 12,S,,,'06
'187904041,CORRIGAN-CAMDEN J H,N,N,NQ,POLK,'187,NA,A,CORRIGAN-CAMDEN ISD,'07 - 08,M,,,'06
'187904104,CORRIGAN-CAMDEN PRI,N,N,NQ,POLK,'187,NA,A,CORRIGAN-CAMDEN ISD,'EE - 02,E,'187904103,CORRIGAN-CAMDEN EL,'06
'175903002,ALPHA LEARNING CTR,N,N,,NAVARRO,'175,PE,1,CORSICANA ISD,'EE - 12,B,,,'12
'175903101,BOWIE EL,N,N,NQ,NAVARRO,'175,NA,A,CORSICANA ISD,'KG - 04,E,,,'12
'175903107,CARROLL EL,N,N,NQ,NAVARRO,'175,NA,A,CORSICANA ISD,'EE - 04,E,,,'12
'175903041,COLLINS MIDDLE,N,N,NQ,NAVARRO,'175,NA,A,CORSICANA ISD,'07 - 08,M,,,'12
'175903001,CORSICANA H S,N,N,R,NAVARRO,'175,NQ,A,CORSICANA ISD,'09 - 12,S,,,'12
'175903042,DRANE INT,N,N,NQ,NAVARRO,'175,NA,A,CORSICANA ISD,'05 - 06,M,,,'12
'175903103,FANNIN EL,N,N,NQ,NAVARRO,'175,NA,A,CORSICANA ISD,'KG - 04,E,,,'12
'175903104,HOUSTON EL,N,N,NQ,NAVARRO,'175,NA,A,CORSICANA ISD,'EE - 04,E,,,'12
'175903106,LEE EL,N,N,NQ,NAVARRO,'175,NA,A,CORSICANA ISD,'KG - 04,E,,,'12
'175903110,SP ED CTR,N,N,,NAVARRO,'175,NR,N,CORSICANA ISD,'EE - 05,E,,,'12
'175903108,TRAVIS EL,N,N,NQ,NAVARRO,'175,NA,R,CORSICANA ISD,'KG - 04,E,,,'12
'095902001,COTTON CENTER SCHOOL,N,N,R,HALE,'095,NQ,E,COTTON CENTER ISD,'PK - 12,B,,,'17
'142901102,BURKS EL,N,N,NQ,LA SALLE,'142,NA,A,COTULLA ISD,'02 - 05,E,,,'20
'142901004,COTULLA ALTERNATIVE,N,N,,LA SALLE,'142,PE,1,COTULLA ISD,'07 - 12,S,,,'20
'142901001,COTULLA H S,N,N,NQ,LA SALLE,'142,NQ,A,COTULLA ISD,'09 - 12,S,,,'20
'142901104,ENCINAL EL,N,N,NQ,LA SALLE,'142,NA,A,COTULLA ISD,'PK - 04,E,,,'20
'142901041,FRANK NEWMAN MIDDLE,N,N,NQ,LA SALLE,'142,NA,A,COTULLA ISD,'06 - 08,M,,,'20
'142901003,LASALLE COUNTY ALTERNATIVE BOOTCAM,N,N,,LA SALLE,'142,PE,1,COTULLA ISD,'07 - 12,S,,,'20
'142901101,RAMIREZ EL,N,N,NQ,LA SALLE,'142,NA,A,COTULLA ISD,'EE - 01,E,'142901102,BURKS EL,'20
'246914101,COUPLAND EL,N,N,NQ,WILLIAMSON,'246,NA,E,COUPLAND ISD,'KG - 08,E,,,'13
'109903001,COVINGTON SCHOOL,N,N,NQ,HILL,'109,NQ,R,COVINGTON ISD,'PK - 12,B,,,'12
'129901002,CRANDALL ALTER CTR,N,N,,KAUFMAN,'129,PE,1,CRANDALL ISD,'09 - 12,S,,,'10
'129901101,CRANDALL EL,N,N,NQ,KAUFMAN,'129,NA,E,CRANDALL ISD,'EE - 03,E,,CRANDALL INT,'10
'129901001,CRANDALL H S,N,N,NQ,KAUFMAN,'129,NQ,R,CRANDALL ISD,'09 - 12,S,,,'10
'129901102,CRANDALL INT,N,N,NQ,KAUFMAN,'129,NA,A,CRANDALL ISD,'04 - 06,E,,,'10
'129901041,L F RAYNES MIDDLE,N,N,NQ,KAUFMAN,'129,NA,A,CRANDALL ISD,'07 - 08,M,,,'10
'052901101,CRANE EL,N,N,NQ,CRANE,'052,NA,R,CRANE ISD,'EE - 05,E,,,'18
'052901001,CRANE H S,N,N,R,CRANE,'052,NQ,E,CRANE ISD,'09 - 12,S,,,'18
'052901041,CRANE MIDDLE,N,N,NQ,CRANE,'052,NA,E,CRANE ISD,'06 - 08,M,,,'18
