CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CFLYRE,CIADDACK,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
'126901104,NA,ALVARADO INT,N,N,RM,JOHNSON,'126,A,ALVARADO ISD,'05 - 06,M,,,'11
'126901041,NA,ALVARADO J H,N,N,NQ,JOHNSON,'126,A,ALVARADO ISD,'07 - 08,M,,,'11
'126901103,NA,LILLIAN EL,N,N,NQ,JOHNSON,'126,R,ALVARADO ISD,'KG - 04,E,,,'11
'020901101,NA,ALVIN EL,N,N,NQ,BRAZORIA,'020,A,ALVIN ISD,'04 - 06,E,,,'04
'020901001,NQ,ALVIN H S,N,N,NQ,BRAZORIA,'020,A,ALVIN ISD,'EE - 12,B,,,'04
'020901041,NA,ALVIN J H,N,N,NQ,BRAZORIA,'020,R,ALVIN ISD,'07 - 08,M,,,'04
'020901102,NA,ALVIN PRI,N,N,NQ,BRAZORIA,'020,R,ALVIN ISD,'EE - 03,E,'020901101,ALVIN EL,'04
'020901044,NA,ASSETS LEARNING CTR,N,N,M,BRAZORIA,'020,E,ALVIN ISD,'07 - 08,M,,,'04
'020901200,NO,DAY STAR RESIDENTIAL,N,N,,BRAZORIA,'020,X,ALVIN ISD,'01 - 12,B,,,'04
'020901105,NA,E C MASON PRI,N,N,R,BRAZORIA,'020,E,ALVIN ISD,'EE - 05,E,,,'04
'020901043,NA,G W HARBY J H,N,N,NQ,BRAZORIA,'020,A,ALVIN ISD,'06 - 08,M,,,'04
'020901109,NA,HOOD-CASE EL,N,N,RM,BRAZORIA,'020,E,ALVIN ISD,'EE - 06,E,,,'04
'020901104,NA,LONGFELLOW EL,N,N,NQ,BRAZORIA,'020,R,ALVIN ISD,'04 - 06,E,,,'04
'020901042,NA,MANVEL J H,N,N,M,BRAZORIA,'020,R,ALVIN ISD,'06 - 08,M,,,'04
'020901103,NA,MARK TWAIN PRI,N,N,NQ,BRAZORIA,'020,R,ALVIN ISD,'EE - 03,E,'020901104,LONGFELLOW EL,'04
'020901108,NA,MELBA PASSMORE EL,N,N,NQ,BRAZORIA,'020,R,ALVIN ISD,'EE - 06,E,,,'04
'020901106,NA,R L STEVENSON EL,N,N,NQ,BRAZORIA,'020,A,ALVIN ISD,'EE - 03,E,'020901107,WALT DISNEY EL,'04
'020901107,NA,WALT DISNEY EL,N,N,NQ,BRAZORIA,'020,R,ALVIN ISD,'04 - 06,E,,,'04
'249901101,NA,ALVORD EL,N,N,M,WISE,'249,R,ALVORD ISD,'KG - 04,E,,,'11
'249901001,NQ,ALVORD H S,N,N,NQ,WISE,'249,R,ALVORD ISD,'09 - 12,S,,,'11
'249901041,NA,ALVORD MIDDLE SCHOOL,N,N,NQ,WISE,'249,A,ALVORD ISD,'05 - 08,M,,,'11
'188901003,NQ,AMARILLO AREA CTR FOR ADVANCED LRN,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'09 - 12,S,,,'16
'188901001,NQ,AMARILLO H S,N,N,R,POTTER,'188,E,AMARILLO ISD,'09 - 12,S,,,'16
'188901041,NA,AUSTIN MIDDLE,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901101,NA,AVONDALE EL,N,N,NQ,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901102,NA,BELMAR EL,N,N,R,POTTER,'188,E,AMARILLO ISD,'KG - 05,E,,,'16
'188901103,NA,BIVINS EL,N,N,NQ,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901048,NA,BONHAM MIDDLE,N,N,NQ,POTTER,'188,E,AMARILLO ISD,'06 - 08,M,,,'16
'188901042,NA,BOWIE MIDDLE,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901002,NQ,CAPROCK H S,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'09 - 12,S,,,'16
'188901110,NA,CARVER EARLY CHILDHOOD ACADEMY,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'EE - 01,E,'188901170,CARVER EL ACADEMY,'16
'188901170,NA,CARVER EL ACADEMY,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'02 - 05,E,,,'16
'188901104,NA,CORONADO EL,N,N,RM,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901043,NA,CROCKETT MIDDLE,N,N,NQ,POTTER,'188,E,AMARILLO ISD,'06 - 08,M,,,'16
'188901105,NA,EASTRIDGE EL,N,N,NQ,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901106,NA,EMERSON EL,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'PK - 05,E,,,'16
'188901044,NA,FANNIN MIDDLE,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901107,NA,FOREST HILL EL,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'PK - 05,E,,,'16
'188901108,NA,GLENWOOD EL,N,N,NQ,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901109,NA,HAMLET EL,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'EE - 05,E,,,'16
'188901045,NA,HOUSTON MIDDLE,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901111,NA,HUMPHREY'S HIGHLAND EL,N,N,NQ,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901112,NA,LAMAR EL,N,N,NQ,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901113,NA,LANDERGIN EL,N,N,R,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901114,NA,LAWNDALE EL,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'EE - 05,E,,,'16
'188901115,NA,LEE EL,N,N,NQ,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901046,NA,MANN MIDDLE,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901134,NA,MESA VERDE EL,N,N,NQ,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901138,PE,NORTH HEIGHTS ALTER,N,N,,POTTER,'188,1,AMARILLO ISD,'06 - 12,B,,,'16
'188901119,NA,OAK DALE EL,N,N,R,POTTER,'188,A,AMARILLO ISD,'PK - 05,E,,,'16
'188901120,NA,OLSEN PARK EL,N,N,NQ,POTTER,'188,E,AMARILLO ISD,'PK - 05,E,,,'16
'188901004,NQ,PALO DURO H S,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'09 - 12,S,,,'16
'188901121,NA,PARAMOUNT TERRACE EL,N,N,NQ,POTTER,'188,E,AMARILLO ISD,'EE - 05,E,,,'16
'188901122,NA,PLEASANT VALLEY EL,N,N,NQ,POTTER,'188,E,AMARILLO ISD,'EE - 05,E,,,'16
'188901139,NA,PUCKETT EL,N,N,NQ,POTTER,'188,E,AMARILLO ISD,'KG - 05,E,,,'16
'188901137,NR,REG PROG FOR DEAF,N,N,,POTTER,'188,N,AMARILLO ISD,'EE - EE,E,,,'16
'188901123,NA,RIDGECREST EL,N,N,NQ,POTTER,'188,E,AMARILLO ISD,'EE - 05,E,,,'16
'188901124,NA,ROGERS EL,N,N,NQ,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901126,NA,SAN JACINTO EL,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'EE - 05,E,,,'16
'188901125,NA,SANBORN EL,N,N,R,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901140,NA,SLEEPY HOLLOW EL,N,N,M,POTTER,'188,E,AMARILLO ISD,'KG - 05,E,,,'16
'188901127,NA,SOUTH GEORGIA EL,N,N,R,POTTER,'188,E,AMARILLO ISD,'EE - 05,E,,,'16
'188901128,NA,SOUTH LAWN EL,N,N,R,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901130,NA,SUNRISE EL,N,N,R,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901005,NQ,TASCOSA H S,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'09 - 12,S,,,'16
'188901047,NA,TRAVIS MIDDLE,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901131,NA,WESTERN PLATEAU EL,N,N,NQ,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901132,NA,WHITTIER EL,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'PK - 05,E,,,'16
'188901133,NA,WILLS EL,N,N,NQ,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901141,NA,WINDSOR EL,N,N,M,POTTER,'188,E,AMARILLO ISD,'KG - 05,E,,,'16
'188901135,NA,WOLFLIN EL,N,N,NQ,POTTER,'188,A,AMARILLO ISD,'PK - 05,E,,,'16
'188901142,NA,WOODLANDS ELEMENTARY,N,N,R,POTTER,'188,E,AMARILLO ISD,'KG - 05,E,,,'16
'101818001,NH,AMERICAN ACADEMY OF EXCELLENCE CHA,Y,N,,HARRIS,'101,H,AMERICAN ACADEMY OF EXCELLENCE CHA,'07 - 12,S,,,'04
'227801001,PE,AMERICAN INSTITUTE FOR LRN H S,Y,N,,TRAVIS,'227,1,AMERICAN INSTITUTE FOR LEARNING,'09 - 12,S,,,'13
'140901001,NQ,AMHERST SCHOOL,N,N,NQ,LAMB,'140,R,AMHERST ISD,'KG - 12,B,,,'17
'140901002,PE,P E P,N,N,,LAMB,'140,1,AMHERST ISD,'09 - 12,S,,,'17
'101819001,NH,AMIGOS POR VIDA-FRIENDS FOR LIFE C,Y,N,,HARRIS,'101,H,AMIGOS POR VIDA-FRIENDS FOR LIFE C,'PK - 05,E,,,'04
'036901004,NO,ADAPTIVE BEHAVIOR UNIT,N,N,,CHAMBERS,'036,X,ANAHUAC ISD,'06 - 09,M,,,'04
'036901101,NA,ANAHUAC EL,N,N,NQ,CHAMBERS,'036,A,ANAHUAC ISD,'EE - 05,E,,,'04
'036901001,R,ANAHUAC H S,N,N,NQ,CHAMBERS,'036,E,ANAHUAC ISD,'09 - 12,S,,,'04
'036901041,NA,ANAHUAC MIDDLE,N,N,M,CHAMBERS,'036,R,ANAHUAC ISD,'06 - 08,M,,,'04
'036901002,PE,GULF COAST H S,N,N,,CHAMBERS,'036,1,ANAHUAC ISD,'09 - 12,S,,,'04
'036901003,NO,HARDIN/CHAMBERS CTR,N,N,,CHAMBERS,'036,X,ANAHUAC ISD,'07 - 11,S,,,'04
'093901101,NA,ANDERSON EL,N,N,NQ,GRIMES,'093,A,ANDERSON-SHIRO CONS ISD,'EE - 06,E,,,'06
'093901001,NQ,ANDERSON JH/HS,N,N,NQ,GRIMES,'093,E,ANDERSON-SHIRO CONS ISD,'07 - 12,S,,,'06
'002901002,NO,ANDREWS ALTER,N,N,,ANDREWS,'002,X,ANDREWS ISD,'06 - 12,B,,,'18
'002901001,R,ANDREWS HIGH SCHOOL,N,N,NQ,ANDREWS,'002,R,ANDREWS ISD,'09 - 12,S,,,'18
'002901041,NA,ANDREWS MIDDLE SCHOOL,N,N,NQ,ANDREWS,'002,R,ANDREWS ISD,'06 - 08,M,,,'18
'002901105,NA,CLEARFORK EL,N,N,R,ANDREWS,'002,R,ANDREWS ISD,'EE - 05,E,,,'18
'002901101,NA,DEVONIAN ELEM,N,N,NQ,ANDREWS,'002,E,ANDREWS ISD,'KG - 05,E,,,'18
'002901103,NA,SAN ANDRES ELEM,N,N,NQ,ANDREWS,'002,R,ANDREWS ISD,'KG - 05,E,,,'18
'002901104,NA,UNDERWOOD ELEM,N,N,NQ,ANDREWS,'002,R,ANDREWS ISD,'KG - 05,E,,,'18
'020902001,NQ,ANGLETON H S,N,N,NQ,BRAZORIA,'020,E,ANGLETON ISD,'09 - 12,S,,,'04
'020902041,NA,ANGLETON MIDDLE-EAST,N,N,M,BRAZORIA,'020,E,ANGLETON ISD,'06 - 08,M,,,'04
'020902042,NA,ANGLETON MIDDLE-WEST,N,N,M,BRAZORIA,'020,E,ANGLETON ISD,'06 - 08,M,,,'04
'020902003,NO,BRAZORIA CO ALTER ED CTR,N,N,,BRAZORIA,'020,X,ANGLETON ISD,'05 - 11,B,,,'04
'020902004,NO,BRAZORIA CO JUVENILE DETENTION,N,N,,BRAZORIA,'020,X,ANGLETON ISD,'08 - 11,S,,,'04
'020902101,NR,EARLY CHILDHOOD CAMPUS,N,N,,BRAZORIA,'020,N,ANGLETON ISD,'EE - KG,E,,,'04
'020902109,NA,FRONTIER EL,N,N,NQ,BRAZORIA,'020,R,ANGLETON ISD,'01 - 05,E,,,'04
'020902102,NA,NORTHSIDE EL,N,N,R,BRAZORIA,'020,E,ANGLETON ISD,'PK - 05,E,,,'04
'020902108,NA,RANCHO ISABELLA EL,N,N,R,BRAZORIA,'020,E,ANGLETON ISD,'01 - 05,E,,,'04
'020902103,NA,SOUTHSIDE EL,N,N,R,BRAZORIA,'020,E,ANGLETON ISD,'01 - 05,E,,,'04
'020902002,NO,STUDENT ALTERNATIVE CTR,N,N,,BRAZORIA,'020,X,ANGLETON ISD,'05 - 12,B,,,'04
'020902104,NA,WESTSIDE EL,N,N,R,BRAZORIA,'020,E,ANGLETON ISD,'01 - 05,E,,,'04
'043902101,NA,ANNA EL,N,N,NQ,COLLIN,'043,A,ANNA ISD,'PK - 05,E,,,'10
'043902001,NQ,ANNA H S,N,N,NQ,COLLIN,'043,E,ANNA ISD,'09 - 12,S,,,'10
'043902041,NA,ANNA MIDDLE,N,N,NQ,COLLIN,'043,R,ANNA ISD,'06 - 08,M,,,'10
'127901101,NA,ANSON EL,N,N,NQ,JONES,'127,E,ANSON ISD,'EE - 05,E,,,'14
'127901001,NQ,ANSON H S,N,N,NQ,JONES,'127,E,ANSON ISD,'09 - 12,S,,,'14
'127901041,NA,ANSON MIDDLE,N,N,NQ,JONES,'127,R,ANSON ISD,'06 - 08,M,,,'14
'071906101,NA,ANTHONY EL,N,N,NQ,EL PASO,'071,R,ANTHONY,'PK - 06,E,,,'19
'071906001,NQ,ANTHONY H S,N,N,NQ,EL PASO,'071,A,ANTHONY,'07 - 12,S,,,'19
'110901101,NA,ANTON EL,N,N,NQ,HOCKLEY,'110,A,ANTON ISD,'KG - 06,E,,,'17
'110901001,NQ,ANTON H S,N,N,NQ,HOCKLEY,'110,A,ANTON ISD,'07 - 12,S,,,'17
'110901002,PE,ANTON P E P,N,N,,HOCKLEY,'110,1,ANTON ISD,'09 - 12,S,,,'17
'228905101,NA,APPLE SPRINGS EL,N,N,NQ,TRINITY,'228,A,APPLE SPRINGS ISD,'PK - 06,E,,,'06
'228905001,NQ,APPLE SPRINGS H S,N,N,NQ,TRINITY,'228,R,APPLE SPRINGS ISD,'07 - 12,S,,,'06
'228905041,NO,BOYS WILDERNESS SCH,N,N,,TRINITY,'228,X,APPLE SPRINGS ISD,'07 - 10,S,,,'06
'109912001,NQ,AQUILLA SCHOOL,N,N,NQ,HILL,'109,R,AQUILLA ISD,'PK - 12,B,,,'12
'004901101,NA,FULTON EL,N,N,NQ,ARANSAS,'004,R,ARANSAS COUNTY ISD,'02 - 05,E,,,'02
'004901103,NA,LIVEOAK EL,N,N,R,ARANSAS,'004,R,ARANSAS COUNTY ISD,'02 - 05,E,,,'02
'004901102,NA,ROCKPORT EL,N,N,NQ,ARANSAS,'004,R,ARANSAS COUNTY ISD,'EE - 01,E,'004901101,FULTON EL,'02
'004901042,NA,ROCKPORT INT,N,N,NQ,ARANSAS,'004,E,ARANSAS COUNTY ISD,'06 - 06,M,,,'02
'004901001,NQ,ROCKPORT-FULTON H S,N,N,NQ,ARANSAS,'004,E,ARANSAS COUNTY ISD,'09 - 12,S,,,'02
'004901041,NA,ROCKPORT-FULTON J H,N,N,NQ,ARANSAS,'004,A,ARANSAS COUNTY ISD,'07 - 09,M,,,'02
'205901041,NA,A C BLUNT MIDDLE,N,N,NQ,SAN PATRICIO,'205,A,ARANSAS PASS ISD,'06 - 08,M,,,'02
'205901001,NQ,ARANSAS PASS H S,N,N,NQ,SAN PATRICIO,'205,R,ARANSAS PASS ISD,'09 - 12,S,,,'02
'205901104,NA,CHARLIE MARSHALL EL,N,N,NQ,SAN PATRICIO,'205,A,ARANSAS PASS ISD,'04 - 05,E,,,'02
'205901101,NA,FAULK EL,N,N,NQ,SAN PATRICIO,'205,A,ARANSAS PASS ISD,'EE - 01,E,'205901102,KIEBERGER EL,'02
'205901102,NA,KIEBERGER EL,N,N,NQ,SAN PATRICIO,'205,A,ARANSAS PASS ISD,'02 - 03,E,'205901104,CHARLIE MARSHALL EL,'02
'005901101,NA,ARCHER CITY EL,N,N,NQ,ARCHER,'005,R,ARCHER CITY ISD,'EE - 05,E,,,'09
'005901001,NQ,ARCHER CITY H S,N,N,NQ,ARCHER,'005,R,ARCHER CITY ISD,'06 - 12,B,,,'09
'061910101,NA,ARGYLE SCHOOL,N,N,M,DENTON,'061,E,ARGYLE ISD,'EE - 05,E,,,'11
'061910041,NA,ARGYLE SECONDARY SCHOOL,N,N,NQ,DENTON,'061,E,ARGYLE ISD,'06 - 09,M,,,'11
'220802101,NH,ARLINGTON CLASSICS ACADEMY,Y,N,,TARRANT,'220,H,ARLINGTON CLASSICS ACADEMY,'KG - 08,E,,,'11
'220901124,NA,AMOS EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901001,R,ARLINGTON H S,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'09 - 12,S,,,'11
'220901149,NA,ASHWORTH EL,N,N,NQ,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901132,NA,ATHERTON EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901045,NA,BAILEY J H,N,N,M,TARRANT,'220,R,ARLINGTON ISD,'07 - 08,M,,,'11
'220901052,NA,BARNETT J H,N,N,M,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901141,NA,BEBENSEE EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901101,NA,BERRY EL,N,N,R,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901102,NA,BLANTON EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901051,NA,BOLES J H,N,N,NQ,TARRANT,'220,E,ARLINGTON ISD,'07 - 08,M,,,'11
'220901004,R,BOWIE H S,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'08 - 12,S,,,'11
'220901147,NA,BRYANT EL,N,N,NQ,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,,,'11
'220901129,NA,BUTLER EL,N,N,M,TARRANT,'220,E,ARLINGTON ISD,'KG - 06,E,,,'11
'220901041,NA,CARTER J H,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901137,NA,COREY EL,N,N,R,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,,,'11
'220901150,NA,CROUCH EL,N,N,NE,TARRANT,'220,L,ARLINGTON ISD,'EE - 06,E,,,'11
'220901103,NA,CROW EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901300,NR,DAY CARE CTRS,N,N,,TARRANT,'220,N,ARLINGTON ISD,'PK - PK,E,,,'11
'220901130,NA,DITTO EL,N,N,NQ,TARRANT,'220,E,ARLINGTON ISD,'KG - 06,E,,,'11
'220901104,NA,DUFF EL,N,N,NQ,TARRANT,'220,E,ARLINGTON ISD,'KG - 06,E,,,'11
'220901125,NA,DUNN EL,N,N,NQ,TARRANT,'220,R,ARLINGTON ISD,'KG - 06,E,,,'11
'220901136,NA,FITZGERALD EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901126,NA,FOSTER EL,N,N,R,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901119,NA,GOODMAN EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901047,NA,GUNN J H,N,N,R,TARRANT,'220,R,ARLINGTON ISD,'07 - 08,M,,,'11
'220901117,NA,HILL EL,N,N,NQ,TARRANT,'220,E,ARLINGTON ISD,'KG - 06,E,,,'11
'220901139,NO,HOMEBOUND,N,N,,TARRANT,'220,X,ARLINGTON ISD,'EE - 12,B,,,'11
'220901046,NA,HUTCHESON J H,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901143,NA,J M FARRELL EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901142,NA,JANE ELLIS EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'KG - 06,E,,,'11
'220901121,NA,JOHNS EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901128,NA,KEY EL,N,N,R,TARRANT,'220,E,ARLINGTON ISD,'KG - 06,E,,,'11
'220901107,NR,KOOKEN ED CTR,N,N,,TARRANT,'220,N,ARLINGTON ISD,'EE - PK,E,,,'11
'220901003,R,LAMAR H S,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'09 - 12,S,,,'11
'220901151,NA,LARSON EL,N,N,R,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901146,NA,LITTLE EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901153,NA,LYNN HALE EL,N,N,R,TARRANT,'220,R,ARLINGTON ISD,'KG - 06,E,,,'11
'220901005,R,MARTIN H S,N,N,NQ,TARRANT,'220,E,ARLINGTON ISD,'09 - 12,S,,,'11
'220901144,NA,MARY MOORE EL,N,N,M,TARRANT,'220,E,ARLINGTON ISD,'KG - 06,E,,,'11
'220901135,NA,MILLER EL,N,N,M,TARRANT,'220,R,ARLINGTON ISD,'KG - 06,E,,,'11
'220901131,NA,MORTON EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901008,PE,NEWCOMER CENTER,N,N,,TARRANT,'220,1,ARLINGTON ISD,'07 - 09,M,,,'11
'220901053,NA,NICHOLS J H,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901055,NA,OUSLEY J H,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901120,NA,POPE EL,N,N,NQ,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,,,'11
'220901109,NA,RANKIN EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901110,NA,ROARK EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901122,NA,ROQUEMORE EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901002,NQ,SAM HOUSTON H S,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'09 - 12,S,,,'11
'220901048,NA,SHACKELFORD J H,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901134,NA,SHERROD EL,N,N,R,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,,,'11
'220901123,NA,SHORT EL,N,N,RM,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901111,NA,SOUTH DAVIS EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901112,NA,SPEER EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901140,NA,STARRETT EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901113,NA,SWIFT EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901010,NO,TARRANT CO J J A E P,N,N,,TARRANT,'220,X,ARLINGTON ISD,'07 - 08,M,,,'11
'220901114,NA,THORNTON EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901145,NA,TOMMIE WILLIAMS EL,N,N,NQ,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901007,NO,TURNING POINT ALTER H S,N,N,,TARRANT,'220,X,ARLINGTON ISD,'09 - 12,S,,,'11
'220901054,NO,TURNING POINT ALTER J H,N,N,,TARRANT,'220,X,ARLINGTON ISD,'07 - 08,M,,,'11
'220901156,NO,TURNING POINT ALTERNATIVE ELEM,N,N,,TARRANT,'220,X,ARLINGTON ISD,'01 - 06,E,,,'11
'220901006,PE,VENTURE ALTER H S,N,N,,TARRANT,'220,1,ARLINGTON ISD,'09 - 12,S,,,'11
'220901148,NA,WEBB EL,N,N,NQ,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901152,NA,WEST EL,N,N,NQ,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901116,NA,WIMBISH EL,N,N,R,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901133,NA,WOOD EL,N,N,R,TARRANT,'220,E,ARLINGTON ISD,'EE - 06,E,,,'11
'220901050,NA,WORKMAN J H,N,N,NE,TARRANT,'220,L,ARLINGTON ISD,'07 - 08,M,,,'11
'220901049,TR,YOUNG J H,N,N,NQ,TARRANT,'220,E,ARLINGTON ISD,'07 - 08,M,,,'11
'212901101,NA,ARP EL,N,N,R,SMITH,'212,R,ARP ISD,'PK - 05,E,,,'07
'212901001,NQ,ARP H S,N,N,NQ,SMITH,'212,A,ARP ISD,'09 - 12,S,,,'07
'212901041,NA,ARP J H,N,N,NQ,SMITH,'212,A,ARP ISD,'06 - 08,M,,,'07
'217901101,NA,ASPERMONT EL,N,N,NQ,STONEWALL,'217,R,ASPERMONT ISD,'EE - 06,E,,,'14
'217901001,R,ASPERMONT H S,N,N,R,STONEWALL,'217,A,ASPERMONT ISD,'09 - 12,S,,,'14
'217901041,NA,ASPERMONT J H,N,N,NQ,STONEWALL,'217,E,ASPERMONT ISD,'07 - 08,M,,,'14
'107901002,PE,A L P H A,N,N,,HENDERSON,'107,3,ATHENS ISD,'09 - 12,S,,,'07
'107901001,NQ,ATHENS H S,N,N,NQ,HENDERSON,'107,R,ATHENS ISD,'09 - 12,S,,,'07
'107901103,NA,ATHENS INT,N,N,NQ,HENDERSON,'107,A,ATHENS ISD,'04 - 05,E,,,'07
'107901041,NA,ATHENS MIDDLE,N,N,NQ,HENDERSON,'107,A,ATHENS ISD,'07 - 08,M,,,'07
'107901104,NA,BEL AIR EL,N,N,NQ,HENDERSON,'107,A,ATHENS ISD,'EE - 01,E,'107901102,SOUTH ATHENS EL,'07
'107901105,NA,R C FISHER CAMPUS,N,N,R,HENDERSON,'107,A,ATHENS ISD,'06 - 06,M,,,'07
'107901102,NA,SOUTH ATHENS EL,N,N,NQ,HENDERSON,'107,A,ATHENS ISD,'02 - 03,E,'107901103,ATHENS INT,'07
'034901106,NA,ATLANTA EL,N,N,NQ,CASS,'034,E,ATLANTA ISD,'03 - 05,E,,,'08
'034901001,NQ,ATLANTA H S,N,N,NQ,CASS,'034,E,ATLANTA ISD,'09 - 12,S,,,'08
'034901042,NA,ATLANTA MIDDLE,N,N,NQ,CASS,'034,E,ATLANTA ISD,'06 - 08,M,,,'08
'034901107,NA,ATLANTA PRI,N,N,NQ,CASS,'034,E,ATLANTA ISD,'EE - 02,E,'034901106,ATLANTA EL,'08
'034901002,NO,CORRECTIVE BEHAVIOR CTR,N,N,,CASS,'034,X,ATLANTA ISD,'05 - 12,B,,,'08
