CAMPUS,CAMPNAME,REGION,CFLCHART,C_RATING,CSUPRATE,CIADDACK,CFLYRE,COUNTY,CNTYNAME,PAIRCAMP,PAIRNAME,GRDSPAN,GRDTYPE,DISTNAME
'188901002,CAPROCK H S,'16,N,L,NE,NE,N,'188,POTTER,,,'EE - 12,B,AMARILLO ISD
'188901170,CARVER ACADEMY EL,'16,N,A,NA,R,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901104,CORONADO EL,'16,N,R,NA,RM,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901043,CROCKETT MIDDLE,'16,N,E,NA,NQ,N,'188,POTTER,,,'06 - 08,M,AMARILLO ISD
'188901105,EASTRIDGE EL,'16,N,R,NA,NQ,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901106,EMERSON EL,'16,N,A,NA,NQ,N,'188,POTTER,,,'PK - 05,E,AMARILLO ISD
'188901044,FANNIN MIDDLE,'16,N,A,NA,NQ,N,'188,POTTER,,,'06 - 08,M,AMARILLO ISD
'188901107,FOREST HILL EL,'16,N,A,NA,NQ,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901108,GLENWOOD EL,'16,N,A,NA,NQ,N,'188,POTTER,,,'PK - 05,E,AMARILLO ISD
'188901109,HAMLET EL,'16,N,A,NA,NQ,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901171,HOMEBOUND,'16,N,N,NR,,N,'188,POTTER,,,'05 - 10,B,AMARILLO ISD
'188901045,HOUSTON MIDDLE,'16,N,L,NA,NE,N,'188,POTTER,,,'06 - 08,M,AMARILLO ISD
'188901111,HUMPHREY'S HIGHLAND EL,'16,N,A,NA,NQ,N,'188,POTTER,,,'PK - 05,E,AMARILLO ISD
'188901112,LAMAR EL,'16,N,A,NA,NQ,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901113,LANDERGIN EL,'16,N,R,NA,NQ,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901114,LAWNDALE EL,'16,N,R,NA,NQ,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901115,LEE EL,'16,N,A,NA,NQ,N,'188,POTTER,,,'PK - 05,E,AMARILLO ISD
'188901046,MANN MIDDLE,'16,N,A,NA,NQ,N,'188,POTTER,,,'06 - 08,M,AMARILLO ISD
'188901134,MESA VERDE EL,'16,N,R,NA,NQ,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901138,NORTH HEIGHTS ALTER,'16,N,1,PE,,N,'188,POTTER,,,'EE - 12,B,AMARILLO ISD
'188901119,OAK DALE EL,'16,N,A,NA,NQ,N,'188,POTTER,,,'PK - 05,E,AMARILLO ISD
'188901120,OLSEN PARK EL,'16,N,R,NA,NQ,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901004,PALO DURO H S,'16,N,A,NE,NE,N,'188,POTTER,,,'EE - 12,B,AMARILLO ISD
'188901121,PARAMOUNT TERRACE EL,'16,N,R,NA,NQ,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901122,PLEASANT VALLEY EL,'16,N,E,NA,R,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901139,PUCKETT EL,'16,N,E,NA,RM,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901137,REG PROG FOR DEAF,'16,N,N,NR,,N,'188,POTTER,,,'EE - KG,E,AMARILLO ISD
'188901123,RIDGECREST EL,'16,N,A,NA,NQ,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901124,ROGERS EL,'16,N,R,NA,NQ,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901126,SAN JACINTO EL,'16,N,A,NA,NQ,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901125,SANBORN EL,'16,N,A,NA,NQ,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901140,SLEEPY HOLLOW EL,'16,N,E,NA,R,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901127,SOUTH GEORGIA EL,'16,N,E,NA,NQ,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901128,SOUTH LAWN EL,'16,N,R,NA,NQ,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901130,SUNRISE EL,'16,N,E,NA,M,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901005,TASCOSA H S,'16,N,L,NE,NE,N,'188,POTTER,,,'09 - 12,S,AMARILLO ISD
'188901047,TRAVIS MIDDLE,'16,N,A,NA,NQ,N,'188,POTTER,,,'06 - 08,M,AMARILLO ISD
'188901131,WESTERN PLATEAU EL,'16,N,E,NA,R,N,'188,POTTER,,,'KG - 05,E,AMARILLO ISD
'188901132,WHITTIER EL,'16,N,A,NA,NQ,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901133,WILLS EL,'16,N,A,NA,NQ,N,'188,POTTER,,,'PK - 05,E,AMARILLO ISD
'188901141,WINDSOR EL,'16,N,E,NA,R,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'188901135,WOLFLIN EL,'16,N,R,NA,NQ,N,'188,POTTER,,,'EE - 05,E,AMARILLO ISD
'227801001,AMERICAN INSTITUTE FOR LRN H S,'13,Y,2,PE,,N,'227,TRAVIS,,,'09 - 12,S,AMERICAN INSTITUTE FOR LEARNING
'140901001,AMHERST SCHOOL,'17,N,E,NQ,M,N,'140,LAMB,,,'KG - 12,B,AMHERST ISD
'036901101,ANAHUAC EL,'04,N,A,NA,NQ,N,'036,CHAMBERS,,,'EE - 05,E,ANAHUAC ISD
'036901001,ANAHUAC H S,'04,N,A,NQ,NQ,N,'036,CHAMBERS,,,'09 - 12,S,ANAHUAC ISD
'036901041,ANAHUAC MIDDLE,'04,N,R,NA,NQ,N,'036,CHAMBERS,,,'06 - 08,M,ANAHUAC ISD
'036901002,GULF COAST H S,'04,N,1,PE,,N,'036,CHAMBERS,,,'09 - 12,S,ANAHUAC ISD
'036901003,HARDIN/CHAMBERS CTR,'04,N,1,PE,,N,'036,CHAMBERS,,,'06 - 12,B,ANAHUAC ISD
'093901101,ANDERSON EL,'06,N,A,NA,NQ,N,'093,GRIMES,,,'PK - 06,E,ANDERSON-SHIRO CONS ISD
'093901001,ANDERSON JH/HS,'06,N,A,NQ,NQ,N,'093,GRIMES,,,'07 - 12,S,ANDERSON-SHIRO CONS ISD
'002901002,ANDREWS ALTER,'18,N,N,NR,,N,'002,ANDREWS,,,'07 - 12,S,ANDREWS ISD
'002901001,ANDREWS H S,'18,N,A,NQ,NQ,N,'002,ANDREWS,,,'09 - 12,S,ANDREWS ISD
'002901041,ANDREWS MIDDLE,'18,N,R,NA,NQ,N,'002,ANDREWS,,,'06 - 08,M,ANDREWS ISD
'002901105,CLEARFORK EL,'18,N,R,NA,NQ,N,'002,ANDREWS,,,'EE - 05,E,ANDREWS ISD
'002901101,DEVONIAN EL,'18,N,R,NA,M,N,'002,ANDREWS,,,'KG - 05,E,ANDREWS ISD
'002901102,GLORIETA EL,'18,N,R,NA,NQ,N,'002,ANDREWS,,,'KG - 05,E,ANDREWS ISD
'002901103,SAN ANDRES EL,'18,N,E,NA,NQ,N,'002,ANDREWS,,,'KG - 05,E,ANDREWS ISD
'002901104,UNDERWOOD EL,'18,N,A,NA,NQ,N,'002,ANDREWS,,,'KG - 05,E,ANDREWS ISD
'020902001,ANGLETON H S,'04,N,A,NQ,NQ,N,'020,BRAZORIA,,,'09 - 12,S,ANGLETON ISD
'020902041,ANGLETON MIDDLE-EAST,'04,N,R,NA,M,N,'020,BRAZORIA,,,'06 - 08,M,ANGLETON ISD
'020902042,ANGLETON MIDDLE-WEST,'04,N,A,NA,M,N,'020,BRAZORIA,,,'06 - 08,M,ANGLETON ISD
'020902003,BRAZORIA CO ALTER ED CTR,'04,N,3,PE,,N,'020,BRAZORIA,,,'05 - 12,B,ANGLETON ISD
'020902101,EARLY CHILDHOOD CTR,'04,N,N,NR,,N,'020,BRAZORIA,,,'EE - KG,E,ANGLETON ISD
'020902109,FRONTIER EL,'04,N,E,NA,NQ,N,'020,BRAZORIA,,,'01 - 05,E,ANGLETON ISD
'020902102,NORTHSIDE EL,'04,N,E,NA,NQ,N,'020,BRAZORIA,,,'EE - 08,E,ANGLETON ISD
'020902108,RANCHO ISABELLA EL,'04,N,E,NA,R,N,'020,BRAZORIA,,,'01 - 05,E,ANGLETON ISD
'020902103,SOUTHSIDE EL,'04,N,R,NA,NQ,N,'020,BRAZORIA,,,'01 - 05,E,ANGLETON ISD
'020902002,STUDENT ALTERNATIVE CTR,'04,N,1,PE,,N,'020,BRAZORIA,,,'07 - 12,S,ANGLETON ISD
'020902104,WESTSIDE EL,'04,N,R,NA,R,N,'020,BRAZORIA,,,'01 - 05,E,ANGLETON ISD
'043902101,ANNA EL,'10,N,A,NA,NQ,N,'043,COLLIN,,,'PK - 05,E,ANNA ISD
'043902001,ANNA H S,'10,N,A,NQ,R,N,'043,COLLIN,,,'09 - 12,S,ANNA ISD
'043902041,ANNA MIDDLE,'10,N,A,NA,NQ,N,'043,COLLIN,,,'06 - 08,M,ANNA ISD
'127901101,ANSON EL,'14,N,E,NA,NQ,N,'127,JONES,,,'EE - 05,E,ANSON ISD
'127901001,ANSON H S,'14,N,R,NQ,NQ,N,'127,JONES,,,'09 - 12,S,ANSON ISD
'127901041,ANSON MIDDLE,'14,N,R,NA,NQ,N,'127,JONES,,,'06 - 08,M,ANSON ISD
'127901002,HOBBS ALTER ED CO-OP,'14,N,1,PE,,N,'127,JONES,,,'09 - 11,S,ANSON ISD
'071906101,ANTHONY EL,'19,N,R,NA,NQ,N,'071,EL PASO,,,'EE - 06,E,ANTHONY ISD
'071906001,ANTHONY H S,'19,N,A,NQ,NQ,N,'071,EL PASO,,,'07 - 12,S,ANTHONY ISD
'110901101,ANTON EL,'17,N,A,NA,NQ,N,'110,HOCKLEY,,,'KG - 06,E,ANTON ISD
'110901001,ANTON H S,'17,N,A,NQ,NQ,N,'110,HOCKLEY,,,'07 - 12,S,ANTON ISD
'228905101,APPLE SPRINGS EL,'06,N,R,NA,NQ,N,'228,TRINITY,,,'PK - 06,E,APPLE SPRINGS ISD
'228905001,APPLE SPRINGS H S,'06,N,R,NQ,NQ,N,'228,TRINITY,,,'07 - 12,S,APPLE SPRINGS ISD
'228905041,BOYS WILDERNESS SCH,'06,N,N,NR,,N,'228,TRINITY,,,'08 - 10,S,APPLE SPRINGS ISD
'109912001,AQUILLA SCHOOL,'12,N,R,NQ,R,N,'109,HILL,,,'KG - 12,B,AQUILLA ISD
'004901101,FULTON EL,'02,N,E,NA,NQ,N,'004,ARANSAS,,,'02 - 05,E,ARANSAS COUNTY ISD
'004901103,LIVEOAK EL,'02,N,R,NA,R,N,'004,ARANSAS,,,'02 - 05,E,ARANSAS COUNTY ISD
'004901102,ROCKPORT EL,'02,N,E,NA,NQ,N,'004,ARANSAS,'004901101,FULTON EL,'EE - 01,E,ARANSAS COUNTY ISD
'004901042,ROCKPORT INT,'02,N,A,NA,M,N,'004,ARANSAS,,,'06 - 06,M,ARANSAS COUNTY ISD
'004901001,ROCKPORT-FULTON H S,'02,N,A,NQ,NQ,N,'004,ARANSAS,,,'09 - 12,S,ARANSAS COUNTY ISD
'004901041,ROCKPORT-FULTON J H,'02,N,A,NA,NQ,N,'004,ARANSAS,,,'06 - 08,M,ARANSAS COUNTY ISD
'205901041,A C BLUNT MIDDLE,'02,N,A,NA,NQ,N,'205,SAN PATRICIO,,,'06 - 08,M,ARANSAS PASS ISD
'205901001,ARANSAS PASS H S,'02,N,A,NQ,NQ,N,'205,SAN PATRICIO,,,'09 - 12,S,ARANSAS PASS ISD
'205901104,CHARLIE MARSHALL EL,'02,N,A,NA,NQ,N,'205,SAN PATRICIO,,,'04 - 05,E,ARANSAS PASS ISD
'205901101,FAULK EL,'02,N,A,NA,NQ,N,'205,SAN PATRICIO,'205901102,KIEBERGER EL,'EE - 01,E,ARANSAS PASS ISD
'205901102,KIEBERGER EL,'02,N,A,NA,NQ,N,'205,SAN PATRICIO,,CHARLIE MARSHALL EL.,'02 - 03,E,ARANSAS PASS ISD
'005901101,ARCHER CITY EL,'09,N,R,NA,NQ,N,'005,ARCHER,,,'EE - 05,E,ARCHER CITY ISD
'005901001,ARCHER CITY H S,'09,N,E,NQ,M,N,'005,ARCHER,,,'06 - 12,B,ARCHER CITY ISD
'061910101,ARGYLE SCHOOL,'11,N,E,NA,NQ,N,'061,DENTON,,,'EE - 08,E,ARGYLE ISD
'220901124,AMOS EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'PK - 06,E,ARLINGTON ISD
'220901001,ARLINGTON H S,'11,N,A,NQ,NQ,N,'220,TARRANT,,,'09 - 12,S,ARLINGTON ISD
'220901149,ASHWORTH EL,'11,N,R,NA,RM,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901132,ATHERTON EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'PK - 06,E,ARLINGTON ISD
'220901045,BAILEY J H,'11,N,A,NA,NQ,N,'220,TARRANT,,,'07 - 08,M,ARLINGTON ISD
'220901052,BARNETT J H,'11,N,A,NA,NQ,N,'220,TARRANT,,,'07 - 08,M,ARLINGTON ISD
'220901141,BEBENSEE EL,'11,N,A,NA,NQ,P,'220,TARRANT,,,'PK - 06,E,ARLINGTON ISD
'220901101,BERRY EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'PK - 06,E,ARLINGTON ISD
'220901102,BLANTON EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'PK - 06,E,ARLINGTON ISD
'220901051,BOLES J H,'11,N,E,NA,NQ,N,'220,TARRANT,,,'07 - 08,M,ARLINGTON ISD
'220901004,BOWIE H S,'11,N,A,NQ,NQ,N,'220,TARRANT,,,'09 - 12,S,ARLINGTON ISD
'220901147,BRYANT EL,'11,N,R,NA,RM,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901129,BUTLER EL,'11,N,E,NA,NQ,N,'220,TARRANT,,,'KG - 06,E,ARLINGTON ISD
'220901041,CARTER J H,'11,N,A,NA,NQ,N,'220,TARRANT,,,'07 - 08,M,ARLINGTON ISD
'220901137,COREY EL,'11,N,E,NA,R,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901150,CROUCH EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901103,CROW EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901300,DAY CARE CTRS,'11,N,N,NR,,N,'220,TARRANT,,,'PK - PK,E,ARLINGTON ISD
'220901130,DITTO EL,'11,N,E,NA,NQ,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901104,DUFF EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'PK - 06,E,ARLINGTON ISD
'220901125,DUNN EL,'11,N,E,NA,RM,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901136,FITZGERALD EL,'11,N,R,NA,NQ,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901126,FOSTER EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901119,GOODMAN EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901047,GUNN J H,'11,N,A,NA,NQ,N,'220,TARRANT,,,'07 - 08,M,ARLINGTON ISD
'220901117,HILL EL,'11,N,R,NA,M,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901139,HOMEBOUND,'11,N,N,NR,,N,'220,TARRANT,,,'EE - 12,B,ARLINGTON ISD
'220901002,HOUSTON H S,'11,N,A,NQ,NQ,N,'220,TARRANT,,,'09 - 12,S,ARLINGTON ISD
'220901046,HUTCHESON J H,'11,N,A,NA,NQ,N,'220,TARRANT,,,'07 - 08,M,ARLINGTON ISD
'220901143,J M FARRELL EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901142,JANE ELLIS EL,'11,N,A,NA,R,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901121,JOHNS EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'PK - 06,E,ARLINGTON ISD
'220901128,KEY EL,'11,N,R,NA,NQ,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901107,KOOKEN ED CTR,'11,N,N,NR,,N,'220,TARRANT,,,'EE - PK,E,ARLINGTON ISD
'220901003,LAMAR H S,'11,N,A,NQ,NQ,N,'220,TARRANT,,,'09 - 12,S,ARLINGTON ISD
'220901151,LARSON EL,'11,N,A,NA,RM,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901146,LITTLE EL,'11,N,E,NA,R,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901005,MARTIN H S,'11,N,E,NQ,NQ,N,'220,TARRANT,,,'09 - 12,S,ARLINGTON ISD
'220901144,MARY MOORE EL,'11,N,E,NA,NQ,N,'220,TARRANT,,,'KG - 06,E,ARLINGTON ISD
'220901135,MILLER EL,'11,N,R,NA,NQ,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901131,MORTON EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'PK - 06,E,ARLINGTON ISD
'220901008,NEWCOMER H S,'11,N,1,PE,,N,'220,TARRANT,,,'07 - 10,S,ARLINGTON ISD
'220901053,NICHOLS J H,'11,N,A,NA,NQ,N,'220,TARRANT,,,'07 - 08,M,ARLINGTON ISD
'220901055,OUSLEY J H,'11,N,A,NA,NQ,N,'220,TARRANT,,,'07 - 08,M,ARLINGTON ISD
'220901120,POPE EL,'11,N,R,NA,NQ,N,'220,TARRANT,,,'PK - 06,E,ARLINGTON ISD
'220901109,RANKIN EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'PK - 06,E,ARLINGTON ISD
'220901110,ROARK EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'PK - 06,E,ARLINGTON ISD
'220901122,ROQUEMORE EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'PK - 06,E,ARLINGTON ISD
'220901048,SHACKELFORD J H,'11,N,A,NA,M,N,'220,TARRANT,,,'07 - 08,M,ARLINGTON ISD
'220901134,SHERROD EL,'11,N,R,NA,NQ,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901123,SHORT EL,'11,N,A,NA,R,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901111,SOUTH DAVIS EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'PK - 06,E,ARLINGTON ISD
'220901112,SPEER EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'PK - 06,E,ARLINGTON ISD
'220901140,STARRETT EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901113,SWIFT EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901114,THORNTON EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901145,TOMMIE WILLIAMS EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901007,TURNING POINT ALTER H S,'11,N,1,PE,,N,'220,TARRANT,,,'07 - 12,S,ARLINGTON ISD
'220901054,TURNING POINT ALTER J H,'11,N,1,PE,,N,'220,TARRANT,,,'06 - 08,M,ARLINGTON ISD
'220901006,VENTURE ALTER H S,'11,N,1,PE,,N,'220,TARRANT,,,'07 - 12,S,ARLINGTON ISD
'220901148,WEBB EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'PK - 06,E,ARLINGTON ISD
'220901152,WEST EL,'11,N,E,NA,R,N,'220,TARRANT,,,'KG - 06,E,ARLINGTON ISD
'220901116,WIMBISH EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'PK - 06,E,ARLINGTON ISD
'220901133,WOOD EL,'11,N,E,NA,NQ,N,'220,TARRANT,,,'EE - 06,E,ARLINGTON ISD
'220901050,WORKMAN J H,'11,N,A,NA,NQ,N,'220,TARRANT,,,'07 - 08,M,ARLINGTON ISD
'220901049,YOUNG J H,'11,N,E,NA,NQ,N,'220,TARRANT,,,'07 - 08,M,ARLINGTON ISD
'212901101,ARP EL,'07,N,A,NA,NQ,N,'212,SMITH,,,'EE - 05,E,ARP ISD
'212901001,ARP H S,'07,N,A,NQ,NQ,N,'212,SMITH,,,'09 - 12,S,ARP ISD
'212901041,ARP J H,'07,N,A,NA,NQ,N,'212,SMITH,,,'06 - 08,M,ARP ISD
'064901103,ASHERTON EL,'20,N,A,NA,NQ,N,'064,DIMMIT,,,'PK - 06,E,ASHERTON ISD
'064901001,ASHERTON H S,'20,N,A,NQ,NQ,N,'064,DIMMIT,,,'07 - 12,S,ASHERTON ISD
'217901101,ASPERMONT EL,'14,N,R,NA,NQ,N,'217,STONEWALL,,,'EE - 06,E,ASPERMONT ISD
'217901001,ASPERMONT H S,'14,N,A,NQ,NQ,N,'217,STONEWALL,,,'09 - 12,S,ASPERMONT ISD
'217901041,ASPERMONT J H,'14,N,R,NA,NQ,N,'217,STONEWALL,,,'07 - 08,M,ASPERMONT ISD
'107901002,A L P H A,'07,N,1,PE,,N,'107,HENDERSON,,,'09 - 12,S,ATHENS ISD
'107901001,ATHENS H S,'07,N,A,NQ,NQ,N,'107,HENDERSON,,,'09 - 12,S,ATHENS ISD
'107901103,ATHENS INT,'07,N,A,NA,NQ,N,'107,HENDERSON,,,'04 - 05,E,ATHENS ISD
'107901041,ATHENS MIDDLE,'07,N,A,NA,NQ,N,'107,HENDERSON,,,'07 - 08,M,ATHENS ISD
'107901104,BEL AIR EL,'07,N,A,NA,NQ,N,'107,HENDERSON,'107901102,SOUTH ATHENS EL,'EE - 01,E,ATHENS ISD
'107901105,R C FISHER CAMPUS,'07,N,A,NA,R,N,'107,HENDERSON,,,'06 - 06,M,ATHENS ISD
'107901102,SOUTH ATHENS EL,'07,N,A,NA,NQ,N,'107,HENDERSON,,ATHENS INT.,'02 - 03,E,ATHENS ISD
'034901106,ATLANTA EL,'08,N,E,NA,NQ,N,'034,CASS,,,'03 - 05,E,ATLANTA ISD
'034901001,ATLANTA H S,'08,N,A,NQ,NQ,N,'034,CASS,,,'09 - 12,S,ATLANTA ISD
'034901042,ATLANTA MIDDLE,'08,N,R,NA,NQ,N,'034,CASS,,,'06 - 08,M,ATLANTA ISD
'034901107,ATLANTA PRI,'08,N,E,NA,NQ,N,'034,CASS,'034901106,ATLANTA EL,'EE - 02,E,ATLANTA ISD
'034901002,CORRECTIVE BEHAVIOR CTR,'08,N,N,NR,,N,'034,CASS,,,'10 - 11,S,ATLANTA ISD
'061907101,AUBREY EL,'11,N,R,NA,NQ,N,'061,DENTON,,,'EE - 05,E,AUBREY ISD
'061907001,AUBREY H S,'11,N,R,NQ,NQ,N,'061,DENTON,,,'09 - 12,S,AUBREY ISD
'061907041,AUBREY MIDDLE,'11,N,R,NA,NQ,N,'061,DENTON,,,'06 - 08,M,AUBREY ISD
'227901033,ACC/ROBBINS ACAD,'13,N,2,PE,,N,'227,TRAVIS,,,'09 - 12,S,AUSTIN ISD
'227901142,ALLAN EL,'13,N,A,NA,NQ,C,'227,TRAVIS,,,'EE - 05,E,AUSTIN ISD
'227901101,ALLISON EL,'13,N,A,NA,NQ,N,'227,TRAVIS,,,'EE - 05,E,AUSTIN ISD
'227901009,ANDERSON H S,'13,N,A,NQ,R,N,'227,TRAVIS,,,'09 - 12,S,AUSTIN ISD
'227901102,ANDREWS EL,'13,N,A,NA,NQ,N,'227,TRAVIS,,,'EE - 05,E,AUSTIN ISD
'227901002,AUSTIN H S,'13,N,A,NQ,R,N,'227,TRAVIS,,,'09 - 12,S,AUSTIN ISD
'227901250,AUSTIN ST HOSPITAL,'13,N,N,NR,,N,'227,TRAVIS,,,'KG - 12,B,AUSTIN ISD
'227901059,BAILEY MIDDLE,'13,N,R,NA,NQ,N,'227,TRAVIS,,,'06 - 08,M,AUSTIN ISD
'227901149,BARRINGTON EL,'13,N,A,NA,NQ,C,'227,TRAVIS,,,'EE - 06,E,AUSTIN ISD
'227901103,BARTON HILLS EL,'13,N,R,NA,RM,N,'227,TRAVIS,,,'KG - 06,E,AUSTIN ISD
'227901104,BECKER EL,'13,N,A,NA,NQ,C,'227,TRAVIS,,,'EE - 05,E,AUSTIN ISD
'227901054,BEDICHEK MIDDLE,'13,N,A,NA,NQ,N,'227,TRAVIS,,,'06 - 08,M,AUSTIN ISD
'227901105,BLACKSHEAR EL,'13,N,L,NA,NQ,N,'227,TRAVIS,,,'PK - 06,E,AUSTIN ISD
'227901106,BLANTON EL,'13,N,A,NA,NQ,N,'227,TRAVIS,,,'PK - 05,E,AUSTIN ISD
'227901170,BOONE EL,'13,N,A,NA,NQ,N,'227,TRAVIS,,,'EE - 05,E,AUSTIN ISD
'227901013,BOWIE H S,'13,N,A,NQ,R,N,'227,TRAVIS,,,'09 - 12,S,AUSTIN ISD
'227901107,BRENTWOOD EL,'13,N,A,NA,R,N,'227,TRAVIS,,,'EE - 05,E,AUSTIN ISD
'227901108,BROOKE EL,'13,N,A,NA,NQ,N,'227,TRAVIS,,,'PK - 05,E,AUSTIN ISD
'227901109,BROWN EL,'13,N,R,NA,NQ,N,'227,TRAVIS,,,'EE - 05,E,AUSTIN ISD
'227901110,BRYKER WOODS EL,'13,N,A,NA,RM,N,'227,TRAVIS,,,'KG - 06,E,AUSTIN ISD
'227901046,BURNET MIDDLE,'13,N,A,NA,NQ,N,'227,TRAVIS,,,'06 - 08,M,AUSTIN ISD
'227901111,CAMPBELL EL,'13,N,A,NA,NQ,N,'227,TRAVIS,,,'PK - 06,E,AUSTIN ISD
'227901112,CASIS EL,'13,N,E,NA,NQ,N,'227,TRAVIS,,,'EE - 05,E,AUSTIN ISD
'227901161,COOK EL,'13,N,A,NA,NQ,N,'227,TRAVIS,,,'EE - 05,E,AUSTIN ISD
'227901057,COVINGTON MIDDLE,'13,N,A,NA,NQ,N,'227,TRAVIS,,,'06 - 08,M,AUSTIN ISD
'227901008,CROCKETT H S,'13,N,A,NQ,NQ,N,'227,TRAVIS,,,'09 - 12,S,AUSTIN ISD
'227901113,CUNNINGHAM EL,'13,N,R,NA,R,N,'227,TRAVIS,,,'EE - 05,E,AUSTIN ISD
'227901179,DAVIS EL,'13,N,R,NA,NQ,N,'227,TRAVIS,,,'KG - 05,E,AUSTIN ISD
'227901114,DAWSON EL,'13,N,A,NA,NQ,N,'227,TRAVIS,,,'EE - 05,E,AUSTIN ISD
'227901115,DILL SPECIAL PROG,'13,N,N,NR,,N,'227,TRAVIS,,,'02 - 05,E,AUSTIN ISD
'227901055,DOBIE MIDDLE,'13,N,A,NA,NQ,N,'227,TRAVIS,,,'06 - 08,M,AUSTIN ISD
'227901154,DOSS EL,'13,N,E,NA,NQ,N,'227,TRAVIS,,,'EE - 05,E,AUSTIN ISD
'227901043,FULMORE MIDDLE,'13,N,A,NA,NQ,N,'227,TRAVIS,,,'06 - 08,M,AUSTIN ISD
'227901176,GALINDO EL,'13,N,A,NA,NQ,N,'227,TRAVIS,,,'EE - 05,E,AUSTIN ISD
'227901116,GOVALLE EL,'13,N,A,NA,NQ,N,'227,TRAVIS,,,'EE - 05,E,AUSTIN ISD
'227901159,GRAHAM EL,'13,N,A,NA,R,N,'227,TRAVIS,,,'EE - 05,E,AUSTIN ISD
'227901117,GULLETT EL,'13,N,E,NA,RM,N,'227,TRAVIS,,,'KG - 06,E,AUSTIN ISD
