CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
'020901107,M,WALT DISNEY ELEMENTARY,N,BRAZORIA,'020,A,ALVIN ISD,'04 - 06,E,,,'04
'249901101,AEMN,ALVORD EL,N,WISE,'249,R,ALVORD ISD,'PK - 05,E,,,'11
'249901001,ATRESY,ALVORD H S,N,WISE,'249,A,ALVORD ISD,'09 - 12,S,,,'11
'249901041,AEMSX,ALVORD MIDDLE SCHOOL,N,WISE,'249,R,ALVORD ISD,'06 - 08,M,,,'11
'188901003,DMN,AMARILLO AREA CTR FOR ADVANCED LR,N,POTTER,'188,E,AMARILLO ISD,'09 - 12,S,,,'16
'188901001,PTRSY,AMARILLO H S,N,POTTER,'188,A,AMARILLO ISD,'09 - 12,S,,,'16
'188901041,E,AUSTIN MIDDLE,N,POTTER,'188,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901101,X,AVONDALE EL,N,POTTER,'188,A,AMARILLO ISD,'PK - 05,E,,,'16
'188901102,EWMNX,BELMAR EL,N,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901103,EWMN,BIVINS EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901048,EWS,BONHAM MIDDLE,N,POTTER,'188,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901042,,BOWIE MIDDLE,N,POTTER,'188,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901002,,CAPROCK H S,N,POTTER,'188,A,AMARILLO ISD,'09 - 12,S,,,'16
'188901110,,CARVER EARLY CHILDHOOD ACADEMY,N,POTTER,'188,A,AMARILLO ISD,'EE - 01,E,'188901170,CARVER EL ACADEMY,'16
'188901170,AMN,CARVER EL ACADEMY,N,POTTER,'188,A,AMARILLO ISD,'02 - 05,E,,,'16
'188901104,EMN,CORONADO EL,N,POTTER,'188,A,AMARILLO ISD,'EE - 05,E,,,'16
'188901043,AEWS,CROCKETT MIDDLE,N,POTTER,'188,R,AMARILLO ISD,'06 - 08,M,,,'16
'188901105,NX,EASTRIDGE EL,N,POTTER,'188,A,AMARILLO ISD,'EE - 05,E,,,'16
'188901106,,EMERSON EL,N,POTTER,'188,A,AMARILLO ISD,'PK - 05,E,,,'16
'188901044,,FANNIN MIDDLE,N,POTTER,'188,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901107,W,FOREST HILL EL,N,POTTER,'188,A,AMARILLO ISD,'PK - 05,E,,,'16
'188901108,WM,GLENWOOD EL,N,POTTER,'188,A,AMARILLO ISD,'PK - 05,E,,,'16
'188901109,,HAMLET EL,N,POTTER,'188,A,AMARILLO ISD,'EE - 05,E,,,'16
'188901045,EY,HOUSTON MIDDLE,N,POTTER,'188,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901111,,HUMPHREY'S HIGHLAND EL,N,POTTER,'188,A,AMARILLO ISD,'PK - 05,E,,,'16
'188901112,MN,LAMAR EL,N,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901113,EWMNZ,LANDERGIN EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901114,Y,LAWNDALE EL,N,POTTER,'188,A,AMARILLO ISD,'EE - 05,E,,,'16
'188901115,,LEE EL,N,POTTER,'188,L,AMARILLO ISD,'PK - 05,E,,,'16
'188901046,,MANN MIDDLE,N,POTTER,'188,L,AMARILLO ISD,'06 - 08,M,,,'16
'188901134,Z,MESA VERDE EL,N,POTTER,'188,A,AMARILLO ISD,'EE - 05,E,,,'16
'188901138,,NORTH HEIGHTS ALTER,N,POTTER,'188,1,AMARILLO ISD,'09 - 12,S,,,'16
'188901119,EWMN,OAK DALE EL,N,POTTER,'188,A,AMARILLO ISD,'PK - 05,E,,,'16
'188901120,EWNY,OLSEN PARK EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901004,Y,PALO DURO H S,N,POTTER,'188,A,AMARILLO ISD,'EE - 12,B,,,'16
'188901121,N,PARAMOUNT TERRACE EL,N,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901122,EWMN,PLEASANT VALLEY EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901139,EWMNY,PUCKETT EL,N,POTTER,'188,R,AMARILLO ISD,'KG - 05,E,,,'16
'188901123,EWM,RIDGECREST EL,N,POTTER,'188,A,AMARILLO ISD,'EE - 05,E,,,'16
'188901124,NY,ROGERS EL,N,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901126,,SAN JACINTO EL,N,POTTER,'188,A,AMARILLO ISD,'EE - 05,E,,,'16
'188901125,M,SANBORN EL,N,POTTER,'188,A,AMARILLO ISD,'PK - 05,E,,,'16
'188901140,AEWMN,SLEEPY HOLLOW EL,N,POTTER,'188,E,AMARILLO ISD,'KG - 05,E,,,'16
'188901127,EWMN,SOUTH GEORGIA EL,N,POTTER,'188,R,AMARILLO ISD,'EE - 12,B,,,'16
'188901128,EN,SOUTH LAWN EL,N,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901130,EWMNZ,SUNRISE EL,N,POTTER,'188,E,AMARILLO ISD,'EE - 05,E,,,'16
'188901005,P,TASCOSA H S,N,POTTER,'188,A,AMARILLO ISD,'09 - 12,S,,,'16
'188901047,,TRAVIS MIDDLE,N,POTTER,'188,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901131,EWMNY,WESTERN PLATEAU EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901132,,WHITTIER EL,N,POTTER,'188,A,AMARILLO ISD,'PK - 05,E,,,'16
'188901133,NX,WILLS EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901141,AEWMN,WINDSOR EL,N,POTTER,'188,E,AMARILLO ISD,'EE - 05,E,,,'16
'188901135,EWMN,WOLFLIN EL,N,POTTER,'188,A,AMARILLO ISD,'PK - 05,E,,,'16
'188901142,EWMNY,WOODLANDS ELEMENTARY,N,POTTER,'188,E,AMARILLO ISD,'KG - 06,E,,,'16
'101818001,,AMERICAN ACADEMY OF EXCELLENCE CH,Y,HARRIS,'101,L,AMERICAN ACADEMY OF EXCELLENCE CHA,'09 - 12,S,,,'04
'227801001,,AMERICAN YOUTHWORKS CHARTER SCHOOL,Y,TRAVIS,'227,1,AMERICAN YOUTHWORKS CHARTER SCHOOL,'09 - 12,S,,,'13
'227801002,,AMERICAN YOUTHWORKS CHARTER SCHOOL,Y,TRAVIS,'227,2,AMERICAN YOUTHWORKS CHARTER SCHOOL,'09 - 12,S,,,'13
'140901001,TRY,AMHERST SCHOOL,N,LAMB,'140,A,AMHERST ISD,'KG - 12,B,,,'17
'140901002,,P E P,N,LAMB,'140,1,AMHERST ISD,'09 - 11,S,,,'17
'101819001,AX,AMIGOS POR VIDA-FRIENDS FOR LIFE,Y,HARRIS,'101,A,AMIGOS POR VIDA-FRIENDS FOR LIFE C,'PK - 05,E,,,'04
'036901101,,ANAHUAC EL,N,CHAMBERS,'036,A,ANAHUAC ISD,'EE - 05,E,,,'04
'036901001,R,ANAHUAC H S,N,CHAMBERS,'036,A,ANAHUAC ISD,'09 - 12,S,,,'04
'036901041,AESX,ANAHUAC MIDDLE,N,CHAMBERS,'036,R,ANAHUAC ISD,'06 - 08,M,,,'04
'036901002,,GULF COAST H S,N,CHAMBERS,'036,1,ANAHUAC ISD,'10 - 11,S,,,'04
'036901003,,HARDIN/CHAMBERS CTR,N,CHAMBERS,'036,X,ANAHUAC ISD,'07 - 12,S,,,'04
'093901101,EW,ANDERSON-SHIRO ELEMENTARY,N,GRIMES,'093,R,ANDERSON-SHIRO CISD,'EE - 06,E,,,'06
'093901001,REWZ,ANDERSON-SHIRO SECONDARY SCHOOL,N,GRIMES,'093,A,ANDERSON-SHIRO CISD,'07 - 12,S,,,'06
'002901002,,ANDREWS ALTER,N,ANDREWS,'002,X,ANDREWS ISD,'06 - 12,B,,,'18
'002901001,,ANDREWS HIGH SCHOOL,N,ANDREWS,'002,A,ANDREWS ISD,'09 - 12,S,,,'18
'002901041,EX,ANDREWS MIDDLE SCHOOL,N,ANDREWS,'002,A,ANDREWS ISD,'06 - 08,M,,,'18
'002901105,,CLEARFORK EL,N,ANDREWS,'002,R,ANDREWS ISD,'KG - 02,E,'002901101,DEVONIAN ELEM,'18
'002901101,E,DEVONIAN ELEM,N,ANDREWS,'002,R,ANDREWS ISD,'02 - 05,E,,,'18
'002901103,,SAN ANDRES ELEM,N,ANDREWS,'002,A,ANDREWS ISD,'EE - 05,E,,,'18
'002901104,EWMX,UNDERWOOD ELEM,N,ANDREWS,'002,R,ANDREWS ISD,'PK - 04,E,,,'18
'020902001,,ANGLETON H S,N,BRAZORIA,'020,A,ANGLETON ISD,'09 - 12,S,,,'04
'020902044,AE,ANGLETON INTERMEDIATE SCHOOL,N,BRAZORIA,'020,A,ANGLETON ISD,'07 - 08,M,,,'04
'020902043,AEMX,ANGLETON MIDDLE SCHOOL,N,BRAZORIA,'020,R,ANGLETON ISD,'05 - 06,M,,,'04
'020902003,,BRAZORIA CO ALTER ED CTR,N,BRAZORIA,'020,X,ANGLETON ISD,'07 - 11,S,,,'04
'020902004,,BRAZORIA CO JUVENILE DETENTION,N,BRAZORIA,'020,X,ANGLETON ISD,'06 - 11,B,,,'04
'020902101,,EARLY CHILDHOOD CAMPUS,N,BRAZORIA,'020,X,ANGLETON ISD,'EE - KG,E,,,'04
'020902109,EX,FRONTIER EL,N,BRAZORIA,'020,E,ANGLETON ISD,'01 - 04,E,,,'04
'020902005,,MARSHALL EDUCATION CENTER,N,BRAZORIA,'020,1,ANGLETON ISD,'11 - 12,S,,,'04
'020902102,EMZ,NORTHSIDE EL,N,BRAZORIA,'020,E,ANGLETON ISD,'01 - 08,E,,,'04
'020902108,EWMX,RANCHO ISABELLA EL,N,BRAZORIA,'020,R,ANGLETON ISD,'KG - 04,E,,,'04
'020902103,EWMZ,SOUTHSIDE EL,N,BRAZORIA,'020,R,ANGLETON ISD,'01 - 04,E,,,'04
'020902002,,STUDENT ALTERNATIVE CTR,N,BRAZORIA,'020,X,ANGLETON ISD,'05 - 12,B,,,'04
'020902104,EWMY,WESTSIDE EL,N,BRAZORIA,'020,R,ANGLETON ISD,'EE - 04,E,,,'04
'043902101,,ANNA EL,N,COLLIN,'043,A,ANNA ISD,'PK - 05,E,,,'10
'043902001,ATZ,ANNA H S,N,COLLIN,'043,A,ANNA ISD,'09 - 12,S,,,'10
'043902041,AEWZ,ANNA MIDDLE,N,COLLIN,'043,A,ANNA ISD,'06 - 08,M,,,'10
'127901101,W,ANSON EL,N,JONES,'127,R,ANSON ISD,'EE - 05,E,,,'14
'127901001,T,ANSON H S,N,JONES,'127,A,ANSON ISD,'09 - 12,S,,,'14
'127901041,AEWSX,ANSON MIDDLE,N,JONES,'127,R,ANSON ISD,'06 - 08,M,,,'14
'071906101,W,ANTHONY EL,N,EL PASO,'071,A,ANTHONY ISD,'PK - 05,E,,,'19
'071906001,DR,ANTHONY H S,N,EL PASO,'071,A,ANTHONY ISD,'09 - 12,S,,,'19
'071906041,AEY,ANTHONY MIDDLE SCHOOL,N,EL PASO,'071,A,ANTHONY ISD,'06 - 08,M,,,'19
'110901101,EM,ANTON EL,N,HOCKLEY,'110,A,ANTON ISD,'PK - 06,E,,,'17
'110901001,ARWSX,ANTON H S,N,HOCKLEY,'110,A,ANTON ISD,'07 - 12,S,,,'17
'110901002,,ANTON P E P,N,HOCKLEY,'110,1,ANTON ISD,'09 - 12,S,,,'17
'228905101,EN,APPLE SPRINGS EL,N,TRINITY,'228,A,APPLE SPRINGS ISD,'PK - 06,E,,,'06
'228905001,ATRESX,APPLE SPRINGS H S,N,TRINITY,'228,A,APPLE SPRINGS ISD,'07 - 12,S,,,'06
'109912001,ATRS,AQUILLA SCHOOL,N,HILL,'109,A,AQUILLA ISD,'PK - 12,B,,,'12
'004901101,,FULTON 4-5 LEARNING CENTER,N,ARANSAS,'004,R,ARANSAS COUNTY ISD,'04 - 05,E,,,'02
'004901102,,LITTLE BAY PRIMARY SCHOOL,N,ARANSAS,'004,X,ARANSAS COUNTY ISD,'EE - KG,E,,,'02
'004901103,E,LIVEOAK 1-3 LEARNING CENTER,N,ARANSAS,'004,R,ARANSAS COUNTY ISD,'01 - 03,E,,,'02
'004901001,T,ROCKPORT-FULTON H S,N,ARANSAS,'004,A,ARANSAS COUNTY ISD,'09 - 12,S,,,'02
'004901041,,ROCKPORT-FULTON MIDDLE SCHOOL,N,ARANSAS,'004,A,ARANSAS COUNTY ISD,'06 - 08,M,,,'02
'205901041,,A C BLUNT MIDDLE SCHOOL,N,SAN PATRICIO,'205,A,ARANSAS PASS ISD,'07 - 08,M,,,'02
'205901001,,ARANSAS PASS HIGH SCHOOL,N,SAN PATRICIO,'205,A,ARANSAS PASS ISD,'09 - 12,S,,,'02
'205901002,,ARANSAS PASS JJAEP,N,SAN PATRICIO,'205,X,ARANSAS PASS ISD,'11 - 11,S,,,'02
'205901104,Y,CHARLIE MARSHALL ELEMENTARY,N,SAN PATRICIO,'205,A,ARANSAS PASS ISD,'04 - 06,E,,,'02
'205901101,,H T FAULK EARLY CHILDHOOD SCHOOL,N,SAN PATRICIO,'205,R,ARANSAS PASS ISD,'EE - 01,E,'205901102,W A KIEBERGER ELEMENTARY,'02
'205901102,,W A KIEBERGER ELEMENTARY,N,SAN PATRICIO,'205,R,ARANSAS PASS ISD,'02 - 03,E,,,'02
'005901101,EWMNX,ARCHER CITY EL,N,ARCHER,'005,R,ARCHER CITY ISD,'KG - 06,E,,,'09
'005901001,TRW,ARCHER CITY H S,N,ARCHER,'005,A,ARCHER CITY ISD,'07 - 12,S,,,'09
'061910101,EWMN,ARGYLE ELEMENTARY SCHOOL,N,DENTON,'061,R,ARGYLE ISD,'EE - 05,E,,,'11
'061910001,APCTRMNS,ARGYLE HIGH SCHOOL,N,DENTON,'061,R,ARGYLE ISD,'09 - 12,S,,,'11
'061910041,AEWMSY,ARGYLE MIDDLE SCHOOL,N,DENTON,'061,R,ARGYLE ISD,'06 - 08,M,,,'11
'220802101,EM,ARLINGTON CLASSICS ACADEMY,Y,TARRANT,'220,A,ARLINGTON CLASSICS ACADEMY,'KG - 06,E,,,'11
'220901124,X,AMOS EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901160,Z,ANDERSON ELEMENTARY,N,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901001,,ARLINGTON H S,N,TARRANT,'220,A,ARLINGTON ISD,'09 - 12,S,,,'11
'220901149,AEWMNX,ASHWORTH EL,N,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901132,Y,ATHERTON EL,N,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901045,EWSX,BAILEY J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901052,EWX,BARNETT J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901141,EWY,BEBENSEE EL,N,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901158,AEWMNY,BECKHAM ELEMENTARY,N,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,,,'11
'220901101,EMY,BERRY EL,N,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901102,EN,BLANTON EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901051,AEWS,BOLES J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901004,,BOWIE H S,N,TARRANT,'220,A,ARLINGTON ISD,'09 - 12,S,,,'11
'220901147,AEWN,BRYANT EL,N,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,,,'11
'220901155,EX,BURGIN EL,N,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901129,AEWMNY,BUTLER EL,N,TARRANT,'220,E,ARLINGTON ISD,'KG - 06,E,,,'11
'220901041,X,CARTER J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901137,EWNY,COREY EL,N,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901150,,CROUCH EL,N,TARRANT,'220,L,ARLINGTON ISD,'EE - 06,E,,,'11
'220901103,EN,CROW EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901130,EWN,DITTO EL,N,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901104,EWMNY,DUFF EL,N,TARRANT,'220,R,ARLINGTON ISD,'KG - 06,E,,,'11
'220901125,EMNY,DUNN EL,N,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901056,AEWS,FERGUSON J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901136,EWY,FITZGERALD EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901126,,FOSTER EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901119,NY,GOODMAN EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901047,E,GUNN J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901117,EWMNX,HILL EL,N,TARRANT,'220,R,ARLINGTON ISD,'KG - 06,E,,,'11
'220901139,,HOMEBOUND,N,TARRANT,'220,X,ARLINGTON ISD,'EE - 10,B,,,'11
'220901046,,HUTCHESON J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901143,EY,J M FARRELL EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901142,ENX,JANE ELLIS EL,N,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,,,'11
'220901121,X,JOHNS EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901128,EWNZ,KEY EL,N,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901157,Z,KNOX ELEMENTARY,N,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901107,,KOOKEN ED CTR,N,TARRANT,'220,X,ARLINGTON ISD,'EE - PK,E,,,'11
'220901003,,LAMAR H S,N,TARRANT,'220,A,ARLINGTON ISD,'09 - 12,S,,,'11
'220901151,EWNY,LARSON EL,N,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901146,EWMN,LITTLE EL,N,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901153,EMNZ,LYNN HALE EL,N,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,,,'11
'220901005,TRSY,MARTIN H S,N,TARRANT,'220,A,ARLINGTON ISD,'09 - 12,S,,,'11
'220901144,EWMNY,MARY MOORE EL,N,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901135,EWN,MILLER EL,N,TARRANT,'220,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901131,,MORTON EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901008,,NEWCOMER CENTER,N,TARRANT,'220,1,ARLINGTON ISD,'07 - 10,S,,,'11
'220901053,X,NICHOLS J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901055,AE,OUSLEY J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901154,EWMNY,PEARCY EL,N,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901120,EWMNZ,POPE EL,N,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,,,'11
'220901109,,RANKIN EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901159,Y,REMYNSE ELEMENTARY,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901110,Y,ROARK EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901122,,ROQUEMORE EL,N,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901002,,SAM HOUSTON H S,N,TARRANT,'220,A,ARLINGTON ISD,'09 - 12,S,,,'11
'220901009,,SEGUIN H S,N,TARRANT,'220,A,ARLINGTON ISD,'09 - 12,S,,,'11
'220901048,,SHACKELFORD J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901134,N,SHERROD EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901123,W,SHORT EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901111,X,SOUTH DAVIS EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901112,Y,SPEER EL,N,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901140,Y,STARRETT EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901113,EWNZ,SWIFT EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901010,,TARRANT CO J J A E P,N,TARRANT,'220,X,ARLINGTON ISD,'06 - 10,B,,,'11
'220901114,X,THORNTON EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901145,EZ,TOMMIE WILLIAMS EL,N,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901007,,TURNING POINT ALTER H S,N,TARRANT,'220,X,ARLINGTON ISD,'09 - 12,S,,,'11
'220901054,,TURNING POINT ALTER J H,N,TARRANT,'220,X,ARLINGTON ISD,'07 - 08,M,,,'11
'220901156,,TURNING POINT ALTERNATIVE ELEM,N,TARRANT,'220,X,ARLINGTON ISD,'01 - 06,E,,,'11
'220901006,,VENTURE ALTER H S,N,TARRANT,'220,1,ARLINGTON ISD,'07 - 12,S,,,'11
'220901148,Y,WEBB EL,N,TARRANT,'220,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901152,AEWN,WEST EL,N,TARRANT,'220,R,ARLINGTON ISD,'PK - 06,E,,,'11
'220901116,NY,WIMBISH EL,N,TARRANT,'220,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901133,EWN,WOOD EL,N,TARRANT,'220,R,ARLINGTON ISD,'KG - 06,E,,,'11
'220901050,,WORKMAN J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901049,EWS,YOUNG J H,N,TARRANT,'220,A,ARLINGTON ISD,'07 - 08,M,,,'11
'212901101,A,ARP EL,N,SMITH,'212,A,ARP ISD,'PK - 05,E,,,'07
'212901001,D,ARP H S,N,SMITH,'212,A,ARP ISD,'09 - 12,S,,,'07
'212901041,,ARP J H,N,SMITH,'212,L,ARP ISD,'06 - 08,M,,,'07
'217901101,AEWMNX,ASPERMONT EL,N,STONEWALL,'217,E,ASPERMONT ISD,'EE - 06,E,,,'14
'217901001,ADREW,ASPERMONT HS,N,STONEWALL,'217,R,ASPERMONT ISD,'07 - 12,S,,,'14
'107901107,,ATHENS ANNEX,N,HENDERSON,'107,X,ATHENS ISD,'EE - PK,E,,,'07
'107901001,,ATHENS H S,N,HENDERSON,'107,A,ATHENS ISD,'09 - 12,S,,,'07
'107901103,,ATHENS INT,N,HENDERSON,'107,A,ATHENS ISD,'04 - 05,E,,,'07
'107901041,Y,ATHENS MIDDLE,N,HENDERSON,'107,A,ATHENS ISD,'07 - 08,M,,,'07
'107901104,,BEL AIR EL,N,HENDERSON,'107,A,ATHENS ISD,'KG - 01,E,'107901102,SOUTH ATHENS EL,'07
'107901105,EMZ,R C FISHER CAMPUS,N,HENDERSON,'107,R,ATHENS ISD,'06 - 06,M,,,'07
'107901102,,SOUTH ATHENS EL,N,HENDERSON,'107,A,ATHENS ISD,'02 - 03,E,,,'07
'034901106,,ATLANTA EL,N,CASS,'034,A,ATLANTA ISD,'03 - 05,E,,,'08
'034901001,T,ATLANTA H S,N,CASS,'034,A,ATLANTA ISD,'09 - 12,S,,,'08
'034901042,,ATLANTA MIDDLE,N,CASS,'034,A,ATLANTA ISD,'06 - 08,M,,,'08
'034901107,,ATLANTA PRI,N,CASS,'034,A,ATLANTA ISD,'EE - 02,E,'034901106,ATLANTA EL,'08
'061907101,EWM,AUBREY EL,N,DENTON,'061,R,AUBREY ISD,'EE - 04,E,,,'11
'061907001,TRESZ,AUBREY H S,N,DENTON,'061,R,AUBREY ISD,'09 - 12,S,,,'11
'061907042,ENX,AUBREY INTERMEDIATE,N,DENTON,'061,R,AUBREY ISD,'05 - 06,M,,,'11
'061907041,WSZ,AUBREY MIDDLE,N,DENTON,'061,R,AUBREY ISD,'07 - 08,M,,,'11
'227818001,,AUSTIN CAN ACADEMY CHARTER SCHOOL,Y,TRAVIS,'227,1,AUSTIN CAN ACADEMY CHARTER SCHOOL,'09 - 12,S,,,'13
'227901115,,ACES- ALTERNATIVE CENTER FOR ELEM,N,TRAVIS,'227,X,AUSTIN ISD,'KG - 05,E,,,'13
'227901017,Z,AKINS HIGH SCHOOL,N,TRAVIS,'227,A,AUSTIN ISD,'09 - 12,S,,,'13
'227901142,A,ALLAN EL,N,TRAVIS,'227,A,AUSTIN ISD,'EE - 05,E,,,'13
'227901101,WY,ALLISON EL,N,TRAVIS,'227,A,AUSTIN ISD,'PK - 06,E,,,'13
'227901061,Y,AMERICO PAREDES MIDDLE SCHOOL,N,TRAVIS,'227,A,AUSTIN ISD,'06 - 08,M,,,'13
'227901009,PTRSZ,ANDERSON H S,N,TRAVIS,'227,A,AUSTIN ISD,'09 - 12,S,,,'13
'227901102,Z,ANDREWS EL,N,TRAVIS,'227,A,AUSTIN ISD,'EE - 05,E,,,'13
'227901002,,AUSTIN H S,N,TRAVIS,'227,A,AUSTIN ISD,'09 - 12,S,,,'13
'227901250,,AUSTIN ST HOSPITAL,N,TRAVIS,'227,X,AUSTIN ISD,'02 - 12,B,,,'13
'227901059,EWS,BAILEY MIDDLE,N,TRAVIS,'227,A,AUSTIN ISD,'06 - 08,M,,,'13
'227901149,MZ,BARRINGTON EL,N,TRAVIS,'227,A,AUSTIN ISD,'EE - 06,E,,,'13
'227901103,EWMN,BARTON HILLS EL,N,TRAVIS,'227,R,AUSTIN ISD,'PK - 06,E,,,'13
'227901104,,BECKER EL,N,TRAVIS,'227,A,AUSTIN ISD,'EE - 05,E,,,'13
'227901054,,BEDICHEK MIDDLE,N,TRAVIS,'227,A,AUSTIN ISD,'06 - 08,M,,,'13
'227901163,,BERNICE HART EL,N,TRAVIS,'227,A,AUSTIN ISD,'PK - 05,E,,,'13
'227901173,,BERTHA CASEY ELEMENTARY,N,TRAVIS,'227,A,AUSTIN ISD,'PK - 05,E,,,'13
'227901105,Z,BLACKSHEAR EL,N,TRAVIS,'227,A,AUSTIN ISD,'PK - 05,E,,,'13
'227901106,Y,BLANTON EL,N,TRAVIS,'227,A,AUSTIN ISD,'PK - 05,E,,,'13
'227901170,MNY,BOONE EL,N,TRAVIS,'227,R,AUSTIN ISD,'EE - 05,E,,,'13
'227901013,PTRS,BOWIE H S,N,TRAVIS,'227,A,AUSTIN ISD,'09 - 12,S,,,'13
'227901107,EWNY,BRENTWOOD EL,N,TRAVIS,'227,R,AUSTIN ISD,'EE - 05,E,,,'13
'227901108,,BROOKE EL,N,TRAVIS,'227,A,AUSTIN ISD,'EE - 05,E,,,'13
'227901109,W,BROWN EL,N,TRAVIS,'227,A,AUSTIN ISD,'EE - 06,E,,,'13
