DISTRICT,DPST00FP,DPST01FP,DPST06FP,DPST11FP,DPST20FP,YEAR
'113906,2.5,22.5,27.5,26.3,21.2,1997
'114901,4.5,22.6,17.0,33.0,22.9,1997
'114902,0.0,16.4,18.2,34.3,31.1,1997
'114904,4.4,22.2,15.6,33.3,24.4,1997
'115901,17.9,43.3,11.9,11.9,14.9,1997
'115902,11.8,41.3,17.6,17.6,11.7,1997
'115903,17.0,44.8,8.4,29.8,0.0,1997
'116901,7.9,17.8,21.0,37.1,16.2,1997
'116902,2.2,27.9,24.2,32.3,13.4,1997
'116903,9.7,22.5,21.2,32.2,14.3,1997
'116905,8.9,28.8,15.1,25.4,21.8,1997
'116906,10.1,29.3,14.1,30.3,16.2,1997
'116908,6.8,44.3,15.0,23.5,10.4,1997
'116909,0.0,31.7,24.9,28.6,14.8,1997
'116910,30.4,6.9,20.8,28.0,13.9,1997
'116915,9.1,18.2,27.3,30.3,15.2,1997
'116916,21.8,43.9,4.9,14.7,14.7,1997
'117901,3.9,26.5,17.0,36.5,16.1,1997
'117903,5.1,31.5,15.8,24.3,23.2,1997
'117904,3.0,14.8,11.8,52.7,17.7,1997
'117907,0.0,50.0,40.0,10.0,0.0,1997
'118902,5.9,23.6,26.6,29.5,14.4,1997
'119901,8.7,34.6,34.6,13.0,9.2,1997
'119902,3.2,25.4,22.1,31.4,18.0,1997
'119903,5.5,37.0,24.8,32.8,0.0,1997
'120901,5.6,20.6,13.0,39.2,21.6,1997
'120902,0.0,17.6,21.9,31.2,29.3,1997
'120905,8.9,20.3,19.0,31.7,20.1,1997
'121902,0.0,42.3,7.7,34.6,15.4,1997
'121903,0.0,22.7,19.1,32.7,25.5,1997
'121904,8.3,18.2,10.9,40.9,21.7,1997
'121905,5.7,26.7,13.3,38.1,16.2,1997
'121906,4.2,11.0,30.1,30.1,24.6,1997
'122901,5.6,35.2,13.1,36.6,9.5,1997
'122902,7.1,42.9,7.1,21.4,21.4,1997
'123905,3.4,17.1,21.3,31.4,26.9,1997
'123907,7.8,29.3,14.9,22.3,25.7,1997
'123908,2.8,18.2,18.6,35.9,24.5,1997
'123910,5.9,22.1,16.0,30.3,25.8,1997
'123913,4.3,25.6,4.3,32.6,33.3,1997
'123914,3.8,23.3,21.8,30.8,20.3,1997
'124901,6.8,20.1,11.6,38.2,23.3,1997
'125901,5.3,29.8,13.9,31.5,19.5,1997
'125902,2.4,17.1,17.0,58.6,4.9,1997
'125903,8.6,17.2,17.2,36.6,20.4,1997
'125905,7.9,27.0,10.5,29.4,25.1,1997
'125906,14.3,14.3,28.6,28.6,14.3,1997
'126901,7.7,29.5,21.0,27.7,14.2,1997
'126902,4.6,26.7,15.7,37.5,15.6,1997
'126903,5.9,20.2,21.6,30.4,21.8,1997
'126904,3.8,17.8,19.0,37.2,22.2,1997
'126905,5.5,34.9,17.4,30.4,11.8,1997
'126906,3.6,37.3,23.1,17.8,18.2,1997
'126907,5.6,38.2,23.6,25.0,7.7,1997
'126908,8.7,47.1,13.0,17.3,13.9,1997
'126911,12.1,37.0,13.9,26.2,10.8,1997
'127901,9.7,28.3,18.4,22.0,21.6,1997
'127903,10.3,25.8,22.3,29.5,12.1,1997
'127904,5.8,39.0,17.8,27.0,10.5,1997
'127905,5.0,5.0,15.0,32.5,42.4,1997
'127906,8.2,26.3,18.0,26.8,20.8,1997
'128901,1.2,29.5,13.0,39.9,16.5,1997
'128902,8.6,27.9,15.0,21.6,26.9,1997
'128903,7.7,35.7,14.9,20.8,20.8,1997
'128904,0.0,13.8,24.1,34.9,27.2,1997
'129901,13.2,31.0,17.6,30.4,7.8,1997
'129902,3.1,37.6,19.2,31.4,8.8,1997
'129903,2.8,35.8,20.6,25.0,15.8,1997
'129904,12.2,27.9,20.9,31.0,7.9,1997
'129905,6.1,31.0,15.2,31.6,16.2,1997
'129906,4.7,32.3,16.0,25.7,21.3,1997
'129910,5.2,34.6,16.8,28.6,14.7,1997
'130901,5.5,22.0,17.6,35.9,18.9,1997
'130902,5.0,25.1,26.0,27.5,16.3,1997
'131001,0.0,14.1,0.0,42.2,43.7,1997
'132902,0.0,15.3,15.3,40.6,28.8,1997
'133901,14.7,33.4,26.0,16.6,9.2,1997
'133902,0.0,33.3,0.0,41.7,25.0,1997
'133903,2.7,20.4,17.2,34.5,25.1,1997
'133904,4.1,24.3,20.3,34.8,16.5,1997
'133905,0.0,66.7,0.0,0.0,33.3,1997
'134901,6.9,26.4,19.4,31.7,15.6,1997
'135001,0.0,17.3,11.5,51.9,19.3,1997
'136901,15.5,22.4,15.5,24.2,22.4,1997
'137901,2.9,22.7,16.2,33.6,24.6,1997
'137902,2.4,19.3,16.9,48.2,13.3,1997
'137903,3.5,26.4,12.3,34.8,22.9,1997
'137904,5.3,33.7,24.6,22.4,14.0,1997
'138901,0.0,45.5,36.4,0.0,18.2,1997
'138902,0.0,14.0,12.8,37.8,35.4,1997
'138903,0.0,15.8,23.7,34.2,26.3,1997
'138904,8.4,12.7,11.3,33.8,33.8,1997
'139905,1.7,28.5,18.4,33.8,17.6,1997
'139908,6.0,19.2,19.2,28.9,26.6,1997
'139909,3.3,20.5,19.3,40.3,16.6,1997
'139911,3.4,24.9,21.0,27.7,23.0,1997
'139912,2.9,12.9,20.1,34.7,29.4,1997
'140901,4.7,30.2,27.9,23.3,14.0,1997
'140904,10.4,16.6,18.7,34.3,20.1,1997
'140905,11.2,42.0,11.2,21.0,14.6,1997
'140906,0.0,24.7,21.6,39.2,14.4,1997
'140907,0.0,21.7,26.5,31.1,20.8,1997
'140908,0.0,8.3,16.5,45.1,30.1,1997
'141901,7.9,27.2,16.3,22.9,25.7,1997
'141902,0.0,34.6,19.2,38.5,7.7,1997
'142901,10.2,30.4,15.8,31.4,12.2,1997
'143901,1.4,13.8,17.8,30.4,36.6,1997
'143902,0.0,24.9,24.9,17.8,32.5,1997
'143903,2.3,18.2,11.4,27.3,40.9,1997
'143904,0.0,39.5,23.9,26.0,10.6,1997
'143905,0.0,0.0,37.9,44.2,17.9,1997
'143906,0.0,0.0,32.2,64.4,3.4,1997
'144901,5.8,21.6,24.2,29.9,18.5,1997
'144902,8.0,21.6,16.1,34.9,19.4,1997
'144903,6.3,19.4,9.7,29.6,35.0,1997
'145901,1.6,33.0,15.7,30.9,18.8,1997
'145902,6.8,25.1,19.4,27.1,21.6,1997
'145906,7.5,29.0,22.0,26.4,15.1,1997
'145907,0.0,37.0,11.1,33.3,18.5,1997
'145911,2.5,36.0,10.2,24.0,27.2,1997
'146901,6.6,30.0,14.8,30.1,18.6,1997
'146902,11.4,26.0,20.9,30.2,11.5,1997
'146903,7.7,53.8,7.7,7.7,23.1,1997
'146904,5.3,25.5,20.2,33.0,16.0,1997
'146905,9.7,14.3,23.6,31.6,20.9,1997
'146906,4.7,25.9,14.7,28.3,26.4,1997
'146907,8.4,28.5,20.4,26.0,16.7,1997
'147901,3.8,33.9,18.8,26.3,17.2,1997
'147902,6.0,22.6,15.9,36.0,19.5,1997
'147903,7.7,27.3,19.4,30.6,15.0,1997
'148901,0.0,20.2,16.6,26.1,37.1,1997
'148902,0.0,10.9,10.9,35.2,43.0,1997
'148903,3.0,18.2,12.1,36.4,30.3,1997
'148905,0.0,12.5,25.0,37.5,25.0,1997
'149901,4.4,16.7,15.6,38.9,24.4,1997
'149902,4.1,19.2,20.5,28.8,27.4,1997
'150901,3.5,21.6,14.7,32.7,27.6,1997
'152901,6.6,27.2,14.8,29.0,22.5,1997
'152902,8.2,32.7,14.3,24.5,20.4,1997
'152903,8.8,28.4,15.9,30.2,16.7,1997
'152906,6.8,28.0,23.1,25.8,16.2,1997
'152907,4.4,21.3,26.3,34.5,13.5,1997
'152908,2.5,31.0,24.6,30.1,11.8,1997
'152909,6.4,30.7,17.5,36.4,9.0,1997
'152910,1.6,22.3,17.4,38.1,20.6,1997
'153903,5.3,15.8,21.9,34.1,22.9,1997
'153904,9.4,32.9,20.3,21.9,15.5,1997
'153905,0.0,16.3,21.7,48.9,13.1,1997
'153907,25.7,32.6,18.5,23.2,0.0,1997
'154901,4.7,19.0,17.1,30.3,29.0,1997
'154903,3.7,26.1,15.8,33.6,20.7,1997
'155901,0.8,22.0,12.8,38.4,26.1,1997
'156902,5.5,30.1,20.6,28.8,15.1,1997
'156905,0.0,14.4,19.2,38.2,28.2,1997
'157901,1.6,12.6,6.3,33.1,46.4,1997
'158901,6.6,27.6,15.2,30.4,20.1,1997
'158902,2.8,22.4,16.8,38.5,19.6,1997
'158904,0.0,44.4,22.2,11.1,22.2,1997
'158905,0.0,12.6,20.4,38.0,29.0,1997
'158906,2.8,20.8,12.5,37.5,26.4,1997
'159901,6.8,30.7,13.4,30.7,18.4,1997
'160901,5.4,23.7,14.5,33.7,22.6,1997
'160904,0.0,12.0,14.4,42.8,30.9,1997
'160905,0.0,31.4,7.8,23.5,37.3,1997
'161801,0.0,40.0,20.0,20.0,20.0,1997
'161901,0.0,15.9,18.5,47.7,17.9,1997
'161903,2.6,12.2,19.6,38.4,27.2,1997
'161906,9.8,25.7,21.1,21.2,22.2,1997
'161907,5.0,20.5,20.1,42.3,12.1,1997
'161908,1.9,34.2,23.1,23.1,17.7,1997
'161909,7.8,28.7,13.8,25.7,24.0,1997
'161910,4.4,31.4,13.3,28.6,22.3,1997
'161912,5.1,17.9,15.3,28.5,33.2,1997
'161914,6.7,27.2,17.9,25.2,23.1,1997
'161916,2.1,27.9,12.1,44.5,13.4,1997
'161918,2.6,35.9,20.5,23.1,17.9,1997
'161919,0.0,45.5,10.7,27.0,16.8,1997
'161920,9.4,17.6,20.0,37.6,15.3,1997
'161921,6.7,26.7,14.9,29.5,22.2,1997
'161922,1.7,21.2,17.8,39.1,20.2,1997
'161923,19.2,44.7,9.6,14.4,12.0,1997
'161924,0.0,22.2,22.2,44.4,11.1,1997
'161925,9.1,36.4,27.3,27.3,0.0,1997
'162904,0.0,20.1,15.1,44.7,20.1,1997
'163901,5.8,19.7,14.0,34.5,26.0,1997
'163902,8.9,8.9,24.3,31.2,26.7,1997
'163903,10.7,32.2,21.5,18.8,16.8,1997
'163904,4.0,31.5,12.1,28.2,24.2,1997
'163908,10.4,23.7,21.4,28.5,16.1,1997
'164901,0.0,26.8,9.7,41.6,21.9,1997
'165901,5.4,30.2,19.2,26.6,18.6,1997
'165902,4.1,30.9,20.6,29.9,14.4,1997
'166901,4.0,20.2,11.3,43.0,21.4,1997
'166902,8.3,8.3,25.0,58.3,0.0,1997
'166903,9.5,31.5,27.5,15.8,15.8,1997
'166904,9.7,14.7,17.3,39.9,18.4,1997
'166905,7.9,29.0,13.2,29.0,20.9,1997
'166907,9.8,29.6,6.6,46.0,8.1,1997
'167901,5.1,25.7,18.8,23.0,27.4,1997
'167902,45.7,31.0,5.2,15.5,2.6,1997
'167903,6.2,44.5,18.5,18.5,12.3,1997
'167904,16.3,49.0,24.5,0.0,10.2,1997
'168901,3.3,26.3,22.0,29.1,19.3,1997
'168902,0.0,31.8,22.7,31.8,13.6,1997
'168903,9.9,39.5,0.0,24.7,25.9,1997
'169901,4.2,19.6,16.9,41.2,18.0,1997
'169902,10.5,26.9,18.6,28.4,15.7,1997
'169906,0.0,46.2,15.4,23.1,15.4,1997
'169908,0.0,0.0,49.0,51.0,0.0,1997
'169909,0.0,40.8,7.4,51.8,0.0,1997
'169910,5.8,36.6,28.8,17.3,11.5,1997
'169911,8.1,43.1,8.1,30.0,10.8,1997
'170902,6.3,24.2,18.3,32.6,18.7,1997
'170903,7.3,31.2,13.6,30.7,17.3,1997
'170904,5.7,33.1,17.1,27.4,16.6,1997
'170906,18.8,32.5,12.8,25.0,10.8,1997
'170907,7.8,30.5,24.1,28.5,9.1,1997
'170908,10.5,21.3,19.7,29.5,19.0,1997
'171901,6.7,30.7,13.8,32.8,16.0,1997
'171902,5.7,35.6,15.1,34.2,9.4,1997
'172902,3.4,20.7,10.3,41.9,23.7,1997
'172905,2.6,13.6,27.5,35.4,21.0,1997
'173901,4.1,24.6,29.7,29.2,12.3,1997
'174901,11.0,25.6,18.3,19.4,25.6,1997
'174902,17.1,12.2,19.5,26.8,24.4,1997
'174903,9.1,29.8,16.4,20.5,24.2,1997
'174904,6.5,19.9,19.6,32.3,21.6,1997
'174906,4.5,23.8,20.8,36.6,14.3,1997
'174908,4.0,26.5,41.7,21.9,6.0,1997
'174909,0.0,44.4,14.8,33.3,7.4,1997
'174910,0.0,90.9,9.1,0.0,0.0,1997
'174911,7.4,33.3,33.3,18.5,7.4,1997
'175902,0.0,30.1,22.0,33.7,14.2,1997
'175903,4.6,24.3,12.4,30.1,28.7,1997
'175904,7.0,32.5,11.6,26.9,22.0,1997
'175905,5.8,32.0,13.4,32.0,16.8,1997
'175907,1.7,34.5,13.8,35.2,14.8,1997
'175910,5.4,24.3,16.6,26.7,27.1,1997
'175911,4.1,32.7,22.4,20.4,20.4,1997
'176901,16.3,20.9,14.0,20.9,27.9,1997
'176902,8.4,23.4,16.1,26.0,26.2,1997
'176903,8.3,20.0,13.3,41.7,16.7,1997
'177901,7.8,10.4,20.7,36.4,24.7,1997
'177902,4.6,26.7,15.7,32.7,20.3,1997
'177903,5.2,46.7,11.8,20.8,15.6,1997
'177905,14.8,14.8,9.2,41.4,19.8,1997
'178801,100.0,0.0,0.0,0.0,0.0,1997
'178802,25.0,75.0,0.0,0.0,0.0,1997
'178901,3.2,24.2,9.5,28.5,34.7,1997
'178902,3.9,15.5,20.0,33.0,27.7,1997
'178903,5.3,24.8,19.2,34.3,16.4,1997
'178904,2.9,19.5,20.0,34.5,23.1,1997
'178905,20.0,20.0,20.0,10.0,30.0,1997
'178906,6.7,13.3,13.3,53.3,13.3,1997
'178908,0.0,9.6,33.4,35.7,21.3,1997
'178909,9.2,30.9,16.0,29.9,14.1,1997
'178912,1.9,27.8,20.0,27.8,22.4,1997
'178913,2.8,31.1,14.1,32.5,19.5,1997
'178914,1.9,24.0,20.8,32.8,20.4,1997
'178915,7.7,33.8,17.4,26.1,15.0,1997
'179901,4.8,21.3,18.4,35.2,20.3,1997
'180901,3.8,22.9,22.9,31.5,18.8,1997
'180902,6.3,18.9,9.4,37.7,27.6,1997
'180903,0.0,37.8,15.1,15.1,32.0,1997
'180904,0.0,50.0,37.5,12.5,0.0,1997
'181901,5.3,14.0,19.5,31.3,29.8,1997
'181905,2.0,25.1,11.9,40.1,20.9,1997
'181906,4.7,17.6,14.2,23.2,40.3,1997
'181907,5.0,22.3,22.4,28.1,22.2,1997
'181908,4.7,29.5,18.6,30.7,16.4,1997
'182901,10.3,10.3,18.8,52.8,7.8,1997
'182902,17.2,8.6,14.3,37.2,22.7,1997
'182903,4.6,29.7,15.4,29.6,20.7,1997
'182904,0.0,32.4,23.5,26.5,17.6,1997
'182905,4.8,38.1,9.5,19.0,28.6,1997
'182906,12.5,50.0,25.0,12.5,0.0,1997
'183901,2.5,31.7,18.5,34.4,12.9,1997
'183902,1.2,23.7,14.5,32.8,27.7,1997
'183904,4.2,41.2,29.4,12.6,12.6,1997
'184901,3.3,46.7,23.3,23.3,3.3,1997
'184902,8.5,24.2,19.3,32.7,15.2,1997
'184903,6.9,24.1,17.8,29.9,21.4,1997
'184904,5.9,19.6,17.6,41.2,15.7,1997
'184907,6.9,22.9,21.8,33.1,15.2,1997
'184908,3.5,37.7,22.6,28.7,7.5,1997
'184909,0.0,32.6,25.0,27.4,15.0,1997
'184911,0.0,41.4,6.9,34.5,17.2,1997
'185901,4.0,39.7,16.4,19.1,20.9,1997
'185902,2.1,41.6,26.7,12.2,17.4,1997
'185903,1.0,24.1,21.5,30.3,23.0,1997
'185904,7.8,34.6,15.1,23.2,19.2,1997
'186901,13.6,27.2,21.8,23.8,13.6,1997
'186902,5.1,33.7,14.2,30.2,16.9,1997
'186903,0.0,17.6,11.1,42.4,29.0,1997
'187901,3.3,26.2,19.6,26.2,24.8,1997
'187903,29.7,31.3,0.0,22.3,16.7,1997
'187904,7.4,28.7,27.7,20.2,15.9,1997
'187906,0.0,25.1,15.1,25.1,34.7,1997
'187907,9.5,23.0,19.2,24.8,23.5,1997
'187910,3.0,50.9,12.0,23.9,10.3,1997
'188901,6.0,29.5,19.0,28.0,17.5,1997
'188902,6.4,27.8,22.1,30.4,13.3,1997
'188903,0.0,21.5,22.5,35.1,20.9,1997
'188904,0.0,51.5,3.0,27.3,18.2,1997
'189901,7.1,16.5,11.8,34.0,30.6,1997
'189902,14.2,27.8,20.1,21.1,16.8,1997
'190903,1.1,22.4,21.4,36.7,18.4,1997
'191901,4.6,21.6,20.7,33.7,19.5,1997
'192901,3.6,20.7,14.6,44.5,16.5,1997
'193902,3.8,26.8,11.5,23.4,34.5,1997
'194902,0.0,25.9,13.0,38.4,22.7,1997
'194903,3.5,23.6,17.5,19.3,36.1,1997
'194904,3.5,19.8,9.9,40.7,26.1,1997
'194905,0.0,33.3,15.4,35.9,15.4,1997
'195901,11.3,28.2,14.9,27.8,17.9,1997
'195902,8.1,24.3,20.1,27.4,20.2,1997
'196901,0.0,15.5,10.3,25.8,48.5,1997
'196902,5.8,21.2,17.5,37.9,17.5,1997
'196903,3.1,16.9,13.8,23.3,42.9,1997
'197902,0.0,17.0,24.3,29.6,29.1,1997
'198901,5.4,34.4,5.8,40.5,13.9,1997
'198902,6.7,23.4,23.4,29.8,16.7,1997
'198903,0.0,14.8,19.2,29.6,36.5,1997
'198905,10.9,34.3,11.7,27.4,15.8,1997
'198906,55.6,11.1,11.1,22.2,0.0,1997
'199901,2.7,29.6,15.8,35.8,16.1,1997
'199902,3.6,30.6,23.0,27.9,14.9,1997
'200901,4.3,20.9,16.7,35.0,23.0,1997
'200902,18.1,25.1,13.7,24.9,18.2,1997
'200904,7.3,26.0,15.9,26.0,24.7,1997
'200906,22.2,44.4,22.2,11.1,0.0,1997
'201902,4.1,17.5,18.7,33.9,25.6,1997
'201903,3.4,36.0,10.1,33.7,16.9,1997
'201904,8.3,38.9,16.7,25.1,11.1,1997
'201907,7.9,13.1,24.5,11.8,42.7,1997
'201908,2.0,20.1,21.0,42.4,14.5,1997
'201910,6.3,15.8,11.6,42.2,24.2,1997
'201913,0.0,25.5,18.4,25.5,30.6,1997
'201914,1.2,31.0,19.3,25.5,22.9,1997
'202903,2.6,30.2,19.7,25.3,22.2,1997
'202905,8.6,30.3,19.3,21.5,20.3,1997
'203901,12.6,21.1,19.0,27.4,20.0,1997
'203902,5.4,37.9,10.6,24.5,21.7,1997
'204901,9.4,47.7,13.5,15.4,14.1,1997
'204904,17.7,24.8,16.8,26.5,14.2,1997
'205901,6.9,25.7,15.3,25.4,26.7,1997
'205902,6.7,23.5,16.7,32.5,20.6,1997
'205903,0.9,19.0,17.3,31.6,31.2,1997
'205904,8.2,28.8,20.4,26.3,16.4,1997
'205905,3.5,14.6,24.6,36.3,21.1,1997
'205906,12.2,15.9,22.8,29.3,19.8,1997
'205907,8.3,32.8,15.2,25.3,18.4,1997
'206901,4.2,16.6,13.0,34.6,31.6,1997
'206902,5.1,33.4,12.6,36.1,12.6,1997
'206903,0.0,22.2,27.8,22.2,27.8,1997
'207901,1.6,14.0,16.6,43.9,23.8,1997
'208901,10.5,36.8,26.3,21.0,5.3,1997
'208902,2.7,16.0,15.1,36.3,29.8,1997
'208903,0.0,20.8,26.0,31.2,22.1,1997
'209901,6.8,6.8,27.7,31.3,27.4,1997
'209902,0.0,53.4,23.3,23.3,0.0,1997
'210901,9.2,26.4,13.2,29.3,21.8,1997
'210902,2.0,33.8,17.5,26.8,19.9,1997
'210903,4.4,35.0,16.0,15.9,28.6,1997
'210904,0.0,36.3,20.7,32.0,10.9,1997
'210905,0.0,34.4,21.3,19.7,24.6,1997
'210906,0.0,33.3,22.2,22.2,22.2,1997
'211901,25.0,33.3,8.3,16.7,16.7,1997
'211902,5.9,16.2,22.3,35.4,20.2,1997
'212901,0.0,43.5,16.1,25.8,14.5,1997
'212902,3.5,31.2,18.8,30.6,15.9,1997
'212903,7.1,20.7,19.9,34.3,18.0,1997
'212904,4.7,31.3,15.6,28.1,20.3,1997
'212905,4.0,22.8,18.8,31.0,23.4,1997
'212906,3.0,21.4,22.9,33.9,18.9,1997
'212909,3.9,25.2,18.8,31.1,21.0,1997
'212910,7.8,20.3,18.9,34.6,18.3,1997
'213901,4.3,12.2,19.8,39.4,24.3,1997
'214901,9.4,32.3,17.1,22.2,19.0,1997
'214902,3.7,18.5,14.6,37.4,25.7,1997
'214903,14.9,33.6,14.7,23.3,13.5,1997
'215901,1.6,23.7,15.3,41.1,18.3,1997
'216901,17.2,17.2,11.5,26.2,28.0,1997
'217901,10.6,16.0,26.6,24.8,21.9,1997
'218901,5.6,18.8,13.0,43.5,19.1,1997
'219901,13.9,39.8,15.9,11.9,18.4,1997
'219903,3.5,27.9,22.2,30.6,15.8,1997
'219905,5.7,25.7,20.0,22.9,25.7,1997
'220901,9.0,28.4,15.8,29.3,17.5,1997
'220902,6.8,29.9,17.8,24.5,20.9,1997
'220904,9.4,37.7,14.5,23.2,15.2,1997
'220905,9.8,27.3,15.2,27.1,20.6,1997
'220906,8.9,28.6,18.6,31.3,12.5,1997
'220907,6.0,30.9,22.3,30.2,10.6,1997
'220908,9.0,24.9,24.0,30.6,11.6,1997
'220909,0.0,13.4,6.7,60.3,19.6,1997
'220910,0.0,54.1,17.3,18.0,10.5,1997
'220912,8.7,30.1,18.8,29.8,12.6,1997
'220914,10.1,32.0,27.2,25.4,5.3,1997
'220915,8.5,27.1,13.2,29.1,22.0,1997
'220916,4.8,28.0,16.1,27.5,23.5,1997
'220917,8.6,39.1,22.9,18.6,11.0,1997
'220918,5.3,30.7,17.4,28.3,18.3,1997
'220919,5.4,27.8,23.8,29.5,13.5,1997
'220920,11.5,36.7,15.0,27.6,9.2,1997
'221901,3.9,24.1,21.8,29.7,20.6,1997
'221904,6.4,25.4,14.5,33.8,19.9,1997
'221905,5.4,21.5,13.4,32.2,27.4,1997
'221911,3.0,17.1,17.8,45.8,16.3,1997
'221912,8.6,31.4,21.7,27.3,11.0,1997
'222901,3.9,15.7,13.5,31.3,35.6,1997
'223901,6.7,23.5,15.1,34.9,19.8,1997
'223902,15.8,26.6,29.1,25.1,3.3,1997
'223903,0.0,55.1,21.3,15.7,7.9,1997
'223904,5.7,5.7,20.1,45.6,22.9,1997
'224901,0.0,20.3,20.3,40.7,18.7,1997
'224902,0.0,12.9,19.3,61.4,6.4,1997
'225902,6.2,33.0,16.3,23.0,21.4,1997
'225905,0.0,57.2,9.5,23.8,9.5,1997
'225906,17.5,30.5,24.9,24.4,2.8,1997
'225907,11.5,15.4,19.2,38.5,15.4,1997
'226901,18.2,18.2,12.1,39.4,12.1,1997
'226903,5.2,24.3,16.1,32.1,22.3,1997
'226905,13.3,29.2,21.2,23.1,13.3,1997
'226906,8.0,32.8,16.1,28.2,14.9,1997
'226907,13.5,37.1,23.7,15.6,10.1,1997
'226908,6.4,28.5,0.0,44.9,20.2,1997
'227801,32.1,48.6,0.0,10.7,8.6,1997
'227802,100.0,0.0,0.0,0.0,0.0,1997
'227901,6.1,26.9,16.0,31.3,19.7,1997
'227904,4.2,26.1,21.2,36.1,12.3,1997
'227907,14.9,31.3,21.5,26.0,6.3,1997
'227909,2.7,17.4,16.1,42.3,21.6,1997
'227910,13.8,25.3,23.2,24.9,12.8,1997
'227912,5.5,34.6,7.2,34.6,18.2,1997
'227913,3.3,28.1,19.3,35.7,13.5,1997
'228901,4.8,25.4,19.0,30.2,20.6,1997
'228903,11.8,26.1,14.0,28.1,20.0,1997
'228904,0.0,52.8,11.1,27.8,8.3,1997
'228905,8.7,45.5,13.0,30.3,2.6,1997
'229901,9.8,51.2,17.1,19.7,2.3,1997
'229903,2.6,29.5,26.9,26.2,14.9,1997
'229904,7.9,13.6,14.7,41.9,21.9,1997
'229905,17.0,34.1,23.3,17.0,8.5,1997
'229906,12.8,29.8,12.8,17.0,27.6,1997
'230901,5.0,26.0,25.2,31.1,12.6,1997
'230902,4.6,24.8,13.2,24.7,32.7,1997
'230903,11.9,29.8,20.8,25.4,12.1,1997
'230904,4.6,21.5,13.8,48.2,11.9,1997
'230905,4.5,19.3,14.8,52.5,8.9,1997
'230906,5.2,21.3,20.7,33.1,19.7,1997
'230908,0.0,23.4,24.4,35.7,16.5,1997
'231901,0.0,29.5,19.7,37.5,13.3,1997
'231902,2.8,25.0,25.0,27.7,19.5,1997
'232901,0.0,15.0,15.0,40.0,30.0,1997
'232902,4.6,23.1,16.1,27.7,28.5,1997
'232903,6.0,29.7,17.5,29.3,17.6,1997
'232904,16.3,16.3,16.3,43.6,7.4,1997
'233901,2.9,23.2,13.1,33.8,27.0,1997
'233903,0.0,26.2,13.1,28.1,32.7,1997
'234902,0.9,19.7,14.0,33.8,31.6,1997
'234903,7.9,29.9,17.5,23.8,20.8,1997
'234904,0.0,27.5,18.8,31.9,21.7,1997
'234905,9.3,18.9,21.7,31.0,19.1,1997
'234906,7.9,18.9,17.8,26.7,28.8,1997
'234907,8.3,23.1,16.1,31.0,21.5,1997
'234909,13.8,31.0,17.2,34.5,3.4,1997
'235901,9.3,19.0,31.2,23.0,17.6,1997
'235902,4.6,21.0,17.5,32.3,24.5,1997
'235904,0.0,37.0,12.6,37.8,12.6,1997
'236901,6.7,22.7,22.0,30.7,18.0,1997
'236902,5.7,28.6,16.7,31.6,17.4,1997
'237902,18.2,28.2,12.1,24.3,17.2,1997
'237904,12.3,34.7,12.1,24.4,16.5,1997
'237905,10.8,26.0,17.3,21.4,24.3,1997
'238902,5.4,21.0,15.0,29.9,28.7,1997
'238904,10.8,46.1,5.4,26.9,10.8,1997
'239901,4.2,21.1,16.7,39.7,18.3,1997
'239903,2.6,21.1,13.2,44.7,18.4,1997
'240901,3.9,26.3,13.4,32.8,23.6,1997
'240902,24.9,50.0,0.0,12.5,12.5,1997
'240903,6.6,42.9,19.6,22.2,8.7,1997
'240904,6.6,34.4,22.4,24.6,12.0,1997
'241901,8.1,23.4,21.9,32.1,14.6,1997
'241902,4.8,4.8,22.2,44.5,23.8,1997
'241903,5.5,17.5,21.1,30.5,25.4,1997
'241904,5.3,17.9,20.0,25.3,31.5,1997
'241906,12.5,32.6,22.6,24.7,7.5,1997
'242902,6.8,25.1,16.0,36.2,16.0,1997
'242903,2.9,7.2,8.3,47.3,34.4,1997
'242904,6.5,54.8,12.9,6.5,19.4,1997
'242905,0.0,50.0,0.0,50.0,0.0,1997
'242906,0.0,33.4,18.2,33.3,15.2,1997
'243901,5.7,23.8,15.0,30.8,24.8,1997
'243902,1.7,37.4,26.1,10.4,24.3,1997
'243903,2.4,18.9,21.6,39.4,17.7,1997
'243905,6.6,25.2,20.4,30.1,17.8,1997
'243906,8.3,25.0,18.7,27.1,20.8,1997
'244901,23.3,11.7,15.6,15.6,33.9,1997
'244903,4.3,11.2,13.1,43.7,27.6,1997
'244905,0.0,15.2,18.9,22.8,43.1,1997
'245901,4.2,25.1,8.4,29.4,32.9,1997
'245902,7.9,27.2,24.7,25.5,14.6,1997
'245903,7.9,28.3,14.9,27.0,21.9,1997
'245904,9.7,36.1,14.4,28.9,10.8,1997
'246902,9.3,17.9,13.0,28.7,31.1,1997
'246904,4.8,22.9,13.8,40.9,17.5,1997
'246905,11.7,31.0,24.5,18.1,14.7,1997
'246906,6.3,38.2,22.2,19.0,14.3,1997
'246907,8.5,23.4,29.8,34.0,4.3,1997
'246908,8.9,29.6,14.3,36.4,10.8,1997
'246909,3.9,25.2,20.6,33.7,16.6,1997
'246911,11.7,32.8,9.2,25.9,20.4,1997
'246912,0.0,23.2,25.9,10.7,40.1,1997
'246913,4.0,31.7,19.3,34.8,10.2,1997
'246914,0.0,75.7,21.6,0.0,2.7,1997
