DISTRICT,DPEMALLC,DPEMALLP,YEAR
'184908,129,12.5,2013
'184909,86,9.6,2013
'184911,52,29.1,2013
'185901,38,9.2,2013
'185902,60,10.7,2013
'185903,142,12.9,2013
'185904,33,22.6,2013
'186901,29,27.1,2013
'186902,314,13.9,2013
'186903,245,42.6,2013
'187901,45,9.4,2013
'187903,68,28.5,2013
'187904,130,13.8,2013
'187906,33,18.4,2013
'187907,684,17.1,2013
'187910,233,24.4,2013
'188801,295,72.8,2013
'188901,5138,16.7,2013
'188902,264,18.1,2013
'188903,144,16.8,2013
'188904,151,11.3,2013
'189901,44,13,2013
'189902,195,14,2013
'190903,240,14.7,2013
'191901,1506,16.4,2013
'192901,86,11.3,2013
'193801,155,59.8,2013
'193902,63,25.2,2013
'194902,53,13.7,2013
'194903,103,14.7,2013
'194904,107,17.1,2013
'194905,63,13.8,2013
'195901,269,13,2013
'195902,28,18.1,2013
'196901,21,13.6,2013
'196902,47,10.5,2013
'196903,76,11.6,2013
'197902,28,14.6,2013
'198901,64,15.3,2013
'198902,32,21.3,2013
'198903,126,12.8,2013
'198905,204,22.1,2013
'198906,59,12.5,2013
'199901,1284,9.4,2013
'199902,624,13.7,2013
'200901,139,14.9,2013
'200902,46,11.1,2013
'200904,89,15.4,2013
'200906,26,38.8,2013
'201902,433,13.6,2013
'201903,35,25.5,2013
'201904,66,25.8,2013
'201907,52,15.6,2013
'201908,103,19,2013
'201910,192,12.5,2013
'201913,75,12,2013
'201914,215,21.7,2013
'202903,137,15.4,2013
'202905,99,16.5,2013
'203901,118,16,2013
'203902,98,20.6,2013
'204901,324,19.6,2013
'204904,339,18.2,2013
'205901,407,22.8,2013
'205902,760,16.9,2013
'205903,344,15.9,2013
'205904,274,16.8,2013
'205905,136,13.2,2013
'205906,450,20.1,2013
'205907,140,13.9,2013
'206901,74,11.8,2013
'206902,15,11.4,2013
'206903,41,28.7,2013
'207901,73,13.1,2013
'208901,36,16.6,2013
'208902,469,18.2,2013
'208903,17,6.9,2013
'209901,79,16.8,2013
'209902,28,19.9,2013
'210901,265,11.4,2013
'210902,89,12.7,2013
'210903,85,11.7,2013
'210904,74,14.6,2013
'210905,86,14.7,2013
'210906,11,12,2013
'211901,55,15.4,2013
'211902,61,11.1,2013
'212801,52,12.5,2013
'212803,201,72.6,2013
'212804,0,.,2013
'212901,163,18.5,2013
'212902,301,14.3,2013
'212903,515,14.1,2013
'212904,140,13.2,2013
'212905,2965,16.6,2013
'212906,656,14.4,2013
'212909,511,15.6,2013
'212910,212,20.6,2013
'213801,800,90,2013
'213901,192,12.2,2013
'214901,1239,12.3,2013
'214902,32,12,2013
'214903,781,12.9,2013
'215901,207,14.8,2013
'216901,21,9.4,2013
'217901,32,14.2,2013
'218901,115,13.5,2013
'219901,32,13.6,2013
'219903,141,14,2013
'219905,36,15.9,2013
'220801,62,19.3,2013
'220802,153,16.5,2013
'220804,991,77.5,2013
'220809,24,4.6,2013
'220810,58,9.6,2013
'220811,11,5.7,2013
'220812,327,80.5,2013
'220813,223,9.4,2013
'220814,2,1.5,2013
'220815,33,10.7,2013
'220816,58,7.9,2013
'220817,95,29.6,2013
'220818,0,.,2013
'220901,14391,22.4,2013
'220902,3277,14.5,2013
'220904,897,17.6,2013
'220905,20809,24.7,2013
'220906,1251,9.6,2013
'220907,3094,9.7,2013
'220908,3963,12.5,2013
'220910,657,21.6,2013
'220912,2763,18.4,2013
'220914,365,12,2013
'220915,1096,18.5,2013
'220916,4023,18.7,2013
'220917,713,19.5,2013
'220918,2758,16.3,2013
'220919,291,4,2013
'220920,1098,17.5,2013
'221801,3426,38.6,2013
'221901,4322,25.1,2013
'221904,198,17.7,2013
'221905,28,16.1,2013
'221911,126,12.5,2013
'221912,284,8.9,2013
'222901,21,18.4,2013
'223901,298,18.2,2013
'223902,39,13.7,2013
'223904,25,12.5,2013
'224901,26,13.7,2013
'224902,14,13,2013
'225902,807,16.4,2013
'225905,35,23,2013
'225906,97,10.6,2013
'225907,57,13.9,2013
'226801,172,20.7,2013
'226901,68,15.2,2013
'226903,3088,21.4,2013
'226905,57,18.8,2013
'226906,110,10.5,2013
'226907,259,23.4,2013
'226908,30,12.3,2013
'227801,103,58.2,2013
'227803,16,7,2013
'227804,110,14.4,2013
'227805,45,17.7,2013
'227806,1948,87.2,2013
'227814,73,20.4,2013
'227816,387,14.9,2013
'227817,41,21,2013
'227818,627,83.7,2013
'227819,12,5.5,2013
'227820,77,6.2,2013
'227821,53,14.8,2013
'227824,46,13.6,2013
'227825,0,.,2013
'227901,17284,20.7,2013
'227904,2860,12.9,2013
'227907,1299,18.7,2013
'227909,307,4.1,2013
'227910,2254,20.8,2013
'227912,138,10.9,2013
'227913,532,7.5,2013
'228901,123,17.1,2013
'228903,234,20.3,2013
'228904,18,14.9,2013
'228905,19,10.3,2013
'229901,108,23,2013
'229903,273,20.8,2013
'229904,263,20.8,2013
'229905,81,21.6,2013
'229906,42,22,2013
'230901,135,19.5,2013
'230902,403,17.5,2013
'230903,163,19.2,2013
'230904,51,17.2,2013
'230905,131,12.8,2013
'230906,119,12.5,2013
'230908,103,13.9,2013
'231901,74,14.8,2013
'231902,35,15,2013
'232901,39,13.8,2013
'232902,47,9.3,2013
'232903,726,15.9,2013
'232904,34,17.3,2013
'233901,1348,13.7,2013
'233903,19,9,2013
'234801,399,94.8,2013
'234902,244,12.4,2013
'234903,112,12.4,2013
'234904,263,23.4,2013
'234905,54,12.1,2013
'234906,361,15.9,2013
'234907,404,16.1,2013
'234909,56,15.1,2013
'235901,199,23.7,2013
'235902,3558,24.4,2013
'235904,22,19.8,2013
'236801,332,98.2,2013
'236901,113,12.9,2013
'236902,798,13.7,2013
'237902,188,13.6,2013
'237904,697,13.1,2013
'237905,250,13.4,2013
'238902,328,16.6,2013
'238904,21,18.6,2013
'239901,480,10.5,2013
'239903,44,12.6,2013
'240801,299,45.2,2013
'240901,4826,20.7,2013
'240903,5718,14,2013
'240904,45,12.9,2013
'241901,78,7.8,2013
'241902,72,7.9,2013
'241903,332,10,2013
'241904,242,12.4,2013
'241906,45,10.5,2013
'242902,60,15.3,2013
'242903,46,11.4,2013
'242905,19,14.8,2013
'242906,16,12.9,2013
'243801,128,51.6,2013
'243901,503,16.2,2013
'243902,68,15.7,2013
'243903,211,12.4,2013
'243905,2821,20.1,2013
'243906,201,21.1,2013
'244901,19,17.8,2013
'244903,453,20.1,2013
'244905,27,15.6,2013
'245901,52,12.1,2013
'245902,166,11.6,2013
'245903,345,16.2,2013
'245904,41,14.5,2013
'246801,101,16.3,2013
'246902,140,14.4,2013
'246904,1467,14.6,2013
'246905,56,13.7,2013
'246906,764,14,2013
'246907,145,15.3,2013
'246908,258,9.7,2013
'246909,6341,14.4,2013
'246911,428,14.6,2013
'246912,69,11.3,2013
'246913,3114,9.8,2013
'246914,12,11.9,2013
'247901,613,16.2,2013
'247903,310,10.4,2013
'247904,96,12,2013
'247906,117,15.3,2013
'248901,196,16.2,2013
'248902,48,14.2,2013
'249901,80,11.6,2013
'249902,174,15.8,2013
'249903,304,14,2013
'249904,100,17.6,2013
'249905,337,11.6,2013
'249906,133,12.5,2013
'249908,63,25.5,2013
'250902,171,21.9,2013
'250903,204,13.4,2013
'250904,138,12.8,2013
'250905,59,17.1,2013
'250906,132,15.7,2013
'250907,203,14.2,2013
'251901,141,9.9,2013
'251902,74,16,2013
'252901,321,13.3,2013
'252902,25,14.3,2013
'252903,135,19.1,2013
'253901,273,8.9,2013
'254901,232,12.8,2013
'254902,73,15.9,2013
'1,873357,17.9,2013
'001902,98,16.5,2014
'001903,178,15,2014
'001904,137,18.2,2014
'001906,55,13.2,2014
'001907,567,17.9,2014
'001908,287,17.8,2014
'001909,86,20.3,2014
'002901,525,15.1,2014
'003801,54,9.5,2014
'003902,348,13.3,2014
'003903,1333,16.9,2014
'003904,270,15.6,2014
'003905,230,13.1,2014
'003906,87,19.7,2014
'003907,235,15.3,2014
'004901,555,17.6,2014
'005901,66,13.7,2014
'005902,80,9.4,2014
'005904,29,6.5,2014
'006902,44,12.5,2014
'007901,115,22.4,2014
'007902,291,19,2014
'007904,301,17.6,2014
'007905,630,18.1,2014
'007906,246,14.6,2014
'008901,176,8.8,2014
'008902,278,11,2014
'008903,119,14.7,2014
'009901,200,14.5,2014
'010901,71,25.1,2014
'010902,395,16.7,2014
'011901,1845,19.6,2014
'011902,640,16.1,2014
'011904,214,12.5,2014
'011905,21,11.5,2014
'012901,69,12.6,2014
'013801,34,9.1,2014
'013901,648,19.1,2014
'013902,21,15.1,2014
'013903,86,20.4,2014
'013905,106,13,2014
'014801,258,78.9,2014
'014802,137,82.5,2014
'014803,170,37.7,2014
'014804,636,45.8,2014
'014901,141,12.3,2014
'014902,47,12.7,2014
'014903,1952,19.4,2014
'014905,49,8.4,2014
'014906,12536,30,2014
'014907,92,11.2,2014
'014908,165,12.1,2014
'014909,2385,27.2,2014
'014910,192,14.2,2014
'015801,444,74.9,2014
'015802,233,41.8,2014
'015803,63,18.3,2014
'015805,111,17.6,2014
'015806,313,23,2014
'015807,491,61.8,2014
'015808,1744,94.5,2014
'015809,82,24.7,2014
'015814,180,70.6,2014
'015815,127,25.5,2014
'015816,59,25.1,2014
'015819,331,37.7,2014
'015820,178,36.1,2014
'015822,1832,54.4,2014
'015823,68,58.6,2014
'015825,43,22.1,2014
'015826,106,9.2,2014
'015827,143,16.4,2014
'015828,233,10.9,2014
'015830,212,16.8,2014
'015831,187,20.2,2014
'015832,27,19.1,2014
'015833,29,13.4,2014
'015834,0,.,2014
'015836,0,.,2014
'015901,331,7.2,2014
'015904,3115,21.3,2014
'015905,2786,24.1,2014
'015906,185,16,2014
'015907,12875,24.3,2014
'015908,2133,22,2014
'015909,636,17.2,2014
'015910,12207,17.8,2014
'015911,1596,16.9,2014
'015912,2478,19.1,2014
'015913,188,21.1,2014
'015914,395,25.3,2014
'015915,18477,18.5,2014
'015916,5313,23,2014
'015917,1042,20.4,2014
'016901,67,9.7,2014
'016902,89,9.9,2014
'017901,20,8.3,2014
'018901,147,14.9,2014
'018902,57,11.4,2014
'018903,19,17.9,2014
'018904,91,15.4,2014
'018905,43,23.8,2014
'018906,16,12.6,2014
'018907,58,24.4,2014
'018908,24,19.5,2014
'019901,155,20.1,2014
'019902,128,14.7,2014
'019903,75,15.9,2014
'019905,229,17.5,2014
'019906,152,13.5,2014
'019907,1161,17.2,2014
'019908,458,18,2014
'019909,79,15.4,2014
'019910,14,13.3,2014
'019911,44,9.1,2014
'019912,214,11.2,2014
'019913,10,12.8,2014
'019914,21,23.3,2014
'020901,2502,13.9,2014
'020902,1531,22.9,2014
'020904,74,9.9,2014
'020905,2147,17.4,2014
'020906,255,13.7,2014
'020907,415,14.2,2014
'020908,1785,9.5,2014
'020910,27,18.9,2014
'021803,186,40.9,2014
'021805,263,28.2,2014
'021901,1404,13.4,2014
'021902,3660,23.1,2014
'022004,11,11.1,2014
'022901,123,12,2014
'022902,10,23.8,2014
'022903,2,9.5,2014
'023902,31,16.1,2014
'024901,157,11.1,2014
'025901,149,15.2,2014
'025902,749,21.8,2014
'025904,50,20.6,2014
'025905,36,14.3,2014
'025906,33,15.1,2014
'025908,57,26.4,2014
'025909,164,14,2014
'026901,189,11.3,2014
'026902,101,21.3,2014
'026903,60,12.5,2014
'027903,492,15.7,2014
'027904,644,16.3,2014
'028902,663,14.1,2014
'028903,171,12.8,2014
'028906,34,17.8,2014
'029901,555,13.8,2014
'030901,49,15.3,2014
'030902,200,14.6,2014
'030903,43,15.2,2014
'030906,68,18.9,2014
'031803,28,6.5,2014
'031901,7952,16.9,2014
'031903,3807,20.6,2014
'031905,537,15.7,2014
'031906,1356,13.8,2014
'031909,293,12.4,2014
'031911,232,11.3,2014
'031912,2469,21.9,2014
'031913,118,18.3,2014
'031914,214,18.2,2014
'031916,313,8.9,2014
'032902,302,12.7,2014
'033901,12,9.1,2014
'033902,60,9.9,2014
'033904,54,14.4,2014
'034901,209,12.3,2014
'034902,28,21.1,2014
'034903,123,11.2,2014
'034905,109,14.6,2014
'034906,52,12.4,2014
'034907,140,13.7,2014
'034909,53,20.5,2014
'035901,178,16,2014
'035902,37,14.7,2014
'035903,17,7.4,2014
'036901,161,13.8,2014
'036902,467,10.6,2014
'036903,136,10.6,2014
'037901,53,8.7,2014
'037904,681,14.7,2014
'037907,262,12.7,2014
'037908,43,10,2014
'037909,52,16.7,2014
'038901,172,15.6,2014
'039902,100,11.4,2014
'039903,47,11,2014
'039904,19,11.8,2014
'039905,15,15,2014
'040901,76,19.5,2014
'040902,37,11.3,2014
'041901,52,19.2,2014
'041902,40,17.7,2014
'042901,195,21.7,2014
'042903,49,19.3,2014
'042905,37,23,2014
'043801,208,22.1,2014
'043901,1311,7,2014
'043902,316,13.4,2014
'043903,158,8.1,2014
'043904,169,11.8,2014
'043905,3197,7.9,2014
'043907,2874,12.1,2014
'043908,192,11.6,2014
'043910,5198,9.9,2014
'043911,514,15.5,2014
'043912,450,8.7,2014
'043914,1434,11.1,2014
'043917,104,16.1,2014
'043918,206,12.8,2014
'043919,131,3.7,2014
'044902,78,14.5,2014
'045902,256,16.2,2014
'045903,110,9.5,2014
'045905,68,12.6,2014
'046802,441,93.2,2014
'046901,1188,14.7,2014
'046902,2694,14.5,2014
'047901,160,13.7,2014
'047902,91,14.8,2014
'047903,32,14.5,2014
'047905,29,21.2,2014
'048901,54,22.1,2014
'048903,69,27.8,2014
'049901,425,16.1,2014
'049902,44,10.3,2014
'049903,102,15,2014
'049905,189,16.5,2014
'049906,34,7.7,2014
'049907,13,2.6,2014
'049908,22,30.6,2014
'049909,22,36.1,2014
'050901,37,17.5,2014
'050902,308,11.1,2014
'050904,21,13.2,2014
'050909,43,27.2,2014
'050910,1763,22.7,2014
'051901,28,13.5,2014
'052901,133,13.5,2014
'053001,107,14.1,2014
'054901,54,14.8,2014
'054902,58,21.4,2014
'054903,95,18.7,2014
'055901,65,15.5,2014
'056901,289,17.3,2014
'056902,17,12.6,2014
'057802,125,15.4,2014
'057803,97,5.2,2014
'057804,3147,76.9,2014
'057805,2,1.9,2014
'057806,323,18,2014
'057807,301,7.7,2014
'057808,67,5.7,2014
'057809,9,13,2014
'057810,86,23.4,2014
'057813,111,9.5,2014
'057814,2434,99.8,2014
'057815,274,16.2,2014
'057816,40,3.9,2014
'057817,100,13.1,2014
'057819,52,29.5,2014
'057825,269,35.8,2014
'057827,70,10.8,2014
'057828,2546,78.6,2014
'057829,60,6.6,2014
'057830,77,8.8,2014
'057831,66,9.7,2014
'057832,200,72.5,2014
'057833,56,35.4,2014
'057834,723,78.9,2014
'057835,81,12.7,2014
'057836,16,5.8,2014
'057837,14,3.9,2014
'057838,91,6.4,2014
'057839,50,7.9,2014
'057840,67,13.8,2014
'057841,14,14.7,2014
'057842,74,5.1,2014
'057843,147,18.4,2014
'057844,77,17.3,2014
'057845,103,27.2,2014
'057846,323,36,2014
'057847,0,.,2014
'057848,0,.,2014
'057903,4121,16.3,2014
'057904,1409,17.2,2014
'057905,33553,21.4,2014
'057906,1952,21,2014
'057907,2728,19.9,2014
'057909,7868,14,2014
'057910,5198,19.3,2014
'057911,204,3.2,2014
'057912,5542,16.6,2014
'057913,1364,21.5,2014
'057914,6284,16.2,2014
'057916,6990,18.8,2014
'057919,82,6.7,2014
'057922,720,6.8,2014
'058902,19,13.2,2014
'058905,21,9.6,2014
'058906,286,15.7,2014
'058909,28,13.6,2014
'059901,546,13.9,2014
'059902,15,14,2014
'060902,117,15.4,2014
'060914,35,19.9,2014
'061802,242,34,2014
'061804,19,6.7,2014
'061901,4027,16,2014
'061902,5280,10.5,2014
'061903,193,13.5,2014
'061905,179,10,2014
'061906,169,13.8,2014
'061907,192,10.3,2014
'061908,371,14.4,2014
'061910,115,6.4,2014
'061911,2112,12.2,2014
'061912,371,9.6,2014
'061914,779,12.7,2014
'062901,340,17.1,2014
'062902,41,27.9,2014
'062903,219,14.4,2014
'062904,79,15.7,2014
'062905,13,21,2014
'062906,18,14.5,2014
'063903,38,13.9,2014
'063906,20,21.3,2014
'064903,360,15.7,2014
'065901,59,14.1,2014
'065902,33,25.8,2014
'066005,6,22.2,2014
'066901,43,12.1,2014
'066902,205,15.9,2014
'066903,112,14.4,2014
'067902,187,21.1,2014
'067903,194,17.2,2014
'067904,34,11.1,2014
'067907,101,22.3,2014
'067908,25,13.3,2014
'068801,790,71.4,2014
'068802,39,13.5,2014
'068901,5395,18.7,2014
'069901,30,11.5,2014
'069902,54,18.9,2014
'070801,128,36.9,2014
'070901,26,9.4,2014
'070903,626,11.8,2014
'070905,274,12.4,2014
'070907,96,18.4,2014
'070908,686,9.4,2014
'070909,41,18.5,2014
'070910,175,16.2,2014
'070911,606,11.1,2014
'070912,1155,15.3,2014
'070915,104,10.6,2014
'071801,74,9.2,2014
'071803,250,60.5,2014
'071804,443,62.3,2014
'071806,191,8.8,2014
'071807,44,19.6,2014
'071809,11,8.5,2014
'071901,1520,13.8,2014
'071902,12272,19.6,2014
'071903,218,9.6,2014
'071904,619,16.3,2014
'071905,6531,15.6,2014
'071906,101,13,2014
'071907,753,13,2014
'071908,129,10,2014
'071909,6637,15.3,2014
'072801,4491,68.1,2014
'072802,568,91.8,2014
'072901,9,19.1,2014
'072902,180,15.9,2014
'072903,486,13.8,2014
'072904,18,16.4,2014
'072908,29,17.3,2014
'072909,30,13.9,2014
'072910,9,8.5,2014
'073901,70,14.4,2014
'073903,140,15.2,2014
'073904,2,1.4,2014
'073905,155,22,2014
'074903,316,17.1,2014
'074904,48,14.4,2014
'074905,50,18.7,2014
'074907,90,16.5,2014
'074909,96,11.4,2014
'074911,51,19,2014
'074912,70,13.6,2014
'074917,60,13.3,2014
'075901,74,12.8,2014
'075902,156,8.7,2014
'075903,71,10.9,2014
'075906,14,7.3,2014
'075908,16,6.5,2014
'076903,39,17.1,2014
'076904,48,15.9,2014
'077901,219,27.1,2014
'077902,76,15.6,2014
'078901,30,14.7,2014
'079901,3780,15,2014
'079906,213,8,2014
'079907,8187,11.9,2014
'079910,387,12.5,2014
'080901,182,12.1,2014
'081902,208,12.4,2014
'081904,181,15.1,2014
'081905,76,15.9,2014
'081906,13,10.3,2014
'082902,170,18.5,2014
'082903,372,16.9,2014
'083901,82,15,2014
'083902,16,14.2,2014
'083903,435,16.9,2014
'084801,49,17.4,2014
'084802,67,13,2014
'084804,63,25.1,2014
'084805,65,17.6,2014
'084901,1801,19,2014
'084902,1075,17.5,2014
'084903,36,20.8,2014
'084904,773,28.5,2014
'084906,1187,19.8,2014
'084908,301,25,2014
'084909,426,9.7,2014
'084910,4847,12.6,2014
'084911,276,4.8,2014
'085902,130,17.2,2014
'085903,23,14.4,2014
'086024,3,14.3,2014
'086901,280,9.9,2014
'086902,58,10.4,2014
'087901,28,10.5,2014
'088902,224,16.8,2014
'089901,326,12.5,2014
'089903,174,18.2,2014
'089905,38,13.6,2014
'090902,45,27.1,2014
'090903,34,16.8,2014
'090904,591,17.1,2014
'090905,5,12.5,2014
'091901,103,14,2014
'091902,81,15.3,2014
'091903,825,19.1,2014
'091905,112,11.5,2014
'091906,1488,21.4,2014
'091907,32,16.3,2014
'091908,141,11.1,2014
'091909,206,14.3,2014
'091910,125,15.9,2014
'091913,145,11.3,2014
'091914,119,14.4,2014
'091917,88,11.3,2014
'091918,91,12.2,2014
'092801,114,53.3,2014
'092901,433,22.3,2014
'092902,486,13.4,2014
'092903,1754,20.7,2014
'092904,858,18.8,2014
'092906,215,16.5,2014
'092907,268,14.6,2014
'092908,171,12.4,2014
'093901,73,10.4,2014
'093903,52,11.7,2014
'093904,381,13.8,2014
'093905,38,25.9,2014
'094901,1748,23.3,2014
'094902,1892,14,2014
'094903,131,8.3,2014
'094904,158,12.5,2014
'095901,99,13.7,2014
'095902,20,16.3,2014
'095903,105,16.6,2014
'095904,52,21.1,2014
'095905,898,16.6,2014
'096904,82,16.7,2014
'096905,18,9,2014
'097902,119,16.1,2014
'097903,81,15.5,2014
'098901,34,8.7,2014
'098903,10,9.6,2014
'098904,78,9.7,2014
'099902,19,10.8,2014
'099903,94,18,2014
'100903,211,16.4,2014
'100904,383,14.4,2014
'100905,239,11.9,2014
'100907,480,12.9,2014
'100908,65,12,2014
'101801,48,29.6,2014
'101802,24,3.8,2014
'101803,60,18.9,2014
'101804,257,36.9,2014
'101805,131,20.3,2014
'101806,139,10.5,2014
'101807,6,5.4,2014
'101809,104,28.4,2014
'101810,46,14.5,2014
'101811,2571,99.3,2014
'101813,682,12.6,2014
'101814,221,22,2014
'101815,12,7,2014
'101819,31,8.1,2014
'101821,94,34.6,2014
'101822,130,66.3,2014
'101828,145,12.3,2014
'101829,11,14.9,2014
'101833,19,15.1,2014
'101837,123,38.1,2014
'101838,695,43.4,2014
'101840,12,6.2,2014
'101842,117,78.5,2014
'101845,318,5.2,2014
'101846,353,10.2,2014
'101847,41,10,2014
'101848,211,46.4,2014
'101849,36,18,2014
'101850,95,22.8,2014
'101853,97,13.8,2014
'101854,249,67.8,2014
'101855,29,24.6,2014
'101856,4,1.8,2014
'101858,392,10.6,2014
'101859,21,7.9,2014
'101861,29,8.7,2014
'101862,78,5.5,2014
'101863,54,27,2014
'101864,19,8.2,2014
'101865,304,38.5,2014
'101866,0,.,2014
'101867,99,29.2,2014
'101868,0,.,2014
'101869,0,.,2014
'101902,13220,21,2014
'101903,11607,25.4,2014
'101905,1393,16.5,2014
'101906,659,13.3,2014
'101907,13379,12.7,2014
'101908,1292,10.5,2014
'101910,2767,13.2,2014
'101911,4485,20.5,2014
'101912,35074,18.7,2014
'101913,4560,12.5,2014
'101914,6885,11.1,2014
'101915,6867,14.9,2014
'101916,1008,13.5,2014
'101917,8517,16.4,2014
'101919,8338,22.9,2014
'101920,4645,14.2,2014
'101921,1138,10.2,2014
'101924,1239,17.4,2014
'101925,444,14,2014
'102901,39,23.6,2014
'102902,844,15.9,2014
'102903,95,11.3,2014
'102904,591,13.2,2014
'102905,84,12,2014
'102906,109,11.3,2014
'103901,36,19.9,2014
'103902,30,15.8,2014
'104901,108,18.3,2014
'104903,43,32.3,2014
'104907,31,19.1,2014
'105801,49,28.8,2014
'105802,32,23.7,2014
'105902,1429,19.4,2014
'105904,345,7.6,2014
'105905,202,10.1,2014
'105906,2013,12.7,2014
'106901,86,10.1,2014
'107901,443,13.9,2014
'107902,481,17,2014
'107904,91,15.2,2014
'107905,279,19.7,2014
'107906,316,24,2014
'107907,37,21.6,2014
'107908,41,22.9,2014
'107910,66,15.2,2014
'108801,993,69.2,2014
'108802,131,17.7,2014
'108804,416,65.9,2014
'108807,890,7.7,2014
'108808,105,7.6,2014
'108809,14,35.9,2014
'108902,2845,19.3,2014
'108903,835,16.6,2014
'108904,6017,18.1,2014
'108905,383,12.9,2014
'108906,4341,17.6,2014
'108907,1187,21,2014
'108908,3078,20.1,2014
'108909,5963,19.8,2014
'108910,360,16.9,2014
'108911,1361,13.6,2014
'108912,5462,19.5,2014
'108913,3543,20.1,2014
'108914,96,15.9,2014
'108915,150,14.8,2014
'108916,555,12.5,2014
'109901,16,6.2,2014
'109902,35,15.8,2014
'109903,62,24,2014
'109904,214,12.4,2014
'109905,61,16.7,2014
'109907,111,15.8,2014
'109908,28,32.2,2014
'109910,40,23.5,2014
'109911,284,18.7,2014
'109912,34,12.5,2014
'109913,67,18.3,2014
'109914,29,15.7,2014
'110901,47,20,2014
'110902,499,17.7,2014
'110905,41,13.8,2014
'110906,56,14.5,2014
'110907,69,11.5,2014
'110908,21,10.9,2014
'111901,1154,17.8,2014
'111902,30,10.6,2014
'111903,84,13.2,2014
'112901,535,13.7,2014
'112905,64,16.6,2014
'112906,80,17.9,2014
'112907,46,19.7,2014
'112908,126,17.1,2014
'112909,38,15.2,2014
'112910,20,9.3,2014
'113901,230,18.9,2014
'113902,85,17.7,2014
'113903,50,11.1,2014
'113905,51,11.5,2014
'113906,40,14.1,2014
'114901,857,20.9,2014
'114902,116,14,2014
'114904,66,10.1,2014
'115901,57,12.3,2014
'115902,33,20.8,2014
'115903,23,30.7,2014
'116801,94,20.3,2014
'116901,144,9.8,2014
'116902,72,15.4,2014
'116903,227,15.3,2014
'116905,1792,33.4,2014
'116906,131,14.1,2014
'116908,491,19.7,2014
'116909,92,15.8,2014
'116910,68,19.3,2014
'116915,99,16.5,2014
'116916,68,13.8,2014
'117901,358,14.1,2014
'117903,113,14.6,2014
'117904,74,12.4,2014
'117907,26,23.6,2014
'118902,39,12.5,2014
'119901,48,20.1,2014
'119902,169,17.7,2014
'119903,56,16,2014
'120901,259,17.4,2014
'120902,58,8.7,2014
'120905,104,9.2,2014
'121902,88,21.5,2014
'121903,171,11.5,2014
'121904,325,13.1,2014
'121905,201,14.5,2014
'121906,59,13.6,2014
'122901,61,19.2,2014
'122902,11,28.9,2014
'123803,103,31.4,2014
'123805,73,30.7,2014
'123807,32,12.2,2014
'123905,576,11.9,2014
'123907,1426,17.2,2014
'123908,530,11.5,2014
'123910,3841,20.1,2014
'123913,14,4.4,2014
'123914,116,7.2,2014
'124901,95,9.3,2014
'125901,724,14.2,2014
'125902,76,12.5,2014
'125903,272,15.1,2014
'125905,99,18.3,2014
'125906,10,10.9,2014
'126901,655,18.9,2014
'126902,1480,14.3,2014
'126903,1354,20.7,2014
'126904,132,11.6,2014
'126905,900,18.6,2014
'126906,234,25,2014
'126907,155,18.9,2014
'126908,235,13,2014
'126911,297,18,2014
'127901,103,15.4,2014
'127903,81,17.8,2014
'127904,98,14.3,2014
'127905,17,16,2014
'127906,102,16.3,2014
'128901,206,19.2,2014
'128902,165,24.8,2014
'128903,88,27,2014
'128904,26,7.1,2014
'129901,335,11.5,2014
'129902,792,9.7,2014
'129903,452,12.7,2014
'129904,309,21.8,2014
'129905,655,19.6,2014
'129906,847,20.6,2014
'129910,126,12.6,2014
'130801,75,65.8,2014
'130901,546,7.9,2014
'130902,81,7.7,2014
'131001,4,6.3,2014
'132902,22,15.8,2014
'133901,149,23,2014
'133902,12,7.1,2014
'133903,919,18.8,2014
'133904,211,21.4,2014
'133905,1,9.1,2014
'134901,115,17.6,2014
'135001,14,14.1,2014
'136901,89,14.9,2014
'137901,542,16.1,2014
'137902,65,10.9,2014
'137903,76,16.7,2014
'137904,50,9.8,2014
'138902,64,22.8,2014
'138903,37,10.9,2014
'138904,32,39.5,2014
'139905,97,11.7,2014
'139908,33,18.9,2014
'139909,808,23.4,2014
'139911,325,11.5,2014
'139912,151,14,2014
'140901,32,19.6,2014
'140904,148,11.5,2014
'140905,80,12.6,2014
'140907,47,12.7,2014
'140908,67,15.3,2014
'141901,516,15.3,2014
'141902,50,18.1,2014
'142901,182,15.1,2014
'143901,101,10.9,2014
'143902,39,14.4,2014
'143903,75,13,2014
'143904,19,19.8,2014
'143905,4,3.5,2014
'143906,7,14.9,2014
'144901,166,9.4,2014
'144902,81,9.3,2014
'144903,29,17,2014
'145901,116,13.5,2014
'145902,92,13.6,2014
'145906,85,16.7,2014
'145907,54,26.6,2014
'145911,74,11,2014
'146901,894,24.1,2014
'146902,909,18.1,2014
'146903,19,12.4,2014
'146904,244,19.4,2014
'146905,133,23.6,2014
'146906,335,16.3,2014
'146907,255,13.9,2014
'147901,44,14.1,2014
'147902,312,18.7,2014
'147903,272,14.4,2014
'148901,37,10.5,2014
'148902,18,10.7,2014
'148903,24,18.6,2014
'148905,23,18.7,2014
'149901,196,17.3,2014
'149902,163,24.6,2014
'150901,319,17.7,2014
'152802,16,10.9,2014
'152803,191,64.7,2014
'152805,251,27.9,2014
'152901,7040,24.1,2014
'152902,140,19.4,2014
'152903,210,17.6,2014
'152906,555,12.8,2014
'152907,1336,17,2014
'152908,266,24.2,2014
