DISTRICT,DPETALLC,DPETBLAP,DPETECOP,DPETHISP,DPETLEPP,DPETWHIP,YEAR
'201903,200,75.5,85.5,16.0,4.5,8.5,2004
'201904,248,11.3,63.3,11.7,3.2,75.8,2004
'201907,419,21.5,32.0,2.4,0.7,75.9,2004
'201908,528,21.4,48.5,4.4,0.6,72.7,2004
'201910,1221,22.6,43.9,22.1,8.6,54.8,2004
'201913,576,8.2,62.7,37.7,27.1,53.1,2004
'201914,786,18.1,56.0,8.9,5.0,72.9,2004
'202903,960,15.2,59.6,2.3,0.2,82.0,2004
'202905,645,10.7,59.7,0.9,0.2,88.2,2004
'203901,960,57.0,79.4,9.1,3.8,33.6,2004
'203902,452,5.5,71.7,1.3,0.7,92.9,2004
'204901,1790,24.5,57.4,4.2,0.2,70.0,2004
'204904,1916,10.3,58.2,12.0,4.8,76.1,2004
'205901,2100,3.8,54.3,47.6,7.0,47.4,2004
'205902,4295,3.7,34.5,41.5,2.3,53.1,2004
'205903,2326,3.2,36.4,35.0,4.0,58.4,2004
'205904,1894,0.9,80.8,87.5,5.5,11.6,2004
'205905,1175,0.1,53.6,78.9,6.0,20.6,2004
'205906,2142,1.4,65.6,77.8,2.3,20.4,2004
'205907,1454,2.8,75.0,84.9,9.1,12.2,2004
'206901,783,0.6,59.0,38.2,10.0,61.0,2004
'206902,177,1.1,54.8,17.5,1.7,80.2,2004
'206903,146,8.2,58.2,13.7,3.4,77.4,2004
'207901,620,1.1,54.4,62.7,10.2,36.0,2004
'208901,152,2.0,43.4,38.2,3.3,59.9,2004
'208902,2608,4.8,50.7,46.7,5.4,47.7,2004
'208903,216,0.0,38.9,24.5,3.2,74.5,2004
'209901,578,1.9,45.7,12.8,2.1,84.6,2004
'209902,72,0.0,81.9,5.6,0.0,91.7,2004
'210901,2466,27.3,59.8,23.4,16.6,48.8,2004
'210902,673,7.1,52.2,5.3,3.3,87.5,2004
'210903,714,28.0,54.9,4.3,0.0,67.1,2004
'210904,376,38.0,78.2,22.9,14.1,38.8,2004
'210905,568,30.6,60.6,5.5,2.5,63.4,2004
'210906,68,0.0,51.5,8.8,4.4,91.2,2004
'211901,282,0.4,54.3,36.5,0.0,62.4,2004
'211902,631,0.8,59.0,47.7,14.9,51.5,2004
'212801,222,23.4,47.3,8.6,0.0,66.2,2004
'212802,222,40.5,57.2,26.1,16.7,32.4,2004
'212803,88,27.3,100.0,10.2,0.0,62.5,2004
'212901,896,23.4,55.9,3.5,1.1,71.7,2004
'212902,1561,5.0,33.2,3.8,1.0,90.4,2004
'212903,3100,8.5,32.5,6.6,2.3,83.1,2004
'212904,1020,17.6,42.4,6.0,1.3,75.7,2004
'212905,17273,34.0,55.0,31.6,16.5,33.0,2004
'212906,4091,9.4,26.7,5.2,1.8,83.6,2004
'212909,3042,26.9,51.0,23.0,8.8,49.4,2004
'212910,992,20.3,42.8,9.6,3.5,69.3,2004
'213801,125,0.8,48.8,13.6,0.0,84.8,2004
'213901,1595,0.2,41.7,20.4,6.6,78.0,2004
'214901,9469,0.0,84.5,99.6,50.5,0.2,2004
'214902,254,0.0,81.1,95.3,16.1,4.7,2004
'214903,6222,0.0,89.2,99.8,46.9,0.2,2004
'215901,1596,2.4,56.4,27.6,7.3,69.0,2004
'216901,272,0.0,33.5,39.3,1.5,60.7,2004
'217901,235,5.5,37.4,15.7,0.4,78.7,2004
'218901,920,0.1,42.5,63.2,12.6,36.7,2004
'219901,215,0.5,53.5,14.9,4.7,83.3,2004
'219903,1123,7.7,66.5,54.3,5.3,37.7,2004
'219905,243,6.6,70.0,67.1,4.5,26.3,2004
'220801,301,7.6,1.7,5.6,0.0,83.7,2004
'220802,249,17.3,18.9,9.2,4.0,65.5,2004
'220803,124,0.8,61.3,20.2,1.6,77.4,2004
'220804,712,39.6,75.7,48.9,12.5,11.4,2004
'220806,238,94.5,60.5,4.6,0.0,0.8,2004
'220807,116,49.1,44.8,27.6,1.7,22.4,2004
'220808,356,94.9,37.9,3.1,0.0,1.1,2004
'220809,321,11.8,19.6,10.9,0.6,76.0,2004
'220810,197,0.0,0.0,5.1,0.0,92.4,2004
'220811,200,64.5,91.0,25.0,8.0,8.5,2004
'220812,53,15.1,47.2,13.2,0.0,67.9,2004
'220901,62343,22.7,46.2,30.5,16.3,39.5,2004
'220902,22449,6.1,37.0,22.3,8.2,65.4,2004
'220904,3832,51.4,0.1,32.5,14.1,14.7,2004
'220905,80223,28.1,69.4,52.2,26.6,17.7,2004
'220906,13742,3.2,9.8,10.5,4.4,80.0,2004
'220907,21731,5.1,11.5,11.3,3.2,77.3,2004
'220908,20967,19.4,24.2,15.8,6.0,59.9,2004
'220909,118,13.6,95.8,19.5,10.2,61.9,2004
'220910,2390,7.1,77.6,45.7,12.8,45.3,2004
'220912,11813,27.4,28.7,17.0,5.1,50.6,2004
'220914,2932,12.7,20.5,14.5,3.2,69.9,2004
'220915,5874,0.7,31.4,8.3,1.1,89.4,2004
'220916,19482,11.9,38.0,18.3,9.9,59.5,2004
'220917,3227,1.9,60.6,51.8,17.9,45.4,2004
'220918,8480,3.8,21.6,22.6,4.2,68.3,2004
'220919,7265,1.9,1.5,3.8,0.1,90.2,2004
'220920,4802,7.2,40.3,21.8,4.2,67.7,2004
'221801,193,7.3,36.8,27.5,0.5,64.8,2004
'221901,16998,12.7,55.4,31.5,2.3,54.1,2004
'221904,1368,2.8,52.0,16.8,2.1,80.0,2004
'221905,147,3.4,50.3,21.1,5.4,75.5,2004
'221911,1026,0.9,31.2,6.9,0.6,91.8,2004
'221912,2785,2.9,9.4,7.0,0.2,87.7,2004
'222901,164,0.0,55.5,57.9,5.5,38.4,2004
'223901,1941,4.7,66.7,63.2,5.3,31.4,2004
'223902,288,0.0,71.9,61.8,9.7,38.2,2004
'223904,246,1.2,54.9,41.1,7.3,57.7,2004
'224901,198,0.0,41.4,8.6,0.5,91.4,2004
'224902,121,0.0,51.2,9.1,0.8,90.9,2004
'225902,5045,15.3,70.2,52.6,34.6,31.2,2004
'225905,143,0.0,73.4,58.7,42.7,41.3,2004
'225906,834,3.8,33.9,20.1,7.9,73.9,2004
'225907,387,0.8,43.4,36.2,25.1,61.8,2004
'226901,353,1.4,32.6,21.0,2.0,76.8,2004
'226903,15094,6.3,51.7,48.1,5.3,44.3,2004
'226905,315,1.9,36.2,19.4,0.3,77.1,2004
'226906,940,0.5,23.9,18.0,1.8,81.3,2004
'226907,1222,1.6,54.3,27.6,3.1,70.7,2004
'226908,306,1.3,62.1,44.1,11.1,53.3,2004
'227801,428,19.6,45.1,52.1,2.6,28.0,2004
'227802,377,91.0,61.5,7.2,0.5,1.9,2004
'227803,131,19.1,34.4,20.6,0.0,58.8,2004
'227804,411,14.6,24.3,18.7,0.7,63.7,2004
'227805,125,88.8,35.2,8.0,0.0,3.2,2004
'227806,648,22.5,86.9,23.5,0.9,53.1,2004
'227811,186,87.6,60.2,7.0,0.0,5.4,2004
'227812,70,71.4,75.7,15.7,0.0,12.9,2004
'227814,191,4.7,0.0,13.6,0.0,72.3,2004
'227816,154,26.6,45.5,38.3,3.2,31.8,2004
'227817,130,23.8,50.0,34.6,0.0,40.0,2004
'227818,179,36.3,67.0,55.3,0.6,8.4,2004
'227819,113,26.5,69.9,65.5,2.7,7.1,2004
'227901,78172,13.6,55.6,53.1,21.8,30.3,2004
'227904,16544,21.0,34.9,29.7,10.3,40.6,2004
'227907,3223,21.7,62.0,49.9,19.2,26.6,2004
'227909,7085,0.6,1.4,5.4,1.8,86.9,2004
'227910,7652,14.9,71.6,69.0,20.0,14.3,2004
'227912,1094,1.1,15.8,15.3,4.8,82.1,2004
'227913,4798,1.0,10.3,12.6,4.5,83.6,2004
'228901,709,13.0,50.9,4.2,1.4,82.4,2004
'228903,1182,21.9,70.4,9.8,4.6,67.4,2004
'228904,167,0.0,56.3,1.8,0.0,97.0,2004
'228905,230,18.7,50.4,1.7,0.0,79.6,2004
'229901,599,1.7,47.4,1.2,0.0,97.0,2004
'229903,1338,31.2,60.5,2.7,0.9,62.6,2004
'229904,1097,2.6,43.2,2.5,0.0,94.2,2004
'229905,465,0.9,46.7,0.6,0.0,97.6,2004
'229906,168,16.1,29.8,3.6,0.0,80.4,2004
'230901,705,15.6,56.2,4.4,2.7,79.7,2004
'230902,2270,19.4,51.2,7.2,3.7,72.2,2004
'230903,817,10.3,55.3,9.5,1.7,79.9,2004
'230904,349,23.5,54.7,6.0,1.1,69.9,2004
'230905,1003,0.2,39.8,11.1,0.2,87.5,2004
'230906,842,8.7,27.2,2.0,0.7,88.8,2004
'230908,712,1.1,43.8,3.7,0.3,93.7,2004
'231901,462,1.1,60.2,57.6,5.4,40.7,2004
'231902,244,2.0,54.1,39.3,9.4,58.2,2004
'232801,138,0.0,79.7,92.0,8.7,8.0,2004
'232901,245,0.8,41.2,42.0,4.9,57.1,2004
'232902,561,1.1,69.5,68.4,7.5,29.2,2004
'232903,5171,0.4,75.5,85.6,9.4,13.5,2004
'232904,199,0.5,45.2,17.6,3.0,81.9,2004
'233801,106,0.0,68.9,84.0,42.5,16.0,2004
'233901,10405,1.2,76.1,89.1,18.3,9.4,2004
'233903,176,2.8,15.9,42.0,0.6,54.0,2004
'234801,55,1.8,18.2,5.5,0.0,90.9,2004
'234902,1793,3.0,29.6,7.0,2.6,88.8,2004
'234903,932,5.0,35.8,6.2,1.5,88.0,2004
'234904,1258,0.7,43.3,18.9,6.4,80.0,2004
'234905,491,1.0,46.2,14.7,6.9,83.3,2004
'234906,2165,3.8,43.1,10.2,6.1,85.2,2004
'234907,2706,7.1,48.5,10.2,3.5,82.1,2004
'234909,448,1.8,62.9,6.0,2.0,92.2,2004
'235801,145,33.1,57.9,42.8,0.0,22.8,2004
'235901,984,4.9,76.3,76.1,12.4,18.9,2004
'235902,14316,8.4,53.0,53.0,3.0,37.4,2004
'235904,88,4.5,36.4,17.0,0.0,78.4,2004
'236801,180,25.6,100.0,44.4,0.0,28.9,2004
'236901,881,25.9,46.9,6.2,0.9,67.7,2004
'236902,6687,28.9,53.7,19.5,6.7,50.1,2004
'237902,1426,34.6,66.1,37.2,10.3,27.9,2004
'237904,4812,16.5,46.7,28.3,12.9,53.6,2004
'237905,1682,30.3,73.0,51.0,15.5,18.1,2004
'238902,1954,7.2,47.8,48.7,4.0,43.6,2004
'238904,109,0.0,56.9,60.6,6.4,39.4,2004
'239901,4766,27.9,44.3,16.2,6.4,54.4,2004
'239903,387,28.2,47.0,8.5,1.3,63.0,2004
'240801,313,0.0,78.6,97.4,9.6,2.2,2004
'240802,132,0.8,92.4,97.0,79.5,2.3,2004
'240901,24359,0.1,95.6,99.2,63.2,0.6,2004
'240902,45,0.0,100.0,100.0,71.1,0.0,2004
'240903,32200,0.2,73.4,97.2,45.3,2.1,2004
'240904,333,0.0,60.1,95.8,3.6,4.2,2004
'241901,953,17.8,50.4,40.4,5.6,41.6,2004
'241902,884,9.4,33.0,26.6,5.3,63.7,2004
'241903,3481,14.4,60.4,49.8,7.6,35.7,2004
'241904,2507,29.3,60.2,40.4,6.0,29.4,2004
'241906,499,4.8,50.7,41.5,8.8,53.5,2004
'242902,358,14.0,48.9,11.2,1.4,72.3,2004
'242903,300,0.0,51.7,39.3,12.3,60.0,2004
'242905,80,2.5,68.8,30.0,11.3,67.5,2004
'242906,155,0.0,43.9,1.3,0.0,90.3,2004
'243801,173,5.8,50.3,7.5,0.0,83.8,2004
'243901,3619,7.6,36.5,7.8,0.6,80.8,2004
'243902,622,9.3,53.2,15.0,0.5,74.4,2004
'243903,1813,0.1,30.7,4.3,0.1,93.4,2004
'243905,15035,17.5,50.9,22.3,4.3,56.7,2004
'243906,1080,10.8,52.6,15.4,1.1,68.9,2004
'244901,129,1.6,55.8,38.0,0.8,54.3,2004
'244903,2340,10.0,55.9,35.7,4.3,53.2,2004
'244905,183,5.5,44.3,29.0,2.2,63.9,2004
'245801,160,0.6,98.1,99.4,0.0,0.0,2004
'245901,322,0.0,87.6,97.2,30.1,2.8,2004
'245902,1473,0.3,81.3,96.5,15.6,3.1,2004
'245903,2499,0.2,91.3,96.4,13.2,3.1,2004
'245904,248,0.0,86.3,82.3,12.9,17.7,2004
'246902,1047,1.5,47.0,19.4,4.6,77.6,2004
'246904,8645,3.8,32.9,27.4,6.8,67.8,2004
'246905,457,3.7,47.3,33.3,9.8,61.9,2004
'246906,1980,9.0,28.4,27.7,5.6,62.0,2004
'246907,673,1.6,45.6,37.0,12.5,60.3,2004
'246908,1794,1.2,26.3,15.4,4.3,82.4,2004
'246909,35493,9.6,20.5,21.1,6.5,60.4,2004
'246911,3011,15.7,57.6,49.6,8.3,34.0,2004
'246912,536,5.4,30.8,24.8,1.5,68.8,2004
'246913,18116,5.0,19.8,17.2,4.0,74.0,2004
'246914,133,0.0,30.1,24.8,6.0,74.4,2004
'247901,3566,2.0,51.6,57.8,3.9,39.7,2004
'247903,2414,1.2,27.8,19.8,3.1,78.6,2004
'247904,729,0.8,36.6,45.8,2.7,53.4,2004
'247906,755,2.1,45.8,39.3,1.3,58.4,2004
'248901,1259,1.7,58.1,65.8,12.5,32.1,2004
'248902,308,1.0,41.9,27.3,2.3,70.5,2004
'249901,669,0.9,33.2,9.1,3.6,87.7,2004
'249902,1013,0.9,33.8,10.8,2.3,86.6,2004
'249903,2226,0.5,37.2,27.2,8.4,71.6,2004
'249904,687,0.6,37.3,7.3,3.8,91.8,2004
'249905,2844,1.7,33.0,25.5,11.4,71.2,2004
'249906,959,0.8,27.3,7.3,1.9,90.7,2004
'249908,296,0.0,35.8,10.1,4.1,88.9,2004
'250902,743,16.7,46.6,2.3,0.8,81.0,2004
'250903,1601,10.1,53.6,19.9,7.4,69.4,2004
'250904,1170,5.4,37.1,11.3,4.8,83.2,2004
'250905,382,0.0,43.5,20.2,3.9,79.3,2004
'250906,792,0.6,45.6,7.6,3.5,91.4,2004
'250907,1475,4.1,41.6,8.4,4.5,86.3,2004
'251901,1288,1.0,58.2,62.3,13.8,36.1,2004
'251902,451,1.1,66.3,59.2,22.2,39.7,2004
'252901,2419,1.2,41.6,18.2,5.6,79.7,2004
'252902,183,0.0,55.7,12.0,4.9,87.4,2004
'252903,737,3.4,50.6,19.0,4.1,76.5,2004
'253901,3143,0.1,79.0,97.6,38.1,2.2,2004
'254901,1978,1.0,85.2,98.0,18.7,1.0,2004
'254902,476,0.4,88.4,93.3,18.9,6.3,2004
'1,4311502,14.3,52.8,43.8,15.3,38.7,2004
'001902,584,11.1,33.0,3.8,0.2,84.1,2005
'001903,1267,7.7,48.6,5.5,0.7,86.5,2005
'001904,784,15.7,48.9,5.5,2.2,78.4,2005
'001906,311,13.2,37.9,2.6,0.0,83.3,2005
'001907,3329,30.3,66.1,28.7,8.2,39.8,2005
'001908,1754,17.0,44.2,10.9,2.2,71.2,2005
'001909,380,2.4,53.4,5.0,0.3,92.4,2005
'002901,2860,1.6,47.8,57.4,9.3,40.2,2005
'003801,206,22.8,55.3,4.4,0.5,70.4,2005
'003902,2355,4.1,55.9,21.2,6.4,73.9,2005
'003903,8467,31.3,60.8,28.2,12.8,39.6,2005
'003904,1652,3.5,46.1,3.1,1.3,93.2,2005
'003905,1915,13.6,69.6,46.5,20.4,39.4,2005
'003906,467,0.0,56.7,1.5,0.0,98.3,2005
'003907,1678,3.5,42.1,12.2,3.6,83.3,2005
'004901,3337,2.5,58.3,33.8,4.6,59.8,2005
'005901,538,1.1,27.0,3.9,0.9,95.0,2005
'005902,868,0.8,25.2,3.2,0.0,95.4,2005
'005903,66,4.5,78.8,13.6,0.0,81.8,2005
'005904,503,0.0,46.1,22.1,11.9,77.9,2005
'006902,373,1.3,48.5,7.0,1.6,90.3,2005
'007901,514,0.0,74.3,83.9,5.4,16.1,2005
'007902,1273,0.5,60.7,58.2,3.8,40.5,2005
'007904,1528,0.3,67.7,72.4,8.2,27.0,2005
'007905,3502,0.7,62.2,64.8,2.7,34.1,2005
'007906,1731,0.6,74.4,83.8,6.4,15.4,2005
'008901,2200,14.0,33.7,17.9,7.3,67.6,2005
'008902,2506,14.2,48.0,35.1,9.7,49.8,2005
'008903,820,15.1,42.3,38.9,9.0,45.7,2005
'009901,1527,1.1,73.9,69.2,14.4,29.5,2005
'010901,357,3.4,47.3,15.4,4.5,80.1,2005
'010902,2626,0.9,44.1,21.0,3.2,76.9,2005
'011901,7730,10.0,52.5,36.1,9.9,52.7,2005
'011902,3190,14.6,56.9,45.7,16.3,39.0,2005
'011904,1845,10.7,49.8,18.8,3.3,69.9,2005
'011905,249,1.2,47.4,32.9,14.5,64.3,2005
'012901,620,5.8,41.0,14.8,1.8,78.9,2005
'013801,223,4.5,80.3,72.6,0.0,20.2,2005
'013901,3707,2.7,70.4,76.8,2.2,19.7,2005
'013902,155,2.6,56.8,55.5,4.5,41.3,2005
'013903,380,1.1,68.4,52.4,1.8,46.3,2005
'013905,698,2.1,67.5,62.8,5.0,35.1,2005
'014801,153,32.7,51.0,22.2,0.0,38.6,2005
'014802,99,47.5,52.5,20.2,0.0,31.3,2005
'014803,123,36.6,77.2,25.2,0.0,38.2,2005
'014804,60,11.7,100.0,28.3,0.0,58.3,2005
'014901,912,1.3,27.4,14.8,0.8,83.1,2005
'014902,449,13.8,69.7,54.1,9.4,31.4,2005
'014903,7137,6.0,44.9,27.2,6.4,65.0,2005
'014905,510,5.5,49.8,21.0,3.7,72.7,2005
'014906,33242,40.0,49.4,19.4,6.3,35.4,2005
'014907,862,2.0,41.6,19.4,4.4,78.2,2005
'014908,1148,0.9,23.9,16.3,4.8,81.2,2005
'014909,8105,29.3,55.9,29.8,7.3,39.2,2005
'014910,1244,1.5,37.8,20.7,1.0,76.6,2005
'015801,361,1.9,56.0,81.2,0.6,16.3,2005
'015802,376,47.3,71.8,42.6,0.0,9.3,2005
'015803,219,3.7,88.1,89.5,5.0,6.8,2005
'015805,630,2.9,81.3,94.1,9.2,3.0,2005
'015806,1481,33.2,79.1,58.1,8.6,8.4,2005
'015807,878,23.3,36.7,55.6,0.0,19.9,2005
'015808,494,15.2,80.0,57.7,1.0,26.7,2005
'015809,514,7.4,97.9,89.5,10.9,2.9,2005
'015810,43,37.2,100.0,55.8,0.0,7.0,2005
'015811,121,1.7,92.6,97.5,45.5,0.8,2005
'015812,183,0.0,73.8,96.2,1.6,3.8,2005
'015813,13,53.8,76.9,15.4,0.0,30.8,2005
'015814,309,5.2,79.3,89.3,0.6,5.5,2005
'015815,409,22.2,67.7,58.2,0.0,19.1,2005
'015816,151,4.6,92.1,90.1,2.6,5.3,2005
'015817,386,2.3,59.3,90.9,3.1,6.7,2005
'015818,140,4.3,69.3,83.6,21.4,11.4,2005
'015819,400,52.8,90.3,36.8,5.0,10.0,2005
'015820,193,3.1,22.3,68.4,0.0,28.5,2005
'015822,453,10.2,74.6,77.0,1.8,12.6,2005
'015823,70,2.9,68.6,94.3,0.0,2.9,2005
'015824,145,6.2,65.5,78.6,15.9,14.5,2005
'015825,176,80.1,61.9,12.5,0.0,7.4,2005
'015826,148,2.0,79.7,93.9,13.5,4.1,2005
'015901,4374,1.7,17.1,29.1,5.1,67.4,2005
'015904,14144,0.4,87.9,95.1,15.3,4.3,2005
'015905,12571,1.1,94.3,97.5,21.4,1.2,2005
'015906,1063,22.2,15.1,14.7,0.2,59.5,2005
'015907,56580,8.8,92.9,87.5,16.7,3.3,2005
'015908,9723,1.5,89.8,95.6,17.5,2.6,2005
'015909,3445,1.6,77.2,81.9,8.9,16.2,2005
'015910,57265,9.3,37.2,43.3,5.0,44.0,2005
'015911,7879,10.7,56.6,53.8,4.1,34.8,2005
'015912,9702,3.1,80.4,88.0,13.2,8.4,2005
'015913,933,21.3,42.0,18.8,2.3,53.6,2005
'015914,1172,33.4,38.1,19.7,3.0,42.2,2005
'015915,74013,7.4,47.9,60.1,6.3,29.5,2005
'015916,18110,26.2,53.3,43.8,4.6,27.0,2005
'015917,4841,1.5,79.6,82.0,10.7,15.5,2005
'016901,697,0.3,25.1,19.4,6.0,78.5,2005
'016902,965,1.9,47.5,27.0,5.0,70.9,2005
'017901,168,0.0,35.1,15.5,1.2,75.6,2005
'018901,1169,2.9,42.4,24.0,7.8,72.2,2005
'018902,517,5.8,46.8,27.5,5.6,66.3,2005
'018903,172,4.7,89.5,49.4,10.5,45.9,2005
'018904,631,2.7,46.6,17.6,6.0,79.4,2005
'018905,266,2.6,77.1,33.1,10.2,64.3,2005
'018906,146,0.0,58.2,13.7,4.8,84.9,2005
'018907,297,0.3,62.0,8.8,1.7,90.9,2005
'018908,113,0.0,62.8,18.6,2.7,81.4,2005
'019901,897,26.9,53.3,6.9,3.7,65.1,2005
'019902,1086,21.8,51.5,3.4,1.1,73.5,2005
'019903,478,6.3,47.9,1.3,0.2,91.2,2005
'019905,1373,21.8,45.1,2.1,0.2,73.9,2005
'019906,1130,4.9,27.8,1.2,0.2,92.8,2005
'019907,5839,50.9,62.8,5.1,2.0,42.5,2005
'019908,2784,48.4,64.1,2.7,0.5,48.6,2005
'019909,609,0.3,47.8,0.8,0.0,97.7,2005
'019910,143,0.7,60.8,1.4,0.0,97.9,2005
'019911,394,2.0,15.0,2.8,0.0,92.4,2005
'019912,1979,10.4,15.4,3.3,1.7,83.1,2005
'019913,82,0.0,67.1,1.2,3.7,80.5,2005
'019914,116,2.6,47.4,0.0,0.0,97.4,2005
'020901,12528,5.3,49.7,41.0,10.4,51.0,2005
'020902,6497,15.2,44.2,34.3,6.2,49.5,2005
'020904,755,0.1,26.8,20.3,4.5,78.9,2005
'020905,13029,10.1,49.4,39.1,8.5,49.0,2005
'020906,2073,18.5,38.4,15.7,2.2,65.5,2005
'020907,3054,15.5,45.6,20.0,3.4,63.4,2005
'020908,14149,13.5,19.1,22.8,6.3,54.8,2005
'020910,166,0.6,71.1,41.0,0.6,58.4,2005
'021802,114,48.2,35.1,34.2,23.7,17.5,2005
'021803,264,43.6,88.6,40.5,0.0,15.9,2005
'021901,8198,12.1,27.1,13.5,5.2,64.7,2005
'021902,14171,24.5,63.0,39.8,13.4,35.1,2005
'022004,191,0.0,82.2,81.7,51.8,17.3,2005
'022901,1021,1.0,54.3,63.5,8.1,33.8,2005
'022902,67,0.0,61.2,73.1,3.0,26.9,2005
'022903,20,10.0,15.0,25.0,5.0,65.0,2005
'023902,208,1.4,46.6,28.4,8.2,70.2,2005
'024801,57,0.0,78.9,91.2,10.5,8.8,2005
'024901,1643,0.1,94.0,95.9,4.5,3.9,2005
'025901,1147,7.9,51.1,14.6,1.1,77.2,2005
'025902,3540,6.8,59.3,33.7,2.6,58.9,2005
'025904,238,2.9,74.4,26.5,5.0,70.6,2005
'025905,270,1.1,56.3,9.3,0.7,88.9,2005
'025906,197,0.5,57.9,8.1,0.5,90.9,2005
'025908,227,4.0,59.0,17.2,0.0,78.4,2005
'025909,1287,1.1,3.8,15.1,1.7,82.2,2005
'026901,1921,13.1,46.4,24.1,6.9,62.3,2005
'026902,649,25.7,57.0,17.3,2.0,56.7,2005
'026903,522,34.1,62.5,21.6,5.0,43.9,2005
'027903,3030,1.4,43.3,19.3,3.8,78.2,2005
'027904,3845,2.1,48.7,31.6,10.2,65.0,2005
'028902,4492,7.9,55.4,53.7,4.8,37.8,2005
'028903,1559,9.2,63.8,50.9,8.8,39.4,2005
'028906,200,7.5,72.0,43.5,3.0,49.0,2005
'029901,4246,2.5,56.9,55.3,7.2,38.3,2005
'030901,376,0.0,47.9,7.4,0.8,91.8,2005
'030902,1478,1.5,41.7,8.1,0.7,89.0,2005
'030903,329,0.9,44.1,17.0,0.6,80.9,2005
'030906,494,0.8,49.0,11.1,1.6,88.1,2005
'031802,163,0.0,71.2,93.9,82.8,6.1,2005
'031901,46796,0.1,93.4,97.8,51.4,1.7,2005
'031903,17341,0.8,72.8,88.3,13.4,10.2,2005
'031905,2928,0.2,79.4,90.5,13.7,8.9,2005
'031906,8047,0.3,86.2,93.9,26.8,5.3,2005
'031909,2487,0.5,88.6,84.3,28.4,15.0,2005
'031911,2202,0.4,82.2,95.5,13.3,4.0,2005
'031912,10233,0.2,82.8,97.9,25.2,1.7,2005
'031913,630,0.2,97.6,99.2,38.4,0.6,2005
'031914,1217,0.0,96.5,97.5,23.3,2.5,2005
'031916,2120,0.9,53.1,76.5,3.4,15.0,2005
'032902,2399,21.2,64.2,28.0,13.3,50.1,2005
'033901,114,0.0,50.9,7.0,0.0,92.1,2005
'033902,701,1.0,25.7,10.3,1.3,87.4,2005
'033904,417,0.7,36.9,4.1,0.0,94.0,2005
'034901,1938,34.1,58.3,3.0,0.9,62.5,2005
'034902,149,20.8,73.2,6.0,0.0,71.8,2005
'034903,952,14.9,56.4,5.7,1.8,78.5,2005
'034905,896,24.9,53.2,2.6,1.6,72.0,2005
'034906,444,3.6,28.4,2.0,0.0,93.9,2005
'034907,1078,19.9,52.6,2.0,0.2,76.4,2005
'034908,54,35.2,79.6,0.0,0.0,64.8,2005
'034909,253,2.8,44.7,3.6,0.0,93.3,2005
'035901,1181,2.3,79.3,78.8,14.1,18.5,2005
'035902,335,2.7,80.9,86.0,11.0,11.3,2005
'035903,220,0.0,15.5,5.5,2.7,89.1,2005
'036901,1467,20.4,48.5,21.7,8.7,56.9,2005
'036902,3255,2.9,18.9,13.2,2.5,82.9,2005
'036903,1187,12.6,46.3,19.7,9.4,66.8,2005
'037901,669,34.4,72.2,21.1,14.3,44.2,2005
'037904,4929,21.6,69.9,34.1,18.5,43.5,2005
'037907,1889,14.9,54.0,10.6,3.7,73.9,2005
'037908,432,4.4,89.4,73.8,45.4,21.8,2005
'037909,329,13.4,56.8,8.5,2.4,78.1,2005
'038901,1112,8.3,51.9,32.8,2.9,57.1,2005
'039901,108,0.0,64.8,6.5,3.7,91.7,2005
'039902,1032,1.6,28.9,3.5,0.2,93.3,2005
'039903,512,0.6,45.3,6.6,0.8,89.5,2005
'039904,174,0.0,29.3,0.0,0.0,100.0,2005
'039905,141,0.0,34.8,6.4,0.0,93.6,2005
'040901,547,9.0,82.4,67.5,15.2,23.6,2005
'040902,355,2.0,49.6,30.4,5.9,66.2,2005
'041901,525,13.0,64.8,28.8,3.6,58.1,2005
'041902,276,0.7,51.4,31.2,3.6,67.0,2005
'042901,995,3.8,57.8,21.4,1.6,74.1,2005
'042903,294,6.5,68.0,31.3,1.4,60.9,2005
'042905,194,0.5,55.7,14.9,4.1,84.5,2005
'042906,103,3.9,71.8,17.5,0.0,78.6,2005
'043901,14723,9.0,10.3,10.5,5.1,73.1,2005
'043902,1224,3.7,33.7,19.6,7.7,76.6,2005
'043903,1400,3.8,26.7,19.2,4.9,75.9,2005
'043904,1470,6.7,38.4,21.2,7.7,70.8,2005
'043905,16121,8.9,10.4,12.9,5.0,69.6,2005
'043907,17857,9.6,21.8,21.3,8.9,66.3,2005
'043908,649,1.2,27.1,21.6,5.7,75.3,2005
'043910,52113,9.3,16.6,14.1,11.5,59.7,2005
'043911,2352,1.5,42.9,23.4,8.0,73.7,2005
'043912,1599,3.7,12.5,16.4,6.6,78.9,2005
'043914,7826,10.5,21.3,17.5,7.2,67.6,2005
'043917,659,1.4,26.7,8.0,2.1,89.8,2005
'043918,1422,2.6,27.9,13.9,2.4,82.4,2005
'043919,1116,2.0,3.5,5.6,1.4,87.5,2005
'044902,535,6.7,62.4,37.2,9.5,56.1,2005
'044904,132,4.5,59.1,25.8,0.0,66.7,2005
'045902,1542,15.5,42.2,22.3,6.5,61.7,2005
'045903,1396,22.6,65.9,43.1,8.2,34.1,2005
'045905,616,18.2,43.5,22.6,7.6,58.6,2005
'046801,112,3.6,75.0,65.2,0.0,31.3,2005
'046802,226,29.6,100.0,28.3,0.0,42.0,2005
'046901,6431,1.7,38.9,43.6,7.4,53.9,2005
