DISTRICT,DPSTEXPA,DPSTKIDR,DPSTTENA,DPSTTOSA,YEAR
'174911,13.8333,11.985,9.8,38575.25,2006
'175902,13.6111,13.1971,7.3125,37828.56,2006
'175903,12.3782,15.264000000000001,7.9333,39449.65,2006
'175904,13.3333,12.9442,6.7222,36576.89,2006
'175905,15.2958,10.6076,11.338,37634.46,2006
'175907,13.1,11.6297,8.25,35987.61,2006
'175910,11.4335,12.8879,5.1556,35371.8,2006
'175911,9.8399,13.1682,4.4839,35129.24,2006
'176901,14.2378,9.329,7.9231,39902.27,2006
'176902,11.2202,11.1832,7.0602,35139.93,2006
'176903,13.6541,11.0901,9.7368,39507.16,2006
'177901,16.4639,12.7355,12.6418,38734.66,2006
'177902,14.1036,12.1199,10.3897,36613.61,2006
'177903,10.0556,7.2776,7.4444,32429.8,2006
'177905,9.9512,9.9289,6.1707,33084.59,2006
'178801,3.4615,30.7707,1.9538,30709.63,2006
'178802,6.0742,12.9209,1.0767,29086.39,2006
'178804,10.4272,14.0773,1.4469,32264.89,2006
'178807,5.0,19.0,0.0,36666.67,2006
'178901,12.1034,12.8938,4.1379,39170.97,2006
'178902,11.9786,13.4576,8.7978,38565.81,2006
'178903,14.397,15.6055,8.5666,41365.01,2006
'178904,13.0889,16.4037,9.7466,44084.97,2006
'178905,9.1191,12.1194,3.6626,36561.04,2006
'178906,10.8781,11.7709,6.4383,39603.07,2006
'178908,13.3922,12.03,8.9532,40787.32,2006
'178909,13.3193,13.84,9.4059,38134.27,2006
'178912,12.2625,15.0426,6.7255,40797.33,2006
'178913,12.9385,13.3954,8.0829,41305.09,2006
'178914,12.1911,16.2512,7.3106,40118.3,2006
'178915,11.0958,13.9903,7.4301,39030.77,2006
'179901,14.3114,13.3049,10.4839,38195.72,2006
'180901,13.3131,5.5475,6.2734,41607.21,2006
'180902,14.25,9.6544,11.0938,35869.95,2006
'180903,15.5333,9.5508,5.8667,39508.47,2006
'180904,9.5556,10.1114,5.5556,32671.17,2006
'181901,13.3797,13.9431,9.6785,37150.26,2006
'181905,12.9462,13.8345,8.2462,38375.02,2006
'181906,14.5164,13.8952,10.1732,39141.24,2006
'181907,13.3997,13.7644,10.8997,38011.83,2006
'181908,10.8923,14.2359,7.0118,36444.54,2006
'182901,14.35,10.4409,9.6,36607.4,2006
'182902,14.0909,10.0612,9.2727,37542.83,2006
'182903,11.8233,13.8835,7.44,38547.76,2006
'182904,15.5682,12.4746,6.5909,38091.2,2006
'182905,15.3158,9.7399,10.7895,38228.89,2006
'182906,15.0833,7.0016,6.6667,37675.65,2006
'183801,6.8182,30.3675,1.1818,30411.94,2006
'183901,12.3636,13.9891,7.2386,36830.51,2006
'183902,15.4583,14.4237,11.3209,41637.94,2006
'183904,11.875,13.0413,8.8333,36705.87,2006
'184901,11.2895,11.1578,4.3032,37021.55,2006
'184902,10.8783,14.5512,6.334,36389.45,2006
'184903,11.2526,15.5613,6.4326,41557.6,2006
'184904,9.9759,12.079,5.2289,36961.47,2006
'184907,12.5401,15.2578,6.1429,40849.79,2006
'184908,14.1126,13.1269,8.4283,39868.96,2006
'184909,13.440999999999999,12.0068,6.4246,37335.71,2006
'184911,13.0231,11.7358,6.896,38008.53,2006
'185901,13.4107,11.3193,5.9359,35314.9,2006
'185902,12.1917,11.5357,7.374,36175.62,2006
'185903,12.5528,11.3503,8.4228,38166.9,2006
'185904,10.5946,7.3182,6.6486,33234.62,2006
'186901,13.935,7.8823,5.2034,40663.12,2006
'186902,14.9096,13.4796,10.7108,40967.69,2006
'186903,15.8361,11.5792,6.8525,45224.24,2006
'187901,16.0,13.2229,9.7222,39939.99,2006
'187903,15.4462,12.8438,7.7538,35418.66,2006
'187904,11.4594,11.7419,7.5394,35906.15,2006
'187906,13.5769,11.5002,6.8846,34461.92,2006
'187907,11.9538,15.6173,6.6289,38496.28,2006
'187910,11.0,13.6485,4.0299,36441.41,2006
'188801,7.0,24.9077,1.8182,45002.98,2006
'188901,12.1247,14.139000000000001,9.1235,40467.8,2006
'188902,10.9024,13.2464,5.4016,35088.36,2006
'188903,8.8421,12.8451,3.9342,38160.54,2006
'188904,11.8057,11.6521,5.6377,39666.53,2006
'189901,11.2114,10.6771,5.4569,35445.25,2006
'189902,9.2999,13.177999999999999,6.3126,32876.75,2006
'190903,15.2483,11.8236,7.9103,37076.59,2006
'191901,11.8781,15.8679,7.6582,39310.48,2006
'192901,14.8077,10.3804,9.8718,40727.43,2006
'193801,8.6984,6.0872,0.3852,35986.0,2006
'193902,12.2963,9.0,5.5185,35899.46,2006
'194902,13.1702,12.4851,10.7234,35279.01,2006
'194903,15.4535,12.6022,10.6366,38182.68,2006
'194904,14.0422,9.4237,9.4081,36073.01,2006
'194905,3.92,11.2952,2.5,34043.26,2006
'195901,14.9224,13.6766,11.4534,39366.69,2006
'195902,8.619,8.1034,5.7143,32430.09,2006
'196901,14.8148,9.3045,9.5185,39503.01,2006
'196902,14.5225,11.3322,10.6216,37746.7,2006
'196903,15.8176,10.1995,9.6076,41129.78,2006
'197902,16.022000000000002,7.3357,8.4286,37495.94,2006
'198901,15.6517,11.1376,8.9654,39770.45,2006
'198902,16.1493,10.5785,7.2537,37868.11,2006
'198903,13.8169,11.5397,7.8381,41058.08,2006
'198905,9.6475,12.5315,5.8156,35029.61,2006
'198906,3.1164,14.9168,1.5590000000000002,33559.94,2006
'199901,11.017999999999999,16.7086,4.9039,42293.54,2006
'199902,9.2577,14.2869,5.1102,38986.37,2006
'200901,14.6351,11.2835,8.4512,37880.77,2006
'200902,12.1732,9.9938,6.5385,34761.82,2006
'200904,14.5455,11.9581,10.6212,37954.45,2006
'200906,14.2222,10.3373,10.0,34634.46,2006
'201902,13.7536,14.1804,10.081,37005.02,2006
'201903,10.0233,7.9893,6.1628,34193.96,2006
'201904,10.8551,9.9723,5.2899,34202.65,2006
'201907,13.6967,10.6405,8.4205,35921.6,2006
'201908,9.1031,11.9865,5.2445,35960.97,2006
'201910,13.4307,13.9826,8.402999999999999,38941.55,2006
'201913,14.2826,12.3045,5.1304,37986.12,2006
'201914,13.5506,11.3577,9.236,38270.74,2006
'202903,14.6279,12.2717,9.4535,38673.0,2006
'202905,14.6404,13.161,7.9919,38295.7,2006
'203901,15.5762,11.5365,11.575,37441.21,2006
'203902,10.7368,12.0738,6.0789,34567.38,2006
'204901,10.5729,11.9136,4.8712,35926.15,2006
'204904,10.4457,12.998,5.5484,38077.92,2006
'205901,11.8932,14.1015,6.5103,37000.65,2006
'205902,12.6848,16.2343,7.1602,39907.34,2006
'205903,11.434000000000001,15.0317,6.7358,39454.85,2006
'205904,10.1518,15.5504,6.7312,38270.19,2006
'205905,14.3465,15.1998,9.0355,40271.74,2006
'205906,11.6499,13.6815,8.1505,40418.13,2006
'205907,11.792,11.3091,7.7520000000000024,36482.83,2006
'206901,14.0581,11.3507,9.6872,34765.5,2006
'206902,9.3333,9.3453,6.0476,33412.63,2006
'206903,17.5,7.2451,11.0455,39297.45,2006
'207901,15.5255,10.7218,10.1734,37421.11,2006
'208901,10.9697,9.9386,7.3636,39430.78,2006
'208902,15.3089,13.5631,10.5494,40205.69,2006
'208903,8.609,16.2954,5.3826,37421.86,2006
'209901,14.357000000000001,12.5318,9.1394,36751.91,2006
'209902,5.9231,6.3613,3.7692,34645.07,2006
'210901,13.0542,13.2435,9.4891,35330.36,2006
'210902,14.8833,11.9837,8.802999999999997,38496.27,2006
'210903,13.8453,13.2067,9.0775,37577.63,2006
'210904,11.9203,10.4385,6.8309,36482.45,2006
'210905,11.0877,12.6456,6.5263,34427.6,2006
'210906,12.0,7.9534,10.25,35691.26,2006
'211901,6.125,15.124,5.625,30777.13,2006
'211902,16.2132,10.7952,10.5399,39178.2,2006
'212801,4.6631,12.8857,2.0709,30959.14,2006
'212802,14.4,20.4,1.6667,29083.87,2006
'212803,6.5385,7.5443,0.0,35893.39,2006
'212901,12.0254,11.5467,7.5003,36210.83,2006
'212902,13.8768,14.2604,7.2181,36720.94,2006
'212903,12.9401,14.0372,7.6204,37047.06,2006
'212904,9.5298,13.9787,5.8333,34356.46,2006
'212905,12.0973,14.2941,8.0384,40246.59,2006
'212906,13.8005,16.275,7.507999999999999,37559.27,2006
'212909,11.7185,13.2783,6.9964,36828.82,2006
'212910,12.0774,12.4273,5.2375,35409.46,2006
'213801,13.210999999999999,22.3929,3.0953,38411.25,2006
'213901,15.6883,12.0161,9.5149,44297.44,2006
'214901,10.0763,13.962,8.1846,39885.12,2006
'214902,19.2,10.3725,14.7143,45075.95,2006
'214903,9.6631,15.3887,8.2671,39162.3,2006
'215901,13.9749,13.7015,7.4136,39436.43,2006
'216901,12.1842,8.6735,7.3158,38275.5,2006
'217901,15.6441,10.0012,9.1864,38901.57,2006
'218901,15.8562,11.4048,10.6426,40448.75,2006
'219901,12.08,9.933,6.08,34250.9,2006
'219903,14.2727,11.0323,10.8517,39202.67,2006
'219905,10.05,8.0629,6.1638,31992.1,2006
'220801,9.9184,12.4858,2.4071,39428.26,2006
'220802,7.143,13.7555,1.7675,35971.1,2006
'220803,3.3768,12.1556,1.2757,25410.81,2006
'220804,3.6471,18.2051,0.7941,34263.89,2006
'220806,10.1,26.5979,2.6,36892.25,2006
'220807,9.5714,22.7143,2.4286,32231.86,2006
'220808,2.037,12.5558,1.2963,29007.3,2006
'220809,4.6243,13.3741,1.5907,35188.83,2006
'220810,5.0949,13.0691,0.6253,42250.35,2006
'220811,10.8462,17.0769,0.0769,31873.08,2006
'220812,4.8824,19.6384,1.1765,36950.55,2006
'220901,11.4363,15.9057,8.2448,45036.27,2006
'220902,11.2379,16.0723,7.7056,46373.1,2006
'220904,8.5368,15.7007,5.7785,43329.06,2006
'220905,10.8266,16.7359,8.1241,44810.3,2006
'220906,11.8712,15.4336,7.4741,44848.99,2006
'220907,9.3783,17.2612,4.82,43081.11,2006
'220908,10.084,16.5179,5.2176,44461.1,2006
'220910,8.3573,13.1516,3.6071,40250.74,2006
'220912,10.1422,18.2282,5.5229,42962.61,2006
'220914,10.4148,15.6638,6.6837,40867.18,2006
'220915,12.8775,14.9767,8.4997,41014.97,2006
'220916,12.2445,15.7893,7.756,46679.73,2006
'220917,6.3916,16.2388,3.4344,38159.38,2006
'220918,10.9456,16.7729,5.8988,45057.51,2006
'220919,11.190999999999999,15.4967,5.1983,43031.49,2006
'220920,8.731,14.5389,5.3199,40578.9,2006
'221801,8.5455,18.7273,1.9091,31200.64,2006
'221901,15.2918,12.8819,11.7002,40207.19,2006
'221904,13.9185,10.6096,8.2889,37164.9,2006
'221905,11.8889,9.6959,6.2778,34229.08,2006
'221911,16.2039,12.2519,8.6505,38623.09,2006
'221912,12.5161,16.0877,8.2958,35356.55,2006
'222901,10.4348,6.8769,4.4348,40237.97,2006
'223901,13.290999999999999,11.9605,9.065,38644.89,2006
'223902,10.798,14.3448,6.1111,37327.53,2006
'223904,16.9383,12.0547,6.6625,39641.4,2006
'224901,15.4035,10.7146,9.8947,37887.03,2006
'224902,14.125,6.8192,10.5,36460.2,2006
'225902,11.7855,13.2589,7.5576,37874.05,2006
'225905,6.8571,8.7858,4.2857,33118.95,2006
'225906,8.0634,12.2271,3.7154,34833.16,2006
'225907,9.374,12.5293,6.9356,34282.58,2006
'226901,12.7,12.7542,8.2833,35449.72,2006
'226903,12.1857,15.0077,10.3266,39103.45,2006
'226905,12.1892,9.853,6.973,38073.63,2006
'226906,14.5304,10.1465,10.22,35902.24,2006
'226907,9.4074,12.9513,4.7778,33256.42,2006
'226908,8.9024,11.3891,5.4634,32174.06,2006
'227801,6.1121,19.1949,3.3178,31316.97,2006
'227803,6.8224,14.1118,3.7383,32796.51,2006
'227804,5.5299,12.7209,2.1454,38454.76,2006
'227805,6.1338,11.9388,1.96,34646.85,2006
'227806,5.0412,9.5924,0.2482,4208.27,2006
'227811,6.7229,11.5235,0.9932,33819.95,2006
'227812,5.0,30.1036,0.0,44370.84,2006
'227814,7.7242,15.8653,2.8275,35819.52,2006
'227816,0.9571,13.8289,0.6761,30896.54,2006
'227817,5.6265,9.0133,1.1795,32537.02,2006
'227818,2.7222,20.6105,0.0,35403.72,2006
'227819,9.3128,15.3105,0.8023,42410.87,2006
'227820,2.87,13.8789,0.5836,37589.96,2006
'227821,0.0,10.1833,0.0,30894.15,2006
'227901,11.2908,14.3889,8.1704,40244.58,2006
'227904,11.0272,15.9421,5.6335,41452.49,2006
'227907,7.8229,16.8447,4.2222,38508.91,2006
'227909,14.2542,14.1077,8.2169,43427.66,2006
'227910,9.4212,16.1337,5.1745,41045.13,2006
'227912,11.6198,13.5691,4.9844,39597.16,2006
'227913,11.1949,15.2532,5.2419,41991.26,2006
'228901,11.9688,11.4385,7.7656,35903.78,2006
'228903,11.9752,12.565999999999999,5.8516,36088.17,2006
'228904,11.2041,8.8408,5.2653,34710.08,2006
'228905,10.5926,7.5491,6.7407,33877.46,2006
'229901,10.5806,12.8061,6.1628,34541.48,2006
'229903,12.0495,12.3289,6.6288,37784.58,2006
'229904,11.3541,12.7308,5.9177,36940.04,2006
'229905,11.7349,10.7788,6.7952,36396.46,2006
'229906,13.8333,9.8889,6.0,34477.67,2006
'230901,11.5844,10.8908,6.447,34504.69,2006
'230902,13.6099,12.8692,10.0911,38725.0,2006
'230903,12.4268,12.4103,6.9809,35168.4,2006
'230904,9.6241,11.2213,5.6617,35124.33,2006
'230905,15.1294,12.557,9.8588,38035.9,2006
'230906,13.8439,12.5928,6.2486,38251.92,2006
'230908,16.9097,14.2903,10.4839,37132.98,2006
'231901,11.1,11.1413,4.3833,40278.79,2006
'231902,12.64,9.8665,6.44,41468.99,2006
'232801,2.4025,12.4259,2.065,28376.85,2006
'232901,13.9077,14.7207,10.0928,35418.58,2006
'232902,11.8667,11.9783,6.0333,36922.25,2006
'232903,11.3961,13.5845,7.7494,38438.39,2006
'232904,13.2644,10.5223,5.2586,35956.97,2006
'233801,18.3333,12.6667,3.1667,32807.33,2006
'233901,14.2472,16.6404,12.0824,41078.96,2006
'233903,9.5676,10.3243,4.0811,38345.3,2006
'234801,7.0,7.7121,5.3333,35989.46,2006
'234902,14.2002,14.5435,7.9947,39431.82,2006
'234903,13.3445,13.3871,8.1822,37848.34,2006
'234904,10.8305,14.1009,6.3226,35644.81,2006
'234905,11.074000000000002,11.7139,7.5197,35667.89,2006
'234906,11.6396,14.2459,6.3525,39177.04,2006
'234907,13.3214,15.2271,8.302999999999999,40831.04,2006
'234909,8.566,13.4713,4.8491,33234.27,2006
'235801,2.1305,10.745999999999999,1.1621,28084.74,2006
'235901,10.4412,13.878,4.9305,36978.5,2006
'235902,13.231,14.7186,9.8484,38227.65,2006
'235904,18.8824,11.6872,11.5882,40531.12,2006
'236801,12.0815,10.302999999999999,5.4566,36172.14,2006
'236901,13.9079,12.6949,8.8977,37368.05,2006
'236902,12.2597,15.3244,7.9875,38195.0,2006
'237902,9.9732,12.7094,6.3466,38236.24,2006
'237904,8.6518,15.3158,5.9108,41668.66,2006
'237905,10.5106,13.3478,5.2767,37470.95,2006
'238902,12.4648,14.3857,8.4123,38492.29,2006
'238904,11.2381,5.5896,5.7143,35906.89,2006
'239901,13.102,13.5012,9.2466,39469.6,2006
'239903,14.4242,10.0628,10.1818,38733.12,2006
'240801,5.5484,20.3866,0.7097,29392.61,2006
'240802,10.7143,17.1429,1.1429,31353.71,2006
'240901,12.3364,15.5565,11.8556,43360.72,2006
'240903,8.9733,16.3722,6.6968,41531.48,2006
'240904,17.7527,8.6352,10.1669,53647.27,2006
'241901,11.7067,13.0832,8.0533,37101.11,2006
'241902,14.3652,12.2523,9.0443,39749.67,2006
'241903,15.078,14.1619,10.9708,42039.88,2006
'241904,15.5579,13.2026,11.4007,41202.66,2006
'241906,11.1176,10.9291,6.5686,38488.81,2006
'242902,15.7292,8.4672,10.8542,37558.26,2006
'242903,15.8966,12.7917,10.5517,37618.99,2006
'242905,8.4444,8.8889,4.0,33748.77,2006
'242906,15.9545,7.1253,9.3409,39535.71,2006
'243801,10.6693,15.4912,2.7323,23790.67,2006
'243901,13.8317,13.6717,10.145,37309.09,2006
'243902,11.7755,10.783,8.0877,35078.72,2006
'243903,14.4417,15.2828,10.2175,38788.5,2006
'243905,13.0663,13.8533,10.3815,39903.49,2006
'243906,10.9744,14.198,7.0385,34320.0,2006
'244901,11.5185,9.111,8.1111,34849.85,2006
'244903,15.1948,12.1907,11.1388,37522.04,2006
'244905,14.0526,9.7368,8.4211,35546.06,2006
'245901,13.7236,12.8259,11.6875,41035.18,2006
'245902,11.54,14.2977,7.4264,40132.09,2006
'245903,12.6233,14.0187,8.6194,38682.8,2006
'245904,6.4545,10.8457,3.0606,36717.91,2006
'246902,14.0698,13.2816,6.7481,37252.76,2006
'246904,11.8585,12.7244,6.6365,39225.76,2006
'246905,8.3333,11.4284,4.5238,32150.22,2006
'246906,8.6646,14.6982,3.7531,38616.62,2006
'246907,12.5451,11.0842,6.1862,38026.25,2006
'246908,11.4625,13.3194,5.075,36467.31,2006
'246909,10.7891,14.9494,5.7372,42141.37,2006
'246911,9.9626,14.5664,7.1131,37749.75,2006
'246912,13.2066,13.5793,7.7041,36688.8,2006
'246913,9.9785,14.3601,4.9697,40338.06,2006
'246914,8.6923,7.9229,5.0769,33714.75,2006
'247901,9.8318,14.5912,6.2657,37680.44,2006
'247903,13.2217,15.9577,8.0265,40665.14,2006
'247904,15.047,13.5743,7.4631,39021.39,2006
'247906,11.9278,10.2032,6.1107,36178.1,2006
'248901,11.6356,12.1957,7.8983,38296.14,2006
'248902,13.6039,7.5421,8.4651,43307.27,2006
'249901,13.9928,12.3609,4.9784,38959.98,2006
'249902,11.2264,12.0655,5.5765,38796.33,2006
'249903,12.6205,14.8811,6.6185,38836.05,2006
'249904,13.2399,12.0526,8.7629,39147.34,2006
'249905,12.1256,13.4821,6.5913,38952.56,2006
'249906,12.4183,12.2107,4.29,38592.65,2006
'249908,12.5123,9.6665,4.2655,33025.81,2006
'250902,11.5917,11.3608,6.3489,38921.78,2006
'250903,14.5074,13.9416,7.5882,39462.14,2006
'250904,13.182,13.902999999999999,8.0908,35673.57,2006
'250905,9.1175,12.3205,4.026,35059.53,2006
'250906,10.9927,12.0017,7.2336,35731.35,2006
'250907,13.3123,13.1546,8.9712,37384.31,2006
'251901,12.4853,13.856,9.1528,41798.51,2006
'251902,12.1111,9.5824,7.9206,43317.24,2006
'252901,14.1912,14.277999999999999,9.4884,38248.92,2006
'252902,11.3908,9.2704,6.1264,36805.82,2006
'252903,14.5582,11.2239,9.565,37137.06,2006
'253901,10.0748,16.0793,8.6375,39000.45,2006
'254901,13.472999999999999,14.714,13.3876,37818.9,2006
'254902,15.7857,11.8052,5.9048,44853.69,2006
'1,11.4657,14.9118,7.56107,41744.26,2006
'001902,12.292,11.1088,5.5328,38731.1,2007
'001903,13.021,13.1827,7.1214,38768.75,2007
'001904,14.236,10.936,7.1236,39161.17,2007
'001906,10.9688,12.0332,4.6875,38269.4,2007
'001907,11.6403,13.56,7.0572,37277.77,2007
'001908,14.0454,14.4212,8.3256,38818.27,2007
'001909,12.3721,10.865,7.407,39770.52,2007
'002901,14.6001,13.5409,9.7579,49995.11,2007
'003801,6.8486,14.2679,1.65,33972.86,2007
'003902,13.0809,14.6469,7.9924,40714.25,2007
'003903,13.3568,13.7548,9.8109,41451.73,2007
'003904,13.0943,13.9603,8.5553,39272.23,2007
'003905,12.9178,12.6733,7.772,40671.83,2007
'003906,10.1106,13.2539,6.6558,38815.86,2007
'003907,13.237,13.3765,8.0593,41065.96,2007
'004901,12.967,13.2241,7.2603,41661.23,2007
'005901,12.3714,10.4019,7.483,39165.72,2007
'005902,14.3497,12.8475,7.9018,38599.83,2007
'005904,12.9348,14.3956,9.1304,39922.2,2007
'006902,10.6598,9.1247,7.3841,38540.39,2007
'007901,12.8942,12.9429,7.4519,39458.7,2007
'007902,11.6034,12.5959,6.8578,43435.94,2007
'007904,9.3071,13.7329,5.1447,40361.91,2007
'007905,10.0722,13.3692,6.8784,41312.45,2007
'007906,11.3428,14.037,7.174,39261.65,2007
'008901,13.7852,13.3811,9.222,42226.75,2007
'008902,12.4924,12.6962,7.9373,44337.58,2007
'008903,14.026,11.2915,8.6225,44365.83,2007
'009901,12.2841,12.2205,8.107,39997.39,2007
'010901,12.8587,9.0939,4.0748,38867.75,2007
'010902,12.6218,13.6973,7.057,41808.36,2007
'011901,11.9896,14.8561,7.0619,44929.05,2007
'011902,10.6739,15.4249,6.0959,42536.17,2007
'011904,12.8832,12.7888,6.8467,40760.98,2007
'011905,8.8667,12.0663,5.4,37677.94,2007
'012901,13.8394,11.1453,9.9635,40334.32,2007
'013801,14.1726,15.0192,2.4166,36704.82,2007
'013901,14.6047,15.8668,10.5022,43735.46,2007
'013902,15.0429,11.8548,10.0467,42998.69,2007
'013903,12.775,10.4934,6.275,42026.69,2007
'013905,12.3617,13.3566,4.7107,40903.96,2007
'014801,10.9707,18.0602,3.2001,36233.88,2007
'014802,1.7143,33.2027,1.7143,29757.79,2007
'014803,3.75,22.7506,2.25,27953.93,2007
'014804,4.9881,16.1349,2.3432,47368.03,2007
'014901,15.5926,12.172,9.2593,42082.6,2007
'014902,8.8559,11.3193,3.8559,35609.51,2007
'014903,12.31,15.0276,7.6096,40710.35,2007
'014905,15.6681,12.3931,8.4449,40781.26,2007
'014906,9.7376,14.3276,6.9967,44509.59,2007
'014907,12.3543,12.0418,6.6005,38217.36,2007
'014908,10.234,13.5954,4.0051,40066.67,2007
'014909,11.1694,14.3597,7.3941,41159.98,2007
'014910,12.935,13.4987,8.2875,38217.45,2007
'015801,3.0635,14.9698,0.9289,29616.71,2007
'015802,4.0385,24.4787,1.5385,27851.82,2007
'015803,4.8038,20.9758,1.7022,28539.47,2007
'015805,6.0002,14.6668,2.5341,43036.98,2007
'015806,1.1504,19.9379,1.047,30252.73,2007
'015807,4.6121,21.185,1.6514,36721.84,2007
'015808,4.79,12.6932,2.6271,35857.29,2007
'015809,3.0457,19.4574,0.1549,28077.22,2007
'015811,1.7778,13.7778,0.1111,35571,2007
'015812,1.8082,9.0367,1.8082,34792.63,2007
'015813,19.6,4.6918,2.6,22720.98,2007
'015814,20.1,15.2724,0.9,33687.23,2007
'015815,4.0941,17.8845,2.478,30856.67,2007
'015816,2.3333,14.1111,1.7778,27333.33,2007
'015817,5.5455,19.2025,0.7727,40205.75,2007
'015819,3.4372,15.0048,1.4475,32224.69,2007
'015820,1.3158,12.630999999999998,1,29320.77,2007
'015822,4.8961,11.3049,1.9278,28824.49,2007
'015823,9.2857,6.4756,0.5714,27787.13,2007
'015824,2.4512,15.9766,0.5122,27546.37,2007
'015825,1.4533,7.4801,0.1133,30211.8,2007
'015826,9.1463,15.6107,0.7561,57256.99,2007
'015827,0.3,18.206,0.25,35608.53,2007
'015828,1.5965,14.4489,0.042,30641.47,2007
'015829,0,9.9684,0,34239.31,2007
'015830,2.5882,14.2624,0,39693.56,2007
'015901,14.5495,14.945,7.5936,50229.33,2007
'015904,11.599,14.780999999999999,9.2757,47577.86,2007
'015905,10.5961,15.5727,7.9795,44926.88,2007
'015906,17.2446,12.8156,9.073,51001.94,2007
'015907,13.3022,15.8325,9.9242,49273.31,2007
'015908,11.9128,14.6248,9.8523,46259.01,2007
'015909,8.1966,15.204,4.1779,44469.47,2007
'015910,11.5712,14.9467,7.0637,49378.21,2007
'015911,11.8244,15.2144,7.2215,47233.71,2007
'015912,10.49,15.8443,7.0695,46878.57,2007
'015913,13.3786,11.3183,7.8594,50523.02,2007
'015914,15.5857,12.147,9.4274,50566.39,2007
'015915,11.53,15.6667,7.5485,47092.19,2007
'015916,9.5544,15.6568,6.0118,45300.54,2007
'015917,7.6605,14.7908,4.6171,42390.15,2007
'016901,16.2409,11.533,6.6876,43907.77,2007
'016902,13.3834,11.4523,7.3504,42149.73,2007
'017901,15.05,7.2538,9.2,47835.12,2007
'018901,11.8952,13.126,6.7429,38647.11,2007
'018902,15.2477,13.1321,7.8166,40812.89,2007
'018903,13.5625,8.472000000000001,8,37177.63,2007
'018904,10.6335,12.1055,3.8791,39729.95,2007
'018905,12.275,10.6863,7.375,39116.03,2007
'018906,9.9935,8.3693,7.9312,37399.52,2007
'018907,11.5357,10.1232,4.5714,39019.09,2007
'018908,10.5556,6.2733,4.3333,37568.38,2007
'019901,14.2767,10.5337,9.7984,42239.43,2007
'019902,13.6674,11.6365,8.7496,38771.12,2007
'019903,8.7,12.1091,6.025,37818.04,2007
'019905,14.6919,11.4137,8.8706,40455.6,2007
'019906,12.0093,10.9998,6.5278,39610.11,2007
'019907,11.8566,14.2903,7.0895,38994.85,2007
'019908,12.4262,12.6221,8.5926,39476.39,2007
'019909,10.7101,12.3207,5.9855,37699.9,2007
'019910,11.25,10.9163,7.9167,38080.01,2007
'019911,16.069,16.5419,10.069,41187.33,2007
