DISTRICT,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,YEAR
'117901,7.8,0.6,0.6,1.4,5.1,0.6,0.7,1.3,6.9,2007
'117903,7.1,0,0,2.4,0,0,2.1,5.6,11.8,2007
'117904,6.7,0,0,0,0,0,0,0,5.3,2007
'117907,0,0,0,0,11.1,0,.,.,0,2007
'118902,0,0,0,11.5,0,0,0,0,0,2007
'119901,0,0,0,0,7.1,0,0,0,20,2007
'119902,12.3,1.7,0,1.9,2.3,0,6,1.4,4.3,2007
'119903,0,0,0,0,2.6,0,13.8,3.7,0,2007
'120901,1.3,0,0,0,0,0,0,1.1,0,2007
'120902,11.9,0,0,0,0,0,0,0,10.3,2007
'120905,4.8,3.8,4,0,3,1.5,0,1.4,1.7,2007
'121902,15.8,0,0,22.2,0,0,0,6.7,4,2007
'121903,7.6,2.4,1.9,1.1,1.9,3.6,2.2,1.1,8.7,2007
'121904,6.4,5,5.6,2.2,5.9,0,4.1,1,3.5,2007
'121905,12.6,3.2,3.4,2.3,4,0,1.8,1.1,3.6,2007
'121906,10,0,0,2.9,3.7,0,0,0,0,2007
'122901,0,0,6.3,0,0,0,0,0,0,2007
'122902,0,0,0,0,50,0,0,0,0,2007
'123801,5.6,0,0,0,0,0,0,0,0,2007
'123803,10.5,8.7,9.5,5,5.9,0,0,9.5,8.6,2007
'123804,.,.,.,.,.,.,.,.,.,2007
'123805,0,0,12.5,20,28.6,0,0,0,3.8,2007
'123905,2.5,0.7,0.3,1.3,1,0,0.6,0,3.1,2007
'123907,5.4,5.2,5.7,4.9,2.8,1,1.1,0.5,4.2,2007
'123908,2.5,1.4,0.4,1,1.4,3.4,2.8,1.5,5.2,2007
'123910,5,3.3,2.2,1.2,1.6,1.5,3.8,1.2,3.6,2007
'123913,0,10,0,0,16.7,0,0,0,0,2007
'123914,3.2,0,0.9,2.6,3.6,1.8,1.5,0,0,2007
'124901,14.3,6.5,2.9,1.7,1.6,0,0,1.6,3,2007
'125901,2.8,3.9,3.3,0,9.8,0,2.4,1.8,0.6,2007
'125902,10.8,2.9,5.9,0,0,0,0,2.4,5,2007
'125903,8.9,1.8,1.9,1,0,0,2.7,0.9,1.7,2007
'125905,14.3,6,0,0,0,4.3,10.7,0,0,2007
'125906,0,0,0,0,0,.,.,.,0,2007
'126901,7,4.2,2.8,1,1.6,0,1.3,5.1,1.3,2007
'126902,3.8,2.1,1.4,0.8,0.6,0.8,0.9,1.9,3.6,2007
'126903,6.3,2.6,2.3,1.1,6.3,0.3,0.5,1,0.4,2007
'126904,4.5,2.8,0,4.2,1.4,0,0,1.3,3.5,2007
'126905,3.6,5.2,4.1,1.6,2.9,0.3,0.4,0.7,6.4,2007
'126906,0,4.3,0,2.8,0,0,2.3,0,0,2007
'126907,8.3,1.9,1.8,0,10,0,1.8,1.8,7.3,2007
'126908,7.9,2.8,4.2,2.8,2.2,3.4,2,0,7.7,2007
'126911,3.8,0,0,0,0,1,0,1.1,13,2007
'127901,6,4.4,4,2,0,0,0,0,8.2,2007
'127903,11.9,6.1,0,0,0,0,0,0,0,2007
'127904,13.3,0,0,0,2.2,0,2.4,0,2.3,2007
'127905,0,0,0,0,0,0,0,0,16.7,2007
'127906,2.9,0,0,0,1.9,0,0,0,4.3,2007
'128901,5.1,1.7,0,0,0,0,4.2,0,5.3,2007
'128902,7.1,0,4.2,0,5.6,0,0,0,10.2,2007
'128903,5,4.3,4,20.8,9.1,7.1,0,0,0,2007
'128904,4.5,0,0,0,0,0,0,0,5,2007
'129901,6.3,3.1,3.6,0,7.8,0.7,3.6,0.6,13.7,2007
'129902,1.5,1.5,1.7,1.3,1.3,0.6,0.3,0,2.2,2007
'129903,9.7,3.9,3.3,1,2.4,2.3,0.4,2.1,5.4,2007
'129904,5.6,9,5.2,4.3,0,1.7,4.3,5.6,9.2,2007
'129905,3.7,4.4,0.5,0,0.9,1,3.6,2.1,2.3,2007
'129906,1.6,0.8,4.8,0.4,8.5,1.2,1.8,0.4,1.8,2007
'129910,19.7,6.9,0,0,9.6,0,4.1,0,5.8,2007
'130901,2.2,0.9,0.6,0.3,0.5,0.3,0.3,0.9,5.4,2007
'130902,6,1.4,0,0,0,0,0,3.3,6.3,2007
'131001,0,0,0,0,0,0,.,.,0,2007
'132902,16.7,0,0,0,0,0,0,0,0,2007
'133901,7.1,7.3,0,0,0,2.8,2.7,2.6,0,2007
'133902,0,0,0,0,0,4.3,0,0,0,2007
'133903,5,8.7,1.7,0.4,0.7,0.4,2.1,0.9,17.3,2007
'133904,0,1.2,3.8,0,3.6,1.2,1,1.9,1.6,2007
'133905,0,0,0,0,0,.,.,.,0,2007
'134901,6.1,4.8,4.5,2,4,2.2,4.2,2.9,6.8,2007
'135001,0,0,0,0,0,0,0,0,10,2007
'136901,11.4,3.2,0,5,11.4,0,10,1.9,10.5,2007
'137901,10.3,5,4.7,1.2,4.1,0.5,2.7,4.3,0.4,2007
'137902,2.4,0,2.7,0,0,0,0,0,2.9,2007
'137903,0,0,0,4.5,0,0,0,5.9,8.3,2007
'137904,0,0,0,0,6.3,0,0,0,0,2007
'138902,0,0,0,0,0,0,0,0,4.8,2007
'138903,0,3.7,3.7,0,0,0,0,0,0,2007
'138904,0,0,0,0,0,0,33.3,0,0,2007
'139905,9.4,3.5,0,1.7,2,0,5.2,0,3.3,2007
'139908,0,0,0,0,0,0,0,0,10.5,2007
'139909,6.6,4,1.7,1.6,1.6,1,0.5,0.5,3.5,2007
'139911,3.9,0.6,2.2,1.1,1,0,0.5,0,4,2007
'139912,5,0,0,2.6,0,0,2.9,1.4,1.4,2007
'140901,13.3,0,0,5.9,7.7,0,0,0,0,2007
'140904,13.3,1.1,2.3,1.3,2.4,2.2,1,2.1,1.9,2007
'140905,2.8,8.5,1.9,0,4.9,0,2.2,0,6.4,2007
'140907,7.4,4.5,10.5,9.5,6.9,0,0,0,8.7,2007
'140908,4.2,8,6.5,0,0,0,0,0,4.3,2007
'141901,2.4,1.1,1,2,2,1.1,3.3,0,5.1,2007
'141902,0,0,0,0,4.8,5.9,0,0,0,2007
'142901,12.2,5.6,9.9,1.8,10.8,2.6,1.4,1.2,0.9,2007
'143901,2.1,0,0,5.7,5.2,2.3,2,0,3.5,2007
'143902,0,0,0,0,6.7,4.3,5.9,10.5,8,2007
'143903,0,4.3,0,0,0,2.6,2.6,0,0,2007
'143904,0,11.1,0,0,0,0,0,0,0,2007
'143905,0,0,0,0,0,0,0,0,9.1,2007
'143906,0,0,0,0,0,0,0,0,0,2007
'144901,1.7,0.9,1.5,1,2.3,0.9,0.9,1.6,0.8,2007
'144902,0,4.5,0,0,1.5,1.7,1.3,0,3.7,2007
'144903,18.2,8.3,10,0,25,0,18.2,33.3,11.1,2007
'145901,11.3,4.3,1.8,0,0,0,1.9,0,4.3,2007
'145902,7.9,9.1,0,0,0,0,2.8,4.5,2.1,2007
'145906,7.4,0,0,0,5.7,0,0,0,6.7,2007
'145907,16.7,5.6,4.8,0,0,0,0,0,6.7,2007
'145911,2,0,0,0,0,0,1.9,0,6.4,2007
'146901,11.7,5.9,4.3,0,5.7,2.2,3.9,4.4,10.3,2007
'146902,3.1,5.3,1.6,2,5.7,2.7,12,6.6,3.7,2007
'146903,0,0,0,0,0,0,0,0,0,2007
'146904,7.8,3.9,3.1,3.9,12,4.8,1.1,2,6.4,2007
'146905,16.7,0,0,0,0,0,0,10,0,2007
'146906,8.4,8.8,0.8,4.8,7.9,0.8,0.7,1.3,0.7,2007
'146907,10.3,2.4,4.2,0.9,4.7,6.1,2.7,3.5,1.8,2007
'147901,0,3.4,7.7,13.3,23.1,6.3,0,0,4.5,2007
'147902,14.8,8.1,4.9,0,3.3,0,0,0.9,9.9,2007
'147903,7.1,1.7,1.6,0,4.7,0,2.6,0.7,4.8,2007
'148901,11.5,8,0,4.8,4.2,0,0,0,0,2007
'148902,0,0,0,0,0,0,0,0,0,2007
'148903,0,0,0,0,0,0,0,0,0,2007
'148905,0,0,0,0,0,0,.,.,0,2007
'149901,1.8,4,0,1.4,1.2,0,2.7,1.1,4.8,2007
'149902,12.5,0,2.4,0,2.8,4.7,9.6,0,8.9,2007
'150901,7.6,1.7,0.8,2.6,1,0,0,0,6.3,2007
'152801,.,.,.,.,.,.,.,.,.,2007
'152802,0,0,0,0,0,0,.,.,2.8,2007
'152803,.,.,.,.,.,.,.,.,.,2007
'152901,5.9,3.2,2.2,1.4,2.6,0.4,1,0.4,2.5,2007
'152902,7.7,2.4,0,2,2.1,0,0,0,8.3,2007
'152903,10.3,5,0,1.3,0,1.2,2.3,0,0,2007
'152906,11.9,5.4,0.6,2.4,0,1.8,1.9,1.5,9.8,2007
'152907,7.3,3.3,2.2,0.2,1,0,1.2,0,4.1,2007
'152908,2.8,6.3,1.4,5.1,1.7,0,1.4,1.1,8.8,2007
'152909,4.9,1.3,2.6,2.3,1.1,0,2.1,1.2,1,2007
'152910,5.1,3.8,0,0,1.9,0,0,0,2,2007
'153903,4.3,0,0,0,5.9,0,0,0,0,2007
'153904,5.1,2.1,4.5,2.9,0,0,0,2.7,0,2007
'153905,0,0,16.7,0,9.1,0,9.1,0,7.7,2007
'153907,0,0,0,0,11.8,16.7,0,0,26.7,2007
'154901,10.2,2.8,12.8,1.9,4.5,0.7,2.6,0.7,7,2007
'154903,6.9,13.3,0,5.3,11.8,3.4,6.7,0,0,2007
'155901,5.1,2.7,2.4,2.5,8,0,2.5,1.1,0,2007
'156902,10.2,0,8.2,7.8,8.2,2.8,6.1,6.4,17.7,2007
'156905,0,0,0,0,0,0,0,0,9.1,2007
'157901,4.3,0,2.6,5,9.1,0,0,0,16.7,2007
'158901,12.3,8.5,2.4,1.2,4.7,2,2.5,0.4,3.6,2007
'158902,3.8,0,3.5,0,0,0,3.8,0,1.4,2007
'158904,0,11.1,0,0,0,0,.,.,0,2007
'158905,4.9,2.2,3,1,2.3,1,0.9,2.3,6.7,2007
'158906,9.1,4,2,0,2,1.6,3.3,0,4,2007
'159901,9.9,7.4,3.9,1.6,4.4,0.6,1.2,1,5.7,2007
'160901,8.8,2.2,0,1.4,0,0,0,1.5,1,2007
'160904,0,0,0,0,15.4,0,0,0,0,2007
'160905,0,0,0,0,0,0,0,0,0,2007
'161801,6.5,9.1,0,0,9.1,.,.,.,4.3,2007
'161802,12,8,4.5,5,8.3,0,0,0,3.4,2007
'161805,.,.,.,.,.,.,.,.,.,2007
'161901,3.7,2.6,0,0,2.7,0,0,0,0,2007
'161903,7,1.6,1.1,0.5,2.1,1.7,0.5,1.2,3.5,2007
'161906,6.4,8.9,1.6,0.7,0,0,7.1,8.8,1.7,2007
'161907,0,3,0,0,4.9,2,5.5,2.6,2.1,2007
'161908,3.1,11.1,4.7,0,0,0,0,0,2.5,2007
'161909,5.4,4.4,0,0,2.4,0,0,0,3.4,2007
'161910,1.6,0,0,7,2.1,0,0,1.9,3.7,2007
'161912,14.3,0,0,0,0,0,5.1,2,4.8,2007
'161914,7.6,3.1,6.2,6.1,1.8,6.5,11.8,7.2,2.1,2007
'161916,8.6,3.6,2.4,0,3.2,0,1.3,0,14.3,2007
'161918,2.9,0,0,0,0,2.2,0,0,0,2007
'161919,2.1,0,4.7,2,2.3,0,0,0,3.4,2007
'161920,3.8,1.6,1.8,0.8,0,0,0,0.7,7.2,2007
'161921,1.9,0.5,3.3,0,4.4,0,8.2,3.2,0.5,2007
'161922,6,0.7,0,0,0,0.8,3.2,0.6,2.8,2007
'161923,0,0,0,0,4.5,0,0,0,5.7,2007
'161924,8.3,7.1,0,0,6.7,0,.,.,0,2007
'161925,0,0,0,0,0,0,0,0,5.6,2007
'162904,0,0,8.3,0,0,0,25,0,0,2007
'163901,12.1,2,2.6,0,1.8,2.8,4.1,1.5,3.8,2007
'163902,11.1,0,14.3,0,9.1,0,0,0,0,2007
'163903,21.2,3.2,0,1.4,6.1,0,0,0,4.9,2007
'163904,8,5.3,2.9,2.7,4.8,1.5,0.7,0.6,4.2,2007
'163908,4.8,2.4,3.8,0.5,1.1,2.7,4,3.2,8.3,2007
'164901,8,4.5,4.5,13,0,0,6.3,0,0,2007
'165801,.,.,.,.,.,.,.,.,.,2007
'165802,3.7,4.3,5.9,4.5,2.4,0,0,0,1.9,2007
'165901,4.8,0.9,2.4,0.5,3.3,0.3,1.6,1.8,4.5,2007
'165902,10.4,7.2,1.2,2.7,1,0,0,0,10.6,2007
'166901,9.8,5.1,3.2,5.1,8.8,4.6,0,1.9,10.7,2007
'166902,0,0,0,0,0,0,16.7,0,0,2007
'166903,15.8,0,10.7,4.2,7.7,0,0,4.8,3.2,2007
'166904,10.4,8.1,6.3,6.5,0.9,0,0,1.5,9.5,2007
'166905,8.7,3,4.3,3.6,3.2,0,0,0,8.1,2007
'166907,0,0,0,0,0,0,0,0,16.7,2007
'167901,4.9,10.5,0,0,0,0,0,0,0,2007
'167902,0,0,0,0,0,0,0,0,0,2007
'167903,0,0,.,0,0,14.3,0,0,0,2007
'167904,8.3,0,0,0,0,0,0,0,0,2007
'168901,14.9,3.8,6.7,4,4.7,0,3.2,0,7.9,2007
'168902,0,0,14.3,27.3,0,0,0,0,14.3,2007
'168903,5.3,0,0,0,7.7,0,0,0,7.7,2007
'169901,4.4,1,0,1.3,3.4,1.1,0,0,7.5,2007
'169902,3.6,1.9,2,0,0,0,0,0,6.3,2007
'169906,0,0,0,0,0,0,0,0,0,2007
'169908,0,0,0,0,0,0,0,0,0,2007
'169909,0,0,0,0,0,0,0,0,0,2007
'169910,0,0,0,0,25,0,0,0,5.3,2007
'169911,0,0,0,0,0,0,0,0,16.7,2007
'170801,9.5,0,0,20,11.1,0,5.6,14.3,45.5,2007
'170902,6.8,3.9,3,1.7,2.2,0.8,0.9,1,3.1,2007
'170903,13.4,3.9,1.8,2.4,2.4,1.5,3.9,1.9,2.9,2007
'170904,11,5.5,2.7,0.9,2.6,0.9,1.8,0.8,1.5,2007
'170906,5.1,4.6,2.9,1,1.1,0.9,1.3,1.6,4.9,2007
'170907,9.3,5.1,4.1,1.8,6.6,2.9,8.9,5,2.3,2007
'170908,5.9,5.9,2.1,1,2.8,3.5,2.8,1.9,1,2007
'171901,3.2,1.8,3.7,0,2.8,0.4,4.3,3.8,4.1,2007
'171902,2.6,5.7,0,0,0,0,0,0,0,2007
'172902,13.9,0,1.1,0,1.1,0,0,3,1.1,2007
'172905,3.3,0,0,0,0,0,3.8,5.4,11.1,2007
'173901,0,0,0,0,0,0,9.1,0,12.5,2007
'174901,14.3,0,4.3,0,4.3,0,0,0,4.2,2007
'174902,9.5,4,3.4,0,0,0,0,0,5.9,2007
'174903,10,0,0,0,2.4,2.1,5.3,4,0,2007
'174904,8.3,6.4,4.3,1.2,5.5,2.6,1.7,0,6.7,2007
'174906,6.5,4.8,0,3.8,0,2.1,1.6,0,0,2007
'174908,0,0,9.1,4.3,6.7,4,7.5,0,9.1,2007
'174909,0,4,0,4.2,5,0,0,0,0,2007
'174910,0,0,23.5,0,0,0,0,0,0,2007
'174911,6.3,0,0,0,4.3,0,0,5.6,3.7,2007
'175902,0,3.3,1.7,2,5.5,0,0,0,5.8,2007
'175903,6.8,5.8,6.2,2.8,3.6,0,3.1,3,4.2,2007
'175904,20,0,6.5,3.3,4.2,0,0,0,0,2007
'175905,6.9,5.6,0,10.5,0,0,0,0,0,2007
'175907,15.9,2.6,10.2,5.3,26.3,2.3,1.9,0,7,2007
'175910,10.6,5.1,7.1,6.6,2.2,5.3,0,0,2.8,2007
'175911,7.1,0,2,0,5.4,2.5,2.1,2.1,4.3,2007
'176901,8.3,12,0,13.6,6.3,0,17.6,8.7,11.1,2007
'176902,4.7,7.2,6.2,10.4,15.2,0,1.4,2.4,6.9,2007
'176903,9.1,9.3,0,0,0,0,0,2.2,8.8,2007
'177901,7.1,0,0,0,4.5,0,0,0,5.6,2007
'177902,6,2.9,0,0.8,1.4,0.8,0.9,0.6,13,2007
'177903,0,0,0,0,0,0,0,0,11.1,2007
'177905,0,0,0,0,0,8.3,0,0,0,2007
'178801,.,.,.,.,.,0,16.7,33.3,25,2007
'178802,0,0,0,0,0,0,.,.,7.7,2007
'178804,.,.,.,.,.,.,.,.,.,2007
'178807,4,0,0,0,.,.,.,.,.,2007
'178901,0,3.4,3.8,13,0,19.2,20.7,0,11.1,2007
'178902,10.8,0,2.7,6.3,2.5,0,2.7,3.9,1.4,2007
'178903,3.2,0,0.9,1.6,3.4,1.2,1.1,0.8,2.4,2007
'178904,8.4,4,3,1.6,2,2.7,2.4,2.5,1.9,2007
'178905,21.1,4.2,0,0,10.3,9.5,0,0,3.2,2007
'178906,0,0,9.1,0,0,0,0,0,0,2007
'178908,3.2,5.7,0,8.8,2.3,4,3.3,7.5,11.8,2007
'178909,10.1,5.5,5.2,4.5,0,0,2.6,4.6,0,2007
'178912,4.5,4.6,1.9,0,2.1,1.3,0.5,1.2,2.2,2007
'178913,5.3,3.3,3.3,2,7.5,1.7,12.5,7.4,0,2007
'178914,3.4,3.8,1.7,0.4,4.4,0.6,3.9,0.5,0.6,2007
'178915,2.3,0.9,0.8,2.3,0,1.6,5,3.5,0.8,2007
'179901,0.6,0.8,0,0,0.8,0.7,0,0,2.8,2007
'180901,0,0,0,0,0,0,0,0,0,2007
'180902,0,0,0,0,0,0,0,0,0,2007
'180903,0,0,0,0,0,0,6.7,0,0,2007
'180904,11.1,0,0,0,8.3,0,.,.,0,2007
'181901,13,4.5,3.8,4,0,3.2,3.4,4.4,3.4,2007
'181905,10.6,0,1,2.8,3,0.9,0.7,0.8,6.7,2007
'181906,10.3,12,8.7,10.5,9.3,4.2,8.7,6.5,8.8,2007
'181907,6.3,2.2,1.3,0.7,2.6,0,1.1,0.7,2.8,2007
'181908,2.3,0.9,0,0,0.9,0,0,0,1.9,2007
'182901,0,0,0,0,8.3,0,7.1,11.8,45.5,2007
'182902,25,9.1,0,7.7,6.7,0,10,3.3,4.3,2007
'182903,0.9,4.2,2.2,2,4,1.4,2.7,2.3,1.8,2007
'182904,2.9,3.4,0,3.3,0,3,3.7,0,0,2007
'182905,8.3,0,0,0,0,0,0,0,0,2007
'182906,0,0,0,0,0,0,.,.,0,2007
'183801,.,.,.,.,.,.,.,20,.,2007
'183901,0,0,0,0,0,0,0,0,8.1,2007
'183902,1.9,2.4,0,0.6,4.7,0.6,2.3,1.1,7.2,2007
'183904,0,0,0,20,13,0,0,0,0,2007
'184801,.,.,.,.,.,.,.,.,.,2007
'184901,3.1,8.3,3.8,6.7,3.7,0,0,2.5,5.3,2007
'184902,4.7,2.5,3,1.9,0,1,4.6,3.4,1.7,2007
'184903,2.8,3.1,3.4,0,2.9,0.2,0.2,0.2,2.3,2007
'184904,0,5.6,4.3,0,9.1,0,6,0,12.2,2007
'184907,1.7,1.9,0.8,0,0.4,0,0.3,0,4.4,2007
'184908,3.2,0,0,1.7,0,1.4,2.9,0,1.7,2007
'184909,2.6,0,1.9,0,2,2.2,0,2,11.6,2007
'184911,0,0,0,0,7.7,0,6.7,15.4,0,2007
'185901,6.7,3.4,0,2.9,3,0,0,0,0,2007
'185902,3,0,5.4,0,0,3.3,0,0,5.3,2007
'185903,3.5,2.7,3.4,1.4,4.1,1.3,2.9,0,3.7,2007
'185904,0,0,0,0,6.3,0,0,0,0,2007
'186901,8.3,0,0,0,0,0,0,0,0,2007
'186902,3.7,9.3,1.3,0.7,1.2,0,1.4,2.1,5.8,2007
'186903,4.5,9.5,9.1,4.3,4.3,0,2.9,0,8.1,2007
'187901,3.6,7.3,0,18.5,0,7.7,0,0,0,2007
'187903,14.3,0,5.6,0,0,0,0,0,0,2007
'187904,9.4,6.3,3.8,1.4,6.2,0,0,1.4,0,2007
'187906,9.1,6.7,9.5,0,0,25,0,27.3,0,2007
'187907,4.9,3.9,2.4,1.3,0.8,0,1.4,1.9,3.7,2007
'187910,1.8,7.7,5.8,4.8,8.5,0,5.9,6.9,8.1,2007
'188801,.,.,.,.,.,.,.,.,.,2007
'188901,1.8,2,1.3,0.8,1.4,0.9,1.8,0.7,3.4,2007
'188902,3.4,0,0,1.1,10.3,2.2,2.1,0,5.4,2007
'188903,1.4,0,1.8,0,3.6,1.9,1.6,0,2,2007
'188904,0,0,0,0,0,0,0,1.3,2.6,2007
'189901,12,4.3,12.1,0,17.6,0,0,0,18.2,2007
'189902,18.4,10.1,15.1,20.2,22.5,9.8,14.3,11,4.8,2007
'190903,7.3,2.9,0.9,2,0,2.8,1,1.2,4.8,2007
'191901,0.6,0.4,0.2,0.2,0.6,0.2,0.7,0.7,2,2007
'192901,8.3,1.9,8.2,0,14.6,2.9,0,0,4,2007
'193801,.,.,.,.,.,0,0,0,.,2007
'193902,15.4,15.4,0,0,0,0,0,0,14.3,2007
'194902,0,3.7,0,0,0,0,0,0,0,2007
'194903,7.5,4.9,0,6.4,1.9,4.7,0,0,17.3,2007
'194904,10.2,9.5,1.6,0,2.1,2.5,2.6,0,1.8,2007
'194905,3.8,2.9,3.7,0,0,0,0,0,8.3,2007
'195901,4.5,8.3,2.8,2.9,7.9,1.5,1.1,2.3,3.8,2007
'195902,0,0,12.5,0,0,0,0,0,8.3,2007
'196901,14.3,0,6.7,0,0,0,0,0,14.3,2007
'196902,0,0,0,3,3.3,0,0,0,12.8,2007
'196903,11.4,9.5,2.7,2.3,0,0,1.8,0,10,2007
'197902,13.3,0,7.7,0,11.1,0,0,0,0,2007
'198901,11.5,0,0,0,0,0,2.3,0,0,2007
'198902,28.6,21.4,17.6,0,9.1,0,35,14.3,0,2007
'198903,5.6,3.5,0,0,0,0,2.9,4.3,1.4,2007
'198905,9.7,6.6,6.2,1.4,2.9,0,0,0,6.8,2007
'198906,0,14.3,8.3,0,9.7,0,4.5,6.1,7.1,2007
'199901,3,1,0.8,0.5,1,0.1,0,0.1,3.2,2007
'199902,6.2,2,1.3,3.1,2.5,0.9,0.5,0,2,2007
'200901,8.6,0,1.6,1.6,0,1.8,1.5,1.3,3.4,2007
'200902,3.8,7.7,0,5.6,10.7,0,0,0,7.1,2007
'200904,2.9,4.4,6.8,0,5.8,0,2.3,6.8,2.6,2007
'200906,0,25,33.3,14.3,0,25,0,20,33.3,2007
'201902,3.7,4.5,0.4,2.3,1.4,2.1,0.4,0.5,4.8,2007
'201903,0,0,22.2,0,11.1,0,25,0,0,2007
'201904,4.5,0,0,0,0,0,0,0,7.7,2007
'201907,3.6,6.7,4.8,0,0,6.7,3.7,0,0,2007
'201908,5.1,0,0,0,0,2.7,2.4,4.7,0,2007
'201910,5,4.1,1.2,0,1.5,0,0,0,1.3,2007
'201913,11.9,2.1,2.9,0,0,0,7.1,2.6,6.3,2007
'201914,0,7.8,0,0,4.4,0,2,0,0,2007
'202903,6,1.5,2,3.2,2.2,3.7,2.8,4.5,1.8,2007
'202905,0,5.3,7.1,0,13.6,0,5.4,0,0,2007
'203901,3,0,11.5,5.1,9.8,0,0,0,3.8,2007
'203902,9.4,3.2,10.3,0,0,0,3.1,3.3,13,2007
'204901,18,3.6,1,2.2,0,1.1,5.5,0,5.8,2007
'204904,10.3,6.8,2.5,0.8,0.8,3.5,6,1.6,1.6,2007
'205901,8.8,5.3,1.5,8.3,11.2,0,7.2,2.1,5.4,2007
'205902,7,2.5,1.1,1.1,2.3,0.8,1,0.7,4.1,2007
'205903,2.2,3.3,2,0,1.6,0.7,7.8,4,1.4,2007
'205904,7.3,9.3,3.6,5.7,0.8,0.8,0.8,0,0,2007
'205905,2.8,6.7,0,3.7,2.5,1.5,1.7,0,0,2007
'205906,3.7,1.4,2.7,3.2,8.3,0.8,3.8,2.7,2.5,2007
'205907,3.4,0,6.7,0,23.3,0,1.3,4,0,2007
'206901,2.2,7.1,0,0,6.8,0,0,0,2.6,2007
'206902,15.4,7.7,33.3,0,0,0,0,0,0,2007
'206903,0,0,25,0,0,0,0,0,0,2007
'207901,0,7.3,3.1,0,2.6,0,0,5.9,7.5,2007
'208901,0,16.7,8.3,0,10,12.5,21.4,0,0,2007
'208902,11,1.9,4.8,1.2,3.8,1.6,2.3,1.7,8.1,2007
'208903,0,0,0,4.5,0,0,0,0,0,2007
'209901,3.7,0,0,0,0,0,0,0,5.4,2007
'209902,0,0,0,0,0,0,33.3,0,0,2007
'210901,11,8.9,4.6,0.8,7.6,0,0.7,0,8.2,2007
'210902,11.5,7.3,3,0,5.3,2.8,0,4.3,2.1,2007
'210903,6.7,1.8,0,2.2,0,0,0,0,3.1,2007
'210904,3.3,3.8,0,4,5,3.6,12.5,3.6,5.4,2007
'210905,8.1,4.3,0,0,0,2.7,0,0,10,2007
'210906,0,0,0,0,0,0,0,0,0,2007
'211901,0,0,0,0,0,0,0,0,0,2007
'211902,3.3,2.9,4.8,0,2.9,3.3,0,0,11.1,2007
'212801,2.7,3.6,0,0,0,.,.,.,2.6,2007
'212803,.,0,.,.,.,.,0,0,.,2007
'212901,3.2,0,5.2,0,0,1.6,0,5,4.5,2007
'212902,7.3,7.2,3,0.9,0,1.8,0,1.6,4,2007
'212903,10.1,4.3,2.5,2.9,3.3,0.9,0.9,0.4,1.3,2007
'212904,1.9,5.1,1.7,0,6.3,0,0,0,2.7,2007
'212905,4.9,4.3,4.8,1.6,3,1.8,1.2,1.5,4.4,2007
'212906,5.2,3,1.4,0.4,1.7,3.2,1.8,0,0.4,2007
'212909,6.2,2.8,1.7,1,5.3,0,0.9,1.6,0,2007
'212910,13.6,11.8,1.5,7.8,1.5,1.9,0,5.5,1.8,2007
'213801,.,.,.,.,.,.,.,0,.,2007
'213901,4.4,1,1,0,0.9,0.9,1.8,0,1.9,2007
'214901,6.3,3,2.7,0.6,0.9,0.2,0.2,0.9,2.4,2007
'214902,0,0,0,0,0,11.5,0,0,5.9,2007
'214903,5.6,5.9,2.8,0.2,0.8,0.2,1.5,0.7,4.8,2007
'215901,9.3,3,2.7,2.2,5.6,1,2.6,0,9.4,2007
'216901,0,0,0,0,0,0,0,0,0,2007
'217901,0,0,0,0,0,0,0,0,0,2007
'218901,1.4,5.4,8.3,3.2,0,0,0,0,7.4,2007
'219901,5.6,0,0,0,10,0,0,0,0,2007
'219903,5.3,0,8.3,0,0,1.7,3.1,0,6.3,2007
'219905,0,0,0,5.3,8.3,0,0,0,11.8,2007
'220801,0,12.5,9.1,11.1,20,12.5,0,5.9,0,2007
'220802,3.3,3.6,6,0,0,6.7,.,.,4,2007
'220804,.,.,.,.,.,.,.,.,.,2007
'220806,.,.,.,.,.,.,.,.,.,2007
'220808,4.7,5.3,10.5,0,0,0,0,0,6.4,2007
'220809,.,.,0,3.4,0,0,0,0,.,2007
'220810,0,0,0,0,0,0,0,4,0,2007
'220811,9.1,4.8,0,.,.,.,.,.,17.6,2007
'220812,.,.,.,.,.,.,.,.,.,2007
'220813,.,.,.,.,.,.,.,.,.,2007
'220901,3.9,2,3.7,1.1,4.2,0.4,1.1,1,2.2,2007
'220902,4,1.4,2.8,0.7,3,1,1.5,1.5,2.9,2007
'220904,5,2.5,0.7,0.7,1.8,0,1.4,0.6,1.4,2007
'220905,7.3,4.8,4,2.3,3.1,1.1,2.1,1.2,1,2007
'220906,0.9,1,0.7,0.1,0.8,0.2,0.7,0.4,2.6,2007
'220907,2.7,1.4,0.5,0.2,1.6,0.3,0.9,0.7,1.5,2007
'220908,2,1.2,0.8,0.3,0.7,0.6,0.5,0.5,1.9,2007
'220910,4.8,3.7,4.5,2,4.4,0.6,2.5,4.9,5.8,2007
'220912,5,2,2.9,1.1,4,0.4,4.2,2.2,3.7,2007
'220914,7.4,1,4.2,1.5,2.6,0,4.2,2.4,7.2,2007
'220915,7.4,2.9,0.9,0,1.1,0.3,4.3,1,4.4,2007
