CAMPUS,YEAR,CPEMALLC,CPEMALLP
'240903129,2007,90,17.8
'240903130,2007,98,14.6
'240903131,2007,79,14.3
'240904001,2007,13,12.4
'240904002,2007,2,66.7
'240904041,2007,6,7.3
'240904102,2007,17,10.4
'241901001,2007,47,15.3
'241901041,2007,35,13.6
'241901101,2007,51,13.1
'241902001,2007,38,13.3
'241902041,2007,24,9
'241902101,2007,20,6.7
'241903001,2007,154,13.3
'241903041,2007,90,10.7
'241903102,2007,50,9.5
'241903103,2007,65,12.3
'241903107,2007,39,14.2
'241904001,2007,99,14
'241904041,2007,57,14.7
'241904102,2007,98,15.3
'241904103,2007,84,15.4
'241904104,2007,.,.
'241906001,2007,24,9
'241906101,2007,30,14
'242902001,2007,19,15.3
'242902041,2007,12,16.7
'242902101,2007,36,26.9
'242903001,2007,45,12.5
'242905001,2007,12,19
'242906001,2007,19,13
'243801001,2007,115,48.7
'243901001,2007,178,17.1
'243901002,2007,43,97.7
'243901041,2007,109,13.3
'243901101,2007,97,17.9
'243901103,2007,145,26.8
'243901104,2007,54,12
'243902001,2007,39,20.7
'243902041,2007,33,16.2
'243902101,2007,37,20.4
'243903001,2007,84,12.7
'243903041,2007,69,14.6
'243903101,2007,78,16.7
'243903103,2007,50,17.8
'243905001,2007,251,24.2
'243905002,2007,262,13.7
'243905004,2007,449,25.7
'243905006,2007,264,97.4
'243905009,2007,66,98.5
'243905041,2007,120,18.3
'243905045,2007,77,13.1
'243905047,2007,75,10.9
'243905048,2007,113,19.6
'243905101,2007,153,27.2
'243905103,2007,93,30.6
'243905104,2007,.,.
'243905105,2007,125,31.5
'243905107,2007,134,24.8
'243905108,2007,50,16.6
'243905109,2007,148,27
'243905110,2007,61,25.5
'243905111,2007,112,20.5
'243905112,2007,121,22.4
'243905114,2007,82,33.3
'243905115,2007,422,97
'243905116,2007,89,24.9
'243905117,2007,68,25.5
'243905118,2007,77,18.4
'243905119,2007,71,24
'243905120,2007,70,19.2
'243905121,2007,75,19.1
'243905123,2007,114,37.6
'243905125,2007,65,18.5
'243905126,2007,63,15.5
'243905207,2007,.,.
'243905208,2007,.,.
'243905209,2007,.,.
'243906001,2007,93,18.4
'243906002,2007,1,50
'243906101,2007,137,24
'244901001,2007,37,27.8
'244903001,2007,121,18
'244903002,2007,238,97.5
'244903041,2007,66,12.8
'244903101,2007,47,14
'244903104,2007,40,11.7
'244903105,2007,28,17.4
'244905001,2007,14,7.6
'245901101,2007,32,11.4
'245902001,2007,103,20.7
'245902002,2007,2,66.7
'245902041,2007,51,12.9
'245902106,2007,102,16.5
'245903001,2007,134,18.1
'245903041,2007,92,15.8
'245903102,2007,113,19
'245903105,2007,87,18
'245904002,2007,7,9.7
'245904041,2007,8,11.3
'245904101,2007,14,11.5
'246902001,2007,61,17
'246902041,2007,25,10.5
'246902101,2007,68,17.7
'246904001,2007,341,16.2
'246904002,2007,110,79.7
'246904003,2007,119,100
'246904004,2007,111,15.2
'246904040,2007,77,10.7
'246904041,2007,159,17.8
'246904042,2007,108,15.7
'246904101,2007,81,19.1
'246904102,2007,71,23
'246904103,2007,56,17.8
'246904104,2007,86,17.8
'246904105,2007,80,17.4
'246904106,2007,110,21.9
'246904107,2007,41,13.2
'246904108,2007,101,19
'246904109,2007,31,7.2
'246904197,2007,33,100
'246904199,2007,25,100
'246905001,2007,74,15.2
'246906001,2007,156,17.9
'246906002,2007,7,100
'246906003,2007,1,100
'246906041,2007,130,18.3
'246906101,2007,131,18.3
'246906103,2007,.,.
'246906121,2007,151,20.8
'246907001,2007,39,17.3
'246907002,2007,8,100
'246907041,2007,36,21.6
'246907101,2007,60,21.7
'246908001,2007,104,15.6
'246908041,2007,57,11.2
'246908101,2007,53,14.2
'246908102,2007,72,14.8
'246908103,2007,.,.
'246909001,2007,433,17.4
'246909002,2007,585,100
'246909003,2007,250,9.5
'246909004,2007,525,18
'246909007,2007,541,21.6
'246909011,2007,84,86.6
'246909012,2007,68,94.4
'246909016,2007,47,100
'246909017,2007,175,19.5
'246909021,2007,122,88.4
'246909041,2007,220,25.3
'246909042,2007,117,15
'246909043,2007,160,14.3
'246909044,2007,64,6
'246909045,2007,216,17.2
'246909046,2007,269,18.2
'246909047,2007,117,7.9
'246909051,2007,173,14.3
'246909101,2007,144,25.7
'246909102,2007,74,100
'246909105,2007,43,7.4
'246909106,2007,159,24.7
'246909107,2007,46,12.2
'246909108,2007,108,19.5
'246909109,2007,105,27.6
'246909110,2007,37,8.7
'246909111,2007,94,21.6
'246909113,2007,65,19.6
'246909114,2007,86,12.6
'246909115,2007,176,22.4
'246909116,2007,60,8.9
'246909117,2007,50,7.8
'246909118,2007,188,35.9
'246909119,2007,154,21
'246909120,2007,79,20.8
'246909121,2007,164,21.7
'246909122,2007,79,11.7
'246909123,2007,50,6.8
'246909124,2007,89,19.3
'246909125,2007,31,6.3
'246909126,2007,102,11.3
'246909127,2007,82,18.6
'246909128,2007,60,6.9
'246909130,2007,122,14.4
'246909132,2007,96,13.7
'246909137,2007,185,23.9
'246911001,2007,177,18.3
'246911010,2007,18,100
'246911011,2007,23,100
'246911041,2007,105,14.2
'246911102,2007,113,15.3
'246911103,2007,84,17.3
'246912001,2007,25,13.7
'246912042,2007,19,14.8
'246912101,2007,41,17.7
'246913001,2007,390,17.6
'246913002,2007,349,14.9
'246913003,2007,260,16.2
'246913010,2007,27,100
'246913011,2007,77,75.5
'246913012,2007,52,100
'246913041,2007,129,10.5
'246913042,2007,152,17.5
'246913043,2007,155,13.5
'246913044,2007,141,11
'246913045,2007,91,13.3
'246913046,2007,.,.
'246913101,2007,83,18.7
'246913102,2007,83,14.3
'246913103,2007,84,11.4
'246913104,2007,92,17.8
'246913105,2007,72,13.3
'246913106,2007,71,12.7
'246913107,2007,71,9.4
'246913108,2007,77,10.1
'246913109,2007,173,23.3
'246913110,2007,77,12.5
'246913111,2007,108,12.3
'246913112,2007,146,17.8
'246913113,2007,71,9.2
'246913114,2007,112,13.1
'246913115,2007,64,18.3
'246913116,2007,.,.
'246913117,2007,.,.
'246914101,2007,16,15.1
'247901001,2007,235,19.8
'247901002,2007,169,100
'247901003,2007,34,100
'247901004,2007,18,100
'247901041,2007,165,17.6
'247901101,2007,.,.
'247901102,2007,104,12.6
'247901103,2007,86,15.2
'247903001,2007,97,11.8
'247903002,2007,30,100
'247903003,2007,8,100
'247903004,2007,11,91.7
'247903041,2007,51,11.8
'247903101,2007,84,10.4
'247903103,2007,47,11.5
'247904001,2007,24,9.6
'247904002,2007,7,100
'247904041,2007,16,9.1
'247904101,2007,23,7.7
'247906001,2007,31,12.6
'247906003,2007,2,100
'247906004,2007,5,83.3
'247906041,2007,17,10.4
'247906101,2007,34,11.7
'248901001,2007,50,13.4
'248901041,2007,27,9.2
'248901102,2007,24,12.5
'248901104,2007,40,14.8
'248902001,2007,18,10.8
'248902101,2007,16,10.7
'249901001,2007,29,11.6
'249901041,2007,25,12.6
'249901101,2007,28,11.3
'249902001,2007,71,19.2
'249902041,2007,36,17.8
'249902101,2007,57,24.5
'249902110,2007,43,17.1
'249903001,2007,148,20.6
'249903002,2007,24,80
'249903041,2007,98,17.1
'249903101,2007,93,21.9
'249903102,2007,87,16.3
'249904001,2007,55,21.8
'249904041,2007,33,18.9
'249904101,2007,55,21.6
'249905001,2007,160,17
'249905041,2007,52,11.5
'249905101,2007,62,12
'249905102,2007,58,12.8
'249905103,2007,69,16.4
'249906001,2007,39,11.9
'249906041,2007,22,13.4
'249906050,2007,29,12.3
'249906101,2007,42,17
'249908001,2007,31,21.2
'249908101,2007,32,25.6
'250902001,2007,45,20.2
'250902041,2007,44,24.7
'250902101,2007,66,20
'250903001,2007,116,22.2
'250903041,2007,65,16.2
'250903101,2007,69,24.4
'250903102,2007,70,17.2
'250904001,2007,67,16.4
'250904002,2007,24,92.3
'250904041,2007,30,16.8
'250904101,2007,91,16.5
'250905001,2007,51,22.2
'250905101,2007,33,20.1
'250906001,2007,87,18.1
'250906002,2007,18,94.7
'250906101,2007,48,14.1
'250907001,2007,109,22.8
'250907002,2007,27,100
'250907041,2007,82,17.6
'250907103,2007,83,18.7
'251901001,2007,62,15.6
'251901041,2007,38,12.2
'251901101,2007,97,17.5
'251902001,2007,23,16.3
'251902041,2007,34,18.6
'251902101,2007,42,27.6
'252901001,2007,114,14.5
'252901002,2007,37,68.5
'252901041,2007,73,12.2
'252901101,2007,74,14.1
'252901104,2007,.,.
'252901105,2007,53,14.8
'252902002,2007,23,13.6
'252903001,2007,33,13.3
'252903041,2007,40,21.2
'252903101,2007,66,19.8
'253901001,2007,130,14
'253901041,2007,79,10.8
'253901101,2007,20,19.4
'253901105,2007,.,.
'253901106,2007,95,14.1
'253901107,2007,77,13
'254901001,2007,117,18.4
'254901042,2007,43,12.3
'254901101,2007,41,24
'254901104,2007,38,11.6
'254901105,2007,72,15.7
'254902001,2007,18,7.7
'254902101,2007,30,13.2
'001902001,2008,34,18.1
'001902041,2008,30,20
'001902103,2008,50,20.2
'001903001,2008,47,12.1
'001903041,2008,34,11.2
'001903101,2008,93,18.5
'001904001,2008,43,15.8
'001904041,2008,31,15
'001904102,2008,55,18
'001906002,2008,37,24.2
'001906102,2008,35,17.8
'001907001,2008,311,27
'001907041,2008,203,23.6
'001907101,2008,.,.
'001907107,2008,131,20.1
'001907110,2008,144,17.6
'001908002,2008,129,22.2
'001908041,2008,46,15.2
'001908101,2008,108,18.7
'001908102,2008,71,21.3
'001909001,2008,25,14.5
'001909101,2008,54,23.8
'002901001,2008,153,15.4
'002901002,2008,69,98.6
'002901041,2008,76,11.5
'002901101,2008,43,14.8
'002901103,2008,24,10.8
'002901104,2008,22,9.5
'002901105,2008,64,15.8
'003801001,2008,47,19.4
'003902001,2008,112,15.6
'003902004,2008,31,96.9
'003902041,2008,140,16.8
'003902101,2008,47,19.4
'003902102,2008,107,17
'003903001,2008,423,16.4
'003903004,2008,85,96.6
'003903044,2008,260,13.7
'003903120,2008,89,23.5
'003903121,2008,89,19.3
'003903122,2008,78,20.1
'003903123,2008,93,22.1
'003903124,2008,64,17.6
'003903125,2008,.,.
'003903126,2008,.,.
'003903127,2008,57,23.8
'003903128,2008,65,24.5
'003903129,2008,94,13.4
'003903130,2008,55,20.4
'003903140,2008,1,25
'003903141,2008,0,0
'003903201,2008,95,100
'003904001,2008,85,16.6
'003904005,2008,86,86.9
'003904041,2008,55,14
'003904101,2008,87,19.1
'003904102,2008,38,13.1
'003905001,2008,99,17.5
'003905004,2008,12,92.3
'003905005,2008,67,100
'003905041,2008,66,15.5
'003905101,2008,79,13.2
'003905102,2008,21,13.3
'003906001,2008,43,16.9
'003906004,2008,0,0
'003906101,2008,47,22.2
'003907001,2008,87,16.4
'003907004,2008,24,92.3
'003907041,2008,55,12.5
'003907101,2008,42,15.9
'003907102,2008,63,16
'004901001,2008,203,18.8
'004901041,2008,144,16.4
'004901101,2008,93,17.7
'004901102,2008,.,.
'004901103,2008,163,20.8
'005901001,2008,36,13.7
'005901101,2008,27,11.7
'005902001,2008,34,11.8
'005902041,2008,30,13.9
'005902101,2008,22,7.3
'005904001,2008,6,2.6
'005904101,2008,22,8.7
'006902001,2008,22,10.7
'006902101,2008,11,8.3
'007901001,2008,16,11
'007901041,2008,33,24.1
'007901101,2008,42,18.3
'007902001,2008,81,19.1
'007902002,2008,29,100
'007902004,2008,12,100
'007902005,2008,177,100
'007902041,2008,57,20.3
'007902101,2008,78,14.6
'007904001,2008,77,15.8
'007904002,2008,39,100
'007904041,2008,60,16.5
'007904101,2008,88,16.1
'007904103,2008,21,16.5
'007905001,2008,243,21.9
'007905003,2008,107,100
'007905004,2008,23,100
'007905005,2008,.,.
'007905041,2008,101,17.4
'007905102,2008,19,26.4
'007905103,2008,87,14.3
'007905104,2008,64,12
'007905105,2008,78,15.4
'007906001,2008,93,16.9
'007906041,2008,56,13.6
'007906101,2008,73,16.9
'007906102,2008,40,14.5
'008901001,2008,67,9
'008901041,2008,49,9
'008901101,2008,46,11.9
'008901102,2008,29,11.5
'008901105,2008,21,13
'008902001,2008,90,11.8
'008902041,2008,70,11.1
'008902102,2008,87,12.4
'008902103,2008,48,11.6
'008903001,2008,30,10.1
'008903041,2008,22,11.5
'008903102,2008,65,19.8
'009901001,2008,57,14.9
'009901002,2008,16,80
'009901041,2008,56,15.5
'009901101,2008,55,15.1
'009901103,2008,40,15.7
'010901001,2008,35,17.9
'010901101,2008,34,21.4
'010902001,2008,124,13.7
'010902041,2008,76,12.2
'010902101,2008,94,17.8
'010902102,2008,70,16.6
'011901001,2008,546,21.6
'011901022,2008,.,.
'011901033,2008,273,100
'011901041,2008,148,21.4
'011901101,2008,96,19.9
'011901102,2008,79,17.4
'011901103,2008,84,17.9
'011901104,2008,142,20
'011901106,2008,129,19.7
'011901107,2008,73,16.3
'011901108,2008,107,16.1
'011901109,2008,112,23
'011901110,2008,123,23
'011902001,2008,184,16.9
'011902004,2008,34,69.4
'011902041,2008,144,17.2
'011902101,2008,61,12.6
'011902102,2008,101,20.2
'011902103,2008,122,23.3
'011904002,2008,88,15
'011904041,2008,66,15.2
'011904101,2008,65,15.8
'011904102,2008,47,17.5
'011905101,2008,35,21.1
'012901001,2008,37,15.6
'012901042,2008,30,16.3
'012901101,2008,36,18.5
'013801101,2008,30,12
'013901001,2008,210,18.8
'013901002,2008,98,96.1
'013901041,2008,92,14.9
'013901101,2008,66,16.2
'013901102,2008,66,15.4
'013901104,2008,56,16.3
'013901105,2008,.,.
'013902101,2008,29,23.2
'013903001,2008,55,21.8
'013903101,2008,45,29
'013905001,2008,42,14.7
'013905041,2008,31,16.6
'013905101,2008,46,15.5
'014801001,2008,264,76.3
'014802001,2008,99,66.9
'014803101,2008,80,66.7
'014804001,2008,390,95.8
'014901001,2008,51,14.3
'014901041,2008,30,9.6
'014901101,2008,53,17
'014902001,2008,38,19.5
'014903001,2008,380,16
'014903005,2008,123,64.4
'014903006,2008,27,100
'014903042,2008,147,15.7
'014903043,2008,133,13.7
'014903102,2008,40,16.9
'014903103,2008,115,32.4
'014903104,2008,76,17.7
'014903108,2008,98,15.1
'014903109,2008,117,19.5
'014903111,2008,101,13.9
'014903114,2008,45,15.5
'014903116,2008,.,.
'014905001,2008,21,12.8
'014905041,2008,12,10.8
'014905101,2008,31,11.8
'014906001,2008,652,29.9
'014906002,2008,634,24.2
'014906004,2008,457,100
'014906006,2008,206,83.1
'014906007,2008,474,19.3
'014906008,2008,714,28.3
'014906009,2008,454,99.8
'014906022,2008,341,100
'014906025,2008,232,100
'014906026,2008,106,100
'014906041,2008,243,37.9
'014906042,2008,200,25.7
'014906043,2008,296,34.7
'014906044,2008,286,32.7
'014906045,2008,196,32
'014906046,2008,233,25.1
'014906048,2008,282,31.1
'014906049,2008,221,23.4
'014906050,2008,306,32.1
'014906051,2008,168,19.6
'014906052,2008,235,32.4
'014906100,2008,153,100
'014906102,2008,108,24.8
'014906103,2008,193,41.3
'014906104,2008,109,32.9
'014906105,2008,169,29
'014906108,2008,239,35.2
'014906109,2008,192,34.1
'014906110,2008,157,26
'014906111,2008,146,32.6
'014906112,2008,227,46.6
'014906113,2008,166,33.3
'014906115,2008,178,25.2
'014906116,2008,173,34.7
'014906117,2008,217,33.5
'014906119,2008,237,35
'014906120,2008,213,31.8
'014906121,2008,138,19.1
'014906122,2008,244,37.3
'014906123,2008,256,36.6
'014906124,2008,138,22.5
'014906125,2008,173,28.4
'014906126,2008,185,36.5
'014906127,2008,292,43.3
'014906128,2008,183,34.3
'014906129,2008,205,30.7
'014906130,2008,210,35.5
'014906131,2008,269,30.5
'014906132,2008,151,30
'014906133,2008,161,28.9
'014906135,2008,239,33
'014906136,2008,240,31.6
'014907001,2008,29,10.9
'014907041,2008,16,8
'014907102,2008,41,12.5
'014908001,2008,50,11.5
'014908041,2008,49,11.5
'014908101,2008,20,6.1
'014909002,2008,473,19.8
'014909005,2008,.,.
'014909006,2008,71,100
'014909041,2008,138,20.9
'014909042,2008,171,22.4
'014909044,2008,142,23.8
'014909101,2008,.,.
'014909102,2008,56,17.3
'014909107,2008,122,25.6
'014909110,2008,106,32.6
'014909111,2008,108,23.6
'014909114,2008,131,27.9
'014909115,2008,116,29.4
'014909116,2008,151,36.5
'014909117,2008,90,18.2
'014909118,2008,137,25.9
'014909198,2008,4,100
'014910001,2008,61,14.1
'014910041,2008,41,13
'014910101,2008,55,13.9
'014910103,2008,19,16.7
'015801001,2008,364,82.5
'015801002,2008,83,55.3
'015801003,2008,72,100
'015802001,2008,253,72.7
'015802004,2008,317,79.4
'015803101,2008,75,36.8
'015805041,2008,59,20.6
'015805101,2008,100,25.1
'015805102,2008,.,.
'015806001,2008,330,50.4
'015806041,2008,202,38.3
'015806101,2008,79,19.2
'015806103,2008,113,24.3
'015806104,2008,.,.
'015806105,2008,177,36.5
'015806106,2008,.,.
'015807001,2008,875,82.6
'015807002,2008,517,77
'015807004,2008,589,79.7
'015807005,2008,123,90.4
'015808001,2008,5,71.4
'015808003,2008,353,100
'015808004,2008,116,100
'015808005,2008,315,94
'015809101,2008,80,30.5
'015811101,2008,36,36.4
'015812001,2008,263,80.2
'015813041,2008,13,100
'015814001,2008,194,77.6
'015814002,2008,49,98
'015815001,2008,94,58.4
'015815041,2008,37,46.8
'015815101,2008,90,31.5
'015815102,2008,.,.
'015815103,2008,.,.
'015815104,2008,.,.
'015816001,2008,178,79.8
'015817001,2008,644,76.9
'015819001,2008,21,28.4
'015819101,2008,20,30.8
'015819102,2008,150,48.2
'015819103,2008,224,43.2
'015819105,2008,.,.
'015820001,2008,179,52.5
'015820002,2008,.,.
'015822001,2008,71,20.8
'015822002,2008,39,27.7
'015823001,2008,84,63.6
'015824001,2008,84,36.2
'015825101,2008,35,47.9
'015826041,2008,55,15.9
'015827001,2008,102,26.4
'015828001,2008,77,25.5
'015830001,2008,112,35.6
'015901001,2008,137,9.1
'015901041,2008,100,8.8
'015901101,2008,92,11
'015901102,2008,.,.
'015901104,2008,119,13.2
'015904001,2008,484,22.7
'015904002,2008,454,23.5
'015904003,2008,251,100
'015904004,2008,226,71.5
'015904007,2008,31,100
'015904008,2008,21,100
'015904010,2008,22,100
'015904041,2008,212,21.6
'015904042,2008,177,20.7
'015904043,2008,142,19
'015904044,2008,117,15.9
'015904045,2008,155,100
'015904046,2008,18,100
'015904047,2008,25,96.2
'015904048,2008,36,75
'015904101,2008,102,20.6
'015904102,2008,91,17.3
'015904103,2008,106,23.1
'015904104,2008,83,24.6
'015904105,2008,99,18.4
'015904106,2008,127,19.9
'015904107,2008,131,24.9
'015904108,2008,91,20.6
'015904109,2008,97,20.9
'015904110,2008,60,18
'015904111,2008,91,26.7
'015904113,2008,114,23.9
'015904114,2008,81,20.9
'015904115,2008,14,33.3
'015904116,2008,128,31.1
'015904117,2008,20,100
'015905002,2008,349,21.6
'015905003,2008,437,28.3
'015905010,2008,29,93.5
'015905041,2008,176,23.7
'015905042,2008,297,99.3
'015905044,2008,226,27.7
'015905045,2008,118,24.1
'015905046,2008,171,23.3
'015905104,2008,91,20.4
'015905105,2008,112,21.7
'015905106,2008,119,26.9
'015905108,2008,104,19.8
'015905109,2008,120,23.5
'015905110,2008,101,18.8
'015905112,2008,169,21.9
'015905113,2008,114,21.9
'015905114,2008,159,29.4
'015905116,2008,171,36.1
'015905117,2008,109,26.5
'015905118,2008,.,.
'015906001,2008,38,12.6
'015906041,2008,42,14.7
'015906101,2008,78,15.2
'015907001,2008,482,22.6
'015907002,2008,404,25.8
'015907003,2008,512,25.8
'015907004,2008,490,25
'015907005,2008,616,25.5
'015907006,2008,410,35.4
'015907007,2008,614,27.6
'015907008,2008,416,25.3
'015907010,2008,544,100
'015907011,2008,20,60.6
'015907014,2008,349,79
'015907020,2008,76,98.7
'015907041,2008,213,25.4
'015907042,2008,158,33.3
'015907043,2008,168,26.3
'015907046,2008,211,39.6
'015907047,2008,138,21.4
'015907049,2008,176,19.1
'015907050,2008,257,28.5
'015907051,2008,99,16.2
'015907052,2008,134,21
'015907053,2008,247,36.2
'015907054,2008,210,24
'015907055,2008,137,18.1
'015907057,2008,183,22.9
'015907058,2008,239,31.9
'015907059,2008,173,20.6
'015907061,2008,109,13.9
'015907063,2008,344,100
'015907064,2008,13,76.5
'015907101,2008,112,22.5
'015907102,2008,95,32.4
'015907103,2008,87,20.4
'015907105,2008,119,24.7
'015907106,2008,79,20.1
'015907107,2008,78,25.3
'015907108,2008,70,25.8
'015907109,2008,96,27.4
'015907110,2008,131,29.1
'015907111,2008,153,35.8
'015907112,2008,72,14.8
'015907114,2008,162,40.5
'015907115,2008,82,27.3
'015907116,2008,104,17.4
'015907117,2008,62,17.2
'015907118,2008,139,20.9
'015907119,2008,119,35.3
'015907121,2008,110,21.1
'015907123,2008,66,20.2
'015907124,2008,66,21.9
'015907125,2008,145,27
'015907126,2008,89,17.3
'015907127,2008,126,35.5
'015907129,2008,138,18.7
'015907131,2008,54,22.9
'015907132,2008,99,22.6
'015907134,2008,147,22.1
'015907135,2008,133,22.2
'015907136,2008,112,24.5
'015907137,2008,80,23.1
'015907139,2008,69,17.7
'015907140,2008,64,22.6
'015907141,2008,98,20.7
'015907142,2008,173,44.4
'015907143,2008,43,18.5
'015907144,2008,93,22.4
'015907145,2008,54,26.7
'015907146,2008,111,41.1
'015907147,2008,140,32.5
'015907148,2008,122,23.7
'015907149,2008,90,26.6
'015907150,2008,132,25.7
'015907153,2008,127,29.4
'015907155,2008,85,18.4
'015907156,2008,82,29.7
'015907157,2008,79,14.3
'015907158,2008,118,37.7
'015907159,2008,106,32.7
'015907160,2008,111,27.5
'015907161,2008,118,20.6
'015907162,2008,67,16.5
'015907164,2008,131,21.9
'015907165,2008,115,24.6
'015907167,2008,106,25.5
'015907168,2008,142,28.1
'015907169,2008,115,28.6
'015907170,2008,71,27.4
'015907171,2008,108,43
'015907172,2008,142,32.1
'015907173,2008,152,33.1
'015907174,2008,90,22
'015907175,2008,109,22.6
'015907176,2008,143,33.1
'015907179,2008,111,19.7
'015907180,2008,159,100
'015907182,2008,162,68.4
'015907184,2008,58,100
'015907186,2008,192,99.5
'015907191,2008,180,100
'015907194,2008,245,100
'015907195,2008,1950,100
'015907201,2008,95,100
'015907202,2008,.,.
'015907203,2008,22,61.1
'015907214,2008,.,.
'015908001,2008,462,22.3
'015908002,2008,216,29
'015908037,2008,27,100
'015908038,2008,17,100
'015908039,2008,235,100
'015908041,2008,150,25.1
'015908042,2008,191,29.1
'015908043,2008,132,24.1
'015908044,2008,97,17.5
'015908101,2008,109,25.5
'015908104,2008,103,20.5
'015908105,2008,86,22
'015908106,2008,110,19.3
'015908107,2008,112,28.4
'015908108,2008,192,37.8
'015908109,2008,119,30.6
'015908110,2008,102,23
'015908112,2008,116,25.3
'015908113,2008,59,11.3
'015909001,2008,245,24.2
'015909003,2008,9,100
'015909041,2008,190,20.8
'015909101,2008,157,20.7
'015909103,2008,34,17.9
'015909104,2008,169,27
'015909105,2008,.,.
'015910001,2008,545,24
'015910002,2008,608,18.8
'015910003,2008,517,15.8
'015910004,2008,735,25.6
'015910005,2008,550,16.3
'015910006,2008,6,85.7
'015910007,2008,251,6.8
'015910008,2008,424,99.3
'015910009,2008,15,3.2
'015910012,2008,270,100
'015910022,2008,188,100
'015910041,2008,223,16.9
'015910042,2008,226,22.3
'015910043,2008,272,21.6
'015910044,2008,266,26.7
'015910045,2008,183,18.1
'015910046,2008,372,30
'015910047,2008,239,20.7
'015910048,2008,162,11.9
'015910049,2008,155,14.1
'015910050,2008,71,4
'015910053,2008,232,100
'015910054,2008,59,100
'015910056,2008,240,15.9
'015910057,2008,.,.
'015910058,2008,198,13.9
'015910061,2008,2,100
'015910070,2008,56,75.7
'015910101,2008,18,4.1
'015910102,2008,160,20
'015910103,2008,220,31.9
'015910104,2008,93,23
'015910105,2008,149,29.1
'015910106,2008,176,28.8
'015910107,2008,250,36.6
'015910108,2008,279,36.5
'015910109,2008,110,27
'015910110,2008,111,28.8
'015910111,2008,160,24.8
'015910112,2008,162,33.9
'015910113,2008,203,42.5
'015910114,2008,165,27.5
'015910115,2008,89,22.1
'015910116,2008,73,21.6
'015910117,2008,176,30.7
'015910118,2008,190,32.6
'015910119,2008,119,27.4
'015910120,2008,140,28.2
'015910121,2008,152,23.8
'015910122,2008,245,39.6
'015910123,2008,63,11.7
'015910124,2008,140,18
'015910125,2008,171,19.5
'015910126,2008,172,20.7
'015910127,2008,159,22.5
'015910128,2008,47,10.2
'015910129,2008,58,7.8
'015910130,2008,154,20.2
'015910131,2008,57,12.7
'015910132,2008,4,80
'015910133,2008,86,10.9
'015910134,2008,80,10
'015910135,2008,105,13.9
'015910136,2008,106,13
'015910137,2008,113,12.7
'015910138,2008,192,26.3
'015910139,2008,127,13.7
'015910140,2008,112,12
'015910141,2008,129,15.5
'015910142,2008,122,17.4
'015910143,2008,78,8.4
'015911001,2008,434,16.8
'015911004,2008,33,100
'015911005,2008,217,93.1
'015911041,2008,113,17
'015911042,2008,133,17.6
'015911043,2008,146,14
'015911044,2008,204,18
'015911101,2008,79,17.3
'015911102,2008,85,20.8
'015911103,2008,98,31
'015911104,2008,101,21.5
'015911105,2008,.,.
'015911106,2008,53,10.9
'015912001,2008,607,19.5
'015912003,2008,65,98.5
'015912041,2008,130,15.8
'015912042,2008,178,21
'015912044,2008,209,20.8
'015912101,2008,167,31.5
'015912102,2008,207,33.8
'015912103,2008,155,22.3
'015912104,2008,143,27.8
'015912105,2008,129,20.6
'015912106,2008,128,24.2
'015912107,2008,94,18.5
'015912108,2008,67,13.5
'015912109,2008,96,22.6
'015913001,2008,59,22.6
'015913101,2008,147,28.8
'015914001,2008,174,28.4
'015914101,2008,275,33.1
'015915001,2008,609,25.1
'015915002,2008,765,25.9
'015915003,2008,584,20.6
'015915004,2008,156,63.7
'015915005,2008,661,20.6
'015915006,2008,44,5.1
'015915007,2008,607,20.8
'015915008,2008,798,100
'015915011,2008,344,99.1
'015915013,2008,27,15.3
'015915016,2008,433,12.6
'015915019,2008,575,20.1
'015915022,2008,777,23.4
'015915035,2008,44,100
'015915039,2008,134,100
'015915041,2008,296,25.3
'015915042,2008,267,25.8
'015915043,2008,231,20.5
'015915044,2008,296,23.8
'015915045,2008,237,19.9
'015915046,2008,316,22.9
'015915047,2008,261,13.3
'015915048,2008,280,21.5
'015915049,2008,340,20.1
'015915050,2008,112,6.5
'015915051,2008,269,14.7
'015915052,2008,207,15
'015915053,2008,309,20.1
'015915054,2008,286,17.8
'015915055,2008,.,.
'015915061,2008,207,100
'015915062,2008,451,100
'015915101,2008,145,28.5
'015915102,2008,157,24.3
'015915103,2008,191,32.5
'015915104,2008,42,8.6
'015915105,2008,102,22.1
'015915106,2008,149,26
'015915107,2008,120,20.5
'015915108,2008,90,16.6
'015915109,2008,92,13.1
'015915111,2008,182,31
'015915112,2008,161,26.2
'015915113,2008,67,20.3
'015915114,2008,213,31.9
'015915115,2008,114,25.2
'015915116,2008,154,24.4
'015915117,2008,201,37.9
'015915118,2008,156,29.9
'015915119,2008,167,27.8
'015915121,2008,176,90.7
'015915122,2008,142,26.3
'015915123,2008,134,33.8
'015915124,2008,100,14.8
'015915125,2008,129,15.4
'015915128,2008,187,25.9
'015915130,2008,109,16.4
'015915131,2008,142,25.2
'015915132,2008,142,21.1
'015915133,2008,158,84.5
'015915134,2008,65,11.9
'015915135,2008,198,21.8
'015915136,2008,117,19.7
'015915138,2008,122,18.7
'015915143,2008,89,14.5
'015915144,2008,188,24
'015915145,2008,87,12.5
'015915148,2008,117,19
'015915149,2008,69,12
'015915150,2008,105,16.6
'015915151,2008,98,14.5
'015915152,2008,61,8.3
'015915156,2008,194,27.8
'015915157,2008,102,16.2
