DISTRICT,CNTYNAME,COUNTY,DFLCHART,DFLYRE,DISTNAME,DSUPRATE,D_RATING,REGION,REGNNAME
'247904,WILSON,'247,N,N,POTH ISD,NQ,R,'20,REGION 20: SAN ANTONIO
'247906,WILSON,'247,N,N,STOCKDALE ISD,NQ,R,'20,REGION 20: SAN ANTONIO
'248901,WINKLER,'248,N,N,KERMIT ISD,NQ,A,'18,REGION 18: MIDLAND
'248902,WINKLER,'248,N,N,WINK-LOVING ISD,NQ,R,'18,REGION 18: MIDLAND
'249901,WISE,'249,N,N,ALVORD ISD,NQ,R,'11,REGION 11: FORT WORTH
'249902,WISE,'249,N,N,BOYD ISD,NQ,A,'11,REGION 11: FORT WORTH
'249903,WISE,'249,N,N,BRIDGEPORT ISD,NQ,A,'11,REGION 11: FORT WORTH
'249904,WISE,'249,N,N,CHICO ISD,NQ,A,'11,REGION 11: FORT WORTH
'249905,WISE,'249,N,N,DECATUR ISD,NQ,R,'11,REGION 11: FORT WORTH
'249906,WISE,'249,N,N,PARADISE ISD,NQ,R,'11,REGION 11: FORT WORTH
'249908,WISE,'249,N,N,SLIDELL ISD,NQ,A,'11,REGION 11: FORT WORTH
'250902,WOOD,'250,N,N,HAWKINS ISD,NQ,A,'07,REGION 07: KILGORE
'250903,WOOD,'250,N,N,MINEOLA ISD,NQ,A,'07,REGION 07: KILGORE
'250904,WOOD,'250,N,N,QUITMAN ISD,NE,Q,'07,REGION 07: KILGORE
'250905,WOOD,'250,N,N,YANTIS ISD,NQ,A,'07,REGION 07: KILGORE
'250906,WOOD,'250,N,N,ALBA-GOLDEN ISD,NQ,A,'07,REGION 07: KILGORE
'250907,WOOD,'250,N,N,WINNSBORO ISD,NQ,A,'07,REGION 07: KILGORE
'251901,YOAKUM,'251,N,N,DENVER CITY ISD,NQ,A,'17,REGION 17: LUBBOCK
'251902,YOAKUM,'251,N,N,PLAINS ISD,NQ,E,'17,REGION 17: LUBBOCK
'252901,YOUNG,'252,N,N,GRAHAM ISD,NE,A,'09,REGION 09: WICHITA FALLS
'252902,YOUNG,'252,N,N,NEWCASTLE ISD,NQ,A,'09,REGION 09: WICHITA FALLS
'252903,YOUNG,'252,N,N,OLNEY ISD,NQ,R,'09,REGION 09: WICHITA FALLS
'253901,ZAPATA,'253,N,N,ZAPATA COUNTY ISD,NQ,A,'01,REGION 01: EDINBURG
'254901,ZAVALA,'254,N,N,CRYSTAL CITY ISD,NQ,A,'20,REGION 20: SAN ANTONIO
'254902,ZAVALA,'254,N,N,LA PRYOR ISD,NQ,A,'20,REGION 20: SAN ANTONIO
