DISTRICT,YEAR,DA0GH05N,DA0GH05P,DA0GM05N,DA0GM05P,DA0GR05N,DA0GR05P,DA0LV05R,DAPID06N,DAPID06R,DAUND05C,DB0GR05N,DB0GR05P,DH0GR05N,DH0GR05P,DI0GR05N,DI0GR05P,DP0GR05N,DP0GR05P,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR05N,DS0GR05P,DW0GR05N,DW0GR05P
'014903,2006,324,70.3,137,29.7,461,100,0.1,1,0,5,23,5,96,20.8,2,0.4,4,0.9,5,4.4,3.8,2,1.1,0.6,1,0.9,3,16.3,10.4,8.7,1.2,0,1,3,0,9.4,7526,446,5.9,510,6.8,106,1.3,3362,44.7,554,7.4,585,7.8,530,7,532,7.1,512,6.8,522,6.9,607,8.1,615,8.2,628,8.3,613,8.1,495,6.6,459,6.1,22,0.3,497,6.6,576,7.7,276,3.7,2095,27.8,77,1,494,6.6,80,1.1,3168,42.1,1037,13.8,1215,16.1,4764,63.3,59,12.8,336,72.9
'014905,2006,20,45.5,24,54.5,44,100,0.4,1,0.2,1,1,2.3,7,15.9,0,0,0,0,2.9,0,0,0,0,0,3.4,0,5.9,12.5,0,0,0,0,0,0,0,0,536,22,4.1,32,6,3,0.5,255,47.6,44,8.2,38,7.1,58,10.8,50,9.3,30,5.6,33,6.2,32,6,37,6.9,50,9.3,37,6.9,36,6.7,23,4.3,4,0.7,49,9.1,47,8.8,17,3.2,123,22.9,1,0.2,30,5.6,3,0.6,174,32.5,41,7.6,143,26.7,377,70.3,7,15.9,36,81.8
'014906,2006,1152,74.6,393,25.4,1545,100,0.2,7,0,23,655,42.4,281,18.2,8,0.5,86,5.6,6.2,3,3.4,1.7,3.7,2.6,3.7,2.9,2.9,12,5.7,2.5,1,3.3,1.9,3.7,2.1,12.6,34522,1615,4.7,13968,40.5,1075,2.8,16811,48.7,3104,9,2938,8.5,2644,7.7,2521,7.3,2663,7.7,2490,7.2,2543,7.4,2388,6.9,2720,7.9,2203,6.4,1832,5.3,1590,4.6,46,0.1,2422,7,3055,8.8,1785,5.2,6724,19.5,228,0.7,2449,7.1,1479,4.3,16482,47.7,4478,13,5529,16,12123,35.1,190,12.3,515,33.3
'014907,2006,46,58.2,33,41.8,79,100,0,0,0,0,1,1.3,14,17.7,0,0,0,0,0,2,0,5.1,0,1.5,4.1,0,18.2,7.1,0,0,0,8.3,0,0,0,62.5,832,30,3.6,21,2.5,8,0.9,351,42.2,52,6.3,64,7.7,59,7.1,58,7,66,7.9,62,7.5,74,8.9,57,6.9,70,8.4,55,6.6,68,8.2,49,5.9,1,0.1,93,11.2,72,8.7,25,3,158,19,1,0.1,32,3.8,3,0.4,249,29.9,106,12.7,238,28.6,649,78,18,22.8,64,81
'014908,2006,51,68.9,23,31.1,74,100,0,0,0,0,1,1.4,6,8.1,0,0,1,1.4,1.4,1.4,1.5,0,1.3,0,1.2,0,3.2,0,0,0,0,0,0,7.7,0,0,1207,61,5.1,19,1.6,22,1.7,288,23.9,69,5.7,79,6.5,90,7.5,80,6.6,92,7.6,96,8,109,9,93,7.7,118,9.8,84,7,109,9,93,7.7,2,0.2,81,6.7,74,6.1,19,1.6,207,17.1,14,1.2,66,5.5,13,1.1,479,39.7,127,10.5,264,21.9,954,79,10,13.5,66,89.2
'014909,2006,318,69.3,141,30.7,459,100,0,0,0,0,124,27,101,22,2,0.4,8,1.7,7.4,3,2,1.2,1.8,0.2,1.4,2.5,6.7,11.5,4.6,2.4,1.8,1.3,1.7,1.7,6.7,11.1,8197,528,6.4,2393,29.2,361,4,4772,58.2,710,8.7,625,7.6,642,7.8,620,7.6,620,7.6,582,7.1,571,7,605,7.4,810,9.9,520,6.3,481,5.9,387,4.7,22,0.3,417,5.1,744,9.1,258,3.1,2534,30.9,27,0.3,581,7.1,122,1.5,4038,49.3,1352,16.5,1852,22.6,3121,38.1,89,19.4,224,48.8
'014910,2006,43,46.2,50,53.8,93,100,2.8,0,0,19,1,1.1,19,20.4,0,0,0,0,7.6,2.6,0,1.4,0,0,2.5,0,9.7,0,0,0,0,0,0,0,9.5,40,1215,14,1.2,24,2,12,0.9,469,38.6,77,6.3,90,7.4,89,7.3,86,7.1,80,6.6,96,7.9,96,7.9,101,8.3,108,8.9,90,7.4,108,8.9,84,6.9,6,0.5,121,10,92,7.6,12,1,251,20.7,8,0.7,19,1.6,3,0.2,450,37,207,17,300,24.7,929,76.5,17,18.3,73,78.5
'015801,2006,67,71.3,27,28.7,94,100,0,4,0.5,0,4,4.3,75,79.8,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351,4,1.1,5,1.4,0,0,173,49.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,27.1,85,24.2,100,28.5,71,20.2,0,0,0,0,0,0,0,0,289,82.3,0,0,4,1.1,5,1.4,215,61.3,42,12,189,53.8,52,14.8,6,6.4,15,16
'015802,2006,45,78.9,12,21.1,57,100,0.9,6,0.6,5,30,52.6,22,38.6,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,384,11,2.9,192,50,0,0,352,91.7,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,18.2,85,22.1,70,18.2,41,10.7,0,0,0,0,13,3.4,103,26.8,161,41.9,0,0,11,2.9,6,1.6,332,86.5,46,12,45,11.7,25,6.5,7,12.3,5,8.8
'015803,2006,0,0,2,100,2,100,5.6,1,0.3,5,0,0,2,100,0,0,0,0,0,14.3,9.1,23.1,0,0,12.5,0,0,0,0,.,0,0,0,0,0,0,286,46,16.1,20,7,0,0,273,95.5,30,10.5,25,8.7,10,3.5,15,5.2,10,3.5,17,5.9,20,7,16,5.6,10,3.5,8,2.8,5,1.7,5,1.7,0,0,0,0,22,7.7,93,32.5,249,87.1,0,0,49,17.1,2,0.7,240,83.9,24,8.4,0,0,15,5.2,2,100,0,0
'015805,2006,0,.,0,.,.,.,0,0,0,0,0,.,0,.,0,.,0,.,7.4,14,11.1,5.9,14.3,3.9,7,3.9,3.5,12.5,0,10,0,8.3,0,0,0,0,614,60,9.8,22,3.6,5,0.7,477,77.7,64,10.4,66,10.7,53,8.6,63,10.3,94,15.3,78,12.7,79,12.9,62,10.1,0,0,0,0,0,0,0,0,0,0,0,0,55,9,0,0,565,92,2,0.3,64,10.4,1,0.2,449,73.1,87,14.2,0,0,24,3.9,0,.,0,.
'015806,2006,13,59.1,9,40.9,22,100,0,0,0,0,7,31.8,11,50,0,0,0,0,0,0,1.1,0,2.6,0,0.8,0,0.9,30,0,0,0,0,4.8,6.3,5,0,1767,75,4.2,556,31.5,0,0,1404,79.5,121,6.8,137,7.8,130,7.4,115,6.5,132,7.5,150,8.5,188,10.6,171,9.7,155,8.8,122,6.9,69,3.9,36,2,0,0,0,0,133,7.5,108,6.1,1079,61.1,6,0.3,86,4.9,7,0.4,821,46.5,195,11,456,25.8,119,6.7,3,13.6,4,18.2
'015807,2006,30,17.8,139,82.2,169,100,0,3,0.1,0,30,17.8,101,59.8,1,0.6,1,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,955,7,0.7,229,24,30,1.4,602,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,26.9,193,20.2,241,25.2,264,27.6,0,0,50,5.2,0,0,0,0,549,57.5,5,0.5,9,0.9,12,1.3,877,91.8,129,13.5,200,20.9,160,16.8,20,11.8,36,21.3
'015808,2006,0,0,37,100,37,100,0.1,6,0.4,1,0,0,31,83.8,0,0,1,2.7,.,.,.,.,.,0,0,16.7,.,.,.,.,.,.,0,0,6.3,.,241,10,4.1,45,18.7,0,0,235,97.5,0,0,0,0,0,0,0,0,1,0.4,2,0.8,14,5.8,34,14.1,106,44,49,20.3,25,10.4,10,4.1,0,0,0,0,0,0,0,0,115,47.7,1,0.4,10,4.1,0,0,234,97.1,182,75.5,51,21.2,80,33.2,26,70.3,5,13.5
'015809,2006,0,.,0,.,.,.,0,0,0,0,0,.,0,.,0,.,0,.,2.3,4.8,0,0,0,0,0,0,8.2,0,0,20,11.1,0,0,0,0,0,524,44,8.4,68,13,0,0,512,97.7,42,8,36,6.9,28,5.3,28,5.3,21,4,32,6.1,37,7.1,20,3.8,0,0,0,0,0,0,0,0,0,0,0,0,76,14.5,204,38.9,442,84.4,0,0,47,9,1,0.2,395,75.4,34,6.5,0,0,13,2.5,0,.,0,.
'015810,2006,0,0,4,100,4,100,0,1,0.6,0,1,25,3,75,0,0,0,0,.,.,.,.,.,0,0,0,.,.,.,.,.,.,.,.,0,.,92,0,0,34,37,0,0,92,100,0,0,0,0,0,0,0,0,0,0,5,5.4,10,10.9,20,21.7,37,40.2,7,7.6,6,6.5,7,7.6,0,0,0,0,0,0,0,0,55,59.8,0,0,0,0,0,0,91,98.9,19,20.7,54,58.7,3,3.3,4,100,0,0
'015811,2006,0,.,0,.,.,.,.,1,0.7,0,0,.,0,.,0,.,0,.,0,0,7.1,0,0,.,.,.,0,.,0,0,.,.,.,.,.,.,142,64,45.1,0,0,0,0,133,93.7,16,11.3,16,11.3,15,10.6,17,12,15,10.6,13,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,33,23.2,142,100,0,0,64,45.1,0,0,75,52.8,8,5.6,0,0,0,0,0,.,0,.
'015812,2006,13,44.8,16,55.2,29,100,0.2,0,0,1,0,0,28,96.6,0,0,0,0,.,.,.,.,.,.,.,27.3,.,.,.,.,.,.,.,.,0,.,181,0,0,4,2.2,0,0,157,86.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6.6,78,43.1,43,23.8,35,19.3,13,7.2,0,0,0,0,0,0,0,0,172,95,0,0,1,0.6,0,0,163,90.1,52,28.7,55,30.4,5,2.8,4,13.8,1,3.4
'015813,2006,0,.,0,.,.,.,0,0,0,0,0,.,0,.,0,.,0,.,.,.,.,.,.,0,0,0,.,.,.,.,.,.,.,0,0,.,31,0,0,23,74.2,0,0,28,90.3,0,0,0,0,0,0,0,0,0,0,12,38.7,8,25.8,11,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12.9,0,0,0,0,0,0,23,74.2,2,6.5,0,0,4,12.9,0,.,0,.
'015814,2006,4,11.1,32,88.9,36,100,0.2,2,0.3,1,1,2.8,34,94.4,0,0,0,0,.,.,.,.,.,.,50,0,.,.,.,.,.,.,.,.,.,.,245,2,0.8,15,6.1,0,0,204,83.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4,4,1.6,64,26.1,66,26.9,67,27.3,43,17.6,0,0,0,0,0,0,0,0,223,91,0,0,2,0.8,0,0,240,98,31,12.7,36,14.7,7,2.9,3,8.3,1,2.8
'015815,2006,0,0,15,100,15,100,0,1,0.2,0,1,6.7,9,60,0,0,0,0,7.7,8.3,8.7,0,10.5,5,0,3.4,5.3,0,0,0,0,25,0,0,0,0,411,8,1.9,91,22.1,0,0,336,81.8,35,8.5,35,8.5,23,5.6,19,4.6,29,7.1,32,7.8,33,8,30,7.3,27,6.6,17,4.1,18,4.4,16,3.9,0,0,0,0,43,10.5,54,13.1,243,59.1,0,0,9,2.2,6,1.5,273,66.4,42,10.2,28,6.8,71,17.3,1,6.7,5,33.3
'015816,2006,6,23.1,20,76.9,26,100,0.3,0,0,1,2,7.7,22,84.6,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,150,2,1.3,7,4.7,0,0,107,71.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,33.3,46,30.7,29,19.3,25,16.7,0,0,0,0,0,0,0,0,136,90.7,0,0,3,2,0,0,150,100,24,16,137,91.3,7,4.7,1,3.8,2,7.7
'015817,2006,0,0,97,100,97,100,0,0,0,0,1,1,88,90.7,0,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,347,10,2.9,9,2.6,0,0,280,80.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,27.1,100,28.8,96,27.7,57,16.4,0,0,0,0,0,0,0,0,316,91.1,0,0,10,2.9,0,0,297,85.6,73,21,133,38.3,22,6.3,22,22.7,7,7.2
'015818,2006,3,10.7,25,89.3,28,100,0,0,0,0,1,3.6,17,60.7,0,0,0,0,.,.,.,.,.,0,25,0,.,.,.,.,.,.,0,0,0,.,122,50,41,6,4.9,0,0,112,91.8,0,0,0,0,0,0,0,0,0,0,7,5.7,11,9,21,17.2,26,21.3,17,13.9,11,9,29,23.8,0,0,0,0,0,0,0,0,108,88.5,0,0,50,41,0,0,97,79.5,15,12.3,24,19.7,8,6.6,3,10.7,10,35.7
'015819,2006,0,0,3,100,3,100,1.8,1,0.1,2,1,33.3,1,33.3,0,0,0,0,2.6,8.6,3.2,0,5.9,0,16.7,0,6.1,0,0,0,0,0,0,0,0,0,800,22,2.8,349,43.6,0,0,522,65.3,74,9.3,85,10.6,59,7.4,69,8.6,58,7.3,49,6.1,54,6.8,46,5.8,52,6.5,51,6.4,38,4.8,28,3.5,0,0,0,0,87,10.9,50,6.3,233,29.1,4,0.5,22,2.8,5,0.6,552,69,45,5.6,129,16.1,209,26.1,0,0,1,33.3
'015820,2006,16,100,0,0,16,100,0,3,0.8,0,2,12.5,14,87.5,0,0,0,0,16.7,0,22.2,14.3,0,0,0,0,0,0,0,0,0,0,0,0,20,.,204,0,0,13,6.4,0,0,195,95.6,7,3.4,5,2.5,7,3.4,8,3.9,8,3.9,12,5.9,17,8.3,22,10.8,41,20.1,29,14.2,24,11.8,17,8.3,0,0,0,0,7,3.4,0,0,158,77.5,0,0,0,0,0,0,203,99.5,41,20.1,0,0,33,16.2,5,31.3,0,0
'015822,2006,11,73.3,4,26.7,15,100,0,0,0,0,2,13.3,9,60,0,0,1,6.7,0,0,0,0,0,5.1,0,2.6,3.6,0,0,0,0,0,0,0,0,0,446,19,4.3,42,9.4,1,0.2,334,74.9,30,6.7,23,5.2,24,5.4,37,8.3,20,4.5,38,8.5,44,9.9,44,9.9,36,8.1,50,11.2,36,8.1,17,3.8,0,0,0,0,27,6.1,20,4.5,349,78.3,0,0,19,4.3,0,0,275,61.7,49,11,0,0,55,12.3,1,6.7,3,20
'015823,2006,0,0,12,100,12,100,0.5,1,0.4,1,0,0,12,100,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,128,14,10.9,2,1.6,0,0,114,89.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21.1,34,26.6,32,25,35,27.3,0,0,0,0,0,0,0,0,124,96.9,0,0,14,10.9,0,0,91,71.1,20,15.6,59,46.1,2,1.6,1,8.3,0,0
'015824,2006,0,.,0,.,.,.,.,0,0,0,0,.,0,.,0,.,0,.,0,9.5,14.3,0,0,0,.,.,0,0,0,0,.,0,.,.,.,100,180,14,7.8,20,11.1,0,0,112,62.2,29,16.1,33,18.3,23,12.8,19,10.6,26,14.4,12,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,21.1,0,0,130,72.2,1,0.6,18,10,2,1.1,19,10.6,27,15,0,0,27,15,0,.,0,.
'015825,2006,0,.,0,.,.,.,.,1,0.7,0,0,.,0,.,0,.,0,.,0,0,12,0,14.3,0,.,.,0,0,0,0,0,25,20,.,.,20,152,0,0,115,75.7,0,0,100,65.8,29,19.1,28,18.4,28,18.4,15,9.9,13,8.6,15,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.3,24,15.8,0,0,26,17.1,0,0,0,0,0,0,16,10.5,16,10.5,0,0,11,7.2,0,.,0,.
'015826,2006,0,.,0,.,.,.,.,0,0,0,0,.,0,.,0,.,0,.,.,.,.,0,0,0,.,.,.,.,.,.,.,0,0,.,.,.,239,12,5,1,0.4,0,0,190,79.5,0,0,0,0,0,0,0,0,83,34.7,90,37.7,66,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,95.4,0,0,18,7.5,0,0,239,100,24,10,0,0,10,4.2,0,.,0,.
'015827,2006,0,.,0,.,.,.,.,0,0,0,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,226,1,0.4,24,10.6,0,.,92,40.7,0,0,0,0,0,0,0,0,0,0,118,52.2,65,28.8,43,19,0,0,0,0,0,0,0,0,0,0,4,1.8,0,0,0,0,118,52.2,1,0.4,1,0.4,6,2.7,11,4.9,11,4.9,0,0,77,34.1,0,.,0,.
'015901,2006,241,74.4,83,25.6,324,100,0,4,0.1,0,6,1.9,77,23.8,1,0.3,2,0.6,1.9,0.4,0.4,0,0.7,1.5,1,0.3,1,4.2,13.3,0,0,0,2.9,0,4.3,4.3,4527,208,4.6,97,2.1,60,1.3,837,18.5,337,7.4,311,6.9,293,6.5,330,7.3,331,7.3,370,8.2,377,8.3,351,7.8,436,9.6,362,8,322,7.1,321,7.1,18,0.4,818,18.1,306,6.8,62,1.4,1342,29.6,7,0.2,225,5,83,1.8,1181,26.1,355,7.8,208,4.6,2998,66.2,20,6.2,238,73.5
'015904,2006,549,81,129,19,678,100,0,46,0.3,2,3,0.4,632,93.2,1,0.1,1,0.1,11.3,4.9,4.2,4.9,4.7,0.4,0.5,1.5,5.4,11.7,7.6,3.5,1.1,5.9,0,1.9,8.8,8.8,14371,1806,12.6,87,0.6,451,2.9,13101,91.2,1214,8.4,1091,7.6,1098,7.6,1090,7.6,1037,7.2,974,6.8,1086,7.6,1100,7.7,1310,9.1,990,6.9,874,6.1,674,4.7,29,0.2,867,6,1124,7.8,680,4.7,13710,95.4,14,0.1,2129,14.8,16,0.1,9381,65.3,1814,12.6,3841,26.7,544,3.8,85,12.5,41,6
'015905,2006,411,84,78,16,489,100,1,14,0.1,56,4,0.8,475,97.1,0,0,1,0.2,17.6,7.4,9.7,5,9,4.5,2.4,0.8,4.7,18,2.3,2,0,3.3,4.2,5.9,1.8,9.4,12060,2234,18.5,174,1.4,258,1.8,11112,92.1,1153,9.6,948,7.9,975,8.1,865,7.2,913,7.6,771,6.4,849,7,784,6.5,1034,8.6,647,5.4,539,4.5,575,4.8,0,0,909,7.5,1056,8.8,951,7.9,11737,97.3,14,0.1,2482,20.6,9,0.1,8972,74.4,1580,13.1,1915,15.9,126,1,76,15.5,9,1.8
'015906,2006,54,85.7,9,14.3,63,100,0,0,0,0,15,23.8,9,14.3,0,0,2,3.2,3.3,0,0,0,1.6,0,0,0,1.4,0,0,0,0,0,0,0,0,28.6,1063,2,0.2,246,23.1,4,0.3,155,14.6,95,8.9,90,8.5,78,7.3,77,7.2,81,7.6,82,7.7,70,6.6,71,6.7,71,6.7,79,7.4,69,6.5,80,7.5,0,0,102,9.6,106,10,14,1.3,164,15.4,3,0.3,2,0.2,35,3.3,234,22,116,10.9,71,6.7,615,57.9,4,6.3,37,58.7
'015907,2006,1984,78.7,536,21.3,2520,100,0.1,31,0,36,225,8.9,2200,87.3,0,0,1,0,9.1,6.5,5.8,2.8,7.2,1.8,2.6,1.7,2.1,12.3,5,3.7,0.9,2.6,1,1.9,2.6,8.6,56371,8385,14.9,4969,8.8,1211,1.9,51988,92.2,4984,8.8,4487,8,4351,7.7,4040,7.2,4176,7.4,3708,6.6,3872,6.9,3892,6.9,4703,8.3,3673,6.5,2668,4.7,2713,4.8,19,0,3318,5.9,4744,8.4,4341,7.7,49486,87.8,68,0.1,9438,16.7,149,0.3,38075,67.5,6839,12.1,10138,18,1699,3,372,14.8,94,3.7
'015908,2006,360,77.3,106,22.7,466,100,0,3,0,2,8,1.7,441,94.6,1,0.2,1,0.2,5.4,4.1,4.1,1.3,2.7,0.3,0.7,0.3,1.1,8.3,3.1,1.1,1.3,1.4,0,0,3.7,5.9,9653,1580,16.4,163,1.7,230,2.1,8675,89.9,830,8.6,751,7.8,773,8,748,7.7,703,7.3,683,7.1,684,7.1,714,7.4,829,8.6,577,6,568,5.9,453,4.7,12,0.1,488,5.1,802,8.3,526,5.4,9231,95.6,2,0,1693,17.5,18,0.2,8359,86.6,972,10.1,1595,16.5,239,2.5,78,16.7,15,3.2
'015909,2006,107,63.3,62,36.7,169,100,0,2,0,0,3,1.8,127,75.1,0,0,0,0,0.8,5.8,5.6,0.5,10.2,0.5,0,0.5,0.9,15.8,12.5,6.3,5.4,0,0,0,11.4,0,3480,288,8.3,40,1.1,64,1.6,2740,78.7,256,7.4,313,9,234,6.7,279,8,293,8.4,251,7.2,248,7.1,266,7.6,267,7.7,248,7.1,197,5.7,174,5,5,0.1,254,7.3,255,7.3,194,5.6,2890,83,4,0.1,342,9.8,9,0.3,1749,50.3,382,11,770,22.1,537,15.4,27,16,39,23.1
'015910,2006,2485,70.7,1029,29.3,3514,100,0,2,0,7,291,8.3,1341,38.2,7,0.2,116,3.3,5.8,3,2.2,1.4,3.3,1.3,1.8,1.5,4.1,9.5,5.2,4,1.3,3,1.3,3.1,3.4,18.2,59556,2874,4.8,5851,9.8,2194,3.5,22846,38.4,4817,8.1,4559,7.7,4526,7.6,4493,7.5,4661,7.8,4380,7.4,4440,7.5,4438,7.5,5533,9.3,4725,7.9,3472,5.8,3751,6.3,181,0.3,4191,7,4736,8,844,1.4,26222,44,184,0.3,3461,5.8,2035,3.4,23272,39.1,7774,13.1,13387,22.5,25264,42.4,494,14.1,1759,50.1
'015911,2006,268,61.6,167,38.4,435,100,0,15,0.2,0,52,12,180,41.4,0,0,2,0.5,7.1,3.8,3.8,0.6,4.6,0.8,4,2.4,1.8,10.5,2.9,8,1.3,0,0,4.5,5.6,12.5,8128,418,5.1,884,10.9,290,3.4,4585,56.4,576,7.1,618,7.6,630,7.8,559,6.9,625,7.7,609,7.5,649,8,652,8,922,11.3,612,7.5,414,5.1,395,4.9,40,0.5,632,7.8,572,7,255,3.1,4500,55.4,22,0.3,368,4.5,28,0.3,4300,52.9,978,12,1728,21.3,2694,33.1,73,16.8,201,46.2
'015912,2006,430,81.3,99,18.7,529,100,0,2,0,2,23,4.3,441,83.4,0,0,3,0.6,12.1,8,3.7,3.6,5,1.1,4.3,2.5,5.9,16.7,13.2,1.6,1.6,1.8,2.7,11.5,7.6,9.6,9930,1271,12.8,319,3.2,380,3.4,8081,81.4,871,8.8,793,8,749,7.5,728,7.3,757,7.6,756,7.6,804,8.1,765,7.7,837,8.4,663,6.7,635,6.4,540,5.4,18,0.2,520,5.2,803,8.1,211,2.1,8749,88.1,19,0.2,1334,13.4,46,0.5,6104,61.5,1273,12.8,2183,22,797,8,69,13,62,11.7
'015913,2006,20,83.3,4,16.7,24,100,0,0,0,0,8,33.3,2,8.3,0,0,2,8.3,0,0,0,2,0,2,0,0,3.4,0,0,0,0,0,0,0,0,25,895,27,3,198,22.1,0,0,422,47.2,109,12.2,81,9.1,81,9.1,70,7.8,58,6.5,50,5.6,55,6.1,54,6,47,5.3,32,3.6,25,2.8,27,3,2,0.2,45,5,103,11.5,101,11.3,203,22.7,6,0.7,27,3,33,3.7,225,25.1,104,11.6,124,13.9,455,50.8,2,8.3,12,50
'015914,2006,27,49.1,28,50.9,55,100,0,3,0.2,0,13,23.6,12,21.8,0,0,3,5.5,1.5,0,0,2.7,3.4,1.8,9.4,6.8,0,10.5,0,6.3,0,9.1,11.1,12.5,6.7,6.3,1225,54,4.4,418,34.1,15,1.1,440,35.9,97,7.9,116,9.5,105,8.6,99,8.1,102,8.3,86,7,96,7.8,78,6.4,85,6.9,79,6.4,76,6.2,64,5.2,1,0.1,107,8.7,125,10.2,16,1.3,253,20.7,5,0.4,54,4.4,50,4.1,375,30.6,180,14.7,87,7.1,499,40.7,11,20,27,49.1
'015915,2006,3263,77.1,971,22.9,4234,100,0.2,494,0.6,62,356,8.4,2295,54.2,12,0.3,118,2.8,7.3,2.9,2.2,2,1.2,1,1.1,0.8,3.2,13,4.1,3.8,2.1,2.2,0.9,1.8,1.4,11.2,78154,3935,5,6270,8,1675,2.1,38664,49.5,6481,8.3,6157,7.9,6010,7.7,6028,7.7,5922,7.6,5911,7.6,5851,7.5,5748,7.4,7337,9.4,5679,7.3,4316,5.5,4496,5.8,354,0.5,6333,8.1,6211,7.9,1653,2.1,47795,61.2,228,0.3,5095,6.5,2301,2.9,33247,42.5,10367,13.3,15758,20.2,21560,27.6,452,10.7,1453,34.3
'015916,2006,743,81.4,170,18.6,913,100,0.1,28,0.1,5,236,25.8,337,36.9,1,0.1,33,3.6,2.8,3.2,3,1.8,2.2,2.5,1.9,1.2,2.3,9.4,5,0.7,1.4,3.5,0.6,1,2.2,11,19218,888,4.6,5338,27.8,446,2.2,10414,54.2,1442,7.5,1545,8,1479,7.7,1398,7.3,1614,8.4,1539,8,1539,8,1545,8,1906,9.9,1215,6.3,1231,6.4,798,4.2,72,0.4,1141,5.9,1480,7.7,415,2.2,8557,44.5,67,0.3,1049,5.5,507,2.6,8739,45.5,2082,10.8,4962,25.8,4749,24.7,98,10.7,306,33.5
'015917,2006,174,76,55,24,229,100,0,9,0.2,0,1,0.4,189,82.5,0,0,1,0.4,5.8,3.6,5.1,0.6,3.7,2,2.9,1.5,4.6,13,4.9,1.9,0,0,1.4,3.2,0,13.9,4853,570,11.7,78,1.6,189,3.4,3943,81.2,370,7.6,349,7.2,347,7.2,373,7.7,381,7.9,369,7.6,385,7.9,394,8.1,428,8.8,376,7.7,302,6.2,222,4.6,12,0.2,344,7.1,345,7.1,200,4.1,4042,83.3,6,0.1,597,12.3,40,0.8,3233,66.6,649,13.4,1216,25.1,687,14.2,27,11.8,38,16.6
'016901,2006,46,79.3,12,20.7,58,100,0.3,2,0.2,1,0,0,12,20.7,0,0,1,1.7,0,4,0,0,8.5,2.3,3.6,0,2.3,0,0,0,0,0,0,0,7.1,0,673,48,7.1,5,0.7,22,3,200,29.7,46,6.8,60,8.9,48,7.1,42,6.2,60,8.9,57,8.5,53,7.9,39,5.8,61,9.1,52,7.7,41,6.1,43,6.4,4,0.6,62,9.2,67,10,0,0,145,21.5,3,0.4,49,7.3,7,1,254,37.7,89,13.2,133,19.8,513,76.2,8,13.8,45,77.6
'016902,2006,37,58.7,26,41.3,63,100,0,2,0.2,0,1,1.6,18,28.6,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,5.6,0,990,46,4.6,16,1.6,52,5,456,46.1,79,8,65,6.6,72,7.3,53,5.4,75,7.6,73,7.4,83,8.4,81,8.2,95,9.6,72,7.3,73,7.4,79,8,3,0.3,129,13,62,6.3,25,2.5,257,26,6,0.6,46,4.6,1,0.1,417,42.1,110,11.1,205,20.7,710,71.7,10,15.9,44,69.8
