DISTRICT,YEAR,DA0GH11N,DA0GH11P,DA0GM11N,DA0GM11P,DA0GR11N,DA0GR11P,DAPID12N,DAPID12R,DAUND11C,DAUND11R,DB0GR11N,DB0GR11P,DH0GR11N,DH0GR11P,DI0GR11N,DI0GR11P,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR11N,DS0GR11P,DW0GR11N,DW0GR11P,D20GR11N,D20GR11P,D30GR11N,D30GR11P,D40GR11N,D40GR11P
'014803,2012,5,71.4,2,28.6,7,100,1,0.3,1,1.1,1,14.3,2,28.6,0,0,78,42.4,14.3,12.5,11.1,9.1,12.5,0,0,0,20,66.7,0,0,0,100,0,0,0,0,267,2,0.7,0,0,56,21,0,0,161,60.3,24,9,24,9,17,6.4,24,9,17,6.4,14,5.2,9,3.4,8,3,18,6.7,12,4.5,10,3.7,10,3.7,0,0,0,0,38,14.2,42,15.7,62,23.2,2,0.7,0,0,106,39.7,0,0,137,51.3,27,10.1,9,3.4,0,0,136,50.9,3,42.9,4,57.1,0,0,0,0,0,0
'014804,2012,3,9.1,30,90.9,33,100,2,0.2,12,1.7,0,0,6,18.2,0,0,662,74.4,100,0,0,0,0,0,8,5.6,.,.,0,0,25,0,0,0,0,.,819,12,1.5,1,0.1,59,7.2,0,0,256,31.3,59,7.2,51,6.2,56,6.8,56,6.8,70,8.5,80,9.8,79,9.6,60,7.3,71,8.7,78,9.5,66,8.1,45,5.5,0,0,0,0,48,5.9,0,0,151,18.4,4,0.5,3,0.4,563,68.7,0,0,363,44.3,87,10.6,18,2.2,0,0,575,70.2,0,0,27,81.8,0,0,0,0,0,0
'014901,2012,65,83.3,13,16.7,78,100,0,0,0,0,0,0,11,14.1,0,0,125,11.7,12.5,3,0,0,0,0,0,0,1.4,11.1,0,0,0,0,0,0,0,0,1134,7,0.6,36,3.2,21,1.9,12,1,382,33.7,86,7.6,78,6.9,73,6.4,91,8,94,8.3,80,7.1,95,8.4,91,8,106,9.3,89,7.8,80,7.1,70,6.2,2,0.2,103,9.1,75,6.6,24,2.1,233,20.5,8,0.7,36,3.2,752,66.3,0,0,327,28.8,105,9.3,24,2.1,273,24.1,841,74.2,8,10.3,65,83.3,1,1.3,1,1.3,0,0
'014902,2012,13,86.7,2,13.3,15,100,0,0,0,0,2,13.3,10,66.7,0,0,60,17.4,4.5,4,0,0,0,0,0,0,3.3,0,0,.,0,.,0,0,25,33.3,395,0,0,55,13.9,47,11.9,3,0.7,294,74.4,27,6.8,24,6.1,29,7.3,19,4.8,28,7.1,23,5.8,27,6.8,26,6.6,29,7.3,35,8.9,33,8.4,29,7.3,0,0,11,2.8,32,8.1,34,8.6,251,63.5,1,0.3,55,13.9,101,25.6,0,0,199,50.4,35,8.9,7,1.8,126,31.9,89,22.5,1,6.7,2,13.3,1,6.7,0,0,0,0
'014903,2012,434,70.1,185,29.9,619,100,5,0,2,0,42,6.8,159,25.7,5,0.8,1346,15.1,3,2,1.3,1,0.2,0.3,0.3,0.2,2.6,19.2,6.5,3.8,0,2,4.8,0,1.2,18.8,9509,142,1.5,629,6.6,658,6.9,178,1.8,4678,49.2,769,8.1,741,7.8,690,7.3,739,7.8,713,7.5,751,7.9,694,7.3,729,7.7,745,7.8,639,6.7,623,6.6,518,5.4,16,0.2,683,7.2,728,7.7,414,4.4,3005,31.6,86,0.9,648,6.8,4831,50.8,19,0.2,3902,41,1035,10.9,267,2.8,1891,19.9,5332,56.1,73,11.8,395,63.8,13,2.1,5,0.8,0,0
'014905,2012,15,48.4,16,51.6,31,100,0,0,0,0,1,3.2,10,32.3,0,0,53,9.8,2.9,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,50,612,1,0.2,15,2.5,19,3.1,8,1.3,331,54.1,50,8.2,36,5.9,42,6.9,45,7.4,47,7.7,65,10.6,48,7.8,38,6.2,66,10.8,41,6.7,35,5.7,33,5.4,0,0,56,9.2,40,6.5,26,4.2,176,28.8,2,0.3,15,2.5,281,45.9,0,0,191,31.2,42,6.9,8,1.3,204,33.3,406,66.3,4,12.9,20,64.5,0,0,0,0,0,0
'014906,2012,1469,73,543,27,2012,100,4,0,48,0.3,837,41.6,403,20,9,0.4,12771,30.9,7.2,3.8,4.1,1.9,0.8,1.2,1.7,1.8,2,12.4,6,3.9,0.8,2.1,3.3,2.6,2.9,6.1,40923,1137,2.8,2868,7,13731,33.6,1179,2.6,22352,54.6,3656,8.9,3121,7.6,3332,8.1,3122,7.6,3063,7.5,2921,7.1,2771,6.8,2725,6.7,2853,7,2328,5.7,2194,5.4,1997,4.9,94,0.2,1747,4.3,3644,8.9,3102,7.6,10751,26.3,347,0.8,3170,7.7,18571,45.4,556,1.4,20582,50.3,4315,10.5,2425,5.9,5653,13.8,11976,29.3,223,11.1,592,29.4,70,3.5,87,4.3,14,0.7
'014907,2012,47,79.7,12,20.3,59,100,0,0,0,0,0,0,17,28.8,0,0,88,10.6,0,0,0,0,1.4,0,1.5,0,8.7,0,0,0,0,0,0,0,0,0,860,5,0.6,40,4.7,19,2.2,9,1,433,50.3,66,7.7,50,5.8,59,6.9,60,7,49,5.7,75,8.7,59,6.9,72,8.4,71,8.3,81,9.4,68,7.9,67,7.8,0,0,88,10.2,59,6.9,24,2.8,231,26.9,8,0.9,40,4.7,427,49.7,0,0,283,32.9,73,8.5,9,1,236,27.4,588,68.4,4,6.8,40,67.8,1,1.7,1,1.7,0,0
'014908,2012,98,79,26,21,124,100,0,0,4,0.6,0,0,19,15.3,1,0.8,129,9.8,1.3,3.3,1.3,0,0,1.1,0,0,3.7,0,20,0,0,0,0,0,0,0,1389,16,1.2,94,6.8,10,0.7,25,1.7,378,27.2,99,7.1,89,6.4,100,7.2,101,7.3,110,7.9,93,6.7,100,7.2,113,8.1,110,7.9,118,8.5,123,8.9,96,6.9,0,0,64,4.6,108,7.8,29,2.1,270,19.4,13,0.9,95,6.8,1011,72.8,3,0.2,397,28.6,95,6.8,23,1.7,380,27.4,1054,75.9,10,8.1,100,80.6,1,0.8,3,2.4,0,0
'014909,2012,288,62.1,176,37.9,464,100,5,0.1,13,0.3,112,24.1,143,30.8,1,0.2,2286,26.3,8.2,3.4,1.5,1.2,1.2,1.5,1.2,4.9,6.4,7.3,2.1,0,3.3,0,0,0,6.5,24.1,8728,144,1.6,666,7.6,2417,27.7,295,3,6512,74.6,748,8.6,699,8,683,7.8,695,8,666,7.6,602,6.9,586,6.7,571,6.5,678,7.8,525,6,464,5.3,387,4.4,30,0.3,779,8.9,782,9,612,7,3403,39,51,0.6,679,7.8,2216,25.4,12,0.1,4559,52.2,695,8,261,3,1656,19,2440,28,56,12.1,196,42.2,3,0.6,9,1.9,0,0
'014910,2012,84,93.3,6,6.7,90,100,0,0,2,0.3,2,2.2,23,25.6,1,1.1,216,16.7,7.7,5.7,1.2,1,2.4,2.2,0,0,2.4,11.1,35.3,22.2,0,0,0,0,8.3,33.3,1342,6,0.4,34,2.5,20,1.5,15,1,640,47.7,91,6.8,94,7,97,7.2,89,6.6,119,8.9,92,6.9,107,8,122,9.1,102,7.6,93,6.9,87,6.5,97,7.2,6,0.4,111,8.3,99,7.4,47,3.5,320,23.8,11,0.8,32,2.4,702,52.3,2,0.1,386,28.8,128,9.5,17,1.3,298,22.2,966,72,7,7.8,59,65.6,4,4.4,0,0,1,1.1
'015801,2012,32,57.1,24,42.9,56,100,0,0,7,1,2,3.6,45,80.4,0,0,544,76.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,353,0,0,1,0.3,14,4,0,0,296,83.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,24.9,90,25.5,103,29.2,72,20.4,0,0,0,0,0,0,0,0,324,91.8,0,0,1,0.3,57,16.1,0,0,281,79.6,50,14.2,0,0,201,56.9,15,4.2,6,10.7,9,16.1,0,0,0,0,0,0
'015802,2012,56,81.2,13,18.8,69,100,0,0,5,1.2,40,58,22,31.9,0,0,307,53.7,3.2,0,3.7,6.3,0,11.8,16.7,9.1,4.4,0,0,0,0,0,0,0,0,0,1327,15,1.1,101,7.6,418,31.5,0,0,1305,98.3,49,3.7,39,2.9,35,2.6,27,2,29,2.2,26,2,26,2,20,1.5,25,1.9,34,2.6,38,2.9,31,2.3,0,0,7,0.5,70,5.3,878,66.2,792,59.7,3,0.2,99,7.5,22,1.7,2,0.2,1153,86.9,39,2.9,19,1.4,75,5.7,78,5.9,6,8.7,4,5.8,0,0,2,2.9,1,1.4
'015803,2012,4,100,0,0,4,100,0,0,1,1.2,1,25,3,75,0,0,63,18.9,0,0,0,6.5,0,0,0,0,5.6,0,0,0,25,0,0,0,0,0,735,1,0.1,33,4.5,74,10.1,0,0,700,95.2,61,8.3,46,6.3,57,7.8,45,6.1,37,5,23,3.1,24,3.3,28,3.8,14,1.9,15,2,7,1,4,0.5,0,0,0,0,63,8.6,311,42.3,604,82.2,1,0.1,33,4.5,35,4.8,0,0,59,8,28,3.8,10,1.4,0,0,45,6.1,3,75,0,0,0,0,0,0,0,0
'015805,2012,0,.,0,.,0,.,0,0,1,0.6,0,.,0,.,0,.,142,22.5,4.8,8.8,3.3,1.8,3.3,0,0,6,4.9,0,0,0,0,0,0,0,0,0,608,0,0,60,9.9,16,2.6,0,0,564,92.8,68,11.2,65,10.7,67,11,64,10.5,70,11.5,76,12.5,71,11.7,74,12.2,0,0,0,0,0,0,0,0,0,0,0,0,53,8.7,0,0,568,93.4,0,0,62,10.2,44,7.2,0,0,463,76.2,53,8.7,0,0,0,0,24,3.9,0,.,0,.,0,.,0,.,0,.
'015806,2012,30,88.2,4,11.8,34,100,0,0,25,3.8,15,44.1,17,50,0,0,315,21.2,7.2,3.4,2.3,4.7,1.7,0.9,5,17.4,1.9,7.7,16.7,6.7,0,0,0,0,30.8,0,1669,4,0.2,200,12,592,35.5,0,0,1440,86.3,134,8,126,7.5,141,8.4,146,8.7,146,8.7,150,9,110,6.6,93,5.6,52,3.1,46,2.8,51,3.1,65,3.9,0,0,0,0,144,8.6,265,15.9,990,59.3,1,0.1,186,11.1,229,13.7,0,0,884,53,140,8.4,27,1.6,333,20,55,3.3,2,5.9,1,2.9,0,0,0,0,1,2.9
'015807,2012,77,40.5,113,59.5,190,100,0,0,4,0.4,38,20,116,61.1,1,0.5,784,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,468,4,0.9,2,0.4,65,13.9,19,1.7,325,69.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,9.8,95,20.3,127,27.1,200,42.7,0,0,0,0,0,0,0,0,352,75.2,0,0,2,0.4,143,30.6,1,0.2,372,79.5,66,14.1,6,1.3,284,60.7,40,8.5,17,8.9,31,16.3,3,1.6,1,0.5,0,0
'015808,2012,1,100,0,0,1,100,0,0,19,1.1,0,0,0,0,0,0,1763,94,.,0,100,.,0,0,10.8,8.9,.,.,.,.,0,0,0,4.5,8.1,.,522,1,0.2,12,2.3,120,23,0,0,522,100,0,0,1,0.2,1,0.2,8,1.5,12,2.3,13,2.5,27,5.2,69,13.2,231,44.3,110,21.1,36,6.9,14,2.7,0,0,0,0,0,0,0,0,217,41.6,19,3.6,30,5.7,0,0,0,0,522,100,233,44.6,8,1.5,0,0,157,30.1,0,0,1,100,0,0,0,0,0,0
'015809,2012,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,51,20.2,17.4,2.4,5.6,11.1,0,22.2,20,0,6.5,0,.,0,0,0,0,0,0,16.7,502,1,0.2,101,20.1,24,4.8,0,0,474,94.4,65,12.9,35,7,44,8.8,27,5.4,18,3.6,43,8.6,27,5.4,21,4.2,0,0,0,0,0,0,0,0,0,0,0,0,60,12,162,32.3,458,91.2,0,0,95,18.9,28,5.6,0,0,312,62.2,47,9.4,1,0.2,0,0,18,3.6,0,.,0,.,0,.,0,.,0,.
'015814,2012,7,28,18,72,25,100,0,0,11,4.7,0,0,24,96,0,0,136,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,151,0,0,0,0,1,0.7,0,0,141,93.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,36.4,33,21.9,37,24.5,26,17.2,0,0,0,0,0,0,0,0,148,98,0,0,0,0,10,6.6,0,0,139,92.1,20,13.2,0,0,6,4,2,1.3,0,0,1,4,0,0,0,0,0,0
'015815,2012,26,96.3,1,3.7,27,100,0,0,7,1.9,0,0,26,96.3,0,0,177,22,8.5,6.1,2.5,0,4.3,5.4,5.7,11.3,3,0,0,0,20,0,0,0,0,0,722,0,0,79,10.9,63,8.7,0,0,566,78.4,54,7.5,45,6.2,49,6.8,42,5.8,52,7.2,86,11.9,78,10.8,77,10.7,39,5.4,41,5.7,30,4.2,26,3.6,0,0,0,0,52,7.2,51,7.1,586,81.2,1,0.1,79,10.9,156,21.6,0,0,544,75.3,51,7.1,8,1.1,104,14.4,64,8.9,1,3.7,1,3.7,0,0,0,0,0,0
'015816,2012,28,90.3,3,9.7,31,100,0,0,1,0.5,1,3.2,26,83.9,0,0,85,40.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,188,0,0,6,3.2,13,6.9,0,0,49,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16.5,35,18.6,43,22.9,79,42,0,0,2,1.1,0,0,0,0,152,80.9,0,0,6,3.2,139,73.9,0,0,185,98.4,19,10.1,2,1.1,188,100,21,11.2,4,12.9,4,12.9,0,0,0,0,0,0
'015817,2012,68,65.4,36,34.6,104,100,0,0,2,0.3,1,1,94,90.4,0,0,629,80.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,430,0,0,29,6.7,3,0.7,0,0,395,91.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,34.7,123,28.6,88,20.5,70,16.3,0,0,0,0,0,0,0,0,409,95.1,1,0.2,33,7.7,35,8.1,1,0.2,417,97,50,11.6,1,0.2,96,22.3,15,3.5,10,9.6,8,7.7,1,1,0,0,0,0
'015819,2012,38,97.4,1,2.6,39,100,0,0,12,3.3,9,23.1,13,33.3,0,0,300,29.3,2,1,0,1.2,0,0,0,0,5,0,0,0,14.3,0,0,14.3,0,0,915,3,0.3,48,5.2,256,28,0,0,641,70.1,113,12.3,91,9.9,83,9.1,70,7.7,80,8.7,56,6.1,34,3.7,38,4.2,39,4.3,27,3,22,2.4,27,3,0,0,0,0,127,13.9,108,11.8,314,34.3,2,0.2,49,5.4,274,29.9,0,0,529,57.8,63,6.9,31,3.4,108,11.8,309,33.8,3,7.7,13,33.3,2,5.1,0,0,2,5.1
'015820,2012,54,78.3,15,21.7,69,100,0,0,6,2.4,1,1.4,52,75.4,1,1.4,162,36.3,5.1,8,0,0,0,0,5.6,0,14.3,0,0,0,0,12.5,0,25,0,.,404,1,0.2,0,0,12,3,0,0,379,93.8,32,7.9,49,12.1,40,9.9,22,5.4,28,6.9,30,7.4,33,8.2,20,5,31,7.7,23,5.7,22,5.4,36,8.9,0,0,20,5,38,9.4,0,0,319,79,0,0,0,0,25,6.2,0,0,390,96.5,59,14.6,3,0.7,99,24.5,69,17.1,6,8.7,13,18.8,2,2.9,0,0,0,0
'015822,2012,24,80,6,20,30,100,0,0,8,0.8,2,6.7,25,83.3,0,0,859,58.9,1.3,10.2,3.6,2.1,0,0,0,24.7,0,0,8.3,0,0,0,0,0,0,0,1836,2,0.1,226,12.3,105,5.7,0,0,1267,69,193,10.5,178,9.7,160,8.7,149,8.1,131,7.1,151,8.2,120,6.5,175,9.5,61,3.3,53,2.9,36,2,29,1.6,0,0,44,2.4,204,11.1,196,10.7,1598,87,3,0.2,234,12.7,569,31,0,0,913,49.7,110,6,14,0.8,76,4.1,114,6.2,3,10,3,10,0,0,0,0,0,0
'015823,2012,3,14.3,18,85.7,21,100,0,0,1,0.7,0,0,19,90.5,0,0,100,70.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84,1,1.2,0,0,2,2.4,0,0,73,86.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20.2,25,29.8,23,27.4,19,22.6,0,0,0,0,0,0,0,0,78,92.9,0,0,0,0,11,13.1,0,0,66,78.6,11,13.1,0,0,42,50,3,3.6,2,9.5,2,9.5,0,0,0,0,0,0
'015825,2012,0,.,0,.,0,.,2,0.9,2,5.1,0,.,0,.,0,.,43,23.1,0,11.5,5.6,0,6.7,0,7.7,0,4.3,.,.,0,0,0,0,0,0,.,214,0,0,39,18.2,15,7,0,0,194,90.7,25,11.7,28,13.1,21,9.8,23,10.7,13,6.1,10,4.7,16,7.5,16,7.5,0,0,0,0,0,0,0,0,0,0,2,0.9,34,15.9,28,13.1,189,88.3,0,0,39,18.2,20,9.3,0,0,157,73.4,20,9.3,3,1.4,0,0,7,3.3,0,.,0,.,0,.,0,.,0,.
'015826,2012,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,94,12.1,.,.,.,.,0.5,2.2,2,6.1,.,.,.,.,.,0,0,0,14.3,.,881,1,0.1,160,18.2,38,4.3,0,0,738,83.8,0,0,0,0,0,0,0,0,215,24.4,218,24.7,105,11.9,107,12.1,99,11.2,65,7.4,72,8.2,0,0,0,0,0,0,0,0,0,0,814,92.4,0,0,165,18.7,143,16.2,0,0,352,40,68,7.7,5,0.6,234,26.6,23,2.6,0,.,0,.,0,.,0,.,0,.
'015827,2012,27,100,0,0,27,100,0,0,8,1.9,1,3.7,13,48.1,0,0,173,21.4,0,2.9,0,0,0,0.9,0,0,0,0,0,.,0,0,0,0,0,0,860,39,4.5,17,2,129,15,0,0,455,52.9,43,5,51,5.9,45,5.2,54,6.3,47,5.5,117,13.6,136,15.8,117,13.6,73,8.5,44,5.1,47,5.5,42,4.9,0,0,30,3.5,44,5.1,0,0,448,52.1,7,0.8,22,2.6,405,47.1,2,0.2,131,15.2,31,3.6,26,3,0,0,209,24.3,0,0,9,33.3,0,0,4,14.8,0,0
'015828,2012,7,100,0,0,7,100,3,0.3,1,0.3,0,0,2,28.6,1,14.3,269,27.1,0,1.5,0,0,3.5,0,1.2,2.7,0,0,0,0,0,0,0,0,0,0,1138,36,3.2,65,5.7,140,12.3,0,0,670,58.9,100,8.8,94,8.3,96,8.4,104,9.1,112,9.8,162,14.2,125,11,99,8.7,70,6.2,36,3.2,34,3,18,1.6,0,0,33,2.9,88,7.7,0,0,693,60.9,4,0.4,79,6.9,468,41.1,1,0.1,229,20.1,59,5.2,27,2.4,40,3.5,237,20.8,0,0,4,57.1,0,0,0,0,0,0
'015830,2012,37,97.4,1,2.6,38,100,0,0,26,4.6,1,2.6,31,81.6,0,0,272,32,0,0,0,0,5,3.2,1.6,2.3,7.7,0,.,.,0,0,0,0,0,.,1018,13,1.3,16,1.6,38,3.7,1,0.1,701,68.9,47,4.6,29,2.8,46,4.5,60,5.9,58,5.7,159,15.6,133,13.1,146,14.3,107,10.5,80,7.9,72,7.1,45,4.4,0,0,69,6.8,36,3.5,0,0,851,83.6,4,0.4,16,1.6,317,31.1,0,0,18,1.8,38,3.7,2,0.2,200,19.6,110,10.8,1,2.6,5,13.2,0,0,1,2.6,0,0
'015831,2012,0,.,0,.,0,.,0,0,1,1.1,0,.,0,.,0,.,61,16.4,0,0,0,8.6,5,0,0,0,0,0,.,0,0,0,0,0,0,.,399,37,9.3,15,3.8,34,8.5,0,0,247,61.9,42,10.5,45,11.3,47,11.8,42,10.5,37,9.3,53,13.3,55,13.8,40,10,0,0,0,0,0,0,0,0,0,0,22,5.5,38,9.5,0,0,266,66.7,0,0,22,5.5,152,38.1,0,0,75,18.8,24,6,9,2.3,0,0,53,13.3,0,.,0,.,0,.,0,.,0,.
'015832,2012,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,39,25.7,.,.,.,.,.,0,0,5,.,.,.,.,.,.,0,0,.,.,145,1,0.7,8,5.5,7,4.8,0,0,95,65.5,0,0,0,0,0,0,0,0,0,0,32,22.1,35,24.1,38,26.2,14,9.7,17,11.7,9,6.2,0,0,0,0,3,2.1,0,0,0,0,127,87.6,0,0,8,5.5,50,34.5,1,0.7,45,31,14,9.7,3,2.1,49,33.8,6,4.1,0,.,0,.,0,.,0,.,0,.
'015833,2012,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,47,27.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,159,1,0.6,0,0,6,3.8,0,0,92,57.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19.5,52,32.7,63,39.6,13,8.2,0,0,0,0,0,0,0,0,137,86.2,0,0,0,0,67,42.1,0,0,76,47.8,13,8.2,1,0.6,12,7.5,14,8.8,0,.,0,.,0,.,0,.,0,.
'015901,2012,347,91.6,32,8.4,379,100,1,0,1,0,5,1.3,123,32.5,2,0.5,309,6.8,1.9,1.3,0,0,0,0,0,0,0.7,7.4,0,0,9.1,0,0,0,0,0,4791,124,2.6,237,4.9,93,1.9,71,1.4,1024,21.4,336,7,368,7.7,360,7.5,371,7.7,351,7.3,357,7.5,386,8.1,365,7.6,388,8.1,385,8,373,7.8,353,7.4,26,0.5,746,15.6,310,6.5,62,1.3,1805,37.7,18,0.4,230,4.8,3767,78.6,0,0,965,20.1,278,5.8,78,1.6,238,5,2673,55.8,10,2.6,245,64.6,1,0.3,3,0.8,0,0
'015904,2012,698,84.5,128,15.5,826,100,1,0,27,0.4,2,0.2,801,97,0,0,3311,22.8,9.8,7.8,4.1,3,1.5,0.7,1.1,2.3,2.8,14.8,2.2,2.4,2.7,0.6,1.8,0,0.9,15.7,14911,13,0.1,2640,17.7,50,0.3,489,3,13297,89.2,1218,8.2,1134,7.6,1072,7.2,1053,7.1,1015,6.8,1061,7.1,1027,6.9,1048,7,1106,7.4,1049,7,916,6.1,799,5.4,5,0,912,6.1,1138,7.6,1270,8.5,14513,97.3,5,0,2305,15.5,1614,10.8,0,0,8887,59.6,1376,9.2,17,0.1,3908,26.2,313,2.1,93,11.3,20,2.4,2,0.2,1,0.1,0,0
'015905,2012,513,86.4,81,13.6,594,100,1,0,8,0.2,9,1.5,581,97.8,0,0,2723,23.8,8.9,3.6,4.5,3.1,3.8,0.6,2.7,1.5,1.5,7.1,2.4,3.6,0,4.1,3.3,0.9,5.6,1.8,11822,6,0.1,2234,18.9,110,0.9,160,1.2,11425,96.6,1021,8.6,1009,8.5,971,8.2,938,7.9,905,7.7,786,6.6,725,6.1,743,6.3,791,6.7,680,5.8,580,4.9,506,4.3,6,0.1,837,7.1,1017,8.6,1144,9.7,11634,98.4,6,0.1,2309,19.5,397,3.4,0,0,8270,70,1167,9.9,11,0.1,2000,16.9,55,0.5,80,13.5,4,0.7,0,0,0,0,0,0
'015906,2012,73,90.1,8,9.9,81,100,0,0,0,0,11,13.6,16,19.8,0,0,148,13,1.4,1.7,1.4,1.5,0,0,0,0,0,0,0,10,0,0,0,0,0,33.3,1157,31,2.7,2,0.2,170,14.7,0,0,99,8.6,104,9,95,8.2,84,7.3,94,8.1,86,7.4,91,7.9,88,7.6,99,8.6,76,6.6,59,5.1,84,7.3,76,6.6,2,0.2,106,9.2,100,8.6,19,1.6,223,19.3,3,0.3,3,0.3,1058,91.4,4,0.3,169,14.6,74,6.4,143,12.4,57,4.9,583,50.4,4,4.9,48,59.3,4,4.9,0,0,2,2.5
'015907,2012,2056,74,721,26,2777,100,0,0,31,0.1,174,6.3,2503,90.1,5,0.2,15090,27.4,5.9,3.4,2.8,1.1,1.6,1.1,1.5,1,1.2,11.8,4,1.7,0.9,0.6,0.6,1.1,1.7,8.1,54260,95,0.2,8681,16,3492,6.4,833,1.3,50275,92.7,4594,8.5,4428,8.2,4290,7.9,4154,7.7,3986,7.3,3619,6.7,3652,6.7,3391,6.2,3884,7.2,3457,6.4,2990,5.5,2560,4.7,31,0.1,2925,5.4,4374,8.1,4850,8.9,49268,90.8,56,0.1,10106,18.6,3985,7.3,16,0,36237,66.8,5587,10.3,190,0.4,10450,19.3,1143,2.1,411,14.8,80,2.9,10,0.4,5,0.2,0,0
'015908,2012,372,88.2,50,11.8,422,100,0,0,5,0.1,4,0.9,407,96.4,1,0.2,2193,22.6,9.5,4.8,3.2,1.7,1.3,0,0.3,0.3,1.8,0,2.6,5,1.9,4.9,0,3.6,0,3.6,9716,7,0.1,1388,14.3,87,0.9,247,2.2,8546,88,830,8.5,830,8.5,782,8,742,7.6,768,7.9,743,7.6,740,7.6,638,6.6,759,7.8,629,6.5,471,4.8,445,4.6,26,0.3,420,4.3,754,7.8,559,5.8,9429,97,11,0.1,1480,15.2,1170,12,7,0.1,7848,80.8,725,7.5,12,0.1,1313,13.5,163,1.7,35,8.3,8,1.9,1,0.2,1,0.2,0,0
'015909,2012,172,81.9,38,18.1,210,100,0,0,4,0.2,3,1.4,173,82.4,0,0,644,18.1,8.4,5.8,2.7,0,1.3,0.4,1.5,0,1.9,4.3,7.7,5.6,0,0,6.7,0,0,6.3,3849,4,0.1,375,9.7,29,0.8,54,1.3,3081,80,312,8.1,293,7.6,268,7,280,7.3,274,7.1,287,7.5,297,7.7,290,7.5,271,7,278,7.2,230,6,197,5.1,1,0,168,4.4,284,7.4,287,7.5,3317,86.2,10,0.3,459,11.9,768,20,7,0.2,2096,54.5,322,8.4,29,0.8,805,20.9,453,11.8,28,13.3,31,14.8,3,1.4,0,0,0,0
'015910,2012,3588,83.7,697,16.3,4285,100,0,0,22,0.1,372,8.7,2034,47.5,16,0.4,12690,18.7,2.5,1.4,0.9,0.4,0.4,0.6,0.7,0.5,1.8,4.8,2,0.4,0.2,0.4,0.9,1.5,1.4,10.1,67208,2391,3.6,6361,9.5,4740,7.1,1305,1.8,30422,45.3,5026,7.5,5082,7.6,5005,7.4,5103,7.6,5104,7.6,5170,7.7,5107,7.6,5100,7.6,5823,8.7,5125,7.6,4904,7.3,4394,6.5,131,0.2,4434,6.6,4846,7.2,1288,1.9,37077,55.2,206,0.3,5969,8.9,36786,54.7,145,0.2,23662,35.2,6054,9,1808,2.7,10769,16,20841,31,321,7.5,1569,36.6,116,2.7,166,3.9,12,0.3
