D20GR12N,D20GR12R,D30GR12N,D30GR12R,D40GR12N,D40GR12R,DA0GH12N,DA0GH12R,DA0GM12N,DA0GM12R,DA0GR12N,DA0GR12R,DAPID13N,DAPID13R,DAUND12C,DAUND12R,DB0GR12N,DB0GR12R,DH0GR12N,DH0GR12R,DI0GR12N,DI0GR12R,DISTRICT,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR12N,DS0GR12R,DW0GR12N,DW0GR12R,YEAR
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,1,2.9,0,.,0,.,0,.,'011905,31,19,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,215,0,0.0,48,22.3,1,0.5,0,0,154,71.6,28,13.0,17,7.9,28,13.0,23,10.7,17,7.9,19,8.8,17,7.9,15,7.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,3.7,27,12.6,24,11.2,98,45.6,0,0.0,52,24.2,61,28.4,0,0.0,125,58.1,18,8.4,1,0.5,0,0.0,115,53.5,0,.,0,.,2013
0,0,0,0,0,0,20,57.1,15,42.9,35,100,0,0.0,1,0.4,0,0,4,11.4,0,0,'012901,67,12.4,2.4,0,0,0,0,3.2,2,0,5.1,0,0,0,0,0,0,0,0,16.7,582,2,0.3,0,0.0,17,2.9,1,0.2,306,52.6,46,7.9,54,9.3,45,7.7,43,7.4,37,6.4,48,8.2,37,6.4,54,9.3,39,6.7,39,6.7,29,5.0,38,6.5,5,0.9,21,3.6,51,8.8,17,2.9,106,18.2,4,0.7,0,0.0,276,47.4,0,0.0,144,24.7,67,11.5,20,3.4,138,23.7,433,74.4,5,14.3,31,88.6,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,.,0,.,0,.,0,.,'013801,34,9.7,6.8,1.6,7,0,2.3,0,.,.,13.8,0,0,66.7,0,0,0,.,.,0,431,10,2.3,0,0.0,5,1.2,0,0,333,77.3,68,15.8,64,14.8,75,17.4,51,11.8,56,13.0,48,11.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,4.9,69,16.0,0,0.0,348,80.7,0,0.0,0,0.0,98,22.7,0,0.0,174,40.4,31,7.2,3,0.7,0,0.0,65,15.1,0,.,0,.,2013
2,0.9,0,0,0,0,184,84.4,34,15.6,218,100,1,0.0,9,0.5,5,2.3,164,75.2,2,0.9,'013901,589,17.3,10.7,2.9,2.2,2.7,1.4,1.4,1.2,0.8,1.3,26.3,4.3,3.8,0,0,3.4,0,0,10.3,3453,17,0.5,101,2.9,67,1.9,86,2.2,2545,73.7,287,8.3,238,6.9,232,6.7,249,7.2,255,7.4,262,7.6,279,8.1,267,7.7,349,10.1,226,6.5,216,6.3,226,6.5,7,0.2,259,7.5,248,7.2,112,3.2,2861,82.9,7,0.2,122,3.5,908,26.3,2,0.1,1880,54.4,305,8.8,15,0.4,1017,29.5,484,14.0,20,9.2,45,20.6,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,0,0,.,0,.,0,.,'013902,16,12.5,7.1,0,5,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,156,0,0.0,0,0.0,0,0.0,0,0,92,59.0,20,12.8,11,7.1,19,12.2,19,12.2,14,9.0,16,10.3,16,10.3,11,7.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,4.5,18,11.5,12,7.7,123,78.8,0,0.0,1,0.6,64,41.0,0,0.0,58,37.2,12,7.7,2,1.3,0,0.0,31,19.9,0,.,0,.,2013
3,7.7,0,0,0,0,15,38.5,24,61.5,39,100,0,0.0,0,0,0,0,17,43.6,0,0,'013903,105,24,13,4.8,4.3,7.4,0,0,12.5,0,4,0,0,100,0,0,0,0,0,100,427,1,0.2,1,0.2,9,2.1,4,0.8,259,60.7,25,5.9,32,7.5,24,5.6,23,5.4,30,7.0,36,8.4,36,8.4,33,7.7,35,8.2,46,10.8,34,8.0,27,6.3,0,0.0,26,6.1,30,7.0,16,3.7,258,60.4,0,0.0,1,0.2,168,39.3,0,0.0,194,45.4,49,11.5,3,0.7,136,31.9,156,36.5,6,15.4,19,48.7,2013
1,1.7,0,0,0,0,49,81.7,11,18.3,60,100,0,0.0,0,0,1,1.7,35,58.3,0,0,'013905,102,12.6,6,5,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,4,0.5,14,1.7,9,1.1,12,1.3,478,58.2,56,6.8,60,7.3,50,6.1,53,6.5,57,6.9,73,8.9,70,8.5,68,8.3,63,7.7,73,8.9,62,7.6,70,8.5,0,0.0,48,5.8,46,5.6,20,2.4,520,63.3,9,1.1,14,1.7,343,41.8,0,0.0,331,40.3,80,9.7,4,0.5,281,34.2,275,33.5,10,16.7,23,38.3,2013
3,3.8,0,0,1,1.3,33,42.3,45,57.7,78,100,0,0.0,0,0,31,39.7,23,29.5,0,0,'014801,296,78.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,156,2,1.3,0,0.0,67,42.9,0,0,122,78.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39,25.0,43,27.6,44,28.2,30,19.2,0,0.0,0,0.0,0,0.0,0,0.0,35,22.4,1,0.6,0,0.0,34,21.8,2,1.3,151,96.8,36,23.1,9,5.8,77,49.4,40,25.6,6,7.7,20,25.6,2013
1,2.6,2,5.1,0,0,0,0,39,100,39,100,0,0.0,2,1.5,22,56.4,2,5.1,0,0,'014802,107,83.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,0,0.0,0,0.0,32,48.5,0,0,24,36.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,24.2,17,25.8,18,27.3,15,22.7,0,0.0,0,0.0,0,0.0,0,0.0,15,22.7,1,1.5,0,0.0,42,63.6,0,0.0,66,100.0,9,13.6,5,7.6,13,19.7,13,19.7,1,2.6,12,30.8,2013
0,0,0,0,0,0,7,77.8,2,22.2,9,100,1,0.2,3,2.8,1,11.1,0,0,0,0,'014803,117,43.8,0,4.8,0,5.6,0,9.1,0,0,19.2,0,0,0,33.3,0,0,0,0,0,448,5,1.1,0,0.0,75,16.7,0,0,253,56.5,38,8.5,30,6.7,31,6.9,30,6.7,37,8.3,33,7.4,20,4.5,25,5.6,20,4.5,22,4.9,18,4.0,17,3.8,0,0.0,0,0.0,67,15.0,60,13.4,112,25.0,1,0.2,1,0.2,195,43.5,0,0.0,84,18.8,42,9.4,11,2.5,26,5.8,244,54.5,2,22.2,8,88.9,2013
0,0,0,0,0,0,27,42.9,36,57.1,63,100,4,0.3,10,1.3,2,3.2,7,11.1,0,0,'014804,782,58.1,2,1.8,0,0,0,0,1.5,1.7,6,0,0,0,0,0,14.3,5,0,0,998,19,1.9,4,0.4,55,5.5,0,0,310,31.1,77,7.7,82,8.2,84,8.4,90,9.0,80,8.0,83,8.3,85,8.5,93,9.3,77,7.7,75,7.5,52,5.2,45,4.5,0,0.0,0,0.0,75,7.5,0,0.0,189,18.9,3,0.3,10,1.0,688,68.9,0,0.0,301,30.2,105,10.5,31,3.1,7,0.7,701,70.2,2,3.2,54,85.7,2013
0,0,0,0,0,0,58,80.6,14,19.4,72,100,0,0.0,2,0.4,2,2.8,14,19.4,0,0,'014901,130,11.8,5.3,6,0,1.2,0,0,0,0,2.9,0,11.1,0,0,0,0,0,0,25,1174,8,0.7,37,3.2,28,2.4,14,1.2,401,34.2,80,6.8,88,7.5,77,6.6,73,6.2,98,8.3,89,7.6,93,7.9,99,8.4,93,7.9,100,8.5,87,7.4,75,6.4,5,0.4,96,8.2,78,6.6,39,3.3,252,21.5,10,0.9,37,3.2,773,65.8,0,0.0,358,30.5,94,8.0,29,2.5,235,20.0,847,72.1,7,9.7,56,77.8,2013
1,3.4,0,0,0,0,18,62.1,11,37.9,29,100,1,0.2,1,0.5,4,13.8,11,37.9,1,3.4,'014902,70,18.9,8.3,0,0,5.6,0,0,0,0,10,33.3,0,0,.,0,.,0,0,33.3,421,0,0.0,49,11.6,49,11.6,11,2.5,322,76.5,31,7.4,29,6.9,24,5.7,30,7.1,19,4.5,31,7.4,23,5.5,30,7.1,26,6.2,26,6.2,36,8.6,36,8.6,0,0.0,8,1.9,42,10.0,38,9.0,271,64.4,0,0.0,49,11.6,99,23.5,0,0.0,170,40.4,40,9.5,9,2.1,124,29.5,92,21.9,5,17.2,12,41.4,2013
22,3.7,5,0.8,2,0.3,428,72.5,162,27.5,590,100,1,0.0,2,0,45,7.6,170,28.8,6,1,'014903,1398,15.3,2.9,0.9,0.5,0.3,0.2,0,0.5,0.2,2.1,5.9,2.6,2.2,1.1,0.9,4.6,2.6,2.7,12.9,9896,157,1.6,671,6.8,662,6.7,155,1.5,4847,49.0,751,7.6,751,7.6,745,7.5,699,7.1,732,7.4,776,7.8,792,8.0,713,7.2,811,8.2,716,7.2,662,6.7,567,5.7,18,0.2,789,8.0,751,7.6,412,4.2,3155,31.9,85,0.9,683,6.9,5049,51.0,17,0.2,4010,40.5,1090,11.0,328,3.3,2057,20.8,5492,55.5,79,13.4,340,57.6,2013
1,2.9,0,0,0,0,18,52.9,16,47.1,34,100,0,0.0,0,0,0,0,12,35.3,0,0,'014905,57,9.8,4.2,0,0,0,0,0,0,0,5.9,0,0,0,0,0,.,0,0,0,610,1,0.2,20,3.3,22,3.6,6,0.9,347,56.9,45,7.4,50,8.2,36,5.9,44,7.2,51,8.4,47,7.7,53,8.7,45,7.4,34,5.6,71,11.6,35,5.7,36,5.9,4,0.7,48,7.9,45,7.4,14,2.3,189,31.0,1,0.2,20,3.3,263,43.1,0,0.0,203,33.3,46,7.5,6,1.0,196,32.1,391,64.1,5,14.7,21,61.8,2013
69,3.6,74,3.9,16,0.8,1315,68.9,594,31.1,1909,100,6,0.0,29,0.2,835,43.7,386,20.2,11,0.6,'014906,12600,30.3,7,3.6,4.4,2.7,1.2,1.3,2.6,1.3,1.6,16,6.6,5.3,2.2,1.3,2.1,2.5,2.4,9.1,41687,1126,2.7,3024,7.3,13763,33.0,1118,2.4,23464,56.3,3762,9.0,3444,8.3,3182,7.6,3187,7.6,3032,7.3,2978,7.1,2835,6.8,2697,6.5,2968,7.1,2352,5.6,2076,5.0,2100,5.0,102,0.2,1641,3.9,3756,9.0,3216,7.7,11504,27.6,314,0.8,3438,8.2,18223,43.7,599,1.4,19631,47.1,4459,10.7,2753,6.6,6447,15.5,11628,27.9,215,11.3,518,27.1,2013
0,0,0,0,0,0,58,86.6,9,13.4,67,100,0,0.0,1,0.2,3,4.5,13,19.4,0,0,'014907,115,13.7,1.7,6.4,2.2,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,33.3,838,5,0.6,32,3.8,10,1.2,20,2.2,408,48.7,61,7.3,64,7.6,51,6.1,51,6.1,58,6.9,51,6.1,73,8.7,57,6.8,81,9.7,71,8.5,77,9.2,62,7.4,0,0.0,86,10.3,57,6.8,24,2.9,229,27.3,5,0.6,32,3.8,430,51.3,1,0.1,239,28.5,60,7.2,8,1.0,257,30.7,580,69.2,9,13.4,51,76.1,2013
1,1,3,3.1,1,1,80,83.3,16,16.7,96,100,0,0.0,1,0.1,1,1,15,15.6,1,1,'014908,131,10,3.3,0,0,0,1,0,1.1,3.8,3,40,0,0,0,0,0,0,0,0,1348,12,0.9,92,6.8,10,0.7,14,1,334,24.8,111,8.2,93,6.9,91,6.8,100,7.4,102,7.6,98,7.3,101,7.5,103,7.6,121,9.0,101,7.5,122,9.1,108,8.0,2,0.1,63,4.7,72,5.3,23,1.7,263,19.5,13,1.0,93,6.9,1014,75.2,2,0.1,379,28.1,91,6.8,25,1.9,373,27.7,1023,75.9,8,8.3,74,77.1,2013
9,1.8,8,1.6,1,0.2,288,56.3,224,43.8,512,100,2,0.0,23,0.6,130,25.4,173,33.8,1,0.2,'014909,2474,28.1,4,3.6,1.1,0.7,1.5,1.3,0.6,1.6,4,10.9,5.1,1.9,0,1.7,7.7,5.9,3.4,18,8752,134,1.5,713,8.1,2397,27.4,299,3,6526,74.6,753,8.6,710,8.1,659,7.5,667,7.6,666,7.6,602,6.9,594,6.8,570,6.5,689,7.9,538,6.1,472,5.4,386,4.4,17,0.2,723,8.3,765,8.7,664,7.6,3508,40.1,40,0.5,726,8.3,2226,25.4,10,0.1,4448,50.8,687,7.8,274,3.1,1688,19.3,2389,27.3,70,13.7,190,37.1,2013
1,1.1,0,0,0,0,81,85.3,14,14.7,95,100,0,0.0,1,0.2,1,1.1,20,21.1,2,2.1,'014910,216,16.2,3.4,8.1,0,1.2,1.9,0,0.9,0.9,2.9,0,13.3,0,0,0,0,0,0,16.7,1380,7,0.5,38,2.8,12,0.9,17,1.1,650,47.1,109,7.9,105,7.6,87,6.3,104,7.5,96,7.0,125,9.1,110,8.0,109,7.9,127,9.2,93,6.7,85,6.2,80,5.8,5,0.4,86,6.2,103,7.5,42,3.0,333,24.1,10,0.7,37,2.7,730,52.9,4,0.3,423,30.7,121,8.8,14,1.0,312,22.6,1000,72.5,16,16.8,71,74.7,2013
0,0,0,0,0,0,59,75.6,19,24.4,78,100,0,0.0,0,0,0,0,72,92.3,0,0,'015801,492,71.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,311,1,0.3,4,1.3,10,3.2,0,0,248,79.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,83,26.7,83,26.7,80,25.7,65,20.9,0,0.0,0,0.0,0,0.0,0,0.0,282,90.7,0,0.0,4,1.3,63,20.3,0,0.0,248,79.7,47,15.1,0,0.0,220,70.7,18,5.8,10,12.8,6,7.7,2013
1,1.7,0,0,0,0,48,80,12,20,60,100,0,0.0,1,0.3,27,45,29,48.3,0,0,'015802,248,47.6,4.1,9.7,0,4.3,0,5.3,0,0,6.5,0,0,0,0,0,0,0,0,16.7,1228,2,0.2,98,8.0,420,34.2,0,0,1170,95.3,67,5.5,42,3.4,29,2.4,37,3.0,33,2.7,28,2.3,28,2.3,27,2.2,38,3.1,24,2.0,28,2.3,24,2.0,0,0.0,0,0.0,80,6.5,743,60.5,749,61.0,1,0.1,97,7.9,58,4.7,0,0.0,1025,83.5,42,3.4,15,1.2,61,5.0,41,3.3,8,13.3,3,5,2013
0,0,0,0,0,0,4,100,0,0,4,100,0,0.0,0,0,2,50,1,25,0,0,'015803,40,10.8,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,642,8,1.2,21,3.3,85,13.2,0,0,624,97.2,48,7.5,50,7.8,36,5.6,44,6.9,34,5.3,30,4.7,22,3.4,20,3.1,13,2.0,8,1.2,13,2.0,3,0.5,0,0.0,0,0.0,72,11.2,249,38.8,506,78.8,2,0.3,21,3.3,18,2.8,0,0.0,39,6.1,27,4.2,10,1.6,0,0.0,31,4.8,0,0,1,25,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,0,0,.,0,.,0,.,'015805,150,23.3,6.3,4.8,1.8,0,0,0,1.6,0,3.8,0,0,0,16.7,0,0,0,0,0,627,0,0.0,66,10.5,14,2.2,0,0,493,78.6,64,10.2,70,11.2,67,10.7,68,10.8,73,11.6,80,12.8,73,11.6,69,11.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,63,10.0,0,0.0,587,93.6,0,0.0,69,11.0,134,21.4,0,0.0,411,65.6,52,8.3,3,0.5,0,0.0,23,3.7,0,.,0,.,2013
0,0,0,0,0,0,60,96.8,2,3.2,62,100,0,0.0,0,0,14,22.6,43,69.4,0,0,'015806,274,19.6,6.6,6.7,11.7,0.9,0,3,0,0,0.8,25,18.2,0,0,0,0,0,0,0,1527,1,0.1,172,11.3,507,33.2,0,0,1338,87.6,135,8.8,134,8.8,123,8.1,124,8.1,129,8.4,143,9.4,123,8.1,92,6.0,71,4.6,41,2.7,42,2.8,43,2.8,0,0.0,0,0.0,156,10.2,171,11.2,945,61.9,0,0.0,176,11.5,189,12.4,5,0.3,1006,65.9,114,7.5,21,1.4,193,12.6,48,3.1,4,6.5,5,8.1,2013
1,0.6,2,1.1,1,0.6,53,30.5,121,69.5,174,100,0,0.0,4,0.5,27,15.5,121,69.5,0,0,'015807,543,69.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,508,2,0.4,11,2.2,64,12.6,25,3.3,332,65.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,7.9,47,9.3,38,7.5,55,10.8,94,18.5,99,19.5,135,26.6,0,0.0,8,1.6,0,0.0,0,0.0,381,75.0,0,0.0,19,3.7,176,34.6,0,0.0,424,83.5,74,14.6,4,0.8,334,65.7,57,11.2,19,10.9,22,12.6,2013
0,0,0,0,0,0,1,25,3,75,4,100,0,0.0,10,0.6,1,25,1,25,0,0,'015808,1711,95.6,.,.,0,50,.,16.7,10.3,1.8,.,.,.,0,0,0,0,15.8,3.2,.,557,1,0.2,15,2.7,118,21.2,0,0,557,100.0,0,0.0,2,0.4,8,1.4,9,1.6,8,1.4,26,4.7,32,5.7,82,14.7,242,43.4,96,17.2,35,6.3,17,3.1,0,0.0,0,0.0,0,0.0,0,0.0,226,40.6,5,0.9,34,6.1,0,0.0,0,0.0,557,100.0,232,41.7,6,1.1,0,0.0,201,36.1,1,25,2,50,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,0,0,.,0,.,0,.,'015809,106,32.1,66.7,9.4,3.1,4.8,7.1,6.7,0,0,6.1,50,0,25,0,0,12.5,0,14.3,16.7,458,2,0.4,90,19.7,10,2.2,0,0,134,29.3,76,16.6,12,2.6,32,7.0,36,7.9,32,7.0,30,6.6,37,8.1,23,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60,13.1,120,26.2,427,93.2,0,0.0,89,19.4,324,70.7,0,0.0,324,70.7,43,9.4,2,0.4,0,0.0,17,3.7,0,.,0,.,2013
0,0,0,0,0,0,7,26.9,19,73.1,26,100,0,0.0,2,0.8,1,3.8,25,96.2,0,0,'015814,168,68.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,167,0,0.0,0,0.0,3,1.8,0,0,158,94.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,43,25.7,38,22.8,50,29.9,36,21.6,0,0.0,0,0.0,0,0.0,0,0.0,158,94.6,0,0.0,9,5.4,9,5.4,0,0.0,151,90.4,9,5.4,0,0.0,11,6.6,6,3.6,2,7.7,0,0,2013
0,0,0,0,0,0,20,80,5,20,25,100,0,0.0,7,2,0,0,23,92,0,0,'015815,256,33,2.2,4.7,0,0,2.7,2.4,2.8,1.5,1.9,0,0,0,0,0,0,0,0,0,482,2,0.4,78,16.2,47,9.8,0,0,366,75.9,38,7.9,30,6.2,28,5.8,32,6.6,27,5.6,62,12.9,44,9.1,44,9.1,33,6.8,28,5.8,25,5.2,19,3.9,0,0.0,0,0.0,36,7.5,36,7.5,380,78.8,0,0.0,73,15.1,116,24.1,0,0.0,345,71.6,37,7.7,9,1.9,201,41.7,44,9.1,4,16,2,8,2013
0,0,0,0,0,0,29,100,0,0,29,100,0,0.0,0,0,0,0,26,89.7,0,0,'015816,68,28.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,192,1,0.5,12,6.3,16,8.3,0,0,70,36.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,20.8,22,11.5,36,18.8,94,49.0,0,0.0,1,0.5,0,0.0,0,0.0,151,78.6,1,0.5,12,6.3,122,63.5,0,0.0,140,72.9,19,9.9,2,1.0,192,100.0,21,10.9,3,10.3,3,10.3,2013
0,0,0,0,0,0,52,67.5,25,32.5,77,100,0,0.0,3,0.4,2,2.6,72,93.5,0,0,'015817,650,77.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,435,1,0.2,50,11.5,10,2.3,0,0,413,94.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,144,33.1,94,21.6,122,28.0,75,17.2,0,0.0,0,0.0,0,0.0,0,0.0,410,94.3,0,0.0,50,11.5,22,5.1,1,0.2,408,93.8,53,12.2,1,0.2,78,17.9,12,2.8,2,2.6,3,3.9,2013
0,0,0,0,0,0,26,96.3,1,3.7,27,100,0,0.0,4,1.5,5,18.5,3,11.1,0,0,'015819,359,40,3.3,1.2,2.6,1.9,1.5,0,0,0,3.5,0,0,0,0,0,0,0,0,0,890,2,0.2,49,5.5,250,28.1,0,0,665,74.7,120,13.5,88,9.9,92,10.3,69,7.8,66,7.4,72,8.1,24,2.7,32,3.6,32,3.6,19,2.1,12,1.3,20,2.2,0,0.0,0,0.0,123,13.8,121,13.6,316,35.5,2,0.2,50,5.6,225,25.3,0,0.0,542,60.9,61,6.9,36,4.0,123,13.8,284,31.9,2,7.4,19,70.4,2013
0,0,1,2.7,0,0,31,83.8,6,16.2,37,100,0,0.0,4,1.7,0,0,32,86.5,0,0,'015820,183,38.6,0,0,4.3,0,8.7,0,0,7.7,6.3,50,25,0,0,0,0,0,0,0,423,3,0.7,0,0.0,12,2.8,0,0,386,91.3,28,6.6,41,9.7,42,9.9,24,5.7,24,5.7,39,9.2,37,8.7,33,7.8,26,6.1,33,7.8,32,7.6,26,6.1,0,0.0,32,7.6,38,9.0,0,0.0,335,79.2,2,0.5,0,0.0,37,8.7,0,0.0,366,86.5,53,12.5,4,0.9,187,44.2,67,15.8,10,27,4,10.8,2013
0,0,0,0,0,0,28,84.8,5,15.2,33,100,0,0.0,9,0.6,1,3,29,87.9,0,0,'015822,1252,50.6,4,2.4,2.2,2.3,0,0.8,1.7,48.4,2.7,0,10,0,0,0,9.1,0,0,0,2378,5,0.2,486,20.4,132,5.6,0,0,1700,71.5,242,10.2,229,9.6,202,8.5,191,8.0,180,7.6,165,6.9,172,7.2,296,12.4,50,2.1,58,2.4,45,1.9,30,1.3,0,0.0,46,1.9,291,12.2,227,9.5,2092,88.0,2,0.1,503,21.2,678,28.5,1,0.0,1349,56.7,161,6.8,16,0.7,40,1.7,130,5.5,2,6.1,3,9.1,2013
1,3.3,0,0,0,0,7,23.3,23,76.7,30,100,0,0.0,0,0,1,3.3,23,76.7,0,0,'015823,65,53.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,1,1.3,0,0.0,2,2.6,0,0,72,93.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,26.0,22,28.6,23,29.9,12,15.6,0,0.0,0,0.0,0,0.0,0,0.0,74,96.1,0,0.0,0,0.0,5,6.5,0,0.0,61,79.2,10,13.0,0,0.0,63,81.8,0,0.0,4,13.3,5,16.7,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,0,0,.,0,.,0,.,'015825,47,25.8,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,233,1,0.4,47,20.2,14,6.0,0,0,213,91.4,33,14.2,27,11.6,28,12.0,17,7.3,23,9.9,17,7.3,10,4.3,19,8.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.9,30,12.9,29,12.4,206,88.4,0,0.0,47,20.2,20,8.6,0,0.0,176,75.5,21,9.0,1,0.4,0,0.0,11,4.7,0,.,0,.,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,3,0.6,0,.,0,.,0,.,'015826,134,14.1,.,.,.,.,1,2.1,2.3,3.2,.,.,.,.,.,0,0,0,0,.,1201,2,0.2,313,26.1,44,3.7,0,0,1008,83.9,0,0.0,0,0.0,0,0.0,0,0.0,224,18.7,221,18.4,201,16.7,103,8.6,113,9.4,92,7.7,65,5.4,68,5.7,0,0.0,0,0.0,114,9.5,0,0.0,1126,93.8,0,0.0,245,20.4,193,16.1,0,0.0,488,40.6,100,8.3,5,0.4,275,22.9,24,2.0,0,.,0,.,2013
0,0,5,13.5,0,0,37,100,0,0,37,100,1,0.1,8,1.6,5,13.5,17,45.9,0,0,'015827,173,19.3,0,0,0,0,0,2,0,0.9,0,0,0,0,0,0,0,0,0,0,843,42,5.0,33,3.9,118,14.0,0,0,476,56.5,51,6.0,52,6.2,45,5.3,51,6.0,49,5.8,97,11.5,106,12.6,113,13.4,95,11.3,62,7.4,33,3.9,45,5.3,0,0.0,51,6.0,44,5.2,0,0.0,466,55.3,1,0.1,42,5.0,367,43.5,1,0.1,70,8.3,49,5.8,30,3.6,0,0.0,185,21.9,0,0,10,27,2013
0,0,3,16.7,0,0,18,100,0,0,18,100,0,0.0,2,0.5,0,0,12,66.7,0,0,'015828,179,15.6,0,1.3,0,0,0,0.7,1.8,0,0,0,0,0,25,0,0,0,0,0,2148,60,2.8,191,8.9,190,8.8,0,0,1315,61.2,175,8.1,168,7.8,154,7.2,158,7.4,188,8.8,294,13.7,293,13.6,238,11.1,148,6.9,94,4.4,69,3.2,46,2.1,0,0.0,106,4.9,123,5.7,0,0.0,1558,72.5,3,0.1,225,10.5,833,38.8,3,0.1,348,16.2,105,4.9,40,1.9,46,2.1,294,13.7,0,0,3,16.7,2013
0,0,2,4.7,0,0,41,95.3,2,4.7,43,100,0,0.0,1,0.2,2,4.7,32,74.4,0,0,'015830,182,17,0,0,2.2,1.8,1.9,2.1,1.8,0.8,0,0,.,.,0,0,0,0,0,.,1208,13,1.1,40,3.3,31,2.6,0,0,796,65.9,71,5.9,69,5.7,57,4.7,63,5.2,77,6.4,158,13.1,150,12.4,122,10.1,133,11.0,99,8.2,77,6.4,70,5.8,0,0.0,55,4.6,62,5.1,0,0.0,1054,87.3,2,0.2,50,4.1,412,34.1,0,0.0,367,30.4,54,4.5,3,0.2,368,30.5,105,8.7,1,2.3,7,16.3,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,1,0.9,0,.,0,.,0,.,'015831,122,28,2.6,5.1,0,2.5,0,0,6.8,3,5.4,0,0,0,0,0,0,0,0,0,910,61,6.7,67,7.4,50,5.5,0,0,526,57.8,103,11.3,100,11.0,97,10.7,102,11.2,72,7.9,106,11.6,95,10.4,94,10.3,25,2.7,13,1.4,14,1.5,0,0.0,0,0.0,32,3.5,89,9.8,0,0.0,627,68.9,0,0.0,75,8.2,384,42.2,3,0.3,98,10.8,50,5.5,13,1.4,0,0.0,156,17.1,0,.,0,.,2013
