D20GR10N,D20GR10P,D30GR10N,D30GR10P,D40GR10N,D40GR10P,DA0GH10N,DA0GH10P,DA0GM10N,DA0GM10P,DA0GR10N,DA0GR10P,DAPID11N,DAPID11R,DAUND10C,DAUND10R,DB0GR10N,DB0GR10P,DH0GR10N,DH0GR10P,DI0GR10N,DI0GR10P,DISTRICT,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR10N,DS0GR10P,DW0GR10N,DW0GR10P,YEAR
1,0.2,0,0,0,0,571,93,43,7,614,100,40,0.3,67,1.3,1,0.2,606,98.7,0,0,'031912,5.5,4.6,2.7,1.2,1.4,0.6,2.2,1.1,1.2,8.6,8.3,4.6,1.4,0,2,0,4.3,15.6,11351,4,0.0,2338,20.6,15,0.1,276,2.2,9290,81.8,858,7.6,890,7.8,833,7.3,916,8.1,897,7.9,820,7.2,769,6.8,827,7.3,840,7.4,769,6.8,690,6.1,596,5.3,44,0.4,518,4.6,824,7.3,778,6.9,11226,98.9,3,0.0,2752,24.2,1,0.0,6915,60.9,828,7.3,8,0.1,2987,26.3,94,0.8,60,9.8,6,1,2011
0,0,0,0,0,0,30,90.9,3,9.1,33,100,2,0.3,1,0.4,0,0,33,100,0,0,'031913,4.1,0,0,7.1,0,0,0,0,0,0,.,0,0,0,0,0,0,.,712,0,0.0,308,43.3,0,0.0,10,1.3,678,95.2,50,7.0,55,7.7,60,8.4,58,8.1,42,5.9,50,7.0,53,7.4,50,7.0,51,7.2,41,5.8,31,4.4,37,5.2,0,0.0,18,2.5,48,6.7,86,12.1,709,99.6,0,0.0,311,43.7,0,0.0,480,67.4,39,5.5,0,0.0,188,26.4,3,0.4,4,12.1,0,0,2011
1,1.6,0,0,0,0,56,87.5,8,12.5,64,100,1,0.1,0,0,0,0,63,98.4,0,0,'031914,3.4,2.7,0,5.3,0,1.2,0,2.5,3.9,0,0,0,0,0,0,0,0,0,1170,0,0.0,147,12.6,1,0.1,17,1.3,1114,95.2,75,6.4,84,7.2,80,6.8,84,7.2,70,6.0,105,9.0,87,7.4,87,7.4,90,7.7,108,9.2,70,6.0,89,7.6,1,0.1,55,4.7,82,7.0,58,5.0,1156,98.8,0,0.0,174,14.9,0,0.0,663,56.7,100,8.5,0,0.0,324,27.7,13,1.1,5,7.8,0,0,2011
2,0.4,43,9.2,0,0,452,97,14,3,466,100,10,0.3,2,0.1,4,0.9,350,75.1,1,0.2,'031916,.,.,.,.,.,.,0.4,0.5,.,.,.,.,.,.,.,0,40,.,3173,278,8.8,43,1.4,39,1.2,40,1.2,1891,59.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,267,8.4,278,8.8,932,29.4,666,21.0,511,16.1,519,16.4,0,0.0,759,23.9,0,0.0,0,0.0,2589,81.6,11,0.3,49,1.5,1,0.0,614,19.4,51,1.6,17,0.5,2848,89.8,238,7.5,10,2.1,66,14.2,2011
5,3.4,0,0,1,0.7,116,79.5,30,20.5,146,100,1,0.0,0,0,32,21.9,46,31.5,2,1.4,'032902,4.6,1.9,2.1,0,0.6,0,0,0,2.8,10.5,0,0,0,0,0,3.1,5,27.3,2490,15,0.6,375,15.1,462,18.6,97,3.6,1891,75.9,208,8.4,193,7.8,191,7.7,163,6.5,189,7.6,218,8.8,199,8.0,182,7.3,173,6.9,181,7.3,149,6.0,150,6.0,13,0.5,104,4.2,203,8.2,78,3.1,899,36.1,11,0.4,389,15.6,2,0.1,1113,44.7,303,12.2,62,2.5,732,29.4,1039,41.7,31,21.2,60,41.1,2011
0,0,0,0,0,0,13,86.7,2,13.3,15,100,0,0.0,0,0,0,0,1,6.7,0,0,'033901,0,0,0,0,0,11.1,0,0,0,0,0,0,0,.,0,.,.,0,127,3,2.4,0,0.0,3,2.4,0,0,37,29.1,5,3.9,12,9.4,14,11.0,12,9.4,7,5.5,11,8.7,10,7.9,13,10.2,7,5.5,8,6.3,10,7.9,7,5.5,1,0.8,15,11.8,10,7.9,0,0.0,12,9.4,1,0.8,0,0.0,0,0.0,14,11.0,15,11.8,4,3.1,32,25.2,104,81.9,0,0,14,93.3,2011
1,2.2,0,0,0,0,29,63,17,37,46,100,0,0.0,0,0,0,0,8,17.4,0,0,'033902,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,674,3,0.4,2,0.3,6,0.9,0,0,192,28.5,52,7.7,48,7.1,46,6.8,51,7.6,39,5.8,52,7.7,58,8.6,46,6.8,60,8.9,47,7.0,54,8.0,50,7.4,1,0.1,51,7.6,47,7.0,23,3.4,54,8.0,2,0.3,2,0.3,1,0.1,175,26.0,64,9.5,6,0.9,191,28.3,602,89.3,4,8.7,37,80.4,2011
0,0,0,0,0,0,20,71.4,8,28.6,28,100,0,0.0,0,0,0,0,4,14.3,0,0,'033904,0,4.5,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,385,0,0.0,0,0.0,1,0.3,0,0,153,39.7,27,7.0,39,10.1,21,5.5,19,4.9,30,7.8,24,6.2,31,8.1,25,6.5,26,6.8,34,8.8,29,7.5,27,7.0,0,0.0,23,6.0,29,7.5,24,6.2,27,7.0,2,0.5,0,0.0,0,0.0,90,23.4,39,10.1,7,1.8,116,30.1,348,90.4,7,25,24,85.7,2011
0,0,0,0,0,0,89,80.9,21,19.1,110,100,2,0.1,4,0.5,41,37.3,5,4.5,0,0,'034901,2.8,2,1.7,1,0.9,0,0,0,0.9,10.5,0,0,0,0,0,0,0,0,1798,13,0.7,25,1.4,630,35.0,81,4.1,1129,62.8,129,7.2,127,7.1,124,6.9,146,8.1,121,6.7,139,7.7,131,7.3,138,7.7,143,8.0,134,7.5,122,6.8,127,7.1,2,0.1,150,8.3,113,6.3,102,5.7,115,6.4,3,0.2,25,1.4,2,0.1,579,32.2,201,11.2,37,2.1,480,26.7,998,55.5,21,19.1,64,58.2,2011
0,0,0,0,0,0,6,75,2,25,8,100,0,0.0,0,0,0,0,1,12.5,0,0,'034902,0,20,12.5,11.1,0,0,0,0,12.5,.,0,.,0,0,0,0,0,.,137,0,0.0,0,0.0,21,15.3,0,0,110,80.3,8,5.8,13,9.5,8,5.8,9,6.6,7,5.1,13,9.5,9,6.6,18,13.1,11,8.0,8,5.8,15,10.9,9,6.6,0,0.0,13,9.5,9,6.6,0,0.0,12,8.8,0,0.0,0,0.0,0,0.0,55,40.1,17,12.4,13,9.5,59,43.1,91,66.4,2,25,7,87.5,2011
1,1.5,0,0,0,0,62,92.5,5,7.5,67,100,1,0.1,3,0.6,8,11.9,1,1.5,1,1.5,'034903,1.3,0,2.8,1.3,1.3,0,0,0,6.2,0,0,0,0,0,0,0,0,7.1,1124,3,0.3,36,3.2,147,13.1,12,1,692,61.6,75,6.7,92,8.2,73,6.5,82,7.3,95,8.5,86,7.7,77,6.9,74,6.6,80,7.1,83,7.4,64,5.7,69,6.1,3,0.3,73,6.5,96,8.5,75,6.7,109,9.7,3,0.3,37,3.3,1,0.1,396,35.2,84,7.5,24,2.1,327,29.1,837,74.5,4,6,56,83.6,2011
2,3.7,0,0,0,0,37,68.5,17,31.5,54,100,0,0.0,0,0,16,29.6,2,3.7,1,1.9,'034905,0,1.8,0,0,0,0,3.4,0,1.9,33.3,0,0,0,0,0,0,0,0,777,8,1.0,16,2.1,152,19.6,23,2.6,481,61.9,58,7.5,55,7.1,54,6.9,53,6.8,52,6.7,49,6.3,70,9.0,62,8.0,57,7.3,75,9.7,67,8.6,61,7.9,2,0.3,23,3.0,44,5.7,18,2.3,61,7.9,1,0.1,16,2.1,0,0.0,318,40.9,90,11.6,7,0.9,275,35.4,548,70.5,7,13,33,61.1,2011
1,2.9,0,0,0,0,25,73.5,9,26.5,34,100,0,0.0,2,0.9,0,0,1,2.9,0,0,'034906,5.9,3.4,0,0,0,0,0,0,18.2,0,0,0,0,0,0,0,0,0,443,2,0.5,0,0.0,12,2.7,4,0.9,213,48.1,22,5.0,39,8.8,34,7.7,36,8.1,35,7.9,32,7.2,36,8.1,33,7.4,38,8.6,40,9.0,30,6.8,34,7.7,0,0.0,22,5.0,34,7.7,0,0.0,11,2.5,0,0.0,0,0.0,0,0.0,150,33.9,46,10.4,7,1.6,136,30.7,411,92.8,12,35.3,32,94.1,2011
0,0,0,0,0,0,68,88.3,9,11.7,77,100,0,0.0,2,0.4,14,18.2,5,6.5,1,1.3,'034907,5.4,0,0,0,1.3,0,1.5,0,6.1,0,0,0,0,0,0,0,0,12.5,1082,5,0.5,2,0.2,172,15.9,26,2.2,597,55.2,73,6.7,78,7.2,80,7.4,67,6.2,79,7.3,101,9.3,76,7.0,73,6.7,78,7.2,89,8.2,76,7.0,72,6.7,2,0.2,57,5.3,79,7.3,59,5.5,28,2.6,13,1.2,2,0.2,0,0.0,426,39.4,115,10.6,41,3.8,278,25.7,823,76.1,10,13,57,74,2011
0,0,0,0,0,0,12,60,8,40,20,100,0,0.0,1,0.7,0,0,0,0,0,0,'034909,15.8,0,0,0,0,0,0,0,4.8,0,33.3,0,0,0,0,0,0,.,267,4,1.5,0,0.0,14,5.2,12,3.8,161,60.3,25,9.4,19,7.1,22,8.2,12,4.5,18,6.7,25,9.4,14,5.2,14,5.2,18,6.7,23,8.6,18,6.7,26,9.7,1,0.4,16,6.0,13,4.9,19,7.1,10,3.7,1,0.4,0,0.0,0,0.0,94,35.2,32,12.0,3,1.1,110,41.2,235,88.0,6,30,20,100,2011
0,0,0,0,0,0,47,88.7,6,11.3,53,100,0,0.0,0,0,1,1.9,36,67.9,0,0,'035901,1.1,0,0,0,8.7,1.4,1.1,3.8,2.1,12.5,0,0,0,0,33.3,0,0,25,1199,3,0.3,190,15.8,28,2.3,23,1.7,1027,85.7,102,8.5,100,8.3,76,6.3,82,6.8,102,8.5,92,7.7,79,6.6,98,8.2,83,6.9,83,6.9,59,4.9,71,5.9,0,0.0,24,2.0,88,7.3,84,7.0,1010,84.2,1,0.1,196,16.3,0,0.0,721,60.1,71,5.9,3,0.3,295,24.6,154,12.8,2,3.8,16,30.2,2011
0,0,0,0,0,0,24,96,1,4,25,100,0,0.0,0,0,0,0,22,88,0,0,'035902,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,292,0,0.0,12,4.1,1,0.3,16,4.3,248,84.9,20,6.8,18,6.2,16,5.5,30,10.3,21,7.2,20,6.8,29,9.9,11,3.8,17,5.8,22,7.5,15,5.1,16,5.5,0,0.0,1,0.3,28,9.6,29,9.9,284,97.3,0,0.0,12,4.1,0,0.0,195,66.8,23,7.9,2,0.7,79,27.1,5,1.7,0,0,3,12,2011
0,0,0,0,0,0,18,94.7,1,5.3,19,100,0,0.0,0,0,0,0,2,10.5,0,0,'035903,0,0,0,0,0,0,12.5,7.7,0,0,0,0,0,0,0,.,.,0,240,0,0.0,3,1.3,1,0.4,1,0.4,42,17.5,14,5.8,19,7.9,17,7.1,21,8.8,24,10.0,19,7.9,22,9.2,17,7.1,11,4.6,23,9.6,14,5.8,18,7.5,0,0.0,7,2.9,21,8.8,0,0.0,22,9.2,0,0.0,4,1.7,0,0.0,32,13.3,17,7.1,0,0.0,76,31.7,217,90.4,1,5.3,17,89.5,2011
1,1.2,0,0,0,0,71,82.6,15,17.4,86,100,0,0.0,12,1.9,23,26.7,18,20.9,0,0,'036901,6.8,7.8,0,0,7.8,1.1,0,1.4,3.1,0,11.8,12.5,0,0,0,0,0,0,1225,25,2.0,95,7.8,204,16.7,46,3.4,635,51.8,82,6.7,90,7.3,98,8.0,85,6.9,106,8.7,96,7.8,93,7.6,88,7.2,85,6.9,102,8.3,81,6.6,113,9.2,2,0.2,111,9.1,84,6.9,20,1.6,330,26.9,4,0.3,95,7.8,0,0.0,498,40.7,107,8.7,37,3.0,306,25.0,625,51.0,10,11.6,44,51.2,2011
4,1.5,2,0.7,1,0.4,225,81.8,50,18.2,275,100,2,0.0,1,0.1,7,2.5,38,13.8,2,0.7,'036902,3,0.7,1.5,0,0,0,2,0.6,0,8.3,0,0,0,4.2,0,0,0,8.7,4201,29,0.7,91,2.2,143,3.4,67,1.5,974,23.2,345,8.2,286,6.8,301,7.2,303,7.2,376,9.0,351,8.4,330,7.9,340,8.1,339,8.1,316,7.5,271,6.5,276,6.6,10,0.2,154,3.7,273,6.5,84,2.0,811,19.3,26,0.6,99,2.4,3,0.1,988,23.5,255,6.1,71,1.7,650,15.5,3118,74.2,16,5.8,221,80.4,2011
0,0,0,0,0,0,64,88.9,8,11.1,72,100,3,0.2,3,0.5,6,8.3,15,20.8,0,0,'036903,5.9,1.1,0,0,1.4,0,0,0,0,0,7.7,0,9.1,0,0,0,0,16.7,1330,10,0.8,219,16.5,106,8.0,26,1.8,696,52.3,99,7.4,73,5.5,105,7.9,111,8.3,104,7.8,79,5.9,99,7.4,91,6.8,100,7.5,92,6.9,95,7.1,94,7.1,9,0.7,53,4.0,105,7.9,74,5.6,448,33.7,0,0.0,220,16.5,0,0.0,520,39.1,125,9.4,21,1.6,311,23.4,745,56.0,9,12.5,51,70.8,2011
0,0,0,0,0,0,36,81.8,8,18.2,44,100,1,0.1,1,0.3,10,22.7,6,13.6,0,0,'037901,15.2,4.1,2.1,0,3.4,0,0,0,9.1,0,0,0,0,0,0,0,0,0,681,4,0.6,88,12.9,179,26.3,4,0.5,493,72.4,45,6.6,49,7.2,52,7.6,51,7.5,52,7.6,56,8.2,58,8.5,50,7.3,46,6.8,34,5.0,50,7.3,38,5.6,0,0.0,37,5.4,56,8.2,44,6.5,183,26.9,0,0.0,92,13.5,0,0.0,315,46.3,49,7.2,27,4.0,220,32.3,288,42.3,3,6.8,28,63.6,2011
5,2.2,4,1.8,0,0,183,81.7,41,18.3,224,100,20,0.4,2,0.1,52,23.2,71,31.7,1,0.4,'037904,11.7,5.5,4.8,1.3,0.9,0,0,4.2,1.5,26.2,12.2,2.5,0,0,0,0,2.6,14,4963,29,0.6,1080,21.8,932,18.8,93,1.8,3947,79.5,437,8.8,384,7.7,421,8.5,364,7.3,368,7.4,369,7.4,376,7.6,358,7.2,326,6.6,275,5.5,287,5.8,239,4.8,15,0.3,226,4.6,415,8.4,329,6.6,2205,44.4,35,0.7,1114,22.4,3,0.1,3053,61.5,488,9.8,70,1.4,1097,22.1,1689,34.0,27,12.1,91,40.6,2011
0,0,1,0.7,0,0,87,64,49,36,136,100,0,0.0,0,0,17,12.5,14,10.3,2,1.5,'037907,3.4,9,2,0,0,0.7,0,0.8,1.3,12,5.3,20,0,0,0,0,0,21.4,2128,11,0.5,96,4.5,319,15.0,43,1.8,1305,61.3,177,8.3,180,8.5,164,7.7,159,7.5,136,6.4,157,7.4,152,7.1,163,7.7,160,7.5,152,7.1,110,5.2,116,5.5,4,0.2,112,5.3,163,7.7,135,6.3,279,13.1,6,0.3,96,4.5,0,0.0,743,34.9,236,11.1,46,2.2,497,23.4,1467,68.9,17,12.5,102,75,2011
0,0,0,0,0,0,26,100,0,0,26,100,3,0.6,0,0,2,7.7,21,80.8,0,0,'037908,7.4,8.6,9.7,0,0,0,0,4.2,5.7,0,25,0,.,0,0,0,0,16.7,495,2,0.4,148,29.9,26,5.3,6,1.1,448,90.5,36,7.3,30,6.1,37,7.5,36,7.3,35,7.1,42,8.5,32,6.5,29,5.9,27,5.5,42,8.5,34,6.9,31,6.3,0,0.0,6,1.2,45,9.1,39,7.9,381,77.0,1,0.2,171,34.5,0,0.0,307,62.0,44,8.9,0,0.0,134,27.1,85,17.2,1,3.8,3,11.5,2011
0,0,0,0,1,4.8,14,66.7,7,33.3,21,100,2,0.6,8,5,3,14.3,2,9.5,0,0,'037909,0,0,8.3,0,5.3,0,0,0,0,0,0,50,0,0,.,0,0,0,329,0,0.0,7,2.1,37,11.2,3,0.8,221,67.2,20,6.1,24,7.3,20,6.1,25,7.6,22,6.7,21,6.4,24,7.3,28,8.5,29,8.8,24,7.3,28,8.5,21,6.4,0,0.0,15,4.6,27,8.2,16,4.9,24,7.3,0,0.0,7,2.1,0,0.0,107,32.5,40,12.2,6,1.8,86,26.1,262,79.6,2,9.5,15,71.4,2011
0,0,2,2.5,0,0,59,74.7,20,25.3,79,100,0,0.0,0,0,6,7.6,22,27.8,1,1.3,'038901,4.5,1.1,2.7,1.5,0,3.1,0,4.6,3.8,0,9.1,0,0,0,7.7,0,0,20,1094,11,1.0,28,2.6,65,5.9,19,1.6,601,54.9,84,7.7,74,6.8,95,8.7,86,7.9,76,6.9,103,9.4,72,6.6,98,9.0,70,6.4,81,7.4,70,6.4,65,5.9,0,0.0,95,8.7,84,7.7,36,3.3,398,36.4,12,1.1,28,2.6,0,0.0,291,26.6,117,10.7,14,1.3,273,25.0,594,54.3,20,25.3,48,60.8,2011
0,0,0,0,0,0,5,100,0,0,5,100,0,0.0,0,0,0,0,0,0,0,0,'039901,0,0,0,0,0,0,0,0,0,.,.,0,.,0,.,0,0,.,77,0,0.0,0,0.0,0,0.0,0,0,39,50.6,3,3.9,0,0.0,4,5.2,7,9.1,5,6.5,7,9.1,4,5.2,6,7.8,10,13.0,5,6.5,14,18.2,4,5.2,0,0.0,9,11.7,2,2.6,6,7.8,7,9.1,2,2.6,0,0.0,0,0.0,35,45.5,6,7.8,3,3.9,39,50.6,65,84.4,1,20,5,100,2011
3,4.7,1,1.6,0,0,50,78.1,14,21.9,64,100,0,0.0,0,0,0,0,3,4.7,0,0,'039902,1.9,0,2,0,0,3.4,0,0,4.9,25,0,0,0,0,0,0,0,10,938,1,0.1,3,0.3,7,0.7,0,0,419,44.7,77,8.2,56,6.0,70,7.5,65,6.9,79,8.4,55,5.9,81,8.6,72,7.7,67,7.1,86,9.2,77,8.2,53,5.7,1,0.1,41,4.4,68,7.2,31,3.3,68,7.2,12,1.3,3,0.3,0,0.0,286,30.5,98,10.4,21,2.2,343,36.6,829,88.4,10,15.6,57,89.1,2011
0,0,0,0,0,0,35,81.4,8,18.6,43,100,0,0.0,0,0,0,0,2,4.7,0,0,'039903,3.7,0,4,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,475,1,0.2,4,0.8,4,0.8,5,1,238,50.1,28,5.9,36,7.6,31,6.5,37,7.8,31,6.5,31,6.5,34,7.2,37,7.8,33,6.9,24,5.1,38,8.0,48,10.1,0,0.0,36,7.6,42,8.8,25,5.3,47,9.9,13,2.7,4,0.8,0,0.0,121,25.5,47,9.9,8,1.7,137,28.8,402,84.6,5,11.6,41,95.3,2011
0,0,0,0,0,0,6,85.7,1,14.3,7,100,0,0.0,0,0,0,0,1,14.3,0,0,'039904,0,0,6.7,0,6.7,0,0,0,0,0,.,0,0,.,0,0,0,100,175,0,0.0,2,1.1,1,0.6,3,1.7,96,54.9,10,5.7,10,5.7,14,8.0,19,10.9,10,5.7,15,8.6,12,6.9,13,7.4,15,8.6,13,7.4,10,5.7,20,11.4,1,0.6,3,1.7,13,7.4,0,0.0,3,1.7,2,1.1,2,1.1,0,0.0,53,30.3,15,8.6,3,1.7,82,46.9,166,94.9,0,0,6,85.7,2011
0,0,0,0,0,0,11,91.7,1,8.3,12,100,0,0.0,0,0,0,0,1,8.3,0,0,'039905,0,0,0,0,0,0,0,0,0,.,.,.,0,0,0,0,0,.,102,0,0.0,0,0.0,0,0.0,1,0.8,44,43.1,4,3.9,5,4.9,7,6.9,4,3.9,9,8.8,7,6.9,9,8.8,7,6.9,8,7.8,11,10.8,12,11.8,12,11.8,0,0.0,2,2.0,7,6.9,0,0.0,7,6.9,1,1.0,0,0.0,0,0.0,31,30.4,15,14.7,1,1.0,50,49.0,93,91.2,0,0,11,91.7,2011
2,7.1,0,0,0,0,24,85.7,4,14.3,28,100,0,0.0,0,0,1,3.6,19,67.9,0,0,'040901,2.4,6.1,0,5,2.7,16.7,7.4,10.3,3.3,0,0,0,0,0,0,25,0,0,461,0,0.0,71,15.4,21,4.6,15,2.9,408,88.5,34,7.4,41,8.9,34,7.4,34,7.4,25,5.4,38,8.2,29,6.3,28,6.1,37,8.0,24,5.2,22,4.8,35,7.6,0,0.0,17,3.7,36,7.8,44,9.5,363,78.7,0,0.0,71,15.4,0,0.0,229,49.7,48,10.4,3,0.7,138,29.9,74,16.1,1,3.6,6,21.4,2011
2,7.7,0,0,0,0,24,92.3,2,7.7,26,100,0,0.0,0,0,0,0,3,11.5,0,0,'040902,12.5,5.9,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,293,0,0.0,9,3.1,5,1.7,8,2.4,171,58.4,27,9.2,20,6.8,17,5.8,21,7.2,19,6.5,24,8.2,19,6.5,23,7.8,21,7.2,22,7.5,21,7.2,25,8.5,0,0.0,16,5.5,15,5.1,19,6.5,116,39.6,1,0.3,9,3.1,4,1.4,93,31.7,33,11.3,9,3.1,106,36.2,158,53.9,1,3.8,21,80.8,2011
0,0,0,0,1,3.7,26,96.3,1,3.7,27,100,0,0.0,0,0,0,0,7,25.9,0,0,'041901,7.7,0,0,4.5,3.8,0,0,0,0,0,0,0,.,0,0,0,0,0,304,1,0.3,13,4.3,0,0.0,0,0,150,49.3,17,5.6,13,4.3,19,6.3,26,8.6,26,8.6,29,9.5,17,5.6,26,8.6,24,7.9,24,7.9,29,9.5,22,7.2,1,0.3,32,10.5,19,6.3,12,3.9,96,31.6,0,0.0,13,4.3,0,0.0,90,29.6,33,10.9,2,0.7,123,40.5,205,67.4,1,3.7,19,70.4,2011
0,0,0,0,0,0,13,76.5,4,23.5,17,100,0,0.0,0,0,0,0,8,47.1,0,0,'041902,11.8,7.1,0,0,0,0,0,0,5.3,50,0,0,0,0,0,0,0,100,248,0,0.0,9,3.6,0,0.0,4,1.4,148,59.7,22,8.9,15,6.0,16,6.5,21,8.5,20,8.1,15,6.0,27,10.9,8,3.2,16,6.5,18,7.3,17,6.9,23,9.3,0,0.0,8,3.2,16,6.5,14,5.6,77,31.0,5,2.0,9,3.6,0,0.0,82,33.1,25,10.1,0,0.0,79,31.9,166,66.9,4,23.5,9,52.9,2011
0,0,1,1.3,0,0,68,85,12,15,80,100,0,0.0,0,0,2,2.5,27,33.8,0,0,'042901,1.4,0,0,0,1.7,0,0,0,1.4,50,0,0,0,0,0,0,0,25,891,6,0.7,30,3.4,27,3.0,14,1.3,540,60.6,81,9.1,77,8.6,54,6.1,71,8.0,76,8.5,67,7.5,70,7.9,76,8.5,68,7.6,57,6.4,45,5.1,57,6.4,3,0.3,30,3.4,55,6.2,34,3.8,220,24.7,6,0.7,30,3.4,0,0.0,350,39.3,79,8.9,25,2.8,221,24.8,607,68.1,13,16.3,50,62.5,2011
0,0,0,0,0,0,15,83.3,3,16.7,18,100,0,0.0,1,0.7,0,0,5,27.8,0,0,'042903,31.3,13.3,0,11.1,4.5,7.1,0,0,0,0,0,0,.,0,0,0,0,33.3,276,0,0.0,1,0.4,9,3.3,4,1.3,188,68.1,22,8.0,15,5.4,19,6.9,23,8.3,19,6.9,23,8.3,16,5.8,22,8.0,21,7.6,20,7.2,15,5.4,21,7.6,0,0.0,23,8.3,30,10.9,10,3.6,95,34.4,5,1.8,1,0.4,0,0.0,103,37.3,30,10.9,6,2.2,63,22.8,161,58.3,2,11.1,13,72.2,2011
1,9.1,0,0,0,0,10,90.9,1,9.1,11,100,0,0.0,0,0,0,0,1,9.1,0,0,'042905,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,169,0,0.0,8,4.7,0,0.0,0,0,115,68.0,7,4.1,11,6.5,11,6.5,14,8.3,11,6.5,13,7.7,11,6.5,10,5.9,14,8.3,9,5.3,16,9.5,13,7.7,0,0.0,5,3.0,17,10.1,12,7.1,42,24.9,0,0.0,8,4.7,0,0.0,36,21.3,18,10.7,1,0.6,47,27.8,126,74.6,2,18.2,9,81.8,2011
0,0,0,0,0,0,6,60,4,40,10,100,0,0.0,0,0,1,10,3,30,0,0,'042906,0,20,0,0,0,0,0,0,16.7,0,.,0,0,0,0,.,.,0,93,0,0.0,0,0.0,1,1.1,0,0,84,90.3,5,5.4,8,8.6,5,5.4,7,7.5,4,4.3,4,4.3,5,5.4,8,8.6,3,3.2,8,8.6,7,7.5,7,7.5,2,2.2,6,6.5,7,7.5,13,14.0,29,31.2,0,0.0,0,0.0,0,0.0,37,39.8,10,10.8,2,2.2,25,26.9,61,65.6,2,20,6,60,2011
43,3.7,88,7.7,3,0.3,1046,91,104,9,1150,100,22,0.1,118,1.5,128,11.1,151,13.1,8,0.7,'043901,0.8,0.2,0.2,0.1,0.1,0,0.1,0.1,1.8,3.1,3.6,0.5,0,0,1,0,1.3,14.8,18726,2352,12.6,1302,7.0,1786,9.5,142,0.7,3039,16.2,1495,8.0,1524,8.1,1464,7.8,1511,8.1,1452,7.8,1530,8.2,1477,7.9,1331,7.1,1410,7.5,1326,7.1,1267,6.8,1238,6.6,32,0.2,2450,13.1,1496,8.0,173,0.9,2604,13.9,122,0.7,1329,7.1,49,0.3,4248,22.7,1945,10.4,791,4.2,3788,20.2,11022,58.9,102,8.9,729,63.4,2011
0,0,0,0,0,0,89,86.4,14,13.6,103,100,1,0.0,1,0.1,7,6.8,29,28.2,1,1,'043902,6.1,2,2.7,1.3,2.4,2.4,0.7,1.5,6.8,5.3,9.5,0,0,0,0,0,0,21.4,2278,15,0.7,322,14.1,176,7.7,20,0.8,989,43.4,208,9.1,175,7.7,178,7.8,207,9.1,184,8.1,141,6.2,183,8.0,154,6.8,160,7.0,147,6.5,125,5.5,139,6.1,9,0.4,66,2.9,202,8.9,66,2.9,590,25.9,14,0.6,172,7.6,1,0.0,566,24.8,213,9.4,66,2.9,579,25.4,1416,62.2,15,14.6,66,64.1,2011
3,2.5,1,0.8,0,0,105,86.1,17,13.9,122,100,1,0.0,1,0.1,3,2.5,25,20.5,2,1.6,'043903,8.3,0,0,0,1.5,0.8,0,0,8.9,0,0,0,0,0,0,0,0,33.3,1953,18,0.9,106,5.4,72,3.7,13,0.6,606,31.0,169,8.7,146,7.5,133,6.8,157,8.0,156,8.0,159,8.1,154,7.9,144,7.4,137,7.0,150,7.7,149,7.6,119,6.1,0,0.0,110,5.6,154,7.9,26,1.3,490,25.1,23,1.2,107,5.5,2,0.1,434,22.2,183,9.4,50,2.6,481,24.6,1298,66.5,11,9,88,72.1,2011
